L,U,V,t,β,δ,m,uS,ud,vpx,vpy,Qm,QuS,Qud,Qvpx,Qvpy,I,f,g,g0,ΔT,μ
30,5.5,1.4,1.0,100.0,0.1,0.10249927686136572,-0.7722607086833494,0.003786645397507851,-5.324132189487832e-18,-1.7806789844095153e-17,0.9301076301935246,0.918170272108676,0.8857018625264934,0.06044629098073233,0.060446290980731565,27,-3.7842859951920342,0.2,0.2,0.471864596,0.8526483939620928
30,5.5,1.6,1.0,100.0,0.1,0.07870795631799013,-0.7801895973228519,0.0023922961731414386,-8.79981059923235e-18,-1.6978901110928893e-17,0.9861825207245017,0.37644246588075525,0.5129937355634746,0.008112963841461842,0.008112963841460959,36,-4.020154571444383,0.2,0.2,1.271291688,0.7957623766887203
30,5.5,1.8,1.0,100.0,0.1,0.056774662413960994,-0.785479301048357,0.0021810578416170093,-3.2189115239545337e-18,-9.481246437222914e-18,0.9946131349070644,0.23645661881652735,0.4753281887044395,0.0017014118346048391,0.0017014118346037458,43,-4.2677182685444635,0.2,0.2,0.842846118,0.762590165018399
30,5.5,2.0,1.0,100.0,0.1,0.040599461720342234,-0.7882076033874684,0.005188698479183465,-3.034320924219797e-18,-9.645990134563737e-18,0.9984124718449727,0.175652302290219,0.8163276608375675,0.0008711228593183947,0.000871122859316957,46,-4.527869369814951,0.2,0.2,0.796222643,0.7614164444461013
30,6.0,1.0,1.0,100.0,0.1,0.16788424050274392,-0.7366311303163923,0.001852874809302989,-6.355047238685752e-18,1.5788193768999176e-19,0.544402178526987,0.9283664625298949,0.7397302308687964,0.14757395258967765,0.1475739525896754,23,-3.4077057523641865,0.2,0.2,0.403452814,1.132626350198267
30,6.0,1.2,1.0,100.0,0.1,0.15133161694648264,-0.7478221160464362,0.0024445140901023427,-1.3296211662983621e-17,-1.8843831633159262e-17,0.04047246068039079,0.8162536837996281,0.755142472146583,0.09444732965739497,0.09444732965739487,25,-3.621324601772782,0.2,0.2,0.450274672,1.0762856587582466
30,6.0,1.4,1.0,100.0,0.1,0.13445009482563808,-0.7576310667250252,0.0036395464719799465,-1.2947539849612465e-17,-8.177632557170122e-18,0.38168845423142694,0.8852944220562486,0.903066559783015,0.07555786372591712,0.07555786372591357,26,-3.8444843971474922,0.2,0.2,0.460438766,1.0219436822111339
30,6.0,1.6,1.0,100.0,0.1,0.11657705739668257,-0.7664123258727169,0.0043798393137858,-4.865884503709487e-19,-1.2838569292148033e-17,0.7094919013177298,0.6826033477749238,0.9006430373323373,0.03868562622766861,0.03868562622766799,29,-4.075280564958346,0.2,0.2,0.512006405,0.9679762416712872
30,6.0,1.8,1.0,100.0,0.1,0.0974472235362317,-0.7741402944481361,0.005236852939196201,-1.878337726437147e-18,-2.066049765580741e-17,0.9182941388082927,0.5033458287747372,0.9136868480933061,0.01584563250285356,0.015845632502853455,33,-4.312705185082296,0.2,0.2,0.573362001,0.915697144225371
30,6.0,2.0,1.0,100.0,0.1,0.07639775556319994,-0.7808169409552663,0.0062762974361861654,-3.541890238663489e-18,-2.09268018868575e-17,0.9883617178851445,0.3408960817460116,0.9185789542563899,0.004153837486828823,0.004153837486828223,39,-4.556129453907703,0.2,0.2,0.684018155,0.8669365732125736
