L,U,V,t,β,δ,m,uS,vS,Qm,QuS,QvS,Converged,I,f,g,g0,ΔT,μ
128,0.0,2.8,1.0,100.0,0.0,0.0,0.4051457492688022,-2.3045942267220694e-11,0.1953125,0.6041902347957429,8.129592587401215e-8,true,11,-1.1614903357878008,0.5,0.5,0.309691713,0.0
128,0.0,2.9,1.0,100.0,0.0,0.0,0.4051344090159761,-3.8755333559739856e-10,0.1953125,0.6043573107630262,1.3200323985132525e-6,true,11,-1.1450764956971344,0.5,0.5,0.159219461,0.0
128,0.0,3.0,1.0,100.0,0.0,0.0,0.40512122765672565,-1.5816176372632721e-9,0.1953125,0.6044202315031999,5.207773214582546e-6,true,11,-1.1286636507135337,0.5,0.5,0.118054066,0.0
128,0.0,3.1,1.0,100.0,0.0,0.0,0.4051058159748637,8.945484228418654e-9,0.1953125,0.604344629710929,2.8506049517699075e-5,true,11,-1.1122519660716952,0.5,0.5,0.105836549,0.0
128,0.0,3.2,1.0,100.0,0.0,0.0,0.4050876790011916,1.6543237412126749e-7,0.1953125,0.604084666295357,0.0005107299321525186,true,11,-1.0958416428673714,0.5,0.5,0.100188048,0.0
128,0.0,3.3,1.0,100.0,0.0,0.0,0.40506617899365704,1.3106651321561697e-6,0.1953125,0.6035784560463053,0.003923991141052276,true,11,-1.0794329281363966,0.5,0.5,0.111509039,0.0
128,0.0,3.4,1.0,100.0,0.0,0.0,0.4050404819256161,7.54868535640948e-6,0.1953125,0.6027418716926247,0.021936958419950005,true,11,-1.0630261291102907,0.5,0.5,0.1136591,0.0
128,0.0,3.5,1.0,100.0,0.0,0.0,0.40500947739748006,3.5859344180668636e-5,0.1953125,0.6014622588961238,0.10124127450223078,true,11,-1.046621644780219,0.5,0.5,0.115585684,0.0
128,0.0,3.6,1.0,100.0,0.0,0.0,0.40497163988731844,0.00014824034914623645,0.1953125,0.5995923612964749,0.4069430216847105,true,11,-1.0302202135662781,0.5,0.5,0.114274232,0.0
128,0.0,3.7,1.0,100.0,0.0,0.0,0.40492337015449587,-0.0003721017164744427,2.168404344971009e-17,9.906102382828408e-6,0.9934524881853816,true,64,-1.0138236835085739,0.5,0.5,0.65125762,0.0
128,0.0,3.8,1.0,100.0,0.0,0.0,0.3947368421064511,NaN,3.155443620884047e-28,1.1225465001984958e-9,240.84691264591285,false,100,NaN,0.5,0.5,2.320493505,0.0
128,0.0,3.9,1.0,100.0,0.0,0.0,0.38461538461539846,NaN,3.155443620884047e-28,2.220446049250313e-11,337.924012631937,false,100,NaN,0.5,0.5,1.585757353,0.0
