L,U,V,t,β,δ,m,uS,vS,Qm,QuS,QvS,Converged,I,f,g,g0,ΔT,μ
128,4.0,0.0,1.0,100.0,0.0,0.3450837638422668,0.33017437324759674,0.0,0.8394500370897395,0.564205891369407,0.00152587890625,true,18,-1.7970289679334956,0.5,0.5,0.18255804,0.0
128,4.0,0.1,1.0,100.0,0.0,0.3483874317778287,0.3278670447849481,-9.433683338450156e-9,0.7925798911749826,0.5463503899854061,0.0011508999926751974,true,18,-1.7862139317031451,0.5,0.5,0.16935585,0.0
128,4.0,0.2,1.0,100.0,0.0,0.35165896231215077,0.3255217994027426,-1.3966542826183047e-8,0.7452048909437625,0.5267103465860234,0.0008580792460398734,true,18,-1.775550600650745,0.5,0.5,0.187868819,0.0
128,4.0,0.3,1.0,100.0,0.0,0.35489560766919614,0.3231406318612179,-1.531815666477705e-8,0.6976603080690591,0.5054484440223384,0.0006320292968077035,true,18,-1.765040294276078,0.5,0.5,0.173694882,0.0
128,4.0,0.4,1.0,100.0,0.0,0.3580144199176809,0.32078705284112213,-3.1661259450834684e-8,0.9793191788095568,0.7199541654147046,0.0009869157656107834,true,17,-1.754684074413237,0.5,0.5,0.288478006,0.0
128,4.0,0.5,1.0,100.0,0.0,0.3611811577389359,0.31833611476981183,-2.8732441305996734e-8,0.916138408876388,0.6897524290762069,0.0007220032585463524,true,17,-1.7444830795319728,0.5,0.5,0.179288864,0.0
128,4.0,0.6,1.0,100.0,0.0,0.36430520386116116,0.31585590737956104,-2.4693902464501193e-8,0.8534155326813675,0.6577366488320635,0.0005211546483680115,true,17,-1.7344379854593204,0.5,0.5,0.157248596,0.0
128,4.0,0.7,1.0,100.0,0.0,0.3673843039376181,0.31334889489995366,-2.0340337789798203e-8,0.7915834606808669,0.6242149005070141,0.0003708894679560499,true,17,-1.7245493793984248,0.5,0.5,0.168341177,0.0
128,4.0,0.8,1.0,100.0,0.0,0.3704163769533497,0.3108176067623045,-1.6166510365303814e-8,0.7310569914129594,0.5895185456126217,0.00026003360044738285,true,17,-1.7148176591372044,0.5,0.5,0.156337191,0.0
128,4.0,0.9,1.0,100.0,0.0,0.37339952471244375,0.30826461954340323,-1.2448289702277283e-8,0.6722251036774818,0.5539953371709316,0.00017945243212668337,true,17,-1.7052430329785806,0.5,0.5,0.274682579,0.0
128,4.0,1.0,1.0,100.0,0.0,0.37626867294226096,0.30574878483548606,-2.272459147099724e-8,0.9774240406983381,0.8110202413973422,0.00029723727546203713,true,16,-1.6958254789536253,0.5,0.5,0.753269591,0.0
128,4.0,1.1,1.0,100.0,0.0,0.379156907223395,0.3031544530165572,-1.6930324172541436e-8,0.9000676577660682,0.7619083552511396,0.00020303813849659018,true,16,-1.6865649261067044,0.5,0.5,0.23650476,0.0
128,4.0,1.2,1.0,100.0,0.0,0.38199107413890576,0.30054648935923156,-1.228536229689278e-8,0.8255832602124258,0.7123425934456584,0.00013622669942596583,true,16,-1.677460970457827,0.5,0.5,0.181636145,0.0
128,4.0,1.3,1.0,100.0,0.0,0.38477003702708235,0.2979275319721447,-8.684175739996059e-9,0.7543599558023084,0.6628049407986225,8.966873469874522e-5,true,16,-1.6685130861443245,0.5,0.5,0.236403301,0.0
128,4.0,1.4,1.0,100.0,0.0,0.38749286255706605,0.2953001761830837,-5.978136941251859e-9,0.6867257096616619,0.613761533403645,5.782835056500683e-5,true,16,-1.6597205750016975,0.5,0.5,0.160074232,0.0
128,4.0,1.5,1.0,100.0,0.0,0.3901588154946045,0.29266696079817545,-4.0051437235267095e-9,0.622943099386486,0.5656522604410297,3.6485559268512605e-5,true,16,-1.651082573036477,0.5,0.5,0.179644921,0.0
128,4.0,1.6,1.0,100.0,0.0,0.3927239735747722,0.29007469752645904,-7.48156629438668e-9,0.9529024549992382,0.8603972946500393,6.445746139186022e-5,true,15,-1.6425980438315482,0.5,0.5,0.161685648,0.0
128,4.0,1.7,1.0,100.0,0.0,0.3952815035585691,0.2874310293313086,-4.8795897434236945e-9,0.8688706553939829,0.7945179184849493,3.993135583447936e-5,true,15,-1.6342658467949787,0.5,0.5,0.144137164,0.0
128,4.0,1.8,1.0,100.0,0.0,0.3977802836051009,0.2847891918971646,-3.088994624922943e-9,0.7901871546242001,0.7305647922065672,2.40956327850755e-5,true,15,-1.6260846465088736,0.5,0.5,0.175774568,0.0
128,4.0,1.9,1.0,100.0,0.0,0.4002203200194739,0.28215140789988213,-1.8942027481073293e-9,0.7169927816795818,0.6690060761382899,1.4129038219933218e-5,true,15,-1.618052995048191,0.5,0.5,0.358383476,0.0
128,4.0,2.0,1.0,100.0,0.0,0.40260177562253685,0.2795197907059579,-1.1224059531140213e-9,0.6493435781652623,0.610240258458572,8.028508333028335e-6,true,15,-1.6101693206333658,0.5,0.5,0.183911833,0.0
128,4.0,2.1,1.0,100.0,0.0,0.4049249557253912,0.2768963419060969,-6.407592768794626e-10,0.5872158043270792,0.5545911084415822,4.406481114651053e-6,true,15,-1.6024319371853553,0.5,0.5,0.211257952,0.0
128,4.0,2.2,1.0,100.0,0.0,0.4071647889195692,0.2743126846028744,-1.2379429822706625e-9,0.9590051084793494,0.8856736495019835,8.201257670924848e-6,true,14,-1.5948390519924474,0.5,0.5,0.156147756,0.0
128,4.0,2.3,1.0,100.0,0.0,0.40937770645586713,0.271705955558844,-6.748558412046163e-10,0.8756170662853613,0.8088531437617785,4.317595728986362e-6,true,14,-1.5873887845121837,0.5,0.5,0.170020354,0.0
128,4.0,2.4,1.0,100.0,0.0,0.4115332258956498,0.26911340438402415,-3.5033134612057906e-10,0.7993068823825,0.7365746624583558,2.1687047994152658e-6,true,14,-1.580079160309968,0.5,0.5,0.134180164,0.0
128,4.0,2.5,1.0,100.0,0.0,0.4136321633031258,0.26653654511460484,-1.719961706519372e-10,0.7298633581360736,0.669059148214135,1.0320490847264087e-6,true,14,-1.5729081328702672,0.5,0.5,0.344810886,0.0
128,4.0,2.6,1.0,100.0,0.0,0.41567541174484857,0.2639767782794409,-7.914936892340372e-11,0.6670064237375151,0.6064294972196738,4.6110215513467353e-7,true,14,-1.5658735890897817,0.5,0.5,0.373479373,0.0
128,4.0,2.7,1.0,100.0,0.0,0.4176639285810506,0.26143539604109356,-3.373309313341197e-11,0.610400008602241,0.5487172189775347,1.9108523030039855e-7,true,14,-1.5589733582809226,0.5,0.5,0.138429392,0.0
128,4.0,2.8,1.0,100.0,0.0,0.4195987240195578,0.2589135874143157,-1.3093586617288184e-11,0.5596651156893895,0.49587128522188273,7.221958179984326e-8,true,14,-1.5522052208404022,0.5,0.5,0.29362382,0.0
128,4.0,2.9,1.0,100.0,0.0,0.421471058335829,0.2564255818343315,-2.2169646510913633e-11,0.9896148027920271,0.8429833816797627,1.1917739997498184e-7,true,13,-1.5455669168837822,0.5,0.5,1.03083551,0.0
128,4.0,3.0,1.0,100.0,0.0,0.42330395452058167,0.25394313684123415,-6.921522491209966e-12,0.9185448805504315,0.7677507037469056,3.6320661254765374e-8,true,13,-1.5390561526741062,0.5,0.5,0.192554062,0.0
128,4.0,3.1,1.0,100.0,0.0,0.4250858942956074,0.2514838217914048,-1.7205891561153503e-12,0.8547287321458708,0.6989395886285443,8.823281102004083e-9,true,13,-1.5326706103838466,0.5,0.5,0.258266319,0.0
128,4.0,3.2,1.0,100.0,0.0,0.42681809023951545,0.2490483839349799,-2.877337241044503e-13,0.7976266445761659,0.6363227320980713,1.4434306215573595e-9,true,13,-1.526407953472742,0.5,0.5,0.224427414,0.0
128,4.0,3.3,1.0,100.0,0.0,0.42850176007274654,0.24663749391858666,-1.666671352587708e-14,0.7466877815200945,0.579606811494715,8.187083212515805e-11,true,13,-1.5202658336426713,0.5,0.5,0.243254504,0.0
128,4.0,3.4,1.0,100.0,0.0,0.4301381214249377,0.24425175070441213,-8.791481768893519e-16,0.7013626237843962,0.5284481568180177,4.2326304134805125e-12,true,13,-1.514241896922234,0.5,0.5,0.236164945,0.0
128,4.0,3.5,1.0,100.0,0.0,0.4317283876270923,0.24189168579521014,-5.517247811928517e-15,0.6611136455958455,0.4824678400207061,2.6056142258137812e-11,true,13,-1.5083337892894078,0.5,0.5,0.150816674,0.0
128,4.0,3.6,1.0,100.0,0.0,0.43327376435464876,0.23955776685516478,-2.184411237325214e-15,0.6254241148589967,0.4412656945511073,1.0127660326509197e-11,true,13,-1.5025391618394972,0.5,0.5,0.164231209,0.0
128,4.0,3.7,1.0,100.0,0.0,0.4347754469562657,0.23725040083598603,1.201581204989067e-15,0.5938049977554094,0.4044328889991622,5.473207819934814e-12,true,13,-1.4968556755092797,0.5,0.5,0.167151859,0.0
128,4.0,3.8,1.0,100.0,0.0,0.436234618318649,0.2349699367251799,1.5761766826469412e-15,0.5658000288956133,0.3715627953926326,7.058552786181621e-12,true,13,-1.491281005371205,0.5,0.5,0.163648279,0.0
128,4.0,3.9,1.0,100.0,0.0,0.4376524471377322,0.23271666803087332,6.8730540315746415e-16,0.540989074910625,0.3422600068222481,3.0281173558981107e-12,true,13,-1.485812844513942,0.5,0.5,0.133137994,0.0
128,4.0,4.0,1.0,100.0,0.0,0.4390300864888467,0.2304908351070238,1.0553645287735539e-16,0.5189899703130774,0.3161474644618467,4.577322466916382e-13,true,13,-1.4804489075274034,0.5,0.5,0.154695671,0.0
128,4.5,0.0,1.0,100.0,0.0,0.36761697641966856,0.3131568756513473,0.0,0.9549238623152156,0.7595482551023824,0.0030517578125,true,17,-1.8607679294718378,0.5,0.5,0.18898857,0.0
128,4.5,0.1,1.0,100.0,0.0,0.37047751348495783,0.3107659153699117,-1.8395650505225172e-8,0.8980206520303735,0.7301604990058719,0.002367739034558536,true,17,-1.8510475501460872,0.5,0.5,0.169467106,0.0
128,4.5,0.2,1.0,100.0,0.0,0.37329880700649215,0.30835184733198434,-2.805437314758703e-8,0.8414854832696772,0.6991394703242948,0.0018195702535489893,true,17,-1.8414754548246526,0.5,0.5,0.204127044,0.0
128,4.5,0.3,1.0,100.0,0.0,0.376079151605361,0.3059168329156762,-3.176552326661803e-8,0.7856503816804361,0.6667380671909751,0.0013844257176090983,true,17,-1.832051875562471,0.5,0.5,0.214542485,0.0
128,4.5,0.4,1.0,100.0,0.0,0.37881697752072285,0.3034630743609513,-3.163536459213502e-8,0.730835012734854,0.6332272979013842,0.001042412208506961,true,17,-1.8227768864216292,0.5,0.5,0.18677264,0.0
128,4.5,0.5,1.0,100.0,0.0,0.3815108566960964,0.3009928010153181,-2.921240926002363e-8,0.6773416268393007,0.5988915041644782,0.0007763699936616575,true,17,-1.8136504045359643,0.5,0.5,0.182914146,0.0
128,4.5,0.6,1.0,100.0,0.0,0.3840930110341545,0.29857132223946314,-5.680101953964763e-8,0.9849159150592257,0.8757801172833979,0.0012681181687316545,true,16,-1.804672134879503,0.5,0.5,0.162613017,0.0
128,4.5,0.7,1.0,100.0,0.0,0.38670267291186455,0.29606902640445576,-4.874080512145413e-8,0.914336919618175,0.8284546124525116,0.0009405864242045579,true,16,-1.7958418152821505,0.5,0.5,0.297365222,0.0
128,4.5,0.8,1.0,100.0,0.0,0.38926450397224244,0.2935571115771536,-4.0480145660296096e-8,0.8459720482616451,0.7805203347478473,0.0006893688646730391,true,16,-1.7871588338247109,0.5,0.5,1.020856298,0.0
128,4.5,0.9,1.0,100.0,0.0,0.3917776547828731,0.2910378259291442,-3.2677932334118077e-8,0.7801386906660657,0.732375799733509,0.0004989431247566725,true,16,-1.7786225080586067,0.5,0.5,0.31236531,0.0
128,4.5,1.0,1.0,100.0,0.0,0.3942414307549622,0.28851337718969583,-2.570911485443315e-8,0.7171132604419928,0.684411758824055,0.00035637468459431067,true,16,-1.770232016341008,0.5,0.5,0.175640112,0.0
128,4.5,1.1,1.0,100.0,0.0,0.39665528856735044,0.285985922114231,-1.974498910631973e-8,0.657127863570528,0.6370037480450952,0.0002510171907198894,true,16,-1.761986403479917,0.5,0.5,0.247733452,0.0
128,4.5,1.2,1.0,100.0,0.0,0.39901883119772924,0.2834575572589836,-1.4817746159666027e-8,0.6003680534999445,0.5905051045999032,0.00017421915902217738,true,16,-1.7538845869208664,0.5,0.5,0.1610192,0.0
128,4.5,1.3,1.0,100.0,0.0,0.401288608736423,0.28097799588787764,-2.8010316324872994e-8,0.9211713812398159,0.8997422717691439,0.0003066446052261527,true,15,-1.7459253461319832,0.5,0.5,0.179799945,0.0
128,4.5,1.4,1.0,100.0,0.0,0.40355704630428696,0.2784478798144284,-2.0585001406708394e-8,0.8459382745501509,0.8360341005051453,0.00021116009218494648,true,15,-1.7381074041631086,0.5,0.5,0.168153275,0.0
128,4.5,1.5,1.0,100.0,0.0,0.40577414411264934,0.27592317223983454,-1.4799227534111814e-8,0.775120783322425,0.7740352362817227,0.0001429860033638543,true,15,-1.7304293134297954,0.5,0.5,0.175729389,0.0
128,4.5,1.6,1.0,100.0,0.0,0.40794004676281403,0.27340567375804414,-1.0403344198582081e-8,0.7088256856940811,0.7141283863538739,9.510018872563718e-5,true,15,-1.7228895521782914,0.5,0.5,0.138626413,0.0
128,4.5,1.7,1.0,100.0,0.0,0.41005501240842035,0.2708970898998329,-7.145446293753561e-9,0.6471007229729153,0.6566444211298927,6.204615486124866e-5,true,15,-1.7154865074663463,0.5,0.5,0.144401766,0.0
128,4.5,1.8,1.0,100.0,0.0,0.41211940262498226,0.2683990299764627,-4.790394373466278e-9,0.5899377683632467,0.6018588159830696,3.965155049097102e-5,true,15,-1.708218482922696,0.5,0.5,0.149442656,0.0
128,4.5,1.9,1.0,100.0,0.0,0.4141054963064692,0.26594812009327673,-9.466296905954189e-9,0.9618503363834074,0.9595271814557549,7.490168737279554e-5,true,14,-1.7010837027163679,0.5,0.5,0.205882875,0.0
128,4.5,2.0,1.0,100.0,0.0,0.41607498764139694,0.26347013519453244,-6.205563825725634e-9,0.8845375813029133,0.8836092969793929,4.7085580870113356e-5,true,14,-1.6940803360737111,0.5,0.5,0.134261747,0.0
128,4.5,2.1,1.0,100.0,0.0,0.4179948524409678,0.26100754656321257,-3.956307696344928e-9,0.8130995917409178,0.8115824460311893,2.8859752956654064e-5,true,14,-1.6872064764918482,0.5,0.5,0.258029409,0.0
128,4.5,2.2,1.0,100.0,0.0,0.41986582455868526,0.258561556762647,-2.447466901881851e-9,0.7474042576189888,0.7436659485842156,1.720332975830359e-5,true,14,-1.6804601707652649,0.5,0.5,0.260850088,0.0
128,4.5,2.3,1.0,100.0,0.0,0.42168869471838444,0.2561332729214323,-1.46505311859592e-9,0.6872679138387738,0.6800048490369637,9.943738253326636e-6,true,14,-1.673839419812227,0.5,0.5,0.364176795,0.0
128,4.5,2.4,1.0,100.0,0.0,0.4234643012167355,0.25372371110212366,-8.456972075730195e-10,0.6324632910186256,0.6206735056064616,5.553168200103367e-6,true,14,-1.667342185617626,0.5,0.5,0.184302215,0.0
128,4.5,2.5,1.0,100.0,0.0,0.42519352142780104,0.25133380081479795,-4.687652832620607e-10,0.5827277259921049,0.5656806999020381,2.9831215670758584e-6,true,14,-1.6609663978891311,0.5,0.5,0.138208648,0.0
128,4.5,2.6,1.0,100.0,0.0,0.4268772641376398,0.24896438953086705,-2.481656522810306e-10,0.5377713696644859,0.5149759733398818,1.5330124624346449e-6,true,14,-1.6547099604018651,0.5,0.5,0.212607651,0.0
128,4.5,2.7,1.0,100.0,0.0,0.4285060975862628,0.24663122611349308,-4.982844607575456e-10,0.9531098251138737,0.876997632032972,2.991357657568585e-6,true,13,-1.6485707573731512,0.5,0.5,0.197192563,0.0
128,4.5,2.8,1.0,100.0,0.0,0.43010394948789527,0.24430201027822362,-2.452518323529698e-10,0.8894184349439449,0.8041919924370866,1.4333182545069965e-6,true,13,-1.6425466576325816,0.5,0.5,0.878585325,0.0
128,4.5,2.9,1.0,100.0,0.0,0.43165875632362294,0.24199589828079507,-1.1222721206543939e-10,0.831702742546292,0.7370524412438351,6.393225601405624e-7,true,13,-1.6366355222734728,0.5,0.5,0.17693818,0.0
128,4.5,3.0,1.0,100.0,0.0,0.4331715535495928,0.2397133889859186,-4.686758751413633e-11,0.7795608686960165,0.6754069533803087,2.6055474938318474e-7,true,13,-1.6308352080336954,0.5,0.5,0.165758659,0.0
128,4.5,3.1,1.0,100.0,0.0,0.43464337577499845,0.23745492143306357,-1.7344215339012373e-11,0.7325820942174488,0.6190331235063073,9.420270557756938e-8,true,13,-1.625143572289131,0.5,0.5,0.1560271,0.0
128,4.5,3.2,1.0,100.0,0.0,0.43607525309895945,0.23522087905231148,-5.397528047763456e-12,0.6903547412060451,0.5676686093988859,2.8670269746604725e-8,true,13,-1.619558477317137,0.5,0.5,0.188832645,0.0
128,4.5,3.3,1.0,100.0,0.0,0.43746820812491394,0.23301159338853114,-1.2614548869093927e-12,0.6524730683777902,0.5210212926972657,6.559240076748085e-9,true,13,-1.6140777942137277,0.5,0.5,0.183810555,0.0
128,4.5,3.4,1.0,100.0,0.0,0.43882325355530594,0.230827347376849,-1.5334599177395688e-13,0.6185431151405352,0.47877887603120506,7.81248982729214e-10,true,13,-1.6086994064737965,0.5,0.5,0.168113667,0.0
128,4.5,3.5,1.0,100.0,0.0,0.44014139027239596,0.22866837822538885,7.892331026795172e-15,0.5881874729094516,0.4406176907208459,3.9429716767429296e-11,true,13,-1.6034212132456722,0.5,0.5,0.153408196,0.0
128,4.5,3.6,1.0,100.0,0.0,0.4414236058174018,0.22653487996842409,-1.859883527357878e-14,0.5610490013765457,0.40621054726103223,9.119044928543968e-11,true,13,-1.5982411322727081,0.5,0.5,0.139998954,0.0
128,4.5,3.7,1.0,100.0,0.0,0.4426708731889568,0.22442700575507935,-3.3344321737495835e-14,0.5367935407506463,0.37523351857871035,1.6056625343940645e-10,true,13,-1.5931571025358453,0.5,0.5,0.134584081,0.0
128,4.5,3.8,1.0,100.0,0.0,0.44388414989213565,0.22234486993640906,-2.3153396178871984e-14,0.5151116977369918,0.3473716008289829,1.0957731182389243e-10,true,13,-1.588167086611835,0.5,0.5,0.128704249,0.0
128,4.5,3.9,1.0,100.0,0.0,0.44506371642279163,0.22028970994675157,-7.058968097504173e-14,0.9887965761066209,0.64000673726472,3.2845154202163477e-10,true,12,-1.5832690727713006,0.5,0.5,0.10896128,0.0
128,4.5,4.0,1.0,100.0,0.0,0.44621203452275393,0.21825888118060416,-6.752080389608914e-15,0.9549406224960144,0.5964367154642214,3.091765688734988e-11,true,12,-1.5784610767744711,0.5,0.5,0.119368537,0.0
128,5.0,0.0,1.0,100.0,0.0,0.3860451961093345,0.29670475939914764,0.0,0.7389320146917733,0.6821169833423069,0.0030517578125,true,17,-1.9319737100281567,0.5,0.5,0.171144398,0.0
128,5.0,0.1,1.0,100.0,0.0,0.3885005876464307,0.294311997688673,-1.7618330972011056e-8,0.6894364189637958,0.6486784530317369,0.002394471906626878,true,17,-1.9232497381323195,0.5,0.5,0.160843048,0.0
128,5.0,0.2,1.0,100.0,0.0,0.39091520065691476,0.29190864324125676,-2.7194447047592054e-8,0.6412091337530956,0.6146420962163113,0.00186315903517253,true,17,-1.9146660509418283,0.5,0.5,0.163208738,0.0
128,5.0,0.3,1.0,100.0,0.0,0.39322485511097005,0.28956165461501493,-6.539971699646813e-8,0.9356769828769984,0.9004750310005472,0.0030112320533831212,true,16,-1.9062220448872815,0.5,0.5,0.163317339,0.0
128,5.0,0.4,1.0,100.0,0.0,0.3955620397184436,0.2871373688702522,-6.719736963214368e-8,0.8719860229886578,0.8538085404818929,0.0023400518200644357,true,16,-1.897917191219384,0.5,0.5,0.155751884,0.0
128,5.0,0.5,1.0,100.0,0.0,0.3978557752560311,0.2847084519235933,-6.414872837194537e-8,0.8102935973022252,0.8067370203372892,0.0018023282145459018,true,16,-1.8897506286691095,0.5,0.5,0.153039139,0.0
128,5.0,0.6,1.0,100.0,0.0,0.4001055335043162,0.2822768107236864,-5.823967681354451e-8,0.7508375245293131,0.7595949697067894,0.0013753176271527696,true,16,-1.8817214594868195,0.5,0.5,0.153920461,0.0
128,5.0,0.7,1.0,100.0,0.0,0.40231090514177126,0.27984430622609824,-5.0905371273152985e-8,0.6938244668588389,0.712708532313644,0.0010393334746612642,true,16,-1.873828676587781,0.5,0.5,0.880941923,0.0
128,5.0,0.8,1.0,100.0,0.0,0.40447159617751516,0.2774127460801379,-4.314326531936654e-8,0.6394279463989294,0.6663901835832764,0.0007774969946263,true,16,-1.8660711688647857,0.5,0.5,0.217328705,0.0
128,5.0,0.9,1.0,100.0,0.0,0.406587423511911,0.27498387832825033,-3.5610607571289184e-8,0.5877870687192033,0.6209337960991768,0.0005754783011855914,true,16,-1.858447726820095,0.5,0.5,0.156188087,0.0
128,5.0,1.0,1.0,100.0,0.0,0.4086145201400938,0.27261114610545367,-6.819854737499402e-8,0.9028534845405556,0.9461805659534139,0.0010004347410443887,true,15,-1.8509570264649486,0.5,0.5,0.210770756,0.0
128,5.0,1.1,1.0,100.0,0.0,0.4106462296150939,0.2701867365093329,-5.488133304919143e-8,0.8341166920675658,0.8839151525933397,0.0007384521385137382,true,15,-1.8435977297580657,0.5,0.5,0.208551877,0.0
128,5.0,1.2,1.0,100.0,0.0,0.41263258769513766,0.26777027313249635,-4.328812004484962e-8,0.7691127691672461,0.8231719584961272,0.0005387382931969236,true,15,-1.8363683381257205,0.5,0.5,0.198367306,0.0
128,5.0,1.3,1.0,100.0,0.0,0.41457381778285574,0.2653632329645079,-3.3489669251118026e-8,0.7079280363923024,0.7642748572194158,0.00038822085371140993,true,15,-1.8292673094922611,0.5,0.5,0.191282959,0.0
128,5.0,1.4,1.0,100.0,0.0,0.4164702280269712,0.2629670099837611,-2.542134956453794e-8,0.6506057495783146,0.7075078245034616,0.000276135175769801,true,15,-1.8222930342298296,0.5,0.5,0.338178893,0.0
128,5.0,1.5,1.0,100.0,0.0,0.41832220372738393,0.26058291480662377,-1.893454426894765e-8,0.5971481908062515,0.6531122733711703,0.00019371857784588405,true,15,-1.8154438414987966,0.5,0.5,0.142632508,0.0
128,5.0,1.6,1.0,100.0,0.0,0.42013019975823385,0.2582121751367751,-1.3835562019222686e-8,0.5475194528344884,0.6012854868602258,0.00013392314249742346,true,15,-1.8087180055270196,0.5,0.5,0.147810408,0.0
128,5.0,1.7,1.0,100.0,0.0,0.4218684455686018,0.25589135380367567,-2.7477741447084507e-8,0.8981473749791746,0.9626926359861399,0.0002525566249397236,true,14,-1.8021137477050844,0.5,0.5,0.135286322,0.0
128,5.0,1.8,1.0,100.0,0.0,0.42359428015846323,0.25354557241400316,-1.9780641429891215e-8,0.8304865752483126,0.8905836331345451,0.00017329967240783378,true,14,-1.7956292606067459,0.5,0.5,0.135720075,0.0
128,5.0,1.9,1.0,100.0,0.0,0.42527730646080897,0.25121689503213496,-1.3954935861481265e-8,0.7677311398693876,0.8220712628970173,0.0001169003397819111,true,14,-1.7892626837888868,0.5,0.5,0.135149501,0.0
128,5.0,2.0,1.0,100.0,0.0,0.42691823095675263,0.24890620797657437,-9.638365208289743e-9,0.7097587096209779,0.7573113654312236,7.741643460687248e-5,true,14,-1.783012132126586,0.5,0.5,0.135566101,0.0
128,5.0,2.1,1.0,100.0,0.0,0.428517795998021,0.24661432017277585,-6.50910167715725e-9,0.6564123512309283,0.6964037820545999,5.025562155986012e-5,true,14,-1.7768756946837452,0.5,0.5,0.202329856,0.0
128,5.0,2.2,1.0,100.0,0.0,0.43007677335346467,0.24434196704397637,-4.29154154192471e-9,0.6075059548391604,0.6393953617469528,3.1922714325775136e-5,true,14,-1.7708514399156519,0.5,0.5,0.267343745,0.0
128,5.0,2.3,1.0,100.0,0.0,0.43159595832081177,0.242089814448061,-2.757198397989676e-9,0.5628297153630335,0.5862838855628105,1.9800548646031855e-5,true,14,-1.7649374206125814,0.5,0.5,0.374614302,0.0
128,5.0,2.4,1.0,100.0,0.0,0.4330625236425135,0.23987919550532177,-5.787575631132175e-9,0.9897480311776841,0.9911137140363735,4.018782545661566e-5,true,13,-1.7591316788754394,0.5,0.5,0.228132016,0.0
128,5.0,2.5,1.0,100.0,0.0,0.4345071738995031,0.23766551461949453,-3.6168773010891115e-9,0.9263058903637988,0.9147924422315268,2.4335440499152057e-5,true,13,-1.7534322493540837,0.5,0.5,0.299086568,0.0
128,5.0,2.6,1.0,100.0,0.0,0.43591408914084717,0.23547418144652427,-2.1864494038470717e-9,0.8682098046145503,0.8436464152771772,1.4277249857104291e-5,true,13,-1.747837164960123,0.5,0.5,0.343967305,0.0
128,5.0,2.7,1.0,100.0,0.0,0.4372841633621087,0.23330556903115474,-1.273064823102695e-9,0.8151629497538115,0.7775892103504822,8.079670136077633e-6,true,13,-1.7423444598223083,0.5,0.5,0.721280486,0.0
128,5.0,2.8,1.0,100.0,0.0,0.43861828942623826,0.2311599993763264,-7.100021597364304e-10,0.7668555930477883,0.7164874547589961,4.385620759293845e-6,true,13,-1.7369521729692496,0.5,0.5,0.143841294,0.0
128,5.0,2.9,1.0,100.0,0.0,0.4399173559374955,0.22903774738507787,-3.7649843897330867e-10,0.7229708733416107,0.660168057792343,2.266262419056261e-6,true,13,-1.7316583516183894,0.5,0.5,0.149696073,0.0
128,5.0,3.0,1.0,100.0,0.0,0.44118224463834704,0.22693904442625323,-1.878994407069089e-10,0.6831900565131832,0.6084254983573234,1.1034604707685518e-6,true,13,-1.7264610541948702,0.5,0.5,0.178986762,0.0
128,5.0,3.1,1.0,100.0,0.0,0.4424138282717204,0.22486408153437043,-8.694864750978302e-11,0.6471972024293393,0.5610289708464777,4.987146980655501e-7,true,13,-1.7213583530883345,0.5,0.5,0.194336216,0.0
128,5.0,3.2,1.0,100.0,0.0,0.4436129688499623,0.22281301226597455,-3.6436137554005177e-11,0.6146832038137484,0.5177292178748516,2.0432517574495584e-7,true,13,-1.7163483371569443,0.5,0.5,0.132132023,0.0
128,5.0,3.3,1.0,100.0,0.0,0.4447805162730024,0.2207859552434902,-1.3259068555244763e-11,0.585349180133754,0.47826490797669985,7.27639440826831e-8,true,13,-1.7114291139888884,0.5,0.5,0.145336251,0.0
128,5.0,3.4,1.0,100.0,0.0,0.4459173072411322,0.21878299642316396,-3.823394429872911e-12,0.558909230117477,0.44236844751266435,2.0551961616857602e-8,true,13,-1.7065988119323543,0.5,0.5,0.140864976,0.0
128,5.0,3.5,1.0,100.0,0.0,0.44702416441204884,0.2168041911264392,-6.373963262031146e-13,0.5350925643429205,0.4097711474103094,3.3587531395253776e-9,true,13,-1.7018555819054773,0.5,0.5,0.13377607,0.0
128,5.0,3.6,1.0,100.0,0.0,0.4481018957569536,0.214849565874421,9.489998497211825e-14,0.5136450541365356,0.38020769564994783,4.906146568795279e-10,true,13,-1.697197598998068,0.5,0.5,0.136405595,0.0
128,5.0,3.7,1.0,100.0,0.0,0.44915021162362756,0.21292112541061642,4.903852235630974e-13,0.9843306791742501,0.6988184402111353,2.488261774762964e-9,true,12,-1.692623063901891,0.5,0.5,0.106340659,0.0
128,5.0,3.8,1.0,100.0,0.0,0.45017236032129193,0.2110142859025504,-1.3887896255856434e-13,0.9507545000552176,0.6524860684091749,6.923595927519317e-10,true,12,-1.68813020402199,0.5,0.5,0.118425749,0.0
128,5.0,3.9,1.0,100.0,0.0,0.4511676369374073,0.20913168166164672,-4.3820204156246666e-13,0.9202961499180651,0.6102089464135041,2.14778838371669e-9,true,12,-1.683717274711663,0.5,0.5,0.118025682,0.0
128,5.0,4.0,1.0,100.0,0.0,0.4521368042280445,0.20727321241131053,-3.932153305758759e-13,0.8926609562703858,0.5716537109730635,1.8960025900167693e-9,true,12,-1.6793825600182242,0.5,0.5,0.117088664,0.0
128,5.5,0.0,1.0,100.0,0.0,0.4010882283328156,0.2811989679785175,0.0,0.9019398716906268,0.9315710489294915,0.006103515625,true,16,-2.009590894992212,0.5,0.5,0.149385789,0.0
