L,U,V,t,β,δ,m,uS,ud,vd,Qm,QuS,Qud,Qvd,Converged,I,f,g,g0,ΔT,μ
128,1.0,1.9,1.0,100.0,0.0,NaN,NaN,-4.5102810375396984e-17,NaN,0.09918333075814578,0.0019290341068955996,1.3209054052248785e-13,379.4588770060533,false,100,NaN,0.5,0.5,1.17947066,0.0
128,1.0,2.0,1.0,100.0,0.0,NaN,NaN,-1.0408340855860843e-17,NaN,0.28004788306740247,0.004004015954350848,1.614282286274892e-14,429.7037125406317,false,100,NaN,0.5,0.5,2.118677003,0.0
128,1.0,2.1,1.0,100.0,0.0,NaN,NaN,2.42861286636753e-17,NaN,0.46355231750096204,0.004624268155728473,5.6225302240670517e-14,467.61439647354325,false,100,NaN,0.5,0.5,1.260616168,0.0
128,1.0,2.2,1.0,100.0,0.0,NaN,NaN,2.0816681711721685e-17,NaN,0.5922364560000531,0.003932172472520534,3.655852519238955e-14,499.1168165244244,false,100,NaN,0.5,0.5,1.915565837,0.0
128,1.0,2.3,1.0,100.0,0.0,NaN,NaN,-1.734723475976807e-17,NaN,0.6204447571007375,0.002656672403622551,3.223412012132362e-14,527.2592989087503,false,100,NaN,0.5,0.5,1.699538235,0.0
128,1.0,2.4,1.0,100.0,0.0,NaN,NaN,2.0816681711721685e-17,NaN,0.5585876325179608,0.001532106690738111,4.610085154707503e-14,553.5647798593118,false,100,NaN,0.5,0.5,1.820873097,0.0
128,1.0,2.5,1.0,100.0,0.0,NaN,NaN,1.0408340855860843e-17,NaN,0.45877134873589626,0.0008196282967887214,3.0665744118447963e-14,578.7011772180305,false,100,NaN,0.5,0.5,2.018208192,0.0
128,1.0,2.6,1.0,100.0,0.0,NaN,0.3918810191070698,-4.85722573273506e-17,NaN,0.3616575420635568,0.0004345682456108335,1.237743038805298e-13,602.9134269976947,false,100,NaN,0.5,0.5,1.851062472,0.0
128,1.0,2.7,1.0,100.0,0.0,NaN,0.39003336018285495,-2.0816681711721685e-17,NaN,0.2826431043989989,0.0002376277447035946,5.1464799872486614e-14,626.2773189661352,false,100,NaN,0.5,0.5,1.295982951,0.0
128,1.0,2.8,1.0,100.0,0.0,NaN,0.3880433600884313,-1.734723475976807e-17,NaN,0.22296619638145948,0.00013676972376863716,3.198853257655482e-14,648.8118460725955,false,100,NaN,0.5,0.5,2.167447467,0.0
128,1.0,2.9,1.0,100.0,0.0,NaN,0.3859113161695856,3.122502256758253e-17,NaN,0.17921358459852074,8.36048528185529e-5,8.285056032022098e-14,670.51928053397,false,100,NaN,0.5,0.5,1.206359766,0.0
128,1.0,3.0,1.0,100.0,0.0,NaN,0.3836382831788546,2.7755575615628914e-17,NaN,0.1474299701527378,5.4422003348264525e-5,7.968455423189661e-14,691.3981719895863,false,100,NaN,0.5,0.5,1.945905573,0.0
