L,U,V,t,β,δ,m,uS,ud,vS,vd,Qm,QuS,Qud,QvS,Qvd,Converged,I,f,g,g0,ΔT,μ
128,0.0,2.9,1.0,100.0,0.0,0.0,0.3859115496036948,3.469446951953614e-18,3.469446951953614e-18,NaN,3.155443620884047e-28,0.0,1.790682297782446e-15,9.25185853854307e-15,670.5237734412201,false,100,NaN,0.5,0.5,1.627074798,0.0
128,0.0,3.0,1.0,100.0,0.0,0.0,0.38363842356914724,0.0,-1.734723475976807e-18,NaN,3.155443620884047e-28,0.0,8.326672684689463e-15,4.6259292692695266e-15,691.4006645274918,false,100,NaN,0.5,0.5,1.623718306,0.0
128,0.0,3.1,1.0,100.0,0.0,0.0,0.3812263278205988,3.469446951953614e-18,4.336808689942018e-18,NaN,3.155443620884047e-28,1.1102230246251565e-13,4.9345406663112e-26,1.1564823173179434e-14,711.449033308126,false,100,NaN,0.5,0.5,1.62796589,0.0
128,0.0,3.2,1.0,100.0,0.0,0.0,0.378678202036221,0.0,-8.673617379884035e-18,NaN,3.155443620884047e-28,0.0,4.62592926893749e-15,2.312964634636696e-14,730.6692235376962,false,100,NaN,0.5,0.5,1.626867394,0.0
128,0.0,3.3,1.0,100.0,0.0,0.0,0.37599800177639475,2.42861286636753e-17,-3.469446951953614e-18,NaN,3.155443620884047e-28,0.0,6.661338147753287e-14,8.32667268312123e-15,749.0642946595071,false,100,NaN,0.5,0.5,1.627008398,0.0
128,0.0,3.4,1.0,100.0,0.0,0.0,0.3731906761007219,6.938893903907228e-18,-5.204170427930421e-18,NaN,3.155443620884047e-28,0.0,1.8503717095711326e-14,1.1564823175285014e-14,766.6400621483327,false,100,NaN,0.5,0.5,1.623138159,0.0
128,0.0,3.5,1.0,100.0,0.0,0.0,0.37026212142646764,3.469446951953614e-18,-3.469446951953614e-18,NaN,3.155443620884047e-28,0.0,1.536725078976237e-22,9.251858680769878e-15,783.4051178367844,false,100,NaN,0.5,0.5,1.632225658,0.0
128,0.0,3.6,1.0,100.0,0.0,0.0,0.3672191118600602,0.0,-3.469446951953614e-18,NaN,3.155443620884047e-28,0.0,4.027681034731039e-21,9.251859326819324e-15,799.3708151620771,false,100,NaN,0.5,0.5,1.627711183,0.0
128,0.0,3.7,1.0,100.0,0.0,0.0,0.36406920762033196,-6.938893903907228e-18,-5.204170427930421e-18,NaN,3.155443620884047e-28,1.1102230246251565e-13,1.0353269023893983e-14,1.1564873232381333e-14,814.5512088549184,false,100,NaN,0.5,0.5,1.627080939,0.0
128,0.0,3.8,1.0,100.0,0.0,0.0,0.36082064448283646,-3.469446951953614e-18,-6.938893903907228e-18,NaN,3.155443620884047e-28,0.0,9.25255389039862e-15,1.8173214491309598e-14,828.9629433389138,false,100,NaN,0.5,0.5,1.629124907,0.0
128,0.0,3.9,1.0,100.0,0.0,0.0,0.357482208282043,0.0,0.0,NaN,3.155443620884047e-28,0.0,8.035534730885604e-17,2.7752455693504968e-15,842.6250887485061,false,100,NaN,0.5,0.5,1.641565541,0.0
128,0.0,4.0,1.0,100.0,0.0,0.0,0.35406309930700613,3.469446951953614e-18,8.673617379884035e-18,NaN,3.155443620884047e-28,1.1102230246251565e-13,2.3042124237846096e-14,2.3573783533090378e-14,855.5589277062569,false,100,NaN,0.5,0.5,1.625507709,0.0
128,0.5,0.0,1.0,100.0,0.0,0.0012379093145031767,0.40523042402125686,1.3877787807814457e-17,0.0,0.0,0.8967438423698746,0.00035243725182709795,5.9604644704261906e-6,5.9604644775390625e-6,5.9604644775390625e-6,true,26,-1.621228508634671,0.5,0.5,0.424220814,0.0
128,0.5,0.1,1.0,100.0,0.0,0.0014090257864546535,0.40522969799369146,-1.4923815655487616e-11,-3.65398952988498e-11,-7.840711832894166e-14,0.9702775596882778,0.0004271269494759977,2.6248572865364916e-7,3.6068329512806548e-6,6.281027441104818e-10,true,26,-1.6048073018064328,0.5,0.5,0.423729635,0.0
128,0.5,0.2,1.0,100.0,0.0,0.001404467555802407,0.40522897418752124,-2.4852689350929325e-13,-2.0482339644458696e-11,-2.434599741793482e-21,0.9160785599692084,0.00039112574257149646,2.412115082859723e-9,1.0109020504313165e-6,1.2033133291818491e-17,true,27,-1.5883862136932019,0.5,0.5,0.439004199,0.0
128,0.5,0.3,1.0,100.0,0.0,0.001611307527837844,0.40522812387909146,-3.0982161280945775e-15,-1.6938310616758436e-11,4.83060553033897e-25,0.9921656170344649,0.0004808735702965805,2.1934165368353856e-11,5.573259514666621e-7,2.3147324660846688e-21,true,27,-1.5719651116923934,0.5,0.5,0.439589859,0.0
128,0.5,0.4,1.0,100.0,0.0,0.0016500451851799718,0.40522726995578384,1.0408340855860843e-17,-5.4475766097645914e-12,2.0792101542218835e-24,0.954814349338944,0.00046633215966540575,2.1601421754996148e-14,1.3443263244344384e-7,7.162301661329512e-21,true,28,-1.5555441380763255,0.5,0.5,0.455566889,0.0
128,0.5,0.5,1.0,100.0,0.0,0.0017210608926717446,0.4052263371337983,3.469446951953614e-18,-1.4860026991765161e-12,2.251029859357505e-15,0.9314415384756198,0.00046911250106695945,1.9749911543465123e-14,2.9336746408438316e-8,7.068371392652207e-12,true,29,-1.5391232248275168,0.5,0.5,0.469474021,0.0
128,0.5,0.6,1.0,100.0,0.0,0.0018292315716985125,0.4052253144558251,1.734723475976807e-17,-3.4805449346162414e-13,-1.1400219688383098e-10,0.9207918864911581,0.00048863228996332,4.778531341643035e-14,5.726106876937908e-9,3.3480447258939663e-7,true,30,-1.522702376486024,0.5,0.5,0.487333959,0.0
128,0.5,0.7,1.0,100.0,0.0,0.0019816009658006842,0.40522418747186606,3.122502256758253e-17,-6.994502966625758e-14,1.5618548498988553e-7,0.9218090081399218,0.0005261713147408642,8.668065104505684e-14,9.863328324652321e-10,0.00043600220285053845,true,31,-1.5062815972160457,0.5,0.5,0.503373021,0.0
128,0.5,0.8,1.0,100.0,0.0,0.0021868393076724547,0.4052229339116631,-0.0,-1.1960878556311564e-14,0.0002574767007522535,0.9329944175853521,0.000585215532478145,1.94510777225528e-15,1.4758394327449687e-10,0.6906947308836263,true,32,-1.4898610995963515,0.5,0.5,0.51952448,0.0
128,0.5,0.9,1.0,100.0,0.0,6.07423290293017e-7,0.4051509677172056,6.938893903907228e-18,0.0,NaN,0.00034265095079598,1.1102230246251565e-10,2.2599943047509038e-14,1.2333955981487392e-16,92.48385670063587,false,100,NaN,0.5,0.5,1.629627385,0.0
128,0.5,1.0,1.0,100.0,0.0,4.1391486272506175e-8,0.4050354875305031,-6.938893903907228e-18,1.0842021724855044e-19,NaN,3.0096536762826746e-5,2.220446049250313e-13,3.664971861467517e-14,2.330680901916508e-16,137.04503382663734,false,100,NaN,0.5,0.5,1.622218588,0.0
128,0.5,1.1,1.0,100.0,0.0,4.185922829725341e-9,0.40487965470193543,3.469446951953614e-18,-5.421010862427522e-20,NaN,3.682764296304898e-6,0.0,9.148811636902544e-16,2.1527662512780593e-16,172.50314310097107,false,100,NaN,0.5,0.5,1.624649089,0.0
128,0.5,1.2,1.0,100.0,0.0,5.770760674421463e-10,0.4046731082145526,0.0,-1.0842021724855044e-19,NaN,5.904905235865773e-7,0.0,3.0614117619899355e-17,2.626556784360491e-16,205.0387521237307,false,100,NaN,0.5,0.5,1.621726533,0.0
128,0.5,1.3,1.0,100.0,0.0,1.0234607745796771e-10,0.4044054487255795,-6.938893903907228e-18,-7.589415207398531e-19,NaN,1.1852268208427461e-7,0.0,1.053125027358896e-20,2.1684158335075333e-15,236.5670764579285,false,100,NaN,0.5,0.5,1.625520025,0.0
128,0.5,1.4,1.0,100.0,0.0,2.241826121160706e-11,0.40406697201343245,-6.938893903907228e-18,5.421010862427522e-19,NaN,2.8796790721978e-8,0.0,7.930162965746186e-15,1.3974165372974927e-15,267.70422348727374,false,100,NaN,0.5,0.5,1.619984971,0.0
128,0.5,1.5,1.0,100.0,0.0,5.8809203091306956e-12,0.4036488976381464,-3.469446951953614e-18,-2.168404344971009e-19,NaN,8.24988222897614e-9,0.0,8.32998817486812e-21,5.782408299450547e-16,298.57581700181066,false,100,NaN,0.5,0.5,1.623016613,0.0
128,0.5,1.6,1.0,100.0,0.0,1.802594621284498e-12,0.40314324448204936,3.469446951953614e-18,2.168404344971009e-19,NaN,2.727560353707034e-9,1.1102230246251565e-13,9.397226955503572e-24,5.782411567229003e-16,329.1384343977781,false,100,NaN,0.5,0.5,1.622353056,0.0
128,0.5,1.7,1.0,100.0,0.0,6.326084309272398e-13,0.4025426416554374,0.0,0.0,NaN,1.0220816912040858e-9,0.0,9.251858538669406e-15,2.891205796138795e-16,359.3070047247395,false,100,NaN,0.5,0.5,1.623028359,0.0
128,0.5,1.8,1.0,100.0,0.0,2.4991366543846985e-13,0.40184021017822225,-1.3877787807814457e-17,0.0,NaN,4.27517707665236e-10,0.0,3.238150488485616e-14,1.4456028965744064e-15,388.99768972306015,false,100,NaN,0.5,0.5,1.622464846,0.0
128,0.5,1.9,1.0,100.0,0.0,1.0956756829166123e-13,0.4010295167376938,-3.469446951953614e-18,-8.673617379884035e-19,NaN,1.9704498896865942e-10,0.0,5.947623346122861e-15,2.312964634631477e-15,418.138745435038,false,100,NaN,0.5,0.5,1.633607561,0.0
128,0.5,2.0,1.0,100.0,0.0,5.267448012420949e-14,0.40010456933203065,-6.938893903907228e-18,-1.3010426069826053e-18,NaN,9.898114384934402e-11,0.0,2.3129646346330043e-14,4.278984574074573e-15,446.671302098771,false,100,NaN,0.5,0.5,1.623841806,0.0
128,0.5,2.1,1.0,100.0,0.0,2.7487019502732218e-14,0.3990598352962835,0.0,-4.336808689942018e-19,NaN,5.368491811536499e-11,0.0,7.956120841870955e-28,1.734723475975165e-15,474.5476143664465,false,100,NaN,0.5,0.5,1.618139262,0.0
128,0.5,2.2,1.0,100.0,0.0,1.5434616325599744e-14,0.39789027357313,1.0408340855860843e-17,4.336808689942018e-19,NaN,3.118762678091469e-11,0.0,4.625929269273977e-15,1.7347234759770181e-15,501.729004889182,false,100,NaN,0.5,0.5,1.622223679,0.0
128,0.5,2.3,1.0,100.0,0.0,9.256882988584874e-15,0.39659137806183714,1.0408340855860843e-17,0.0,NaN,1.9272535182050832e-11,1.1102230246251565e-13,2.3129646346354365e-14,3.170449915876157e-29,528.1840687125379,false,100,NaN,0.5,0.5,1.620104651,0.0
128,0.5,2.4,1.0,100.0,0.0,5.8914804568945835e-15,0.39515923020463806,-3.469446951953614e-18,3.0357660829594124e-18,NaN,1.2592495268946268e-11,0.0,7.930164461608865e-15,8.095376221225017e-15,553.8872404210969,false,100,NaN,0.5,0.5,1.618598071,0.0
128,0.5,2.5,1.0,100.0,0.0,3.956610555883685e-15,0.39359055893236305,6.938893903907228e-18,-8.673617379884035e-19,NaN,8.653915575143367e-12,0.0,3.0531133177192284e-14,2.573067251058293e-15,578.817702510203,false,100,NaN,0.5,0.5,1.621526565,0.0
128,0.5,2.6,1.0,100.0,0.0,2.7899461561223864e-15,0.39188280562839906,6.938893903907228e-18,2.6020852139652106e-18,NaN,6.226172506224732e-12,0.0,9.251858538543146e-15,3.932039878880766e-15,602.9585849550273,false,100,NaN,0.5,0.5,1.619161023,0.0
128,0.5,2.7,1.0,100.0,0.0,2.056443687805924e-15,0.3900341912055929,-3.469446951953614e-18,1.734723475976807e-18,NaN,4.670195928970388e-12,0.0,6.476300976980077e-15,3.469446951953614e-15,626.2964037704412,false,100,NaN,0.5,0.5,1.621028414,0.0
128,0.5,2.8,1.0,100.0,0.0,1.5781781711378868e-15,0.38804378185530664,0.0,-3.469446951953614e-18,NaN,3.6385760861944875e-12,0.0,9.555149074450348e-29,1.0408340855860674e-14,648.8206909196948,false,100,NaN,0.5,0.5,1.620517979,0.0
128,0.5,2.9,1.0,100.0,0.0,1.2564440508866982e-15,0.3859115496036948,3.469446951953614e-18,3.469446951953614e-18,NaN,2.934543824774945e-12,0.0,4.476705744456503e-16,9.251858538542852e-15,670.5237734412201,false,100,NaN,0.5,0.5,1.617760292,0.0
128,0.5,3.0,1.0,100.0,0.0,1.0342740206255827e-15,0.38363842356914724,6.938893903907228e-18,-1.734723475976807e-18,NaN,2.442422321350589e-12,0.0,1.1102230246251226e-14,4.625929269269594e-15,691.4006645274918,false,100,NaN,0.5,0.5,1.623716854,0.0
128,0.5,3.1,1.0,100.0,0.0,8.776530234753885e-16,0.3812263278205988,3.469446951953614e-18,4.336808689942018e-18,NaN,2.0917847636399402e-12,1.1102230246251565e-13,4.9400873445510355e-26,1.1564823173179404e-14,711.449033308126,false,100,NaN,0.5,0.5,1.617877854,0.0
128,0.5,3.2,1.0,100.0,0.0,7.655241878184186e-16,0.378678202036221,-3.469446951953614e-18,-8.673617379884035e-18,NaN,1.838580757168513e-12,0.0,2.202823461941372e-16,2.3129646346373197e-14,730.6692235376961,false,100,NaN,0.5,0.5,1.616710987,0.0
128,0.5,3.3,1.0,100.0,0.0,6.845439880020043e-16,0.37599800177639475,2.42861286636753e-17,-3.469446951953614e-18,NaN,1.6543017434535084e-12,0.0,6.661338147753052e-14,8.326672683119122e-15,749.0642946595071,false,100,NaN,0.5,0.5,1.615580497,0.0
128,0.5,3.4,1.0,100.0,0.0,6.259613572248828e-16,0.3731906761007219,6.938893903907228e-18,-5.204170427930421e-18,NaN,1.5202646733111891e-12,0.0,1.850371709630682e-14,1.1564823175265903e-14,766.6400621483327,false,100,NaN,0.5,0.5,1.616403692,0.0
128,0.5,3.5,1.0,100.0,0.0,5.839642620627977e-16,0.37026212142646764,3.469446951953614e-18,-3.469446951953614e-18,NaN,1.4237065628190874e-12,0.0,4.840717801927158e-21,9.25185853657336e-15,783.4051178367844,false,100,NaN,0.5,0.5,1.617731435,0.0
128,0.5,3.6,1.0,100.0,0.0,5.545641540062095e-16,0.3672191118600602,0.0,-3.469446951953614e-18,NaN,1.3557891150679845e-12,0.0,5.439900814858144e-21,9.25185775189555e-15,799.3708151620771,false,100,NaN,0.5,0.5,1.616658812,0.0
128,0.5,3.7,1.0,100.0,0.0,5.349687546714766e-16,0.364069207620332,3.469446951953614e-18,-5.204170427930421e-18,NaN,1.3103980305561447e-12,0.0,1.8503672886028186e-14,1.3877729550628918e-14,814.5512088549181,false,100,NaN,0.5,0.5,1.616485224,0.0
128,0.5,3.8,1.0,100.0,0.0,5.231741170532476e-16,0.36082064448283646,-3.469446951953614e-18,-5.204170427930421e-18,NaN,1.2829690273190426e-12,0.0,9.25260140549752e-15,1.3216920230373445e-14,828.9629433389138,false,100,NaN,0.5,0.5,1.628249719,0.0
128,0.5,3.9,1.0,100.0,0.0,5.177483561643304e-16,0.357482208282043,0.0,0.0,NaN,1.270214999444894e-12,0.0,2.6828065724161732e-17,2.7804043958270867e-15,842.6250887485061,false,100,NaN,0.5,0.5,1.616328574,0.0
128,0.5,4.0,1.0,100.0,0.0,5.175539482361417e-16,0.35406309930700613,3.469446951953614e-18,8.673617379884035e-18,NaN,1.2696697295010635e-12,1.1102230246251565e-13,2.3078434407232743e-14,2.4965751319367395e-14,855.5589277062569,false,100,NaN,0.5,0.5,1.616942567,0.0
128,1.0,0.0,1.0,100.0,0.0,0.060788141970432426,0.40451167085214423,-0.0,0.0,0.0,0.8735491693890735,0.029162989202191625,0.0007629394531331942,0.000762939453125,0.000762939453125,true,19,-1.621750399346752,0.5,0.5,0.30661323,0.0
128,1.0,0.1,1.0,100.0,0.0,0.06346373541525185,0.40442748480770807,-1.493311919259499e-8,-1.1046997470791838e-8,-4.205398220944989e-9,0.9357208118382365,0.03534470801480616,0.00037271925766070975,0.0010926069692639498,4.9932728084461796e-5,true,18,-1.6053883681112,0.5,0.5,0.293267573,0.0
128,1.0,0.2,1.0,100.0,0.0,0.06624331147368429,0.404334176900096,-1.3778824570903625e-8,-3.230415803625996e-8,-2.845522122162902e-10,0.9680800928458244,0.043173861842604744,0.00018500268371745768,0.001597897462807779,1.982957501312249e-6,true,17,-1.5890332743911497,0.5,0.5,0.274985454,0.0
128,1.0,0.3,1.0,100.0,0.0,0.06912245406783375,0.4042310969108921,-9.707049445500937e-9,-7.253582850936749e-8,-5.594186739530335e-12,0.958070989991594,0.0543174740545993,9.298383008543789e-5,0.0023925628866223736,2.982872849513556e-8,true,16,-1.5726859739448578,0.5,0.5,0.256927227,0.0
128,1.0,0.4,1.0,100.0,0.0,0.07209276704086451,0.40411773405948037,-6.132941002268133e-9,-1.4862609606391967e-7,1.297285588540028e-14,0.8882612155355074,0.07243741301110607,4.693264955067103e-5,0.0036778186193391444,6.565141679354664e-11,true,15,-1.5563474288030499,0.5,0.5,0.242145857,0.0
128,1.0,0.5,1.0,100.0,0.0,0.07528508059665374,0.40398776149252114,-1.2977119018264816e-8,-6.623543375057677e-7,8.418164708934842e-14,0.8859027944950193,0.18630857540458123,8.432251061049042e-5,0.013116630273061564,3.915146570224452e-10,true,13,-1.540018638901512,0.5,0.5,0.210930891,0.0
128,1.0,0.6,1.0,100.0,0.0,0.07843886775959774,0.4038508606632625,-3.660768078950216e-8,-3.103515737753904e-6,1.4928642531129878e-12,0.6802769413836451,0.6265003203558273,0.00020954129809178275,0.05123685817576295,6.090208945944251e-9,true,11,-1.5237009595349817,0.5,0.5,0.178435422,0.0
128,1.0,0.7,1.0,100.0,0.0,0.08135794320767115,0.40371643200726604,-5.135803258365934e-9,-2.7316852869832115e-6,1.165049847611646e-9,0.02871454427116893,0.5983393557126293,2.6524481967082772e-5,0.03866888600134191,4.029327993945476e-6,true,11,-1.5073956837001772,0.5,0.5,0.178746571,0.0
128,1.0,0.8,1.0,100.0,0.0,0.08443683459927342,0.40356642482455674,-3.5825154995339226e-10,-2.3047514411611513e-6,1.8961546255917534e-8,0.6597578900112144,0.5653752719698701,1.7001136788793395e-6,0.02855802551041974,6.218290783824847e-5,true,11,-1.4911040448579291,0.5,0.5,0.177374257,0.0
128,1.0,0.9,1.0,100.0,0.0,0.08810444324150687,0.40337644887846336,-1.5217688220658943e-13,-2.828556098322002e-7,-9.991152302106647e-8,0.9614131420091487,0.09894602014770548,5.835439722851488e-10,0.0031166024556736273,0.00031416112504534965,true,13,-1.4748280739481738,0.5,0.5,0.218414798,0.0
128,1.0,1.0,1.0,100.0,0.0,0.09235918072006499,0.4031402345670334,1.5501488981328748e-14,-1.0609598100812453e-8,3.5552372673614597e-7,0.8382006353591376,0.029056753889866727,5.405701631290495e-11,0.00010526878858505485,0.0010808351357928438,true,16,-1.4585699486703236,0.5,0.5,0.259582621,0.0
128,1.0,1.1,1.0,100.0,0.0,0.09660303223892486,0.40288715262383745,-4.9949627767276183e-14,-2.273607146724147e-9,-4.603097702707776e-6,0.9486569750326856,0.048602692010346615,1.7162755981350473e-10,2.052076318230086e-5,0.013595203956600901,true,17,-1.4423315522279072,0.5,0.5,0.274813345,0.0
128,1.0,1.2,1.0,100.0,0.0,0.10126786345064334,0.40258817136637143,-2.2804674815191106e-14,-1.4095412033603154e-10,-2.8070169269193287e-5,0.8294678806333999,0.05232700154633729,7.74949429121005e-11,1.1670479292924706e-6,0.08092701248735633,true,19,-1.426115643196644,0.5,0.5,0.305761043,0.0
128,1.0,1.3,1.0,100.0,0.0,0.10600835281865062,0.4022612626677864,3.853167784839684e-14,-2.0146593190748386e-11,0.00025630862921523006,0.8810537021731735,0.06107311908176705,1.2977792989979536e-10,1.5409955533080555e-7,0.7234956959601018,true,20,-1.409925145230025,0.5,0.5,0.321473505,0.0
