L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ
256,3.2,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.399847117,0.0
256,3.2,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.914658657,0.0
256,3.2,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.514373861,0.0
256,3.2,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.862895926,0.0
256,3.2,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.347519069,0.0
256,3.6,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.867964682,0.0
256,3.6,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.450432555,0.0
256,3.6,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.781620623,0.0
256,3.6,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.312002336,0.0
256,3.6,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.836227064,0.0
256,3.6,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.352859931,0.0
256,3.6,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.769563152,0.0
256,3.6,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.25938049,0.0
256,3.6,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.87536027,0.0
256,3.6,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.544657694,0.0
256,3.6,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.87257217,0.0
256,4.0,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.409378761,0.0
256,4.0,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.86521871,0.0
256,4.0,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.487781987,0.0
256,4.0,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.838513687,0.0
256,4.0,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.337651197,0.0
256,4.0,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.878827236,0.0
256,4.0,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.433306916,0.0
256,4.0,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.788901084,0.0
256,4.0,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.280284336,0.0
256,4.0,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.834286362,0.0
