L,U,V,t,β,δ,m,uS,ud,vx,vy,Qm,QuS,Qud,Qvx,Qvy,Converged,I,f,g,g0,ΔT,μ
128,2.5,0.1,1.0,100.0,0.0,0.24443039763315177,0.37817049648297085,-3.288771015935721e-9,-3.2902326149389296e-9,-3.2876396039886346e-9,0.8511975801720473,0.2614473583542054,0.00016690164581426804,0.00016697582034288797,0.00016684422721137068,true,20,-1.647746462936123,0.5,0.5,0.379253119,0.0
128,2.5,0.2,1.0,100.0,0.0,0.24900599847101407,0.37672065678247546,-2.6379422986277934e-9,-2.6433052781200663e-9,-2.6347555074904413e-9,0.8433590767752963,0.26903667019695376,6.948554572442705e-5,6.962681081594485e-5,6.940160272232929e-5,true,20,-1.6335091177442322,0.5,0.5,0.380324109,0.0
128,2.5,0.3,1.0,100.0,0.0,0.2536268150232166,0.375199870243503,-1.5042959898570185e-9,-1.51209439355981e-9,-1.500769253581284e-9,0.8324785142713731,0.2758237149436127,2.7387085154958372e-5,2.752906215245541e-5,2.7322877576627568e-5,true,20,-1.6193836047827104,0.5,0.5,0.377452669,0.0
128,2.5,0.4,1.0,100.0,0.0,0.25828852000337765,0.3736062164053624,-7.183934280785564e-10,-7.258329239217935e-10,-7.158579209568568e-10,0.8182452768009663,0.2815832817864017,1.015761674992905e-5,1.0262806530185122e-5,1.0121766454768026e-5,true,20,-1.6053748146157534,0.5,0.5,0.374341308,0.0
128,2.5,0.5,1.0,100.0,0.0,0.262986337355015,0.37193797976112764,-3.0081750632127147e-10,-3.0624701143527284e-10,-2.994402398293086e-10,0.8004256212039706,0.28609072258545254,3.5196069486574136e-6,3.583132667228519e-6,3.5034924909423505e-6,true,20,-1.5914877020213716,0.5,0.5,0.376115258,0.0
128,2.5,0.6,1.0,100.0,0.0,0.26771504846003896,0.37019368803668923,-1.1210357295232676e-10,-1.1533557229416061e-10,-1.1150360133266312e-10,0.7788787682985188,0.28913120275431137,1.1294004930205345e-6,1.161961607399463e-6,1.1233559711562521e-6,true,20,-1.5777272652941359,0.5,0.5,0.376863922,0.0
128,2.5,0.7,1.0,100.0,0.0,0.2724690088371715,0.3683721499244399,-3.7247011031027455e-11,-3.886265679250629e-11,-3.703276286292962e-11,0.7535680728610883,0.2905090588076753,3.3202222336971484e-7,3.464242880801946e-7,3.301124927858881e-7,true,20,-1.5640985231673414,0.5,0.5,0.374856253,0.0
128,2.5,0.8,1.0,100.0,0.0,0.2772421755739186,0.36647249120187186,-1.096709181802602e-11,-1.165307523550893e-11,-1.090441450169969e-11,0.7245668420865492,0.29005681539384653,8.822070219520804e-8,9.373883902473941e-8,8.771651559501562e-8,true,20,-1.550606489473562,0.5,0.5,0.376131461,0.0
128,2.5,0.9,1.0,100.0,0.0,0.2819254606292697,0.36453742338454476,-9.014962387698944e-12,-9.80385162350589e-12,-8.968020816100444e-12,0.9733807116931725,0.4023466730120884,6.639840725151855e-8,7.220885411506024e-8,6.605266294053017e-8,true,19,-1.5372560613601884,0.5,0.5,0.35727748,0.0
128,2.5,1.0,1.0,100.0,0.0,0.286724597262076,0.36247890020524065,-2.1351288792548218e-12,-2.391118727608558e-12,-2.126095266925216e-12,0.9302611829036245,0.3991565706572553,1.4572521800167875e-8,1.6319700905851438e-8,1.4510880807753341e-8,true,19,-1.5240523400398702,0.5,0.5,0.357059061,0.0
128,2.5,1.1,1.0,100.0,0.0,0.2915231759451923,0.36034152170697764,-4.2353967555364136e-13,-4.922103958005228e-13,-4.223304516558591e-13,0.8828169782504336,0.3931218028592198,2.703619094857198e-9,3.1420173723868466e-9,2.695939840588207e-9,true,19,-1.5110000559236076,0.5,0.5,0.360412443,0.0
128,2.5,1.2,1.0,100.0,0.0,0.2963139244157694,0.3581259957053159,-6.736278201913137e-14,-8.207365767046002e-14,-6.729347639498811e-14,0.8315906699903897,0.38420211156864337,4.053030076536805e-10,4.937357927699156e-10,4.048217035668931e-10,true,19,-1.4981039127205125,0.5,0.5,0.356009274,0.0
128,2.5,1.3,1.0,100.0,0.0,0.3010894386626378,0.3558334780039889,-8.017891905964802e-15,-1.0374858088600042e-14,-8.014757973537494e-15,0.777239155097309,0.37243474668535725,4.572977622202074e-11,5.91875930203481e-11,4.5723443062375003e-11,true,19,-1.4853684581353983,0.5,0.5,0.357051262,0.0
128,2.5,1.4,1.0,100.0,0.0,0.3058422624724747,0.3534655766763347,-6.349087922075114e-16,-8.808018396880147e-16,-6.26367691542281e-16,0.7205154717133677,0.35793940034611893,3.442746779390264e-12,4.7904331811294916e-12,3.4066374954603244e-12,true,19,-1.4727980517017252,0.5,0.5,0.35880041,0.0
128,2.5,1.5,1.0,100.0,0.0,0.3104794903537753,0.35106933444674654,-1.249000902703301e-16,-2.0008125448281575e-16,-1.2393192332889123e-16,0.9825726353180908,0.5018924887938425,6.682079867046829e-13,1.041748646473199e-12,6.452674125640348e-13,true,18,-1.4603967823067372,0.5,0.5,0.342134612,0.0
128,2.5,1.6,1.0,100.0,0.0,0.3151748567524777,0.34855343313522236,3.469446951953614e-18,-5.593287161855842e-19,1.7230242129360796e-19,0.9050326608870396,0.4787162434249925,1.6414333847485866e-14,2.799663230047211e-15,8.624423159131384e-16,true,18,-1.4481686542045709,0.5,0.5,0.340996716,0.0
128,2.5,1.7,1.0,100.0,0.0,0.3198253297627289,0.3459694373853345,-3.469446951953614e-18,-1.0228856853344526e-19,-5.784618545404971e-20,0.8265231851161126,0.4524250448363354,1.4043382749002672e-14,4.938532308203252e-16,2.792836578583406e-16,true,18,-1.4361172127844433,0.5,0.5,0.341635371,0.0
128,2.5,1.8,1.0,100.0,0.0,0.32442392599441133,0.3433207219526775,-0.0,5.771191632697954e-21,2.363934022994766e-21,0.7482245248123798,0.4235121600035807,1.21578874084146e-14,2.695470598364869e-17,1.1040899455417996e-17,true,18,-1.4242457648782052,0.5,0.5,0.336853269,0.0
128,2.5,1.9,1.0,100.0,0.0,0.3289640247980896,0.3406110105522313,1.0408340855860843e-17,1.6334727834295807e-21,3.763849459121788e-22,0.6712947967769667,0.3925561938247224,2.6029745985598277e-14,7.399331997880805e-18,1.7049547455338321e-18,true,18,-1.4125572898021692,0.5,0.5,0.333117756,0.0
128,2.5,2.0,1.0,100.0,0.0,0.33337622641105447,0.3378840821339083,-6.938893903907228e-18,-4.276276999690536e-21,2.7544783041366974e-23,0.9408217548210196,0.5613887118343097,1.3344157051044248e-14,1.8824372546393096e-17,1.212534308974339e-19,true,17,-1.4010543974725174,0.5,0.5,0.324264414,0.0
128,2.5,2.1,1.0,100.0,0.0,0.33779174577788107,0.3350592689804608,-6.938893903907228e-18,4.078210976521573e-22,-1.4186173642989036e-22,0.8408136231863317,0.5169994924163479,1.8910645822162696e-14,1.74867958242386e-18,6.082831993006189e-19,true,17,-1.3897394093951718,0.5,0.5,0.31671618,0.0
128,2.5,2.2,1.0,100.0,0.0,0.3421306320366242,0.33218651172273506,-1.3877787807814457e-17,-1.5529357689224387e-23,1.3785168077964756e-23,0.7451899287979069,0.47147634182997944,2.9525450958916774e-14,6.497729928415235e-20,5.76793329002776e-20,true,17,-1.3786141878225462,0.5,0.5,0.316634474,0.0
128,2.5,2.3,1.0,100.0,0.0,0.34638820009035176,0.32927053724269795,2.0816681711721685e-17,-1.821739364238267e-26,3.407516330158361e-26,0.6550924978834249,0.42575700536118255,3.675932408670531e-14,7.450126800197906e-23,1.3935269353988942e-22,true,17,-1.3676802458134079,0.5,0.5,0.314276377,0.0
128,2.5,2.4,1.0,100.0,0.0,0.3505134731373032,0.3263499087877322,-1.734723475976807e-17,3.2202886836364673e-29,-1.3564785843474562e-28,0.9553002670668054,0.6264742500268206,3.481178358273086e-14,1.2887077403696126e-25,5.428409136662115e-25,true,16,-1.3569387023949298,0.5,0.5,0.301947542,0.0
128,2.5,2.5,1.0,100.0,0.0,0.3546064699996271,0.3233558610585291,-1.0408340855860843e-17,-1.4164819263321297e-20,2.3937539733260017e-19,0.841059195749283,0.563921452922167,2.6604034323836692e-14,5.555964253284567e-17,9.389185459920044e-16,true,16,-1.3463903226510852,0.5,0.5,0.298760375,0.0
128,2.5,2.6,1.0,100.0,0.0,0.3586062448119889,0.3203337436784277,5.898059818321144e-17,3.6546368905654445e-18,6.181618492292612e-17,0.7360618496016214,0.5032201470648312,2.4701810082540347e-13,1.4066933188351013e-14,2.3793448413831723e-13,true,16,-1.3360354568653212,0.5,0.5,0.29976886,0.0
128,2.5,2.7,1.0,100.0,0.0,0.36251055551025424,0.31728837204709737,2.9108659926890823e-15,3.860798752046451e-16,2.7014106868284105e-15,0.6409511473002283,0.445401039087967,1.0991475182683908e-11,1.4598587472307107e-12,1.0214668710557884e-11,true,16,-1.3258740998823724,0.5,0.5,0.306209201,0.0
128,2.5,2.8,1.0,100.0,0.0,0.36628721612660897,0.3142493848861188,-6.516037709403122e-13,-1.2499406610613026e-13,-6.098536516949639e-13,0.9900265173983236,0.6828857082484818,2.4221967747511952e-9,4.646360900473021e-10,2.2669877463139446e-9,true,15,-1.3159058866021116,0.5,0.5,0.282742132,0.0
128,2.5,2.9,1.0,100.0,0.0,0.37000374529001356,0.31116580935238686,-5.724783494476249e-12,-1.3610853590948871e-12,-5.394507975095829e-12,0.8711758013786319,0.6061387450737588,2.0946073419505595e-8,4.979987027969702e-9,1.9737615689341426e-8,true,15,-1.3061301155376612,0.5,0.5,0.284812006,0.0
128,2.5,3.0,1.0,100.0,0.0,0.3736197780112148,0.30807361199277605,-3.681211585560007e-11,-1.0092307041588193e-11,-3.489838103316382e-11,0.7660550668324717,0.5352038848511764,1.3268252493339912e-7,3.637587076244147e-8,1.257848173895531e-7,true,15,-1.296545751812718,0.5,0.5,0.288264296,0.0
128,2.5,3.1,1.0,100.0,0.0,0.37713527725448937,0.3049769618863284,-1.8811445630373402e-10,-5.70730198735558e-11,-1.7933242074354895e-10,0.674538804042002,0.4708236073394101,6.684322476543236e-7,2.0279912957570284e-7,6.372268176784258e-7,true,15,-1.2871514589531845,0.5,0.5,0.289394291,0.0
128,2.5,3.2,1.0,100.0,0.0,0.38055059712322836,0.3018798218624883,-8.052189193197279e-10,-2.6333084668991107e-10,-7.717376767333063e-10,0.5962311588543212,0.4134721061582747,2.822722117762404e-6,9.231151777795342e-7,2.7053524926362628e-6,true,15,-1.2779456162824188,0.5,0.5,0.288677931,0.0
128,2.5,3.3,1.0,100.0,0.0,0.38386642829470863,0.29878594913840795,-2.992784266936388e-9,-1.0358611985491692e-9,-2.883544531096571e-9,0.5305499585229745,0.3633787762385987,1.0356957191552657e-5,3.584745557480876e-6,9.978917496785005e-6,true,15,-1.2689263413721705,0.5,0.5,0.282027173,0.0
128,2.5,3.4,1.0,100.0,0.0,0.387075133806022,0.2957072786397701,4.8270656997570494e-8,1.7444147468027146e-8,4.676025962825151e-8,0.91917465604896,0.6076063706696999,0.00016496900746712853,5.9616832349719584e-5,0.00015980709878553182,true,14,-1.2600915132909756,0.5,0.5,0.26340451,0.0
128,2.5,3.5,1.0,100.0,0.0,0.3901978649438045,0.29262793436159995,1.3207471836335083e-7,4.930324616868978e-8,1.2866781107287898e-7,0.8450384521914156,0.546126742051789,0.00044612712132019314,0.00016653841846654132,0.0004346191421212168,true,14,-1.2514387952682726,0.5,0.5,0.264503402,0.0
128,2.5,3.6,1.0,100.0,0.0,0.39322392782997295,0.28956260651044563,3.3577083853424117e-7,1.2832319923133003e-7,3.2910256639466007e-7,0.7889988710401141,0.4956698406149984,0.001121571492157564,0.0004286364875081681,0.001099297568562144,true,14,-1.242965659038088,0.5,0.5,0.256100898,0.0
128,2.5,3.7,1.0,100.0,0.0,0.39615514496193627,0.28651408856914695,8.012049392599335e-7,3.110192524720625e-7,7.905357579991585e-7,0.7510446845294672,0.4562530873138959,0.002647784044505552,0.0010278415068563067,0.0026125252024317373,true,14,-1.2346694068580741,0.5,0.5,0.263693336,0.0
128,2.5,3.8,1.0,100.0,0.0,0.39899346033844585,0.2834849848585804,1.808915831080088e-6,7.080479415540432e-7,1.7980865078293713e-6,0.7314985649995442,0.42781351389664657,0.005917088962148362,0.0023160730979417074,0.005881666284466532,true,14,-1.226547193910123,0.5,0.5,0.263397011,0.0
128,2.5,3.9,1.0,100.0,0.0,0.40174091716437055,0.2804777136057086,3.889403787787904e-6,1.5241835590622458e-6,3.898430966264549e-6,0.7311133753999943,0.4102600539522827,0.012598141892995024,0.004936969430618218,0.012627385249953655,true,14,-1.2185960496899113,0.5,0.5,0.26386205,0.0
128,2.5,4.0,1.0,100.0,0.0,0.4043996397577213,0.2774945085956393,8.006126054817264e-6,3.1186942606753066e-6,8.100640607919776e-6,0.7511489382341363,0.40351629839396885,0.02568920348982359,0.010006919770864663,0.025992485773175204,true,14,-1.2108128986399223,0.5,0.5,0.266612881,0.0
128,3.0,0.0,1.0,100.0,0.0,0.28262297170762074,0.36424304708427,-1.3877787807814457e-17,0.0,0.0,0.9792413313469694,0.4077426901747394,0.0007629394531462643,0.000762939453125,0.000762939453125,true,19,-1.6965997438759794,0.5,0.5,0.349081105,0.0
128,3.0,0.1,1.0,100.0,0.0,0.28683827047403976,0.36242919315587274,-6.4968650632935e-9,-6.499163891054032e-9,-6.495001828169042e-9,0.9520587906346467,0.409718533563197,0.00038915104392320564,0.000389288740943573,0.0003890394381423617,true,19,-1.6834101590748356,0.5,0.5,0.358151166,0.0
128,3.0,0.2,1.0,100.0,0.0,0.29106333989935673,0.36054984233638676,-6.200095579306231e-9,-6.209984164499566e-9,-6.193640279895804e-9,0.9223972632157462,0.4102331547785054,0.00019177552314902617,0.0001920813882392012,0.0001915758535004196,true,19,-1.6703540078383687,0.5,0.5,0.358150666,0.0
128,3.0,0.3,1.0,100.0,0.0,0.29529368624677815,0.3586047913928687,-4.278698624571309e-9,-4.295911984391698e-9,-4.269703816891597e-9,0.8901965145934332,0.4091142169240225,9.10356397540903e-5,9.140187959538596e-5,9.084426174222026e-5,true,19,-1.6574352770086862,0.5,0.5,0.359188054,0.0
128,3.0,0.4,1.0,100.0,0.0,0.2995246182146545,0.3565941036771475,-2.5217027944945958e-9,-2.5418200259136597e-9,-2.5133423851715135e-9,0.8554621330330026,0.40620845710526154,4.148216129330393e-5,4.181309110475821e-5,4.1344632128558823e-5,true,19,-1.6446578846634687,0.5,0.5,0.35817747,0.0
128,3.0,0.5,1.0,100.0,0.0,0.3037512745461576,0.3545181260622158,-1.3331473841526886e-9,-1.3516004340420328e-9,-1.3270932257024637e-9,0.8182719943510275,0.4013898651533676,1.8070683616235253e-5,1.832081295205837e-5,1.798862009794931e-5,true,19,-1.6320256593603033,0.5,0.5,0.357148084,0.0
128,3.0,0.6,1.0,100.0,0.0,0.30796865673589413,0.35237750253368905,-6.442485434021705e-10,-6.584575311359521e-10,-6.406013712314901e-10,0.7787803754790712,0.39456784510361054,7.489629620301656e-6,7.65481438617952e-6,7.4472298637591135e-6,true,19,-1.619542318920048,0.5,0.5,0.357360502,0.0
128,3.0,0.7,1.0,100.0,0.0,0.31217166667022206,0.35017318365313016,-2.865447358557649e-10,-2.9604099847080366e-10,-2.8465972097723404e-10,0.7372184968266193,0.3856945171520909,2.9364023253604657e-6,3.0337164381771324e-6,2.917085400652578e-6,true,19,-1.607211449023475,0.5,0.5,0.355919982,0.0
128,3.0,0.8,1.0,100.0,0.0,0.3163551485166196,0.3479064313295367,-1.1735890384501069e-10,-1.229624116540476e-10,-1.1651191201200905e-10,0.6938910416892652,0.37477052151269064,1.08143028760782e-6,1.133065013645608e-6,1.0736254224929442e-6,true,19,-1.5950364819213272,0.5,0.5,0.357524917,0.0
128,3.0,0.9,1.0,100.0,0.0,0.3204273361930057,0.34562805713096556,-1.2824881434614355e-10,-1.3680495990639154e-10,-1.2728450486627908e-10,0.9519471088554887,0.5267434808131632,1.0784091424774064e-6,1.1503555090790226e-6,1.070300605188328e-6,true,18,-1.583020607307499,0.5,0.5,0.332656529,0.0
128,3.0,1.0,1.0,100.0,0.0,0.32456434111914373,0.3432383446312709,-4.619292448548862e-11,-5.040513965938094e-11,-4.584922125040436e-11,0.8927662491993171,0.5095907826491164,3.5878451818936673e-7,3.915011256521215e-7,3.5611490912563134e-7,true,18,-1.571167038721725,0.5,0.5,0.331556038,0.0
128,3.0,1.1,1.0,100.0,0.0,0.3286663455540211,0.3407916294576263,-1.500897670037027e-11,-1.6851679675166095e-11,-1.4904553445425276e-11,0.8321126122980971,0.4897561832042374,1.0870086342177897e-7,1.2204646760906995e-7,1.0794461646267116e-7,true,18,-1.559478542945943,0.5,0.5,0.338925056,0.0
128,3.0,1.2,1.0,100.0,0.0,0.3327283378606005,0.33829041542059185,-4.324596236671141e-12,-5.033175368193537e-12,-4.2983287730376784e-12,0.7706207534059484,0.46745903382838794,2.9430582569704474e-8,3.425273524248901e-8,2.925181553935987e-8,true,18,-1.5479577392293074,0.5,0.5,0.338816848,0.0
128,3.0,1.3,1.0,100.0,0.0,0.3367454837079519,0.335737471207357,-1.0773049119450206e-12,-1.3122192075330662e-12,-1.0720282735927974e-12,0.7089586255940583,0.44298705546297334,6.933342736373939e-9,8.445234468910193e-9,6.899403754961694e-9,true,18,-1.5366070000872851,0.5,0.5,0.339253885,0.0
128,3.0,1.4,1.0,100.0,0.0,0.34063846475170234,0.333185543002095,-8.678613383494849e-13,-1.1207265758371204e-12,-8.645613012057101e-13,0.9967871611276102,0.6344233919924891,5.308811299153046e-9,6.855664898006527e-9,5.288660671244188e-9,true,17,-1.525428393709801,0.5,0.5,0.314834135,0.0
128,3.0,1.5,1.0,100.0,0.0,0.3445618190692564,0.33053342379615736,-1.4955744975786445e-13,-2.0852044703435804e-13,-1.4893058098281153e-13,0.9147410116943089,0.5987602662699265,8.739386771380154e-10,1.218437603568546e-9,8.702389754653353e-10,true,17,-1.5144238590484593,0.5,0.5,0.323340849,0.0
128,3.0,1.6,1.0,100.0,0.0,0.3484267312545431,0.3278392324651678,-1.7458257062230587e-14,-2.7007427429956695e-14,-1.7234349246746495e-14,0.834001888940783,0.5609599814387911,9.784671957929335e-11,1.5134229262526313e-10,9.657661521711433e-11,true,17,-1.5035948964028787,0.5,0.5,0.315481991,0.0
128,3.0,1.7,1.0,100.0,0.0,0.35222939723277913,0.32510658826434746,-8.500145032286355e-16,-1.5329790176846385e-15,-7.694462707149308e-16,0.7554317459076421,0.5216160756331689,4.595572173130523e-12,8.26660548327933e-12,4.149247111149561e-12,true,17,-1.492942776396892,0.5,0.5,0.315049154,0.0
128,3.0,1.8,1.0,100.0,0.0,0.3559663778366574,0.3223392150184291,5.551115123125783e-17,1.1685732854299923e-16,6.949987404861954e-17,0.6798243214365396,0.4813541918526898,2.7811903306621324e-13,6.082272399827949e-13,3.617378310696987e-13,true,17,-1.4824684776487216,0.5,0.5,0.326911351,0.0
128,3.0,1.9,1.0,100.0,0.0,0.35957893114528533,0.31958400313010227,6.938893903907228e-18,-3.6985166903222577e-17,-1.39721240197036e-17,0.9930290004139808,0.7092249803151152,7.045196538787643e-15,1.8623651681220389e-13,7.035576496671157e-14,true,16,-1.4721726668696555,0.5,0.5,0.299644162,0.0
128,3.0,2.0,1.0,100.0,0.0,0.3631849779329152,0.3167525045737034,1.0408340855860843e-17,-5.707647190005602e-17,-1.0972702729366018e-17,0.8945476597034263,0.6531176459481092,3.1374100366299285e-15,2.7880274256465407e-13,5.359861099422489e-14,true,16,-1.4620557808800392,0.5,0.5,0.299255629,0.0
128,3.0,2.1,1.0,100.0,0.0,0.36671630893702256,0.3138981473583359,-6.938893903907228e-18,5.8998115733017686e-18,-4.0360998672668134e-19,0.8014194680814324,0.5971494418333112,1.7447608164017706e-14,2.8014814926273564e-14,1.916511898737781e-15,true,16,-1.4521178972550777,0.5,0.5,0.300306317,0.0
128,3.0,2.2,1.0,100.0,0.0,0.3701710294855015,0.3110247879463786,-6.938893903907228e-18,4.743490147891906e-18,-2.177344670380675e-18,0.7143174058021895,0.5421435187562551,2.765054353016938e-14,2.1936610095105144e-14,1.0069286451037132e-14,true,16,-1.4423588391261477,0.5,0.5,0.296597207,0.0
128,3.0,2.3,1.0,100.0,0.0,0.3735476405607392,0.3081362093652972,5.204170427930421e-18,-1.9692051454594653e-19,2.1987873182717263e-19,0.6337399441730396,0.4888534741125383,1.6343500717271725e-14,8.884131042075245e-16,9.91989824636649e-16,true,16,-1.432778155683215,0.5,0.5,0.296987139,0.0
128,3.0,2.4,1.0,100.0,0.0,0.3768098355742673,0.3052674670863824,1.3877787807814457e-17,-2.1141070461586665e-18,5.1771447603440936e-18,0.9792782456948812,0.7504046514898999,4.3207997672389115e-14,9.316018254832663e-15,2.2813591763440484e-14,true,15,-1.4233751282535803,0.5,0.5,0.28008312,0.0
128,3.0,2.5,1.0,100.0,0.0,0.3800345539617568,0.3023535329961004,-1.3877787807814457e-17,5.358723936291729e-20,-3.5351979254609316e-19,0.8751573956792269,0.6778797399790149,4.5713521130367335e-14,2.310418187182338e-16,1.5242034632458352e-15,true,15,-1.4141488011779582,0.5,0.5,0.284826219,0.0
128,3.0,2.6,1.0,100.0,0.0,0.38317763544637407,0.2994358488087989,-1.214306433183765e-17,-1.6921915992499702e-21,-2.5930175728293423e-19,0.7802132447081167,0.6089918106642056,2.224986145847596e-14,7.147391771181291e-18,1.0952254148279337e-15,true,15,-1.4050979629700076,0.5,0.5,0.281206915,0.0
128,3.0,2.7,1.0,100.0,0.0,0.38623903854206987,0.29651770234601527,-6.938893903907228e-18,3.23246878501401e-21,2.8550424139127265e-20,0.6945305526182555,0.5444035620638665,1.865674769622322e-14,1.3390501244069175e-17,1.1827012583263948e-16,true,15,-1.3962211860238891,0.5,0.5,0.281028101,0.0
128,3.0,2.8,1.0,100.0,0.0,0.38921900377533514,0.2936022146841054,-1.214306433183765e-17,-9.228121967194439e-23,-4.862901858331329e-22,0.6179933029571982,0.48460570171204864,2.4180249545268512e-14,3.75313343663943e-19,1.9777718184134592e-18,true,15,-1.3875168344983586,0.5,0.5,0.280156828,0.0
128,3.0,2.9,1.0,100.0,0.0,0.3921180200840092,0.29069233906290426,-1.214306433183765e-17,-4.1315026157118904e-24,-1.6722282535157654e-23,0.5503117747063246,0.4299162035066306,2.404218317486606e-14,1.6512906442717124e-20,6.683609153764529e-20,true,15,-1.3789830804540826,0.5,0.5,0.281097808,0.0
128,3.0,3.0,1.0,100.0,0.0,0.3949230076509327,0.28780522904166694,2.1163626406917047e-16,5.867467393002848e-17,2.0142957683765018e-16,0.9269680068103581,0.7035077286614566,8.436820849149623e-13,2.3060368267225366e-13,7.916601679503066e-13,true,14,-1.3706179205031868,0.5,0.5,0.26528898,0.0
128,3.0,3.1,1.0,100.0,0.0,0.3976661469621938,0.28491115927827104,1.2736339760621718e-14,3.9110007312699735e-15,1.199004503871067e-14,0.8390952577794764,0.6296329588644234,4.9274376489856844e-11,1.5131722552475443e-11,4.63896704152601e-11,true,14,-1.3624191918739508,0.5,0.5,0.264961352,0.0
128,3.0,3.2,1.0,100.0,0.0,0.4003301297843953,0.2820313193233993,2.2000110067033063e-13,7.358549153951946e-14,2.0778107977235545e-13,0.7623412126986917,0.5630396461965281,8.385682048110774e-10,2.80481070349733e-10,7.919857356891966e-10,true,14,-1.3543845897552216,0.5,0.5,0.26456862,0.0
128,3.0,3.3,1.0,100.0,0.0,0.40291630173900816,0.2791679034819221,2.0578174581009634e-12,7.347172718154947e-13,1.9500397438816062e-12,0.6960359732752774,0.5036968936318331,7.732676840830439e-9,2.760862260165609e-9,7.327704603167489e-9,true,14,-1.3465116831877957,0.5,0.5,0.265888931,0.0
128,3.0,3.4,1.0,100.0,0.0,0.4054261123778473,0.2763229498979105,1.3194447270881149e-11,4.9562865269978634e-12,1.2543021248974313e-11,0.6394503936770768,0.45141888472177705,4.8911350315116115e-8,1.8372779403630887e-8,4.649653752018542e-8,true,14,-1.3387979309588944,0.5,0.5,0.264124483,0.0
128,3.0,3.5,1.0,100.0,0.0,0.40786109484311983,0.2734983474639612,6.524487373982257e-11,2.5509479239606236e-11,6.22136874746274e-11,0.5918426447864,0.40589980875305187,2.387372700957569e-7,9.334164943661577e-8,2.2764589398229906e-7,true,14,-1.331240696941177,0.5,0.5,0.264391705,0.0
128,3.0,3.6,1.0,100.0,0.0,0.41022284914543883,0.2706958413786322,2.6643260167547034e-10,1.0753073955164237e-10,2.5482957841767765e-10,0.5525007691435935,0.3667498393998825,9.628542054510242e-7,3.8860268676790263e-7,9.209223265942217e-7,true,14,-1.323837264767955,0.5,0.5,0.263394622,0.0
128,3.0,3.7,1.0,100.0,0.0,0.41251302847719096,0.26791703748041207,9.386210177153576e-10,3.884461089499737e-10,9.005382590303964e-10,0.5207796261046393,0.33352968263489213,3.351896278819353e-6,1.3871744231324305e-6,3.215899481318763e-6,true,14,-1.3165848517631427,0.5,0.5,0.264035976,0.0
128,3.0,3.8,1.0,100.0,0.0,0.41473162077088044,0.26516554596492914,-1.912622382867213e-8,-8.071415568837673e-9,-1.8409746283570037e-8,0.9854333554148997,0.6030018606573151,6.750853073474519e-5,2.8489126386139884e-5,6.497962860800816e-5,true,13,-1.3094806220898128,0.5,0.5,0.248518073,0.0
128,3.0,3.9,1.0,100.0,0.0,0.4168843410651527,0.26243773495597,-4.900318988261543e-8,-2.0986385404897234e-8,-4.733006739834106e-8,0.951716163452021,0.5603007908665525,0.00017108014712070645,7.32677595415864e-5,0.00016523893407078936,true,13,-1.3025216989215918,0.5,0.5,0.240456197,0.0
128,3.0,4.0,1.0,100.0,0.0,0.4189704602776154,0.25973787036449647,-1.1695524563745674e-7,-5.061292470371805e-8,-1.1338217618090366e-7,0.9298936904027499,0.525870617438029,0.0004040423394141519,0.00017485119879718472,0.00039169854288674777,true,13,-1.295705176037555,0.5,0.5,0.247938225,0.0
128,3.5,0.0,1.0,100.0,0.0,0.3172445355034951,0.3474149592986686,1.0408340855860843e-17,0.0,0.0,0.7652367635615498,0.41714754668997767,0.0007629394531038328,0.000762939453125,0.000762939453125,true,19,-1.741914378751224,0.5,0.5,0.362083512,0.0
128,3.5,0.1,1.0,100.0,0.0,0.32101494299197797,0.34529329779709617,-6.113961635578757e-9,-6.115732640741812e-9,-6.112481406793896e-9,0.7291363517534233,0.40912152224881204,0.0004237749271396864,0.0004238976815977863,0.0004236723276969105,true,19,-1.7299277058010998,0.5,0.5,0.358621822,0.0
128,3.5,0.2,1.0,100.0,0.0,0.3246715257660858,0.3431754020002089,-1.3687616508967215e-8,-1.3705296240281541e-8,-1.3675327670482265e-8,0.9969204678617061,0.5717041222970121,0.0004877687110159559,0.0004883987446195612,0.0004873307861128602,true,18,-1.7180886667070614,0.5,0.5,0.343630263,0.0
128,3.5,0.3,1.0,100.0,0.0,0.32841104040870484,0.34094620394455744,-1.08572616695779e-8,-1.0892330694775488e-8,-1.0837088359911702e-8,0.9488844203687785,0.5598618650987097,0.0002651560733420383,0.0002660125299451877,0.0002646633992007812,true,18,-1.7064001511006701,0.5,0.5,0.332655641,0.0
128,3.5,0.4,1.0,100.0,0.0,0.3321259566525287,0.3386663666401804,-7.4416212116068525e-9,-7.48896932951714e-9,-7.419191605745482e-9,0.8995337187491792,0.5459252452811869,0.0001400204720286821,0.00014091136783632002,0.00013959843944300588,true,18,-1.6948645321953673,0.5,0.5,0.330624471,0.0
128,3.5,0.5,1.0,100.0,0.0,0.33581247840241785,0.33633758517183754,-4.636441300331917e-9,-4.687375041952913e-9,-4.616678404053009e-9,0.8491080416849206,0.5299121935553597,7.164571669366134e-5,7.243278260856405e-5,7.134032567838996e-5,true,18,-1.6834841407512573,0.5,0.5,0.331404438,0.0
