L,U,V,t,β,δ,uS,ud,QuS,Qud,Converged,I,f,g,g0,ΔT,μ
128,0.0,0.1,1.0,100.0,0.03,0.4045810716549539,-3.2398940156136424e-6,0.594932340313048,0.10672234401654529,true,11,-0.8093664957511476,0.5,0.5,3.585724384,0.0939079596183681
128,0.0,0.2,1.0,100.0,0.03,0.40458024980272234,-3.1450158728546507e-6,0.5950736337712037,0.053902520418194905,true,11,-0.8093680395289472,0.5,0.5,3.555339937,0.0920220330140798
128,0.0,0.3,1.0,100.0,0.03,0.4045793745236459,-2.0838597910438628e-6,0.5952924828169781,0.02474064088521326,true,11,-0.8093696129598441,0.5,0.5,3.554469563,0.09013594299153364
128,0.0,0.4,1.0,100.0,0.03,0.4045784407759261,-1.0958311622288885e-6,0.595574920011277,0.010125043821275834,true,11,-0.8093712160649201,0.5,0.5,3.583044014,0.08824966342006384
128,0.0,0.5,1.0,100.0,0.03,0.40457744289450015,-4.6788664655184053e-7,0.5959172292178128,0.003584073186861734,true,11,-0.8093728486685798,0.5,0.5,3.55306879,0.0863631664620123
128,0.0,0.6,1.0,100.0,0.03,0.40457637449322614,-1.5866705725675612e-7,0.5963226121905585,0.0010483715034948719,true,11,-0.8093745103440083,0.5,0.5,3.528284058,0.08447642282714997
128,0.0,0.7,1.0,100.0,0.03,0.4045752283518034,-4.0751532162652815e-8,0.596760651315531,0.0002386233559464575,true,11,-0.8093762003461651,0.5,0.5,3.528807267,0.08258940132841462
128,0.0,0.8,1.0,100.0,0.03,0.404573996284162,-7.189954395747655e-9,0.5972225823559496,3.8048242799731e-5,true,11,-0.8093779175261492,0.5,0.5,3.539955956,0.08070206968230864
128,0.0,0.9,1.0,100.0,0.03,0.40457266898224475,-7.180593758482345e-10,0.5976950937868208,3.485131006757212e-6,true,11,-0.8093796602243322,0.5,0.5,3.570142483,0.07881439444823646
128,0.0,1.0,1.0,100.0,0.03,0.40457123583131893,-2.6025376298477454e-11,0.5981915902193435,1.1719185371477162e-7,true,11,-0.8093814261355695,0.5,0.5,3.533973855,0.07692634203933474
128,0.0,1.1,1.0,100.0,0.03,0.4045696846892636,-8.454348332520567e-14,0.5987143758527935,3.5647185073553467e-10,true,11,-0.8093832121409137,0.5,0.5,3.645349582,0.07503787851126269
128,0.0,1.2,1.0,100.0,0.03,0.4045680016232667,-2.7755575615628914e-17,0.5992432685253402,8.895878825243564e-14,true,11,-0.8093850140955968,0.5,0.5,3.621995833,0.07314896969621654
128,0.0,1.3,1.0,100.0,0.03,0.4045661705975217,-8.604228440844963e-16,0.5998266388015372,3.234825601827751e-12,true,11,-0.8093868265606594,0.5,0.5,3.569458213,0.07125958444884203
128,0.0,1.4,1.0,100.0,0.03,0.40456417309098497,8.650524740971832e-12,0.6004099811069974,3.116013791936399e-8,true,11,-0.8093886424683233,0.5,0.5,3.608234768,0.06936969077145343
128,0.0,1.5,1.0,100.0,0.03,0.4045619876476513,4.252334040444339e-10,0.6010313009381374,1.4679308788206457e-6,true,11,-0.8093904526941845,0.5,0.5,3.607208517,0.0674792626120457
128,0.0,1.6,1.0,100.0,0.03,0.4045595893236118,3.767321551939595e-9,0.6017133227396165,1.2510487428044623e-5,true,11,-0.8093922455207839,0.5,0.5,3.564474577,0.0655882783190607
128,0.0,1.7,1.0,100.0,0.03,0.4045569490146681,-1.4719482965830366e-8,0.6023959970483661,4.7175694456929674e-5,true,11,-0.8093940059556715,0.5,0.5,3.557155231,0.06369671946555586
128,0.0,1.8,1.0,100.0,0.03,0.40455403265279943,-5.624082101002292e-7,0.6031541479560865,0.0017446205559452552,true,11,-0.8093957148655879,0.5,0.5,3.609317061,0.061804581053116925
128,0.0,1.9,1.0,100.0,0.03,0.4045508001886571,-6.079611518439165e-6,0.6040327029974701,0.018299420459620675,true,11,-0.8093973480018563,0.5,0.5,3.571954806,0.05991186842347434
128,0.0,2.0,1.0,100.0,0.03,0.4045472037127521,-4.243178367234479e-5,0.6050096766146984,0.12420156845446259,true,11,-0.8093988810189631,0.5,0.5,3.531668156,0.05801861114452575
128,0.0,2.1,1.0,100.0,0.03,0.4045431671339845,-0.00023603679952401146,0.6064890263554057,0.6732009090240505,true,11,-0.8094004953370999,0.5,0.5,3.543493422,0.05612525447405815
128,0.0,2.2,1.0,100.0,0.03,0.4045385708627217,0.00032122784855323494,0.019242122273666062,0.8941245800028998,true,16,-0.8094018951363985,0.5,0.5,5.125350735,0.0542009786127539
128,0.0,2.3,1.0,100.0,0.03,0.4045334813635717,-0.0003457829912151128,7.17806989403158e-5,0.9409442809838212,true,33,-0.8094029391382944,0.5,0.5,10.701943153,0.0523039000689547
128,0.0,2.4,1.0,100.0,0.03,0.4033250826269553,NaN,1.7644922190029888e-6,150.39666739808348,false,100,NaN,0.5,0.5,32.918207105,0.0653970629179366
128,0.0,2.5,1.0,100.0,0.03,0.4021049709288707,NaN,1.1102230246251565e-13,210.84007243416175,false,100,NaN,0.5,0.5,33.104886914,0.07059561253989956
128,0.0,2.6,1.0,100.0,0.03,0.4007200467141633,NaN,0.0,259.19139968117395,false,100,NaN,0.5,0.5,32.905226131,0.07339461820006178
128,0.0,2.7,1.0,100.0,0.03,0.3990371401279783,NaN,0.0,304.4810484449124,false,100,NaN,0.5,0.5,32.864276376,0.07551634142844939
128,0.0,2.8,1.0,100.0,0.03,0.397007620458249,NaN,1.1102230246251565e-13,348.201311386469,false,100,NaN,0.5,0.5,32.793118068,0.07726925619998343
128,0.0,2.9,1.0,100.0,0.03,0.3946120869618182,NaN,1.1102230246251565e-13,390.5532137889825,false,100,NaN,0.5,0.5,32.982236037,0.07875546261040728
