Im,IuS,Cm,CuS,Mm,MuS
0.3,0.2,0.4033591662398357,0.2786706986937285,0.3051679583119918,0.20393353493468644
0.3051679583119918,0.20393353493468644,0.40838226441045733,0.2728853163913063,0.3103286736169151,0.20738112400751743
0.3103286736169151,0.20738112400751743,0.4129396584125403,0.26739254769986565,0.3154592228566963,0.21038169519213484
0.3154592228566963,0.21038169519213484,0.41705075214355336,0.26222443014130625,0.3205387993210391,0.2129738319395934
0.3205387993210391,0.2129738319395934,0.42074060548647496,0.2574018947400044,0.3255488896293109,0.21519523507961394
0.3255488896293109,0.21519523507961394,0.4240381079145594,0.2529354705369934,0.3304733505435733,0.2170822468524829
0.3304733505435733,0.2170822468524829,0.4269743185924871,0.24882651023180336,0.335298398946019,0.2186694600214489
0.335298398946019,0.2186694600214489,0.42958106036379173,0.24506871916174072,0.3400125320169076,0.2199894229784635
0.3400125320169076,0.2199894229784635,0.4318898050490317,0.24164979146222748,0.3446063956685138,0.22107244140265167
0.3446063956685138,0.22107244140265167,0.4339308482422999,0.23855299976080363,0.3490726182972031,0.22194646932055925
0.3490726182972031,0.22194646932055925,0.435732745745502,0.2357586341552187,0.353405624669618,0.2226370775622922
0.353405624669618,0.2226370775622922,0.43732196998022466,0.23324523230332012,0.3576014419351483,0.22316748529934358
0.3576014419351483,0.22316748529934358,0.4387227404394599,0.2309905795525396,0.3616575068603639,0.22355864001200337
0.3616575068603639,0.22355864001200337,0.43995698430349267,0.22897248434200296,0.3655724807325203,0.22382933222850332
0.3655724807325203,0.22382933222850332,0.4410443889254517,0.2271693503343174,0.36934607614216686,0.22399633313379402
0.36934607614216686,0.22399633313379402,0.44200251488123343,0.22556057485473058,0.37297889807912016,0.22407454521984085
0.37297889807912016,0.22407454521984085,0.44284694530455926,0.22412680554490208,0.3764723004403921,0.2240771582360939
0.3764723004403921,0.2240771582360939,0.44359145353064067,0.22285008577996662,0.3798282580949045,0.22401580461328752
0.3798282580949045,0.22401580461328752,0.44424817632556346,0.22171391600890628,0.3830492540064374,0.22390071018306845
0.3830492540064374,0.22390071018306845,0.44482778412936264,0.22070325393380752,0.38613818051258364,0.2237408373706054
0.38613818051258364,0.2237408373706054,0.4453396428828744,0.21980447209654114,0.3890982536310982,0.2235440191069022
0.3890982536310982,0.2235440191069022,0.4457919642999887,0.21900528742232006,0.3919329391645427,0.2233170825226731
0.3919329391645427,0.2233170825226731,0.44619194305980203,0.21829467378433115,0.3946458893593056,0.223065962085756
0.3946458893593056,0.223065962085756,0.4465458804865249,0.21766276576453025,0.39724088891566656,0.2227958022696947
0.39724088891566656,0.2227958022696947,0.44685929499375354,0.21710075947172025,0.3997218092195709,0.22251105012979597
0.3997218092195709,0.22251105012979597,0.4471370200020177,0.21660081447594592,0.40209256975869323,0.22221553834710345
0.40209256975869323,0.22221553834710345,0.44738329027758295,0.21615595954856653,0.4043571057846377,0.22191255940717658
0.4043571057846377,0.22191255940717658,0.4476018177484016,0.21576000387963612,0.40651934138282586,0.22160493163079953
0.40651934138282586,0.22160493163079953,0.44779585787500603,0.21540745470487843,0.40858316720743487,0.22129505778450345
0.40858316720743487,0.22129505778450345,0.4479682676220667,0.2150934417503947,0.41055242222816646,0.220984976982798
0.41055242222816646,0.220984976982798,0.4481215560125761,0.21481364854214213,0.41243087891738694,0.2206764105607652
0.41243087891738694,0.2206764105607652,0.4482579281662823,0.21456425038746701,0.4142222313798317,0.2203708025521003
0.4142222313798317,0.2203708025521003,0.448379323637061,0.21434185868494404,0.4159300859926932,0.22006935535874245
0.4159300859926932,0.22006935535874245,0.44848744977676136,0.2141434711314329,0.41755795418189656,0.21977306114737696
0.41755795418189656,0.21977306114737696,0.44858381076956566,0.21396642735273275,0.41910924701128,0.21948272945764474
0.41910924701128,0.21948272945764474,0.4486697329032432,0.21380836947242857,0.42058727130587814,0.2191990114583839
0.42058727130587814,0.2191990114583839,0.4487463865729173,0.21366720714217735,0.42199522706923004,0.21892242124257358
0.42199522706923004,0.21892242124257358,0.44881480544942265,0.21354108657831744,0.4233362059882396,0.21865335450936074
0.4233362059882396,0.21865335450936074,0.4488759031878913,0.213428363178985,0.4246131908482222,0.21839210494284195
0.4246131908482222,0.21839210494284195,0.44893048800247826,0.21332757732918062,0.425829055705935,0.21813887856215886
0.425829055705935,0.21813887856215886,0.4489792753895854,0.2132374330358912,0.4269865666901175,0.21789380628584545
0.4269865666901175,0.21789380628584545,0.44902289924398153,0.21315677906975178,0.4280883833178107,0.21765695492504078
0.4280883833178107,0.21765695492504078,0.4490619215792387,0.21308459232274685,0.4291370602308821,0.21742833679492607
0.4291370602308821,0.21742833679492607,0.44909684103532566,0.21301996312244845,0.4301350492711043,0.21720791811130216
0.4301350492711043,0.21720791811130216,0.44912810033149486,0.21296208227192975,0.43108470182412384,0.21699562631933353
0.43108470182412384,0.21699562631933353,0.44915609280125035,0.21291022961063233,0.4319882713729802,0.21679135648389847
0.4319882713729802,0.21679135648389847,0.4491811681277682,0.2128637639151053,0.43284791621071955,0.2165949768554588
0.43284791621071955,0.2165949768554588,0.44920363738225955,0.21282211397976114,0.4336657022692965,0.2164063337116739
0.4336657022692965,0.2164063337116739,0.44922377745406517,0.21278477073674212,0.43444360602853493,0.2162252555629273
0.43444360602853493,0.2162252555629273,0.44924183494946346,0.21275128029083873,0.43518351747458134,0.21605155679932286
0.43518351747458134,0.21605155679932286,0.44925802962598554,0.2127212377603247,0.4358872430821515,0.21588504084737295
0.4358872430821515,0.21588504084737295,0.4492725574202433,0.21269428182775202,0.43655650879905605,0.2157255028963919
