L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,Converged,I,f,g,g0,ΔT,μ
128,0.0,0.0,1.0,100.0,0.0,0.4052305930846236,-1.3877787807814457e-17,0.0,0.0,0.0,0.5961535021183906,0.19531250000000003,0.1953125,0.1953125,0.1953125,true,11,-1.6212287122694495,0.5,0.5,0.621930076,0.0
128,0.0,0.1,1.0,100.0,0.0,0.40522991672814745,-6.230766066844806e-7,6.465017015017802e-7,0.00024127833750502893,0.0,0.14920479782298823,0.010951975985045152,0.061226473437704376,0.9672472842612314,0.04882812499999999,true,13,-1.6048075520134462,0.5,0.5,0.199377471,0.0
128,0.0,0.2,1.0,100.0,0.0,0.40522915472126764,-7.770437071563663e-12,2.514738907911186e-9,0.0009366457478211201,2.710505431213761e-20,0.00027019015380602696,4.786756721133375e-8,0.00011405543634272297,0.9051130377281571,4.768371582027844e-5,true,23,-1.5883863989407803,0.5,0.5,0.328200443,0.0
128,0.0,0.3,1.0,100.0,0.0,0.40520597133895103,-2.2967738821932926e-14,6.0069684822009264e-12,0.020907962994276982,0.0,0.0022279788537415968,8.396336275546841e-10,1.7368003024252526e-7,0.9492151674174789,2.3283063936372587e-8,true,34,-1.5719656048083215,0.5,0.5,0.478327433,0.0
128,0.0,0.4,1.0,100.0,0.0,0.4049700225386603,-1.458344794924571e-8,9.584097336803204e-7,0.05831254688316875,3.469446951953614e-18,0.030267034414444005,0.0003018404640353353,0.01988451927664353,0.962888403287232,0.006103515624990971,true,16,-1.5557312985948828,0.5,0.5,0.231047603,0.0
128,0.0,0.5,1.0,100.0,0.0,0.40454228953335913,-9.077367243981449e-7,3.1848863186020285e-5,0.08323585666727079,1.734723475976807e-18,0.6077445979031371,0.010805649998835858,0.5054490592849873,0.5109874829475336,0.19531249999998798,true,11,-1.539848360444762,0.5,0.5,0.155589158,0.0
128,0.0,0.6,1.0,100.0,0.0,0.403891044855909,-8.876288375286867e-7,2.7477561350147065e-5,0.10563206478368267,0.0,0.26322904243958334,0.010551234702591632,0.3473410148241308,0.9947263096966863,0.09765624999999846,true,12,-1.524409058798669,0.5,0.5,0.171364128,0.0
128,0.0,0.7,1.0,100.0,0.0,0.40294742128158645,-3.145404687820985e-7,8.118174805473366e-6,0.1273839880431099,0.0,0.0074964914710262676,0.003207472129195907,0.08406380270816786,0.8799817846431024,0.012207031250002588,true,15,-1.5095105622415474,0.5,0.5,0.21122968,0.0
128,0.0,0.8,1.0,100.0,0.0,0.40174009761488316,-3.447290101155076e-7,7.592180502687508e-6,0.14734862870997356,-3.469446951953614e-18,0.039278676023823955,0.0029532794860886095,0.06570995639328792,0.8404631600236745,0.0061035156250114,true,16,-1.4952278237555965,0.5,0.5,0.227497857,0.0
128,0.0,0.9,1.0,100.0,0.0,0.40028285135676706,-6.189051571930948e-7,1.2011347179302374e-5,0.16557950305889163,-6.938893903907228e-18,0.06379733454375813,0.004506093163241124,0.08820440014106512,0.9269088115961277,0.0061035156250277825,true,16,-1.4816138794076243,0.5,0.5,0.224908612,0.0
128,0.0,1.0,1.0,100.0,0.0,0.39858512395699697,-1.069013559007459e-6,1.8731258696535677e-5,0.18227563753509068,0.0,0.0868019154918187,0.006691301564411891,0.11806128475719112,0.9490528908193685,0.006103515625001927,true,16,-1.4687040637201643,0.5,0.5,0.224662004,0.0
