L,U,V,t,β,δ,uS,wd,QuS,Qwd,Converged,I,f,g,g0,ΔT,μ
128,12.0,2.0,1.0,100.0,0.0,0.3720621048269318,0.28998353430088525,0.22598234003778916,0.6132968392347227,true,15,-1.3795727175521302,0.5,0.5,0.188505798,0.0
128,12.0,2.1,1.0,100.0,0.0,0.3687904349358897,0.2967411470073975,0.3509331874909094,0.9228655050512735,true,14,-1.3744682703639783,0.5,0.5,0.172359682,0.0
128,12.0,2.2,1.0,100.0,0.0,0.3654249363547504,0.3030689323734181,0.3434026420061631,0.8357960452064495,true,14,-1.3699973407285075,0.5,0.5,0.221419177,0.0
128,12.0,2.3,1.0,100.0,0.0,0.3619992653494489,0.30895487929018756,0.333004234954859,0.7555200178568366,true,14,-1.366142938397876,0.5,0.5,0.190165423,0.0
128,12.0,2.4,1.0,100.0,0.0,0.35852226237000084,0.3144353450028705,0.3202588901518588,0.6820539990837204,true,14,-1.3628879954730213,0.5,0.5,0.227736653,0.0
128,12.0,2.5,1.0,100.0,0.0,0.35500221486851247,0.319543050597188,0.3056690414540153,0.6152630907443335,true,14,-1.3602154542663332,0.5,0.5,0.281805725,0.0
128,12.0,2.6,1.0,100.0,0.0,0.3514690201478866,0.32427899692457707,0.4909008385283187,0.9956881604289425,true,13,-1.3581083449732771,0.5,0.5,0.173937101,0.0
128,12.0,2.7,1.0,100.0,0.0,0.34788273928839386,0.328732569363936,0.4689478526080926,0.9096015630725152,true,13,-1.3565498610004076,0.5,0.5,0.213331668,0.0
128,12.0,2.8,1.0,100.0,0.0,0.34427545408420757,0.33289296540110724,0.445190811542151,0.8313299424798082,true,13,-1.3555233898540107,0.5,0.5,0.16450039,0.0
128,12.0,2.9,1.0,100.0,0.0,0.34065355869653036,0.33678235211466856,0.4202230062476664,0.7605269875941012,true,13,-1.355012569263747,0.5,0.5,0.163184291,0.0
128,12.0,3.0,1.0,100.0,0.0,0.33702301048058003,0.34042094043312154,0.39458827943272823,0.6967859690391043,true,13,-1.355001315210713,0.5,0.5,0.161035229,0.0
128,12.0,3.1,1.0,100.0,0.0,0.33338934883704335,0.3438271951887699,0.3687741554795343,0.6396588252726154,true,13,-1.3554738481506194,0.5,0.5,0.159407406,0.0
128,12.0,3.2,1.0,100.0,0.0,0.3297577131081043,0.34701801743396743,0.34320687719457954,0.5886718830385718,true,13,-1.356414713997482,0.5,0.5,0.17020922,0.0
128,12.0,3.3,1.0,100.0,0.0,0.3261328598091797,0.35000890325540146,0.31824844486560977,0.5433389333755478,true,13,-1.3578088007874398,0.5,0.5,0.164331277,0.0
128,12.0,3.4,1.0,100.0,0.0,0.3225299708237021,0.3528059530458231,0.5452255953029006,0.97382582878347,true,12,-1.3596413522284847,0.5,0.5,0.151413604,0.0
128,12.0,3.5,1.0,100.0,0.0,0.3189292904730592,0.35544054652183854,0.5082509201466134,0.9110021924509937,true,12,-1.361897975580919,0.5,0.5,0.1500204,0.0
128,12.0,3.6,1.0,100.0,0.0,0.31534787730030944,0.357914124577402,0.47250984218005776,0.8548422892231677,true,12,-1.3645646524182142,0.5,0.5,0.149518062,0.0
128,12.0,3.7,1.0,100.0,0.0,0.31178909316754977,0.36023787491835835,0.4383406758704522,0.804775842816019,true,12,-1.3676277413329072,0.5,0.5,0.520233883,0.0
128,12.0,3.8,1.0,100.0,0.0,0.30825599310882357,0.3624221183475066,0.40599673820729265,0.7602427891393315,true,12,-1.3710739816896207,0.5,0.5,0.176832119,0.0
128,12.0,3.9,1.0,100.0,0.0,0.3047513423813073,0.36447638465420007,0.37565176166032277,0.7207015348409396,true,12,-1.3748904950134797,0.5,0.5,0.214666569,0.0
128,12.0,4.0,1.0,100.0,0.0,0.30127763298903654,0.36640948075889646,0.3474071794361544,0.6856356186912826,true,12,-1.379064784838847,0.5,0.5,0.205082847,0.0
128,0.0,0.0,1.0,100.0,0.01,0.40520240070281466,0.0,0.5960984388726498,0.1953125,true,11,-1.6333131100671927,0.5,0.5,7.396032968,0.02411881734909741
128,0.0,0.1,1.0,100.0,0.01,0.4052011915387164,0.00019896110026008972,0.14916891985172764,0.8618763663580232,true,13,-1.6167184034970568,0.5,0.5,9.094903832,0.023774006067939266
128,0.0,0.2,1.0,100.0,0.01,0.40519988253594086,0.0007460518424424977,0.0004100193129463747,0.8358072800520732,true,22,-1.6001227857454796,0.5,0.5,14.737880775,0.023427278405380926
128,0.0,0.3,1.0,100.0,0.01,0.4051901889561871,0.012015606317863066,0.0014238009908851268,0.9687331412190254,true,43,-1.5836232836552235,0.5,0.5,29.304194771,0.023271282858045444
128,0.0,0.4,1.0,100.0,0.01,0.4049522656222784,0.05502127730986971,0.014789123466307785,0.8807243950648275,true,18,-1.5690041347582255,0.5,0.5,12.577354677,0.026514865292147395
128,0.0,0.5,1.0,100.0,0.01,0.40450666063867013,0.08166882875973873,0.6139356545368235,0.8753794999458719,true,11,-1.5545236748164235,0.5,0.5,7.77753124,0.02932685554300852
128,0.0,0.6,1.0,100.0,0.01,0.4038475425639093,0.10455337639590379,0.2690993239229389,0.7901111920838311,true,12,-1.5401302487154722,0.5,0.5,8.169429564,0.03142555076061394
128,0.0,0.7,1.0,100.0,0.01,0.4028982810119599,0.12657274056583123,0.004094788404906957,0.811508694244123,true,15,-1.52612638089578,0.5,0.5,10.447913597,0.03321796422924719
128,0.0,0.8,1.0,100.0,0.01,0.40168489486671116,0.1467256711452086,0.036181210492869376,0.7952637768297022,true,16,-1.5125808871079212,0.5,0.5,11.498966076,0.03469473536017833
