L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,Converged,I,f,g,g0,ΔT,μ,Layer
128,0.0,0.0,1.0,100.0,0.0,0.405230593084624,-1.38777878078145e-17,0.0,0.0,0.0,0.596153502118391,0.1953125,0.1953125,0.1953125,0.1953125,true,11,-1.62122871226945,0.5,0.5,0.621930076,0.0,4
128,0.0,0.1,1.0,100.0,0.0,0.405229916728147,-6.23076606684481e-7,6.4650170150178e-7,0.000241278337505029,0.0,0.149204797822988,0.0109519759850452,0.0612264734377044,0.967247284261231,0.048828125,true,13,-1.60480755201345,0.5,0.5,0.199377471,0.0,4
128,0.0,0.2,1.0,100.0,0.0,0.405229154721268,-7.77043707156366e-12,2.51473890791119e-9,0.00093664574782112,2.71050543121376e-20,0.000270190153806027,4.78675672113338e-8,0.000114055436342723,0.905113037728157,4.76837158202784e-5,true,23,-1.58838639894078,0.5,0.5,0.328200443,0.0,4
128,0.0,0.3,1.0,100.0,0.0,0.405205971338951,-2.29677388219329e-14,6.00696848220093e-12,0.020907962994277,0.0,0.0022279788537416,8.39633627554684e-10,1.73680030242525e-7,0.949215167417479,2.32830639363726e-8,true,34,-1.57196560480832,0.5,0.5,0.478327433,0.0,4
128,0.0,0.4,1.0,100.0,0.0,0.40497002253866,-1.45834479492457e-8,9.5840973368032e-7,0.0583125468831688,3.46944695195361e-18,0.030267034414444,0.000301840464035335,0.0198845192766435,0.962888403287232,0.00610351562499097,true,16,-1.55573129859488,0.5,0.5,0.231047603,0.0,4
128,0.0,0.5,1.0,100.0,0.0,0.404542289533359,-9.07736724398145e-7,3.18488631860203e-5,0.0832358566672708,1.73472347597681e-18,0.607744597903137,0.0108056499988359,0.505449059284987,0.510987482947534,0.195312499999988,true,11,-1.53984836044476,0.5,0.5,0.155589158,0.0,4
128,0.0,0.6,1.0,100.0,0.0,0.403891044855909,-8.87628837528687e-7,2.74775613501471e-5,0.105632064783683,0.0,0.263229042439583,0.0105512347025916,0.347341014824131,0.994726309696686,0.0976562499999985,true,12,-1.52440905879867,0.5,0.5,0.171364128,0.0,4
128,0.0,0.7,1.0,100.0,0.0,0.402947421281586,-3.14540468782099e-7,8.11817480547337e-6,0.12738398804311,0.0,0.00749649147102627,0.00320747212919591,0.0840638027081679,0.879981784643102,0.0122070312500026,true,15,-1.50951056224155,0.5,0.5,0.21122968,0.0,4
128,0.0,0.8,1.0,100.0,0.0,0.401740097614883,-3.44729010115508e-7,7.59218050268751e-6,0.147348628709974,-3.46944695195361e-18,0.039278676023824,0.00295327948608861,0.0657099563932879,0.840463160023675,0.0061035156250114,true,16,-1.4952278237556,0.5,0.5,0.227497857,0.0,4
128,0.0,0.9,1.0,100.0,0.0,0.400282851356767,-6.18905157193095e-7,1.20113471793024e-5,0.165579503058892,-6.93889390390723e-18,0.0637973345437581,0.00450609316324112,0.0882044001410651,0.926908811596128,0.00610351562502778,true,16,-1.48161387940762,0.5,0.5,0.224908612,0.0,4
128,0.0,1.0,1.0,100.0,0.0,0.398585123956997,-1.06901355900746e-6,1.87312586965357e-5,0.182275637535091,0.0,0.0868019154918187,0.00669130156441189,0.118061284757191,0.949052890819369,0.00610351562500193,true,16,-1.46870406372016,0.5,0.5,0.224662004,0.0,4
128,0.0,1.1,1.0,100.0,0.0,0.396664137078721,-1.79111934962839e-6,2.88552284511781e-5,0.197558706431896,-1.38777878078145e-17,0.107178301739452,0.00972285069902324,0.157504147318691,0.929944070302946,0.00610351562501517,true,16,-1.45652005736638,0.5,0.5,0.225588584,0.0,4
128,0.0,1.2,1.0,100.0,0.0,0.394537678679805,-2.92757176630076e-6,4.39787482228813e-5,0.211557292354033,0.0,0.124333394469267,0.0138751833400866,0.209347473402506,0.885748057375679,0.00610351562501165,true,16,-1.44507324932968,0.5,0.5,0.227646833,0.0,4
128,0.0,1.3,1.0,100.0,0.0,0.392223248517474,-4.68701454803266e-6,6.63938786978503e-5,0.224395254708888,1.38777878078145e-17,0.138038998528378,0.0194960238573587,0.277119507748474,0.827483051826006,0.00610351562500465,true,16,-1.43436731279127,0.5,0.5,0.230020086,0.0,4
128,0.0,1.4,1.0,100.0,0.0,0.389737622663225,-7.37216347733438e-6,9.93720606661721e-5,0.23618685632944,-6.93889390390723e-18,0.148306220256966,0.0270200910498624,0.365195214018835,0.762518607879126,0.00610351562501305,true,16,-1.42440015925945,0.5,0.5,0.227580682,0.0,4
128,0.0,1.5,1.0,100.0,0.0,0.387096658745934,-1.14180104978934e-5,0.000147552611002879,0.247035215919535,0.0,0.155291556713677,0.0369829048860264,0.478931966121873,0.695710420084261,0.00610351562500045,true,16,-1.41516541085581,0.5,0.5,0.224589422,0.0,4
128,0.0,1.6,1.0,100.0,0.0,0.384335556158208,-2.47415564438302e-5,0.000308418250068194,0.256963569092241,-1.38777878078145e-17,0.237170813563226,0.0708758055007256,0.885806451035319,0.985314623427436,0.0122070312500208,true,15,-1.40665351788021,0.5,0.5,0.210920744,0.0,4
128,0.0,1.7,1.0,100.0,0.0,0.381407260323234,-2.63236410319306e-5,0.000318281871007619,0.266259910805697,6.93889390390723e-18,0.160368737128991,0.0669421422283501,0.810451767891088,0.56806299358525,0.00610351562498586,true,16,-1.39885255125059,0.5,0.5,0.227450309,0.0,4
128,0.0,1.8,1.0,100.0,0.0,0.37837436423794,-2.88602321468212e-5,0.000339979786451404,0.274820885960283,6.93889390390723e-18,0.10217444549987,0.0651409163405269,0.767852977376245,0.316614632595025,0.00305175781251267,true,17,-1.39174885434295,0.5,0.5,0.241124561,0.0,4
128,0.0,1.9,1.0,100.0,0.0,0.375246017974587,-3.26095231077822e-5,0.000375725224688589,0.282728375894258,2.77555756156289e-17,0.0617776750172494,0.0652860097216138,0.752441981346005,0.171244387272229,0.00152587890617043,true,18,-1.38532756146006,0.5,0.5,0.253175046,0.0,4
128,0.0,2.0,1.0,100.0,0.0,0.372034618415123,-4.96382378368659e-5,0.000561288293129096,0.290042065770195,6.93889390390723e-18,0.0576770326834453,0.0880234902482499,0.995555946471457,0.150195892208327,0.00152587890622241,true,18,-1.37957306095505,0.5,0.5,0.254633353,0.0,4
128,0.0,2.1,1.0,100.0,0.0,0.368739138151074,-4.55537010459195e-5,0.000507033175778715,0.296841319473637,-6.93889390390723e-18,0.0193546826883217,0.0714358614479736,0.795162693074747,0.0472265052591236,0.000381469726583157,true,20,-1.37446858920453,0.5,0.5,0.284401159,0.0,4
128,0.0,2.2,1.0,100.0,0.0,0.365378519879154,-5.62842799075036e-5,0.000618276591189517,0.303151178574463,2.77555756156289e-17,0.00975619676546469,0.0778206190549075,0.85487747334997,0.0250739829276148,0.000190734863240423,true,21,-1.36999785009655,0.5,0.5,0.302124928,0.0,4
128,0.0,2.3,1.0,100.0,0.0,0.361958091191491,-7.15826861826391e-5,0.000777857088972921,0.309020988795676,1.38777878078145e-17,0.00411951737833149,0.0869318005319534,0.944667367948123,0.0143592654402447,9.53674315829697e-5,true,22,-1.36614381451812,0.5,0.5,0.315469464,0.0,4
128,0.0,2.4,1.0,100.0,0.0,0.35848626976987,-7.74116027515703e-5,0.000833866363066252,0.3144880360969,3.46944695195361e-17,0.000131185164509162,0.0821619877713483,0.885046920263356,0.00619156208514493,2.38418578483385e-5,true,24,-1.36288909416319,0.5,0.5,0.341985959,0.0,4
128,0.0,2.5,1.0,100.0,0.0,0.354971198701907,-8.93205950517895e-5,0.000955537627637072,0.319584187725622,0.0,0.00126902131070139,0.0823172173752112,0.880625782604074,0.00402065854698819,5.96046444589344e-6,true,26,-1.36021702512232,0.5,0.5,0.367711351,0.0,4
128,0.0,2.6,1.0,100.0,0.0,0.351420276755816,-0.000109753777370172,0.00116800896483402,0.324338907994985,1.38777878078145e-17,0.00210955222501585,0.0870958738285848,0.926893136800791,0.00380308951142272,1.4901160729341e-6,true,28,-1.35811089694357,0.5,0.5,0.397389036,0.0,4
128,0.0,2.7,1.0,100.0,0.0,0.347840886415578,-0.000125203859821454,0.00132747806020353,0.328779051336077,-1.38777878078145e-17,0.00244196717757994,0.0846286434492033,0.897289974054268,0.00347013043711097,1.86264515593794e-7,true,31,-1.35655342959967,0.5,0.5,0.43833672,0.0,4
128,0.0,2.8,1.0,100.0,0.0,0.344239305769639,-0.000156883715255504,0.00165943374614892,0.33292789483642,1.38777878078145e-17,0.00321722576723804,0.0890418521613718,0.941854811670163,0.00397270257745941,2.32830703887803e-8,true,34,-1.3555294118666,0.5,0.5,0.477645721,0.0,4
128,0.0,2.9,1.0,100.0,0.0,0.340621941787682,-0.000194652364918946,0.00205658924201432,0.336807447167733,-6.93889390390723e-18,0.0040436034703939,0.0909984350404867,0.961461815712423,0.00448357340276928,1.45520198491172e-9,true,38,-1.35502253220005,0.5,0.5,0.539082438,0.0,4
128,0.0,3.0,1.0,100.0,0.0,0.336994015266781,-0.000250536312512886,0.00264696714323048,0.340436913631135,6.93889390390723e-18,0.00531620513077868,0.0939168452881391,0.992284382515125,0.0053930582479822,4.54511957857625e-11,true,43,-1.35501904664998,0.5,0.5,0.610842238,0.0,4
128,0.0,3.1,1.0,100.0,0.0,0.333360236635193,-0.000326980603679611,0.0034580407343098,0.343833874043278,-1.38777878078145e-17,0.00691162355648256,0.0944809468048846,0.999250821563744,0.00650020634274107,3.76074133070118e-13,true,50,-1.35550628124833,0.5,0.5,0.709835535,0.0,4
128,0.0,3.2,1.0,100.0,0.0,0.329722440058802,-0.00044910897892686,0.00475874729545806,0.347012313250133,6.93889390390723e-18,0.00935801611900988,0.0939293678303295,0.995358097887693,0.00824163047774551,8.73148105869416e-15,true,60,-1.35648038487636,0.5,0.5,0.854342152,0.0,4
128,0.0,3.3,1.0,100.0,0.0,0.326072326812372,-0.000684828987296104,0.00727663723920496,0.349977299643349,-6.93889390390723e-18,0.0139568452743877,0.0924845876977653,0.982866979924241,0.0116051728422661,5.51678871573315e-15,true,75,-1.35797260528922,0.5,0.5,1.059528945,0.0,4
128,0.0,3.4,1.0,100.0,0.0,0.322305003265859,-0.00138562510715944,0.0147778811033865,0.352658485765679,-6.93889390390723e-18,0.0284424107238612,0.0935538723520835,0.998414127313933,0.0225392091508514,1.24056987656672e-14,true,94,-1.36036029685336,0.5,0.5,1.333400063,0.0,4
128,0.0,3.5,1.0,100.0,0.0,0.317106720937659,-0.00406890636626293,0.0436757381476612,0.354062162345119,6.93889390390723e-18,0.0821027466781921,0.0917747028825623,0.990357554326429,0.0645958215580444,1.39736135874059e-14,true,80,-1.36853795413436,0.5,0.5,1.150268896,0.0,4
128,0.0,3.6,1.0,100.0,0.0,0.30953577310242,-0.00722377220164346,0.0783475511459096,0.353435622362407,6.93889390390723e-18,0.141503442629531,0.0882150220124917,0.973463568454569,0.117947348784897,1.42159825100349e-12,true,48,-1.38693121757635,0.5,0.5,0.681789945,0.0,4
128,0.0,3.7,1.0,100.0,0.0,0.301806687212932,-0.00939147038761165,0.102998760006192,0.352428464804961,2.77555756156289e-17,0.18139258070915,0.0861200632109802,0.973971281754776,0.162054485953744,1.86264469254278e-7,true,31,-1.40794805338737,0.5,0.5,0.440471613,0.0,4
128,0.0,3.8,1.0,100.0,0.0,0.294384553542831,-0.0109814352017651,0.121794495557525,0.351410969040833,6.93889390390723e-18,0.194945499047416,0.0799131137238923,0.926379766200747,0.196718687757169,0.000762939453111814,true,19,-1.42976598865068,0.5,0.5,0.268327589,0.0,4
128,0.0,3.9,1.0,100.0,0.0,0.287632455718282,-0.0121008793480202,0.135645970829843,0.350754776651115,6.93889390390723e-18,0.393156429190911,0.00920741311871004,0.0998676249687192,0.765921711971762,0.0976562500000029,true,12,-1.45063731791389,0.5,0.5,0.172106595,0.0,4
128,0.0,4.0,1.0,100.0,0.0,0.281210297244079,-0.0129946902643498,0.14720570832739,0.350193978589852,0.0,0.300750119417881,0.0719721934847907,0.866648904325695,0.0348051375068659,0.02441406250001,true,14,-1.47175238055063,0.5,0.5,0.199125395,0.0,4
128,0.0,4.1,1.0,100.0,0.0,0.27471757651674733,-0.013842626621054635,0.15856480924599284,0.3492822357329719,2.7755575615628914e-17,0.274968438205736,0.08037692098565585,0.994406452663299,0.24163859525905274,0.007767903877821201,true,199,-1.4950261696335492,0.05,0.05,4.244575007,0.0,3
128,0.0,4.2,1.0,100.0,0.0,0.2684582101774164,-0.014565318055112797,0.16871701372134315,0.34833687760102794,0.0,0.27647027160737636,0.0782887296615839,0.991718339047043,0.28364771965461166,0.005424616990401211,true,206,-1.518984679320766,0.05,0.05,4.387717397,0.0,3
128,0.0,4.3,1.0,100.0,0.0,0.26248829209938795,-0.015169149531292087,0.17766841875662667,0.3474379813869086,-3.469446951953614e-18,0.2828611154194194,0.07683638580953042,0.995978725336466,0.3121703285624555,0.005424616990403166,true,206,-1.5432324515863778,0.05,0.05,4.407038608,0.0,3
128,0.0,4.4,1.0,100.0,0.0,0.256782375701496,-0.015678540487517503,0.1856640907134939,0.34657598922140564,1.0408340855860843e-17,0.2854279332362708,0.07459324642435788,0.9889582740620351,0.33194071540443293,0.0060106559450192835,true,204,-1.5677805360061388,0.05,0.05,4.349477124,0.0,3
128,0.0,4.5,1.0,100.0,0.0,0.25132965496973214,-0.016108390251741364,0.1928428230098299,0.34575788069780167,2.0816681711721685e-17,0.29148533919842734,0.07345263204076857,0.9954271446984131,0.35098653332843455,0.00737950868394579,true,200,-1.5925692737860115,0.05,0.05,4.267266925,0.0,3
128,0.0,4.6,1.0,100.0,0.0,0.24610756091823574,-0.016473273030120583,0.19935226028958078,0.34497298798731557,1.0408340855860843e-17,0.2945687878704306,0.0718311187687462,0.9945364603571316,0.3645631181866671,0.009060100746886898,true,196,-1.6176188343415467,0.05,0.05,4.195480796,0.0,3
128,0.0,4.7,1.0,100.0,0.0,0.24110273658318387,-0.016782870590833013,0.20528465621047703,0.3442211058445951,6.938893903907228e-18,0.2964153119087154,0.07013521132526179,0.9915354944279309,0.3742131383821512,0.011123426918931456,true,192,-1.6429054062576505,0.05,0.05,4.136411778,0.0,3
128,0.0,4.8,1.0,100.0,0.0,0.23630228083922072,-0.0170450970210225,0.210715610245856,0.343501284325447,6.938893903907228e-18,0.29813166997139096,0.06858529446256839,0.9894640949597022,0.3808722770572981,0.013656650171721471,true,188,-1.6684103310255947,0.05,0.05,4.298429618,0.0,3
128,0.0,4.9,1.0,100.0,0.0,0.23169402522560545,-0.01726647589636761,0.21570756553576007,0.3428122278279596,1.3877787807814457e-17,0.3004385142525434,0.06729928611925312,0.9901047297830035,0.3850337028036277,0.016766783768340777,true,184,-1.694118143117759,0.05,0.05,4.20613771,0.0,3
128,0.0,5.0,1.0,100.0,0.0,0.22726662123036762,-0.017452432186098182,0.22031255521042103,0.34215250535963454,1.734723475976807e-17,0.30382879722923306,0.06634045901589974,0.9945437944576807,0.38685940828053766,0.020585211922358453,true,180,-1.720015492395953,0.05,0.05,4.137253189,0.0,3
128,0.0,5.1,1.0,100.0,0.0,0.2230055752418262,-0.01760843209575899,0.22458851019561046,0.34151336533995896,1.0408340855860843e-17,0.3011642268456183,0.06428966142836556,0.9817001053011865,0.3815271622357175,0.024009577982065388,true,177,-1.7461230771274845,0.05,0.05,4.048998087,0.0,3
128,0.0,5.2,1.0,100.0,0.0,0.21890913633796114,-0.01773646141314883,0.22854398239828239,0.3409078319113929,1.3877787807814457e-17,0.3072899259647932,0.06403376501289831,0.9947009884867519,0.3786066066954197,0.029477463165019195,true,173,-1.7723659300990628,0.05,0.05,3.955849127,0.0,3
128,0.0,5.3,1.0,100.0,0.0,0.2149604750918797,-0.017841590751021513,0.23223870033244562,0.3403199358279708,1.734723475976807e-17,0.307128121034117,0.06265645822466775,0.9897096053286814,0.36882185005471246,0.03438106215485069,true,170,-1.7987996528807284,0.05,0.05,3.886243853,0.0,3
128,0.0,5.4,1.0,100.0,0.0,0.21115515703250776,-0.017925726380567178,0.2356859271959791,0.33975564346351594,2.42861286636753e-17,0.3082946042576862,0.06160864740233779,0.9886537671575657,0.35669496125734224,0.04010037866142917,true,167,-1.825382913220399,0.05,0.05,3.818500484,0.0,3
128,0.0,5.5,1.0,100.0,0.0,0.2074853963920425,-0.01799130230829163,0.2389094569858643,0.3392136972265284,0.0,0.3108884484299135,0.06088698376723739,0.9916492691623979,0.34192280995193336,0.04677110792998689,true,164,-1.8521076063554625,0.05,0.05,3.750434223,0.0,3
128,0.0,5.6,1.0,100.0,0.0,0.20394396702044154,-0.01804042893903593,0.24193004191640816,0.33869291133786333,1.5612511283791264e-17,0.3150109837116166,0.06049122106652899,0.9988386355569978,0.32410647971359285,0.05455151821543466,true,161,-1.8789662311219613,0.05,0.05,3.677743821,0.0,3
128,0.0,5.7,1.0,100.0,0.0,0.20052090311310194,-0.01807564396933685,0.2447780663841779,0.3381848537180102,1.3877787807814457e-17,0.311237015786725,0.058802230207766204,0.9842601841874021,0.3022460734243282,0.06044489552956915,true,159,-1.905985867873029,0.05,0.05,3.658000289,0.0,3
128,0.0,5.8,1.0,100.0,0.0,0.19721653822752294,-0.01809713420544444,0.24744500692317023,0.3377030842290304,2.0816681711721685e-17,0.3182328386173161,0.059013893700485265,0.999264617715323,0.2780772001639287,0.07049995104774055,true,156,-1.933092362830486,0.05,0.05,3.56618759,0.0,3
128,0.0,5.9,1.0,100.0,0.0,0.1940186859659711,-0.018107676806234624,0.24996902674841093,0.3372321159376964,1.3877787807814457e-17,0.3167677973333616,0.057864974144561376,0.9911803248994766,0.25125828044980647,0.07811628924958842,true,154,-1.9603474581674318,0.05,0.05,3.510005561,0.0,3
128,0.0,6.0,1.0,100.0,0.0,0.19092513919966309,-0.018107826307006858,0.2523506587515657,0.33677832863043167,1.3877787807814457e-17,0.31638075861256665,0.056968703613269334,0.9861222194902375,0.22207946801378053,0.0865554451519014,true,152,-1.9877115622258974,0.05,0.05,3.450478722,0.0,3
128,0.0,6.1,1.0,100.0,0.0,0.18793080139236823,-0.01809869119444124,0.25460125437274717,0.3363408427797757,2.2551405187698492e-17,0.31707906195493907,0.05631793202629659,0.984082187237667,0.1902934729109962,0.09590631041759913,true,150,-2.0151794889949572,0.05,0.05,3.405963422,0.0,3
128,0.0,6.2,1.0,100.0,0.0,0.18503090686418167,-0.01808125466055524,0.25673098452157117,0.33591883134122547,1.734723475976807e-17,0.3188781499022242,0.05590841148889886,0.9850857944271318,0.15562181268391484,0.10626737996411205,true,148,-2.0427463918902173,0.05,0.05,3.358013241,0.0,3
128,0.0,6.3,1.0,100.0,0.0,0.18222099381305265,-0.018056391169457287,0.2587489938496925,0.3355115158365749,2.2551405187698492e-17,0.32180243888740856,0.055738732579802,0.98919398121744,0.11775420283399729,0.11774778943390865,true,146,-2.070407739500874,0.05,0.05,3.326731359,0.0,3
128,0.0,6.4,1.0,100.0,0.0,0.17949687997399788,-0.01802488044877129,0.2606635308170764,0.33511816266848427,1.9081958235744878e-17,0.32588597463950597,0.05581026415860113,0.996504558267608,0.07634711687376505,0.13046846474672397,true,144,-2.0981592938126634,0.05,0.05,3.287070324,0.0,3
128,0.0,6.5,1.0,100.0,0.0,0.1768523840647068,-0.01798787416826418,0.26249118428244633,0.33473184232563724,1.734723475976807e-17,0.31912745696577316,0.05423035237242524,0.9750487019236642,0.041945294097400776,0.1373352260491858,true,143,-2.12602826248281,0.05,0.05,3.26655027,0.0,3
128,0.0,6.6,1.0,100.0,0.0,0.17428843066534094,-0.017945064146937362,0.26422015569547785,0.3343645176657838,1.0408340855860843e-17,0.32514851732040606,0.05472541484796006,0.9878716688859202,0.005516553651996325,0.1521719956223805,true,141,-2.153948175065848,0.05,0.05,3.240152742,0.0,3
128,0.0,6.7,1.0,100.0,0.0,0.17179718055558893,-0.01789788961769724,0.26587435267257775,0.3340033844813016,2.0816681711721685e-17,0.3198394679713723,0.0534986730310813,0.9706402687794657,0.04304286047618344,0.16018104802353675,true,140,-2.181976716993516,0.05,0.05,3.1941422,0.0,3
128,0.0,6.8,1.0,100.0,0.0,0.16937948793561125,-0.01784603249154612,0.2674424862287126,0.33365963022053335,2.0816681711721685e-17,0.327849688771531,0.05441522040901259,0.9892087658416315,0.0975596046263183,0.17748592578785374,true,138,-2.210050956983074,0.05,0.05,3.150313482,0.0,3
128,0.0,6.9,1.0,100.0,0.0,0.16702838149788243,-0.017790719560820997,0.26894580855202543,0.33332136915306776,2.0816681711721685e-17,0.32393332369767824,0.05351928431387987,0.9761160402887992,0.1387611956142898,0.18682729030300374,true,137,-2.238225806365433,0.05,0.05,3.131353502,0.0,3
128,0.0,7.0,1.0,100.0,0.0,0.16474296272126981,-0.017731962441921365,0.27038074108328636,0.33299389596810136,1.3877787807814457e-17,0.32065765070038443,0.05277547978066455,0.9649136177838358,0.18122149706645274,0.19666030558212527,true,136,-2.266468715682918,0.05,0.05,3.107112061,0.0,3
128,0.0,7.1,1.0,100.0,0.0,0.1625220248832432,-0.017669833684208144,0.2717450183851696,0.33268153529536726,2.0816681711721685e-17,0.3314913423059229,0.054292620429191585,0.991961291415322,0.2469929599763221,0.21790615576965383,true,134,-2.2947514316727076,0.05,0.05,3.059759206,0.0,3
128,0.0,7.2,1.0,100.0,0.0,0.16035977440415533,-0.017605292816567267,0.27305625097362163,0.3323739206478578,2.0816681711721685e-17,0.32956548777979267,0.05386044851991151,0.9849406165307606,0.2939970945422532,0.22937490081016249,true,133,-2.323123517389557,0.05,0.05,3.041433516,0.0,3
