L,U,V,t,β,δ,m,uS,vS,vd,Qm,QuS,QvS,Qvd,Converged,I,f,g,g0,ΔT,μ
128,4.0,3.6,1.0,100.0,0.0,0.4332754671235518,0.2395551727623738,4.162190794433926e-26,1.0761972206014595e-42,2.2037781643241356e-7,2.902363488430764e-7,-1.7580852382290828,-1.75,true,25,-1.5025391618240649,0.5,0.5,0.439559791,0.0
128,4.0,3.7,1.0,100.0,0.0,0.43477649919929384,0.2372487701263044,6.7356850559327e-18,9.012052329014796e-22,0.00010647941741750426,0.00013465371331965948,-1.782328402006776,-2.0201517282612866,true,16,-1.4968556755015394,0.5,0.5,0.29314387,0.0
128,4.0,3.8,1.0,100.0,0.0,0.4362349932377446,0.23496934581498907,2.47638111462204e-16,1.0158373612196985e-15,0.00040786312814556676,0.0004986849466939013,-1.8068192960526852,-2.0457502668378287,true,14,-1.4912810053683745,0.5,0.5,0.270620612,0.0
128,4.0,3.9,1.0,100.0,0.0,0.43765268185868644,0.23271629188608278,2.156139653793102e-17,2.087002532477572e-14,0.00039507038908781256,0.00047085951528174155,-1.8311456649802695,-2.070977839042896,true,14,-1.4858128445126697,0.5,0.5,0.24388559,0.0
128,4.0,4.0,1.0,100.0,0.0,0.4390303749569533,0.23049036519416807,NaN,6.23876941118478e-127,0.0,1.2041967824662542e-16,1.8552212441689693,-2.0957449967337727,false,100,NaN,0.5,0.5,1.909370188,0.0
128,4.5,0.0,1.0,100.0,0.0,0.3678542391743163,0.3129606907567386,NaN,NaN,1.5090529160641964e-16,0.0,1.0,1.0,false,100,NaN,0.5,0.5,1.819756697,0.0
128,4.5,0.1,1.0,100.0,0.0,0.37069095877562896,0.31058524126455045,NaN,NaN,0.0,0.0,1.0157742241234853,1.0269777420016912,false,100,NaN,0.5,0.5,1.684488241,0.0
128,4.5,0.2,1.0,100.0,0.0,0.37348972319618623,0.30818644008723506,NaN,NaN,0.0,0.0,1.031798634815052,1.0537291922797183,false,100,NaN,0.5,0.5,1.66346751,0.0
128,4.5,0.3,1.0,100.0,0.0,0.37624890452688164,0.3057663258898533,NaN,NaN,0.0,0.0,1.048069661448667,1.0802606137263404,false,100,NaN,0.5,0.5,1.674147334,0.0
128,4.5,0.4,1.0,100.0,0.0,0.3789669903101103,0.3033269871649944,NaN,NaN,0.0,0.0,1.0645833734509655,1.106578412670861,false,100,NaN,0.5,0.5,1.655232587,0.0
128,4.5,0.5,1.0,100.0,0.0,0.3816425892490183,0.3008705507335304,NaN,NaN,0.0,0.0,1.0813355020039086,1.1326891133007058,false,100,NaN,0.5,0.5,1.679356578,0.0
128,4.5,0.6,1.0,100.0,0.0,0.3842744357749562,0.2983991700609941,NaN,NaN,1.4445704960651352e-16,1.8602984458673627e-16,1.0983214639948737,1.158599331768966,false,100,NaN,0.5,0.5,1.663536899,0.0
128,4.5,0.7,1.0,100.0,0.0,0.3868613934413857,0.295915013551064,NaN,NaN,0.0,0.0,1.1155363878662512,1.1843157502960462,false,100,NaN,0.5,0.5,1.68685452,0.0
128,4.5,0.8,1.0,100.0,0.0,0.38940245713517824,0.2934202529736846,NaN,NaN,1.4255470199045905e-16,1.8918650184735655e-16,1.1329751409932547,1.2098450915636962,false,100,NaN,0.5,0.5,1.91532016,0.0
128,4.5,0.9,1.0,100.0,0.0,0.39189675411829694,0.29091705217754527,NaN,NaN,0.0,0.0,1.1506323582051072,1.2351940936833028,false,100,NaN,0.5,0.5,1.814765421,0.0
128,4.5,1.0,1.0,100.0,0.0,0.3943435439335896,0.28840755622540526,NaN,NaN,0.0,0.0,1.1685024710610294,1.2603694859930137,false,100,NaN,0.5,0.5,1.67826086,0.0
128,4.5,1.1,1.0,100.0,0.0,0.39674221722725095,0.2858938810766165,NaN,NaN,1.3991742955719145e-16,0.0,1.1865797374981149,1.2853779659699311,false,100,NaN,0.5,0.5,1.693249157,0.0
128,4.5,1.2,1.0,100.0,0.0,0.39909229355696996,0.28337810392479834,NaN,NaN,0.0,0.0,1.204858271482491,1.3102261772446862,false,100,NaN,0.5,0.5,1.67766,0.0
128,4.5,1.3,1.0,100.0,0.0,0.4013934182685082,0.28086225428061506,NaN,NaN,1.3829611723758807e-16,0.0,1.2233320723170904,1.334920691465443,false,100,NaN,0.5,0.5,1.674932159,0.0
128,4.5,1.4,1.0,100.0,0.0,0.4036453585342509,0.2783483058706791,NaN,NaN,0.0,1.9943053383284602e-16,1.2419950532876707,1.3594679942137633,false,100,NaN,0.5,0.5,1.732669168,0.0
128,4.5,1.5,1.0,100.0,0.0,0.4058479986550494,0.27583816940441597,NaN,7.203266589122103e-56,0.0,0.0,1.2608410693620506,-1.383874506744424,false,100,NaN,0.5,0.5,1.766996545,0.0
128,4.5,1.6,1.0,100.0,0.0,0.40800133473147226,0.2733336862418716,NaN,6.746039049609956e-57,0.0,0.0,1.2798639436944508,-1.4081465636990456,false,100,NaN,0.5,0.5,1.765239088,0.0
128,4.5,1.7,1.0,100.0,0.0,0.4101054688125485,0.2708366229774627,NaN,5.085765312995375e-59,0.0,0.0,1.299057492725945,-1.4322928908116486,false,100,NaN,0.5,0.5,1.746559861,0.0
128,4.5,1.8,1.0,100.0,0.0,0.41216060262945386,0.2683486669380004,NaN,NaN,0.0,0.0,1.318415549711989,1.4563095466000908,false,100,NaN,0.5,0.5,1.684738589,0.0
128,4.5,1.9,1.0,100.0,0.0,0.41416703101866115,0.2658714225783015,NaN,NaN,0.0,2.087894618117872e-16,1.337931986547603,1.4802154086504886,false,100,NaN,0.5,0.5,1.751103046,0.0
128,4.5,2.0,1.0,100.0,0.0,0.41612513513419425,0.2634064087445834,NaN,NaN,0.0,0.0,1.3576007337990077,1.5040247396425486,false,100,NaN,0.5,0.5,1.703867541,0.0
128,4.5,2.1,1.0,100.0,0.0,0.4180353755421533,0.26095505676476444,NaN,NaN,0.0,2.1272303330491825e-16,1.3774157988864524,1.5278393474598813,false,100,NaN,0.5,0.5,1.723594949,0.0
128,4.5,2.2,1.0,100.0,0.0,0.41989828528300543,0.25851870931580867,NaN,NaN,0.0,0.0,1.3973712823959852,1.5519215044971382,false,100,NaN,0.5,0.5,1.749267975,0.0
128,4.5,2.3,1.0,100.0,0.0,0.42171446297859794,0.2560986200113491,NaN,1.245155873338673e-70,0.0,0.0,1.4174613925275095,-1.5670103092783505,false,100,NaN,0.5,0.5,1.713347152,0.0
128,4.5,2.4,1.0,100.0,0.0,0.4234845660518166,0.2536959536479001,NaN,2.0693641644975104e-72,0.0,0.0,1.4376804577123372,-1.5625,false,100,NaN,0.5,0.5,1.752186518,0.0
128,4.5,2.5,1.0,100.0,0.0,0.42520930411755153,0.25131178704488544,NaN,1.3817869688151111e-74,0.0,0.0,1.4580229374554543,-1.5434782608695652,false,100,NaN,0.5,0.5,1.746819448,0.0
128,4.5,2.6,1.0,100.0,0.0,0.42688943259443896,0.24894711041229134,NaN,NaN,0.0,2.229837138471845e-16,1.4784834314758801,1.8333333333333333,false,100,NaN,0.5,0.5,1.699688653,0.0
128,4.5,2.7,1.0,100.0,0.0,0.4285257465779202,0.2466028291797924,NaN,2.698802673467014e-79,0.0,0.0,1.4990566872329036,-1.3333333333333333,false,100,NaN,0.5,0.5,1.693150281,0.0
128,4.5,2.8,1.0,100.0,0.0,0.4301190750066777,0.24427976622248426,NaN,2.1084395886461046e-81,0.0,0.0,1.519737605936896,-1.1666666666666667,false,100,NaN,0.5,0.5,1.752070892,0.0
128,4.5,2.9,1.0,100.0,0.0,0.4316702751466185,0.2419786644206675,NaN,NaN,0.0,1.147025738078183e-16,1.5405212471510419,1.25,false,100,NaN,0.5,0.5,1.808992728,0.0
128,4.5,3.0,1.0,100.0,0.0,0.4331802274093462,0.2397001894942531,NaN,NaN,1.2814793409026253e-16,0.0,1.5614028320950817,1.1666666666666667,false,100,NaN,0.5,0.5,1.792221668,0.0
128,4.5,3.1,1.0,100.0,0.0,0.4346498305155796,0.2374449330561021,NaN,6.032294050157846e-87,0.0,1.1689268437272142e-16,1.582377745764345,-2.0,false,100,NaN,0.5,0.5,1.798790234,0.0
128,4.5,3.2,1.0,100.0,0.0,0.43607999700824496,0.23521341583279046,NaN,5.890912158357272e-90,0.0,1.1800166889868186e-16,1.6034415379773288,-1.5,false,100,NaN,0.5,0.5,1.831567074,0.0
128,4.5,3.3,1.0,100.0,0.0,0.4374716491150007,0.2330060910057355,NaN,NaN,0.0,0.0,1.624589923463234,1.8,false,100,NaN,0.5,0.5,1.814701805,0.0
128,4.5,3.4,1.0,100.0,0.0,0.4388257149557292,0.23082334763020432,NaN,NaN,0.0,1.2024596255356e-16,1.6458187810974978,1.1666666666666667,false,100,NaN,0.5,0.5,1.75927529,0.0
128,4.5,3.5,1.0,100.0,0.0,0.44014312508700837,0.22866551409431912,NaN,1.463023860841312e-98,0.0,0.0,1.6671241523888363,-2.0,false,100,NaN,0.5,0.5,1.738324468,0.0
128,4.5,3.6,1.0,100.0,0.0,0.44142480937271866,0.22653286158468328,NaN,NaN,0.0,0.0,1.6885022393158624,Inf,false,100,NaN,0.5,0.5,1.698121774,0.0
128,4.5,3.7,1.0,100.0,0.0,0.4426716941676825,0.2244256075296065,NaN,NaN,0.0,0.0,1.709949401605282,1.75,false,100,NaN,0.5,0.5,1.670471671,0.0
128,4.5,3.8,1.0,100.0,0.0,0.44388469979952583,0.22234391899503764,NaN,NaN,0.0,0.0,1.7314621535371868,2.0,false,100,NaN,0.5,0.5,1.702209921,0.0
128,4.5,3.9,1.0,100.0,0.0,0.44506473833272114,0.22028791601218456,6.263205148643866e-45,4.667261458395856e-61,7.870211546784142e-14,1.0432536212502544e-13,-1.7530371603563135,-2.5,true,46,-1.5832690727611527,0.5,0.5,0.773375914,0.0
128,4.5,4.0,1.0,100.0,0.0,0.4462126080482183,0.2182578593171577,1.1342554776245653e-15,7.265873934239299e-20,0.00032706577045212265,0.0004195989952229238,-1.7749243927721567,-1.9638752737258944,true,14,-1.5784610767696492,0.5,0.5,0.231181762,0.0
128,5.0,0.0,1.0,100.0,0.0,0.38620395255884954,0.2965515833350152,NaN,NaN,0.0,0.0,1.0,1.0,false,100,NaN,0.5,0.5,1.705078964,0.0
128,5.0,0.1,1.0,100.0,0.0,0.38864178053134,0.29417285157462714,NaN,NaN,0.0,0.0,1.01492821637777,1.0236345273154512,false,100,NaN,0.5,0.5,1.723163029,0.0
128,5.0,0.2,1.0,100.0,0.0,0.39104008734053786,0.2917829534198668,NaN,NaN,0.0,0.0,1.030055256492504,1.0470993017479528,false,100,NaN,0.5,0.5,1.705293575,0.0
128,5.0,0.3,1.0,100.0,0.0,0.3933980106101507,0.28938376573330454,NaN,NaN,0.0,1.9182538139481112e-16,1.0453772821793668,1.0703995273754026,false,100,NaN,0.5,0.5,1.717241607,0.0
128,5.0,0.4,1.0,100.0,0.0,0.39571479157864037,0.28697716131134254,NaN,NaN,1.4028070825911018e-16,0.0,1.0608902547544605,1.0935404452523176,false,100,NaN,0.5,0.5,1.706706789,0.0
128,5.0,0.5,1.0,100.0,0.0,0.397989775507645,0.2845650003027309,NaN,NaN,0.0,0.0,1.0765899552342908,1.1165273158255846,false,100,NaN,0.5,0.5,1.708572047,0.0
128,5.0,0.6,1.0,100.0,0.0,0.4002224113027424,0.28214912198289155,NaN,NaN,0.0,0.0,1.0924720051097845,1.1393654018420174,false,100,NaN,0.5,0.5,1.733928943,0.0
128,5.0,0.7,1.0,100.0,0.0,0.4024122503844706,0.2797313369665597,NaN,NaN,0.0,0.0,1.1085318874292245,1.1620599518987482,false,100,NaN,0.5,0.5,1.72021845,0.0
128,5.0,0.8,1.0,100.0,0.0,0.40455894485759347,0.2773134199300476,NaN,NaN,0.0,2.0017477425095592e-16,1.1247649679521257,1.1846161847702061,false,100,NaN,0.5,0.5,1.689122848,0.0
128,5.0,0.9,1.0,100.0,0.0,0.40666224503501985,0.27489710290231983,NaN,NaN,1.365043150894853e-16,0.0,1.1411665161482265,1.207039274626774,false,100,NaN,0.5,0.5,1.692627248,0.0
128,5.0,1.0,1.0,100.0,0.0,0.4087219963794487,0.27248406917146234,NaN,NaN,0.0,2.0372255669863426e-16,1.15773172583177,1.2293343372398409,false,100,NaN,0.5,0.5,1.684755762,0.0
128,5.0,1.1,1.0,100.0,0.0,0.4107381359306639,0.27007594784039857,NaN,NaN,0.0,0.0,1.1744557352404044,1.2515064172470398,false,100,NaN,0.5,0.5,1.674660582,0.0
128,5.0,1.2,1.0,100.0,0.0,0.41271068828946883,0.2676743090532302,NaN,NaN,1.3450378874685984e-16,0.0,1.191333646389506,1.27356047653684,false,100,NaN,0.5,0.5,1.688775803,0.0
128,5.0,1.3,1.0,100.0,0.0,0.41463976123061264,0.2652806599016564,NaN,NaN,0.0,0.0,1.2083605435558538,1.2955013837764022,false,100,NaN,0.5,0.5,1.680730001,0.0
128,5.0,1.4,1.0,100.0,0.0,0.4165255410168345,0.2628964410098341,NaN,NaN,0.0,0.0,1.225531510768513,1.31733390510127,false,100,NaN,0.5,0.5,1.665591785,0.0
128,5.0,1.5,1.0,100.0,0.0,0.41836828748452237,0.260523023785979,NaN,NaN,0.0,0.0,1.2428416482088993,1.339062696380587,false,100,NaN,0.5,0.5,1.669888053,0.0
128,5.0,1.6,1.0,100.0,0.0,0.42016832896861944,0.2581617083201323,NaN,4.2370388200869854e-54,0.0,0.0,1.2602860874456523,-1.360692291469826,false,100,NaN,0.5,0.5,1.673170135,0.0
128,5.0,1.7,1.0,100.0,0.0,0.42192605713054054,0.25581372189992924,NaN,7.645887496344439e-55,0.0,0.0,1.2778600054526121,-1.3822271182039114,false,100,NaN,0.5,0.5,1.675897168,0.0
128,5.0,1.8,1.0,100.0,0.0,0.4236419217481801,0.2534802181099409,NaN,2.376023698995327e-56,1.3103318718362013e-16,0.0,1.2955586373794434,-1.4036714400234942,false,100,NaN,0.5,0.5,1.71873778,0.0
128,5.0,1.9,1.0,100.0,0.0,0.42531642552183124,0.2511622764752196,NaN,1.9292064276734344e-58,0.0,0.0,1.3133772880639398,-1.42502948148362,false,100,NaN,0.5,0.5,1.689622051,0.0
128,5.0,2.0,1.0,100.0,0.0,0.4269501189441668,0.24886090260601984,NaN,NaN,0.0,1.1153047877339618e-16,1.3313113422925578,1.4463050615958581,false,100,NaN,0.5,0.5,1.696637655,0.0
128,5.0,2.1,1.0,100.0,0.0,0.4285435952765665,0.24657702879821808,NaN,NaN,0.0,0.0,1.349356273831077,1.4675024559209764,false,100,NaN,0.5,0.5,1.674570837,0.0
128,5.0,2.2,1.0,100.0,0.0,0.4300974856681555,0.24431151504260537,NaN,NaN,0.0,1.1360731650650453e-16,1.367507653260464,1.4886250294975756,false,100,NaN,0.5,0.5,1.684168267,0.0
128,5.0,2.3,1.0,100.0,0.0,0.4316124544480964,0.24206515039587398,NaN,NaN,1.2861341386045042e-16,1.1466159242764756e-16,1.385761154663967,1.5096756783824536,false,100,NaN,0.5,0.5,1.688214214,0.0
128,5.0,2.4,1.0,100.0,0.0,0.4330891946160619,0.23983865466662369,NaN,NaN,0.0,0.0,1.4041125612203011,1.5306579893622323,false,100,NaN,0.5,0.5,1.680757363,0.0
128,5.0,2.5,1.0,100.0,0.0,0.4345284235505057,0.2376326803709518,NaN,NaN,0.0,0.0,1.4225577697646095,1.551584030511811,false,100,NaN,0.5,0.5,1.678337351,0.0
128,5.0,2.6,1.0,100.0,0.0,0.43593087894941174,0.23544781491402206,NaN,6.781147185199534e-71,0.0,0.0,1.4410927943838145,-1.5726661687826737,false,100,NaN,0.5,0.5,1.676423481,0.0
128,5.0,2.7,1.0,100.0,0.0,0.4372973150136814,0.23328458295631882,NaN,7.142733199199073e-72,0.0,0.0,1.4597137691162339,-1.5932880359930217,false,100,NaN,0.5,0.5,1.677863502,0.0
128,5.0,2.8,1.0,100.0,0.0,0.4386284988792558,0.2311434489259529,NaN,9.60687390068706e-74,0.0,0.0,1.4784169498270596,-1.613839532060479,false,100,NaN,0.5,0.5,1.698448983,0.0
128,5.0,2.9,1.0,100.0,0.0,0.4399252073004654,0.22902481964129368,NaN,7.263827395636468e-76,1.261831563867268e-16,0.0,1.4971987153317416,-1.6344884488448845,false,100,NaN,0.5,0.5,1.684128638,0.0
128,5.0,3.0,1.0,100.0,0.0,0.4411882235839625,0.2269290470112641,NaN,3.405129935663459e-78,0.0,0.0,1.5160555678386023,-1.6549067315490673,false,100,NaN,0.5,0.5,1.683975021,0.0
128,5.0,3.1,1.0,100.0,0.0,0.44241833476990156,0.2248564307837617,NaN,1.0015088046068997e-80,0.0,1.2343687711702895e-16,1.5349841327803972,-1.669603524229075,false,100,NaN,0.5,0.5,1.728460175,0.0
128,5.0,3.2,1.0,100.0,0.0,0.4436163290547839,0.22280722131579384,NaN,1.4413161250510481e-83,0.0,0.0,1.553981158102139,-1.6666666666666667,false,100,NaN,0.5,0.5,1.691822295,0.0
128,5.0,3.3,1.0,100.0,0.0,0.44478299344852357,0.2207816223419814,NaN,5.6301411134806566e-86,0.0,0.0,1.5730435130695364,-2.0,false,100,NaN,0.5,0.5,1.681520498,0.0
128,5.0,3.4,1.0,100.0,0.0,0.44591911165681986,0.21877979372104073,NaN,NaN,0.0,2.5373070468307666e-16,1.59216818665897,1.5,false,100,NaN,0.5,0.5,1.673032659,0.0
128,5.0,3.5,1.0,100.0,0.0,0.4470254621787771,0.21680185414266845,NaN,NaN,1.2417894712462147e-16,0.0,1.6113522855862012,1.5357142857142858,false,100,NaN,0.5,0.5,1.671272803,0.0
128,5.0,3.6,1.0,100.0,0.0,0.44810281660888074,0.21484788377989655,1.0881782845177309e-69,8.043058733543795e-87,0.0,0.0,-1.6305930320270698,-1.5,true,89,-1.6971975989907273,0.5,0.5,1.523499888,0.0
128,5.0,3.7,1.0,100.0,0.0,0.44915193813186316,0.21291792687444408,NaN,NaN,0.0,1.3035809630062826e-16,1.6498877610794103,1.75,false,100,NaN,0.5,0.5,1.696980825,0.0
128,5.0,3.8,1.0,100.0,0.0,0.4501735801986589,0.21101199424484723,NaN,NaN,1.233105488037772e-16,1.3153553529010676e-16,1.6692339180113638,1.1666666666666667,false,100,NaN,0.5,0.5,1.737474332,0.0
128,5.0,3.9,1.0,100.0,0.0,0.4511684853715135,0.20913006570920717,NaN,NaN,1.2303862754409215e-16,0.0,1.6886290553372556,1.3333333333333333,false,100,NaN,0.5,0.5,1.69365083,0.0
128,5.0,4.0,1.0,100.0,0.0,0.45213738432633577,0.20727209241624706,NaN,NaN,0.0,0.0,1.7080708297583276,Inf,false,100,NaN,0.5,0.5,1.672666707,0.0
128,5.5,0.0,1.0,100.0,0.0,0.40125722415175646,0.28101263241404273,NaN,NaN,0.0,0.0,1.0,1.0,false,100,NaN,0.5,0.5,1.703106843,0.0
128,5.5,0.1,1.0,100.0,0.0,0.40334766130749333,0.2786836410543485,NaN,NaN,0.0,0.0,1.0141310871942855,1.0210172481604916,false,100,NaN,0.5,0.5,1.733705592,0.0
128,5.5,0.2,1.0,100.0,0.0,0.405399969494337,0.27635292728120253,NaN,NaN,0.0,0.0,1.0284207072937224,1.0419053485624807,false,100,NaN,0.5,0.5,1.703099335,0.0
128,5.5,0.3,1.0,100.0,0.0,0.40741381518718023,0.2740220603349328,NaN,NaN,0.0,0.0,1.0428652110682834,1.062668518756109,false,100,NaN,0.5,0.5,1.722962353,0.0
128,5.5,0.4,1.0,100.0,0.0,0.4093889453867521,0.2716925762144775,NaN,NaN,0.0,0.0,1.0574608526610898,1.0833109599160435,false,100,NaN,0.5,0.5,1.726351444,0.0
128,5.5,0.5,1.0,100.0,0.0,0.4113251856013447,0.26936597250733363,NaN,NaN,0.0,0.0,1.0722038051768839,1.1038368458068322,false,100,NaN,0.5,0.5,1.732062035,0.0
128,5.5,0.6,1.0,100.0,0.0,0.41322243741015985,0.26704370369738395,NaN,NaN,0.0,4.157458158546474e-16,1.0870901760604685,1.1242503123966543,false,100,NaN,0.5,0.5,1.731400073,0.0
128,5.5,0.7,1.0,100.0,0.0,0.4150806756558765,0.26472717697329273,NaN,NaN,0.0,0.0,1.1021160221326765,1.144555448174901,false,100,NaN,0.5,0.5,1.713317203,0.0
128,5.5,0.8,1.0,100.0,0.0,0.4168999453160467,0.26241774855154326,NaN,NaN,0.0,2.1153733517515677e-16,1.1172773641646792,1.1647562852163489,false,100,NaN,0.5,0.5,1.676670824,0.0
128,5.5,0.9,1.0,100.0,0.0,0.41868035810385185,0.2601167205199708,NaN,NaN,0.0,0.0,1.1325702008858867,1.1848567910222254,false,100,NaN,0.5,0.5,1.673921982,0.0
128,5.5,1.0,1.0,100.0,0.0,0.42042208884867105,0.25782533819995646,NaN,NaN,0.0,0.0,1.1479905223357842,1.2048608611564966,false,100,NaN,0.5,0.5,1.696163606,0.0
128,5.5,1.1,1.0,100.0,0.0,0.4221253717059147,0.2555447880184637,NaN,NaN,0.0,0.0,1.1635343224854653,1.224772312684466,false,100,NaN,0.5,0.5,1.674413418,0.0
128,5.5,1.2,1.0,100.0,0.0,0.42379049624378723,0.25327619587488703,NaN,NaN,1.3098724894322503e-16,0.0,1.1791976110699276,1.244594878410579,false,100,NaN,0.5,0.5,1.71093398,0.0
128,5.5,1.3,1.0,100.0,0.0,0.4254178034521762,0.2510206259823168,NaN,NaN,1.3048619681827252e-16,0.0,1.1949764245870724,1.2643322019021586,false,100,NaN,0.5,0.5,1.703001389,0.0
128,5.5,1.4,1.0,100.0,0.0,0.4270076817158568,0.248779080158349,NaN,NaN,0.0,0.0,1.210866836433528,1.2839878332784138,false,100,NaN,0.5,0.5,1.752468973,0.0
128,5.5,1.5,1.0,100.0,0.0,0.42856056279077565,0.24655249753696706,NaN,NaN,1.2952930355926969e-16,0.0,1.226864966160633,1.3035652257407344,false,100,NaN,0.5,0.5,1.799718164,0.0
128,5.5,1.6,1.0,100.0,0.0,0.43007691781845936,0.244341754670291,NaN,NaN,0.0,0.0,1.2429669878460379,1.323067732813514,false,100,NaN,0.5,0.5,1.793578228,0.0
128,5.5,1.7,1.0,100.0,0.0,0.4315572534097023,0.24214766598707377,NaN,9.55954518121059e-53,0.0,0.0,1.2591691375872534,-1.3424986059664843,false,100,NaN,0.5,0.5,1.771460508,0.0
128,5.5,1.8,1.0,100.0,0.0,0.43300210782472204,0.23997098457367239,NaN,2.5618011657546166e-53,0.0,0.0,1.2754677201330356,-1.3618609944761577,false,100,NaN,0.5,0.5,1.778656428,0.0
128,5.5,1.9,1.0,100.0,0.0,0.4344120472730252,0.23781240324275899,NaN,1.5807481853678356e-54,0.0,0.0,1.2918591146767162,-1.38115794141314,false,100,NaN,0.5,0.5,1.766195244,0.0
128,5.5,2.0,1.0,100.0,0.0,0.4357876623523809,0.23567255585518393,NaN,5.603223065899544e-56,1.2738119048990224e-16,0.0,1.3083397798424878,-1.4003923889539491,false,100,NaN,0.5,0.5,1.789681976,0.0
128,5.5,2.1,1.0,100.0,0.0,0.4371295646426179,0.2335520188610781,NaN,5.8311026212654935e-58,0.0,1.1884108624271216e-16,1.324906257901235,-1.4195671695013468,false,100,NaN,0.5,0.5,1.68520502,0.0
128,5.5,2.2,1.0,100.0,0.0,0.4384383834664881,0.23145131302739974,NaN,NaN,0.0,0.0,1.3415551782568913,1.438685007451894,false,100,NaN,0.5,0.5,1.674411882,0.0
128,5.5,2.3,1.0,100.0,0.0,0.4397147628266268,0.22937090532060897,NaN,NaN,0.0,1.2100739445062944e-16,1.3582832602475232,1.457748555273305,false,100,NaN,0.5,0.5,1.6885068,0.0
128,5.5,2.4,1.0,100.0,0.0,0.4409593585246953,0.2273112109149105,NaN,NaN,1.2588722783201574e-16,0.0,1.3750873153075516,1.4767603119388724,false,100,NaN,0.5,0.5,1.712931713,0.0
128,5.5,2.5,1.0,100.0,0.0,0.44217283546615005,0.22527259529847277,NaN,NaN,0.0,0.0,1.391964248538772,1.4957227324652327,false,100,NaN,0.5,0.5,1.691681468,0.0
128,5.5,2.6,1.0,100.0,0.0,0.44335586515172887,0.22325537645213983,NaN,NaN,0.0,0.0,1.4089110597382926,1.5146381068227328,false,100,NaN,0.5,0.5,1.663579031,0.0
128,5.5,2.7,1.0,100.0,0.0,0.4445091233546984,0.2212598270773406,NaN,NaN,0.0,0.0,1.425924843931238,1.5335086951213097,false,100,NaN,0.5,0.5,1.689403565,0.0
128,5.5,2.8,1.0,100.0,0.0,0.4456332879811439,0.2192861768521228,NaN,NaN,0.0,1.265723905357978e-16,1.4430027914552181,1.5523369490620436,false,100,NaN,0.5,0.5,1.691225419,0.0
128,5.5,2.9,1.0,100.0,0.0,0.4467290371090955,0.21733461469644577,NaN,NaN,0.0,0.0,1.4601421876422034,1.5711240104445388,false,100,NaN,0.5,0.5,1.680962228,0.0
128,5.5,3.0,1.0,100.0,0.0,0.44779704720106006,0.215405291030027,NaN,9.197251789950376e-72,0.0,0.0,1.4773404121417064,-1.5898745773827196,false,100,NaN,0.5,0.5,1.709833325,0.0
128,5.5,3.1,1.0,100.0,0.0,0.4488379914835402,0.2134983200081165,NaN,3.328935314484133e-73,0.0,0.0,1.494594937927115,-1.6085846188914508,false,100,NaN,0.5,0.5,1.819377912,0.0
128,5.5,3.2,1.0,100.0,0.0,0.4498525384863537,0.21161378172255807,NaN,5.348660030323197e-75,1.2339855059624558e-16,0.0,1.5119033300247438,-1.6272583948940766,false,100,NaN,0.5,0.5,1.836467889,0.0
128,5.5,3.3,1.0,100.0,0.0,0.4508413507339949,0.20975172435735728,NaN,5.530114186206721e-77,0.0,0.0,1.5292632440027343,-1.6459100339842885,false,100,NaN,0.5,0.5,1.872601515,0.0
128,5.5,3.4,1.0,100.0,0.0,0.45180508358088356,0.20791216628971557,NaN,3.8903387140467154e-79,0.0,0.0,1.546672424254411,-1.6645247516046777,false,100,NaN,0.5,0.5,1.794911482,0.0
128,5.5,3.5,1.0,100.0,0.0,0.4527443841821034,0.20609509812908927,NaN,1.8476836245046148e-81,0.0,0.0,1.5641287021081223,-1.6830924769550997,false,100,NaN,0.5,0.5,1.832492134,0.0
128,5.5,3.6,1.0,100.0,0.0,0.45365989059111855,0.20430048468829654,NaN,5.684054741553942e-84,0.0,0.0,1.5816299937930365,-1.7016436167324682,false,100,NaN,0.5,0.5,1.764877273,0.0
128,5.5,3.7,1.0,100.0,0.0,0.45455200579390764,0.20252871701968284,1.0424711165846889e-13,2.977340932872139e-13,0.00028546680102002685,0.00046916942410625155,-1.599344992051046,-1.7203846433712364,true,14,-1.7947451004183437,0.5,0.5,0.246746073,0.0
128,5.5,3.8,1.0,100.0,0.0,0.455421866256096,0.2007786808209189,6.513220897184783e-14,9.293433186007545e-14,0.00027753493269064825,0.0004448643133282642,-1.616930616509379,-1.7388843455865564,true,14,-1.7906787437838558,0.5,0.5,0.240950271,0.0
128,5.5,3.9,1.0,100.0,0.0,0.4562698729774709,0.19905067319719988,NaN,NaN,0.0,0.0,1.63438434183529,1.7291666666666667,false,100,NaN,0.5,0.5,1.720984667,0.0
128,5.5,4.0,1.0,100.0,0.0,0.45709637594045294,0.19734507566541998,NaN,NaN,0.0,0.0,1.65204647206486,1.6428571428571428,false,100,NaN,0.5,0.5,1.76549732,0.0
128,6.0,0.0,1.0,100.0,0.0,0.4137000450555727,0.26645232500369453,NaN,NaN,0.0,0.0,1.0,1.0,false,100,NaN,0.5,0.5,1.728716131,0.0
128,6.0,0.1,1.0,100.0,0.0,0.41549312400131416,0.2642072456187037,NaN,NaN,1.3360305628326657e-16,0.0,1.0133872122040828,1.0189181794500408,false,100,NaN,0.5,0.5,1.720875249,0.0
128,6.0,0.2,1.0,100.0,0.0,0.4172509779506183,0.2619673117255049,NaN,NaN,0.0,0.0,1.0269014615283576,1.0377367856136934,false,100,NaN,0.5,0.5,1.773206979,0.0
