IuS,CuS,MuS
0.1,0.3957442506850566,0.11478721253425284
0.11478721253425284,0.3957395560071335,0.12883482970789686
0.12883482970789686,0.39573413405595326,0.14217979492529967
0.14217979492529967,0.39572786580453656,0.15485719846926152
0.15485719846926152,0.39572060677504783,0.16690036888455084
0.16690036888455084,0.39571217959114147,0.17834095941988037
0.17834095941988037,0.39570236409116843,0.18920902965344477
0.18920902965344477,0.3956908841591804,0.19953312237873155
0.19953312237873155,0.39567739009263636,0.2093403357644268
0.2093403357644268,0.3956614348115477,0.21865639071678283
0.21865639071678283,0.39564244141288973,0.22750569325158815
0.22750569325158815,0.3956196583019589,0.23591139150410667
0.23591139150410667,0.3955920960803915,0.24389542673292092
0.24389542673292092,0.395558437023268,0.2514785772474383
0.2514785772474383,0.3955169024754189,0.25868049350883726
0.25868049350883726,0.3954650544027035,0.26551972155353054
0.26551972155353054,0.3953994922172238,0.27201371008671515
0.27201371008671515,0.39531538064176863,0.2781787936144678
0.2781787936144678,0.3952057011826367,0.28403013899287627
0.28403013899287627,0.39506004425977603,0.28958163425622124
0.28958163425622124,0.39486262182977544,0.29484568363489894
0.29484568363489894,0.3945889177651969,0.29983284534141386
0.29983284534141386,0.3941998582057481,0.30455119598463054
0.30455119598463054,0.39363121690708547,0.3090051970307533
0.3090051970307533,0.3927732493281992,0.31319359964562554
0.31319359964562554,0.3914288168381692,0.31710536050525273
0.31710536050525273,0.38922083333534346,0.3207111341467572
0.3207111341467572,0.38537468244169126,0.32394431156150394
0.32394431156150394,0.3782086606538536,0.32665752901612144
0.32665752901612144,0.3643605555086159,0.32854268034074613
0.32854268034074613,0.34205605722754406,0.329218349185086
0.329218349185086,0.3281050023936699,0.3291626818455152
0.3291626818455152,0.32943953370175993,NaN
