IuS,CuS,MuS
0.1,0.3957442506850566,0.24787212534252828
0.24787212534252828,0.3955380417551817,0.32170508354885496
0.32170508354885496,0.38372477949899014,0.3527149315239225
0.3527149315239225,-0.3910951736030659,-0.019190121039571684
-0.019190121039571684,0.39576282112692046,0.1882863500436744
0.1882863500436744,0.39569195631743403,0.2919891531805542
0.2919891531805542,0.39475061209267637,0.3433698826366153
0.3433698826366153,-0.3801399519805535,-0.018385034671969114
-0.018385034671969114,0.39576275775556746,0.18868886154179917
0.18868886154179917,0.3956914910322991,0.29219017628704913
0.29219017628704913,0.39474034142715375,0.34346525885710144
0.34346525885710144,-0.3803972292329107,-0.018465985187904627
-0.018465985187904627,0.39576276414920597,0.18864838948065066
0.18864838948065066,0.3956915379857305,0.2921699637331906
0.2921699637331906,0.39474138106328893,0.34345567239823976
0.34345567239823976,-0.3803716582517545,-0.01845799292675737
-0.01845799292675737,0.39576276351817746,0.18865238529571005
0.18865238529571005,0.39569153335170065,0.2921719593237053
0.2921719593237053,0.39474127848916424,0.34345661890643475
0.34345661890643475,-0.380374185812977,-0.01845878345327112
-0.01845878345327112,0.3957627635805956,0.18865199006366223
0.18865199006366223,0.39569153381007605,0.2921717619368691
0.2921717619368691,0.3947412886356013,0.3434565252862352
0.3434565252862352,-0.38037393583677953,-0.018458705275272158
-0.018458705275272158,0.3957627635744228,0.18865202914957532
0.18865202914957532,0.39569153376474575,0.29217178145716055
0.29217178145716055,0.3947412876321904,0.3434565345446755
0.3434565345446755,-0.3803739605581017,-0.01845871300671309
-0.01845871300671309,0.39576276357503326,0.18865202528416009
0.18865202528416009,0.3956915337692287,0.2921717795266944
0.2921717795266944,0.3947412877314231,0.3434565336290587
0.3434565336290587,-0.3803739581132801,-0.01845871224211071
-0.01845871224211071,0.3957627635749729,0.1886520256664311
0.1886520256664311,0.3956915337687853,0.2921717797176082
0.2921717797176082,0.39474128772160944,0.3434565337196088
0.3434565337196088,-0.3803739583550614,-0.018458712317726278
-0.018458712317726278,0.39576276357497886,0.1886520256286263
0.1886520256286263,0.3956915337688292,0.29217177969872776
0.29217177969872776,0.39474128772258,0.3434565337106539
0.3434565337106539,-0.3803739583311504,-0.01845871231024826
-0.01845871231024826,0.3957627635749783,0.18865202563236502
0.18865202563236502,0.39569153376882493,0.292171779700595
0.292171779700595,0.394741287722484,0.3434565337115395
0.3434565337115395,-0.38037395833351506,-0.01845871231098778
-0.01845871231098778,0.39576276357497836,0.1886520256319953
0.1886520256319953,0.3956915337688253,0.2921717797004103
0.2921717797004103,0.3947412877224935,0.3434565337114519
0.3434565337114519,-0.38037395833328125,-0.01845871231091467
-0.01845871231091467,0.39576276357497836,0.18865202563203184
