L,U,V,t,β,δ,m,uS,vS,vd,Qm,QuS,QvS,Qvd,Converged,I,f,g,g0,ΔT,μ
128,1.0,0.2,1.0,100.0,0.0,0.0662631200195345,0.4043334915516389,-3.6161630224382014e-7,-1.451132073642366e-7,0.9882297917672145,0.1115008503438375,0.017887131579546592,0.0010113936772351668,true,176,-1.5890332614337481,0.05,0.05,2.72565606,0.0
128,1.0,0.3,1.0,100.0,0.0,0.06915343423019116,0.4042299533840974,-7.797421963852372e-7,-8.201403641240161e-8,0.9905039463798115,0.1652600998029996,0.02571974538676544,0.0004374972069475061,true,166,-1.5726859538695062,0.05,0.05,2.02194124,0.0
128,1.0,0.4,1.0,100.0,0.0,0.07219761470873029,0.40411360513328565,-1.797428298464621e-6,-6.653040446702957e-8,0.9987615904284153,0.2894826802235517,0.04447957970402678,0.0003005628014543573,true,153,-1.5563473634427432,0.05,0.05,3.361959959,0.0
128,1.0,0.5,1.0,100.0,0.0,0.07537586910841279,0.4039839432252975,-4.731758568747926e-6,-8.99191129470243e-8,0.9889422639401124,0.6091702906845242,0.09370904866784238,0.0003621858371129153,true,137,-1.5400185833092537,0.05,0.05,1.546968727,0.0
128,1.0,0.6,1.0,100.0,0.0,0.07851542185807091,0.40384743345025353,-8.719689044376504e-6,-8.102453843959794e-8,0.7701095858357321,0.9820634977303344,0.14396482128770857,0.00029970595640824453,true,127,-1.5237009242219772,0.05,0.05,2.325792652,0.0
128,1.0,0.7,1.0,100.0,0.0,0.08163748168741572,0.40370317212154283,-8.759072267851565e-6,-2.459079964480703e-8,0.3354823039728172,0.9636299299558004,0.12400269676282033,8.513526161767555e-5,true,127,-1.5073956552148184,0.05,0.05,1.429084934,0.0
128,1.0,0.8,1.0,100.0,0.0,0.08492574234875713,0.4035418269277807,-9.102518336148216e-6,-8.246828167006858e-9,0.12410007902313724,0.9917044245720819,0.11280520543561025,2.7089554876943134e-5,true,126,-1.4911041802313247,0.05,0.05,2.322030881,0.0
128,1.0,0.9,1.0,100.0,0.0,0.08838725213594065,0.40336128571944807,-8.705892579598576e-6,-2.361281929967231e-9,0.6160993044265206,0.9656500430289539,0.0959468945708121,7.431768447927843e-6,true,126,-1.4748282237100112,0.05,0.05,1.443898211,0.0
128,1.0,1.0,1.0,100.0,0.0,0.09218213490316812,0.4031504079203666,-4.8645555624524845e-6,-1.8510470770362896e-10,0.9952873074905999,0.6064396227600799,0.04827273376564274,5.625036468004626e-7,true,134,-1.4585698421012312,0.05,0.05,2.352089347,0.0
128,1.0,1.1,1.0,100.0,0.0,0.09655888818077948,0.402889876556066,-9.590454236249974e-7,-9.512397403627131e-13,0.9849073421848986,0.14390980474388027,0.008656399981907275,2.809222575854751e-9,true,157,-1.4423315247563304,0.05,0.05,5.203948435,0.0
128,1.0,1.2,1.0,100.0,0.0,0.10111456248472978,0.402598349617332,-2.948235577022963e-7,-1.2440809945472358e-14,0.998432392603027,0.029210449640770797,0.002441027900893723,3.5854520420703545e-11,true,172,-1.4261155513531953,0.05,0.05,6.101163434,0.0
128,1.0,1.3,1.0,100.0,0.0,0.10591883194853571,0.40226766764621535,-9.656441934790108e-8,-1.7197144161109304e-16,0.9824920880236176,0.020604092387688233,0.000738610941360382,4.853391949341981e-13,true,185,-1.4099248004625617,0.05,0.05,6.15368401,0.0
128,1.0,1.4,1.0,100.0,0.0,0.11093172386948774,0.4018962935331175,-3.921974952503826e-8,-3.999777258079737e-18,0.9959288059472049,0.04482406413619522,0.0002788148859018857,1.1083764118439094e-14,true,194,-1.3937624490664633,0.05,0.05,5.002785699,0.0
128,1.0,1.5,1.0,100.0,0.0,0.11619996170543945,0.401475973552176,-1.6141282161171136e-8,-9.504387956295543e-20,0.995638981972774,0.06093015525920897,0.0001072104893969063,2.591983612929475e-16,true,202,-1.377632141480634,0.05,0.05,3.736191814,0.0
128,1.0,1.6,1.0,100.0,0.0,0.12172593753817938,0.4010007887130868,-6.7506162350475785e-9,-2.3918961387736487e-21,0.9882761043492061,0.0727659979038453,4.208482837764898e-5,6.4317025312438605e-18,true,209,-1.3615379567552923,0.05,0.05,6.382415556,0.0
128,1.0,1.7,1.0,100.0,0.0,0.12749834544454736,0.4004654677313,-3.1137478365248275e-9,-8.284730822601418e-23,0.9981899353824764,0.08374466775340483,1.8294223418142752e-5,2.1996510909652656e-19,true,214,-1.34548448086843,0.05,0.05,2.775943691,0.0
128,1.0,1.8,1.0,100.0,0.0,0.13355161776126956,0.3998596609595482,-1.3608985887866314e-9,-2.68833699079734e-24,0.9890618931928108,0.09283824676253882,7.562885277040842e-6,7.008109409295583e-21,true,219,-1.3294768966817012,0.05,0.05,3.37504167,0.0
128,1.0,1.9,1.0,100.0,0.0,0.13987375906920246,0.3991763928852524,-6.106920870794723e-10,-9.04728794979874e-26,0.9827890563910424,0.1018434245085853,3.220644756771351e-6,2.4347710801056553e-22,true,223,-1.313520985317128,0.05,0.05,3.442864311,0.0
128,1.0,2.0,1.0,100.0,0.0,0.14646681097384448,0.39840651138349104,-2.8257418738357627e-10,-1.2924697071141057e-26,0.9810893689566891,0.11138975042079835,1.4184429288982788e-6,2.984081688756139e-23,true,226,-1.2976232176841147,0.05,0.05,3.48347563,0.0
128,1.0,2.1,1.0,100.0,0.0,0.15333076036753207,0.397540105889706,-1.3548216964026988e-10,-8.077935669463161e-27,0.9854011566671761,0.12201100556263889,6.491036787647145e-7,1.670389617933166e-23,true,228,-1.281790797000373,0.05,0.05,3.480844886,0.0
128,1.0,2.2,1.0,100.0,0.0,0.1604628640830304,0.39656659528434457,-6.768844395716737e-11,-3.2311742677852644e-27,0.9971024224337266,0.1342299853359652,3.103156285689275e-7,6.704525099629814e-24,true,229,-1.2660317039723124,0.05,0.05,3.44379359,0.0
