Im,IuS,Cm,CuS,Mm,MuS
0.2,0.2,0.35568983262583775,0.32254685395342264,0.23892245815645946,0.23063671348835568
0.23892245815645946,0.23063671348835568,0.4069432776193465,0.2745706252040381,0.2809276630221812,0.24162019141727628
0.2809276630221812,0.24162019141727628,0.43374222095012305,0.23884220314494908,0.31913130250416666,0.24092569434919447
0.31913130250416666,0.24092569434919447,0.4437692191935464,0.22254347170765257,0.3502907816765116,0.236330138688809
0.3502907816765116,0.236330138688809,0.4472264169190744,0.21643949781175165,0.3745246904871523,0.23135747846954466
0.3745246904871523,0.23135747846954466,0.4484968156928042,0.21412627320540362,0.39301772178856526,0.22704967715350938
0.39301772178856526,0.22704967715350938,0.449003468529239,0.2131927094190907,0.4070141584737337,0.2235854352199047
0.4070141584737337,0.2235854352199047,0.4492191955897602,0.21279326721626984,0.4175654177527403,0.22088739321899598
0.4175654177527403,0.22088739321899598,0.44931555383638844,0.21261447200369238,0.4255029517736523,0.21881916291517006
0.4255029517736523,0.21881916291517006,0.4493601036189808,0.21253172969558592,0.43146723973498446,0.21724730461027403
0.43146723973498446,0.21724730461027403,0.4493812195800214,0.2124924935385702,0.43594573469624376,0.21605860184234804
0.43594573469624376,0.21605860184234804,0.4493914108631584,0.21247355280477653,0.43930715373797247,0.21516233958295516
0.43930715373797247,0.21516233958295516,0.44939639499421435,0.21246428872802783,0.44182946405203294,0.21448782686922332
0.44182946405203294,0.21448782686922332,0.449398856342483,0.2124597135529176,0.44372181212464545,0.2139807985401469
0.44372181212464545,0.2139807985401469,0.4494000806100761,0.21245743781692816,0.44514137924600317,0.2135999583593422
0.44514137924600317,0.2135999583593422,0.44940069280883344,0.21245629981398578,0.44620620763671076,0.2133140437230031
0.44620620763671076,0.2133140437230031,0.4494010001550657,0.21245572849119726,0.4470049057662995,0.21309946491505166
0.4470049057662995,0.21309946491505166,0.44940115490990573,0.21245544081809442,0.44760396805220104,0.21293845889081234
0.44760396805220104,0.21293845889081234,0.44940123300367485,0.21245529564969517,0.4480532842900695,0.21281766808053304
0.4480532842900695,0.21281766808053304,0.4494012724769004,0.2124552222729123,0.4483902813367773,0.21272705662862784
0.4483902813367773,0.21272705662862784,0.4494012924535593,0.21245518513828415,0.4486430341159728,0.2126590887560419
0.4486430341159728,0.2126590887560419,0.4494013025726785,0.2124551663278409,NaN,NaN
