Im,IuS,Cm,CuS,Mm,MuS
0.4,0.3,0.49336158700983856,0.08086996349291659,0.4233403967524597,0.24521749087322914
0.4233403967524597,0.24521749087322914,0.4658418053712371,0.17783639363715453,0.433965748907154,0.22837221656421047
0.433965748907154,0.22837221656421047,0.45679983725002543,0.19795948919884548,0.4396742709928719,0.22076903472286924
0.4396742709928719,0.22076903472286924,0.452944649616113,0.2057045404806044,0.4429918656486822,0.21700291116230302
0.4429918656486822,0.21700291116230302,0.4511452449499182,0.20917432319485618,0.4450302104739912,0.2150457641704413
0.4450302104739912,0.2150457641704413,0.4502712979115461,0.21082829724604185,0.44634048233338,0.21399139743934142
0.44634048233338,0.21399139743934142,0.4498384408847447,0.21164014687467464,0.4472149719712211,0.21340358479817473
0.4472149719712211,0.21340358479817473,0.44962183368380704,0.21204460543785342,0.44781668739936764,0.2130638399580944
0.44781668739936764,0.2130638399580944,0.4495128229533164,0.21224770374996813,0.44824072128785486,0.21285980590606282
0.44824072128785486,0.21285980590606282,0.44945778141962495,0.212350137425672,0.44854498632079737,0.21273238878596512
0.44854498632079737,0.21273238878596512,0.44942993491600514,0.21240193127208018,NaN,NaN
