Im,IuS,Cm,CuS,Mm,MuS
0.6,0.2,0.4621001994158349,0.1865327554705497,0.5655250498539587,0.19663318886763745
0.5655250498539587,0.19663318886763745,0.45683852113772333,0.19787949563378354,0.5383534176748999,0.19694476555917395
0.5383534176748999,0.19694476555917395,0.45367446316067084,0.2042717272712461,0.5171836790463427,0.198776505987192
0.5171836790463427,0.198776505987192,0.4518094932060728,0.20790369211741677,0.5008401325862752,0.20105830251974818
0.5008401325862752,0.20105830251974818,0.4507337382233854,0.20995560579671638,0.4883135339955528,0.20328262833899022
0.4883135339955528,0.20328262833899022,0.45012642081796783,0.2111005597734472,0.4787667557011565,0.20523711119760446
0.4787667557011565,0.20523711119760446,0.44979032068177016,0.21173010240725887,0.4715226469463099,0.20686035900001806
0.4715226469463099,0.20686035900001806,0.44960753868701986,0.21207125568148183,0.4660438698814874,0.208163083170384
0.4660438698814874,0.208163083170384,0.4495095884507005,0.21225372536166426,0.4619102995237907,0.2091857437182041
0.4619102995237907,0.2091857437182041,0.44945772593548416,0.2123502406443726,0.45879715612671407,0.2099768679497462
0.45879715612671407,0.2099768679497462,0.44943052844245723,0.21240082753118905,0.4564554992056499,0.2105828578451069
0.4564554992056499,0.2105828578451069,0.4494163728803333,0.21242714924447936,0.45469571762432076,0.21104393069495003
0.45469571762432076,0.21104393069495003,0.44940904828171563,0.21244076706121667,0.4533740502886695,0.2113931397865167
0.4533740502886695,0.2113931397865167,0.44940527527575563,0.21244778126541808,0.45238185653544105,0.21165680015624203
0.45238185653544105,0.21165680015624203,0.449403338406238,0.21245138186174156,0.45163722700314024,0.21185544558261693
0.45163722700314024,0.21185544558261693,0.44940234670505064,0.21245322537499167,0.45107850692861784,0.21200489053071062
0.45107850692861784,0.21200489053071062,0.4494018399429177,0.21245416740592776,0.4506593401821928,0.21211720974951492
0.4506593401821928,0.21211720974951492,0.4494015813716105,0.21245464806714637,0.4503449004795472,0.21220156932892276
0.4503449004795472,0.21220156932892276,0.4494014495857527,0.21245489304476506,NaN,NaN
