L,U,V,t,β,δ,uS,ud,QuS,Qud,Converged,I,f,g,g0,ΔT,μ
128,0.0,6.1,1.0,100.0,0.0,0.3193498650858084,NaN,4.440892098500626e-13,627.7427272034514,false,250,NaN,0.05,0.05,2.345136291,0.0
128,0.0,6.2,1.0,100.0,0.0,0.31444077345881294,NaN,3.3306690738754696e-13,638.4178471434946,false,250,NaN,0.05,0.05,2.378067123,0.0
128,0.0,6.3,1.0,100.0,0.0,0.30966803028283374,NaN,1.3322676295501878e-12,648.2004903776306,false,250,NaN,0.05,0.05,2.343488082,0.0
128,0.0,6.4,1.0,100.0,0.0,0.30502766657986663,NaN,4.440892098500626e-13,657.1958273284791,false,250,NaN,0.05,0.05,2.341552628,0.0
128,0.0,6.5,1.0,100.0,0.0,0.3005155573916988,NaN,9.992007221626409e-13,665.4928301849947,false,250,NaN,0.05,0.05,2.344867439,0.0
128,0.0,6.6,1.0,100.0,0.0,0.2961275149158589,NaN,3.3306690738754696e-13,673.1673594448258,false,250,NaN,0.05,0.05,2.343782977,0.0
128,0.0,6.7,1.0,100.0,0.0,0.2918593539509063,NaN,1.1102230246251565e-13,680.2845529232794,false,250,NaN,0.05,0.05,2.365710602,0.0
128,0.0,6.8,1.0,100.0,0.0,0.28770693771938255,NaN,1.1102230246251565e-12,686.9006982021936,false,250,NaN,0.05,0.05,2.351687686,0.0
128,0.0,6.9,1.0,100.0,0.0,0.2836662096435092,NaN,8.881784197001252e-13,693.0647169098685,false,250,NaN,0.05,0.05,2.366796869,0.0
128,0.0,7.0,1.0,100.0,0.0,0.2797332149821765,NaN,9.992007221626409e-13,698.8193534304581,false,250,NaN,0.05,0.05,2.348966512,0.0
128,0.0,7.1,1.0,100.0,0.0,0.2759041151049475,NaN,1.1102230246251565e-12,704.2021358311065,false,250,NaN,0.05,0.05,2.346193789,0.0
128,0.0,7.2,1.0,100.0,0.0,0.2721751963967002,NaN,6.661338147750939e-13,709.2461593122536,false,250,NaN,0.05,0.05,2.345291633,0.0
128,0.0,7.3,1.0,100.0,0.0,0.2685428752391103,NaN,3.219646771412954e-12,713.9807299801183,false,250,NaN,0.05,0.05,2.321561224,0.0
128,0.0,7.4,1.0,100.0,0.0,0.26500370012713703,NaN,1.3322676295501878e-12,718.4318976696647,false,250,NaN,0.05,0.05,2.34966436,0.0
128,0.0,7.5,1.0,100.0,0.0,0.2615543517004088,NaN,9.992007221626409e-13,722.6228998836052,false,250,NaN,0.05,0.05,2.347471672,0.0
128,0.0,7.6,1.0,100.0,0.0,0.2581916412678331,NaN,5.551115123125783e-13,726.5745339612505,false,250,NaN,0.05,0.05,2.369099534,0.0
128,0.0,7.7,1.0,100.0,0.0,0.25491250825642964,NaN,1.1102230246251565e-13,730.3054708707148,false,250,NaN,0.05,0.05,2.366671107,0.0
128,0.0,7.8,1.0,100.0,0.0,0.2517140169066848,NaN,1.1102230246251565e-13,733.8325211947438,false,250,NaN,0.05,0.05,2.37162839,0.0
128,0.0,7.9,1.0,100.0,0.0,0.2485933524560438,NaN,3.3306690738754696e-13,737.1708617176431,false,250,NaN,0.05,0.05,2.354490296,0.0
128,0.0,8.0,1.0,100.0,0.0,0.2455478169918248,NaN,1.2212453270876722e-12,740.3342293494393,false,250,NaN,0.05,0.05,2.374427742,0.0
