L,U,V,t,β,δ,uS,ud,QuS,Qud,I,f,g,g0,ΔT,μ
128,8.0,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,1.393634998,0.0
128,8.0,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,1.512851467,0.0
128,8.0,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,1.523999761,0.0
128,8.0,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,1.512682972,0.0
128,8.0,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,1.523019501,0.0
128,8.0,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,1.521772784,0.0
128,8.0,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,1.510338703,0.0
128,8.0,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,1.525282248,0.0
128,8.0,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,1.495970379,0.0
128,8.0,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,1.443753194,0.0
128,8.0,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,1.502207375,0.0
128,8.0,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,1.440796721,0.0
128,8.0,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,1.497980957,0.0
128,8.0,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,1.434545075,0.0
128,8.0,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,1.476121576,0.0
128,8.5,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.16746424,0.0
128,8.5,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.168035978,0.0
128,8.5,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.167873673,0.0
128,8.5,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.119747934,0.0
128,8.5,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.167711657,0.0
128,8.5,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.167988216,0.0
128,8.5,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.167536943,0.0
128,8.5,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.099004997,0.0
128,8.5,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.16753847,0.0
128,8.5,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.16840656,0.0
128,8.5,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.167982457,0.0
128,8.5,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.153599496,0.0
128,8.5,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.169022656,0.0
128,8.5,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.167947436,0.0
128,8.5,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.168837056,0.0
128,8.5,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.171226489,0.0
128,8.5,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.167430145,0.0
128,8.5,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.363340551,0.0
128,8.5,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,1.492957274,0.0
128,8.5,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,1.511917212,0.0
128,8.5,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,1.507367293,0.0
128,8.5,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,1.512257323,0.0
128,8.5,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,1.5258276,0.0
128,8.5,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,1.513704017,0.0
128,8.5,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,1.512619889,0.0
128,8.5,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,1.526554726,0.0
128,8.5,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,1.49795687,0.0
128,8.5,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,1.503829604,0.0
128,8.5,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,1.464572934,0.0
128,8.5,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,1.509025042,0.0
128,8.5,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,1.45405958,0.0
128,8.5,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,1.49829753,0.0
128,8.5,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,1.497255384,0.0
128,8.5,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,1.495669061,0.0
128,8.5,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,1.506188534,0.0
128,8.5,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,1.502847734,0.0
128,8.5,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,1.475316193,0.0
128,8.5,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,1.486119655,0.0
128,8.5,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,1.501790063,0.0
128,8.5,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,1.501262055,0.0
128,8.5,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,1.449376161,0.0
128,9.0,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.169516568,0.0
128,9.0,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.156052993,0.0
128,9.0,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.167739469,0.0
128,9.0,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.167454242,0.0
128,9.0,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.148871609,0.0
128,9.0,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.168105383,0.0
128,9.0,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.167613387,0.0
128,9.0,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.155044099,0.0
128,9.0,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.167865575,0.0
128,9.0,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.168350354,0.0
128,9.0,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.168832025,0.0
128,9.0,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.165575748,0.0
128,9.0,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.16807518,0.0
128,9.0,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.169382787,0.0
128,9.0,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.16399606,0.0
128,9.0,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.16799015,0.0
128,9.0,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.144735105,0.0
128,9.0,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.364144025,0.0
128,9.0,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,1.457562902,0.0
128,9.0,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,1.46262704,0.0
128,9.0,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,1.506548962,0.0
128,9.0,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,1.506857529,0.0
128,9.0,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,1.494095677,0.0
128,9.0,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,1.518714236,0.0
128,9.0,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,1.514613411,0.0
128,9.0,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,1.514560513,0.0
128,9.0,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,1.524743192,0.0
128,9.0,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,1.510634988,0.0
128,9.0,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,1.512119048,0.0
128,9.0,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,1.52286838,0.0
128,9.0,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,1.503979638,0.0
128,9.0,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,1.523839263,0.0
128,9.0,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,1.52423247,0.0
128,9.0,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,1.483129306,0.0
128,9.0,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,1.513637001,0.0
128,9.0,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,1.50029672,0.0
128,9.0,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,1.503258389,0.0
128,9.0,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,1.481153085,0.0
128,9.0,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,1.490195455,0.0
128,9.0,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,1.463106224,0.0
128,9.0,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,1.494684516,0.0
128,9.5,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.168493434,0.0
128,9.5,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.145117688,0.0
128,9.5,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.148738888,0.0
128,9.5,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.168871395,0.0
128,9.5,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.168902362,0.0
128,9.5,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.154334648,0.0
128,9.5,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.168677269,0.0
128,9.5,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.168607277,0.0
128,9.5,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.164973735,0.0
128,9.5,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.168479581,0.0
128,9.5,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.169069165,0.0
128,9.5,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.14932977,0.0
128,9.5,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.168613055,0.0
128,9.5,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.168329128,0.0
128,9.5,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.133676648,0.0
128,9.5,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.16936041,0.0
128,9.5,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.168602783,0.0
128,9.5,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.34906814,0.0
128,9.5,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,1.504732971,0.0
128,9.5,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,1.502641345,0.0
128,9.5,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,1.494219688,0.0
128,9.5,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,1.505535485,0.0
128,9.5,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,1.502258468,0.0
128,9.5,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,1.505126779,0.0
128,9.5,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,1.503361714,0.0
128,9.5,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,1.518535209,0.0
128,9.5,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,1.514919342,0.0
128,9.5,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,1.454698094,0.0
128,9.5,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,1.523577234,0.0
128,9.5,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,1.516290926,0.0
128,9.5,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,1.529676328,0.0
128,9.5,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,1.517853268,0.0
128,9.5,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,1.463041291,0.0
128,9.5,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,1.538175778,0.0
128,9.5,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,1.515618851,0.0
128,9.5,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,1.502772907,0.0
128,9.5,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,1.52898282,0.0
128,9.5,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,1.519704063,0.0
128,9.5,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,1.529798138,0.0
128,9.5,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,1.520998715,0.0
128,9.5,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,1.518721666,0.0
128,10.0,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.168467475,0.0
128,10.0,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.16857198,0.0
128,10.0,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.168568303,0.0
128,10.0,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.168664941,0.0
128,10.0,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.1690038,0.0
128,10.0,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.169055135,0.0
128,10.0,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.144661143,0.0
128,10.0,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.168629596,0.0
128,10.0,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.16940642,0.0
128,10.0,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.169682024,0.0
128,10.0,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.168525081,0.0
128,10.0,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.513526144,0.0
128,10.0,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.39747164,0.0
128,10.0,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.168749777,0.0
128,10.0,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.165957158,0.0
128,10.0,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.149921429,0.0
128,10.0,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.164330889,0.0
128,10.0,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.358985038,0.0
128,10.0,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,1.460214052,0.0
128,10.0,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,1.400128852,0.0
128,10.0,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,1.445437112,0.0
128,10.0,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,1.459009842,0.0
128,10.0,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,1.424193627,0.0
128,10.0,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,1.4633134,0.0
128,10.0,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,1.460316763,0.0
128,10.0,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,1.451288692,0.0
128,10.0,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,1.360124471,0.0
128,10.0,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,1.448456594,0.0
128,10.0,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,1.462572386,0.0
128,10.0,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,1.474631498,0.0
128,10.0,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,1.465059038,0.0
128,10.0,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,1.475728502,0.0
