L,U,V,t,β,δ,uS,ud,QuS,Qud,I,f,g,g0,ΔT,μ
128,0.0,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,0.778209655,0.0
128,0.0,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,0.774859227,0.0
128,0.0,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,0.781071799,0.0
128,0.0,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,0.776827076,0.0
128,0.0,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,0.77485771,0.0
128,0.0,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,0.779410341,0.0
128,0.0,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,0.781501877,0.0
128,0.0,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,0.780143988,0.0
128,0.0,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,0.777447779,0.0
128,0.0,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,0.777362009,0.0
128,0.0,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,0.777171723,0.0
128,0.0,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,0.785267828,0.0
128,0.0,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,0.778997772,0.0
128,0.0,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,0.777007065,0.0
128,0.0,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,0.77706434,0.0
128,0.0,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,0.782202157,0.0
128,0.0,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,0.786576511,0.0
128,0.0,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,0.782634136,0.0
128,0.0,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,0.782575274,0.0
128,0.0,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,0.778423568,0.0
128,0.5,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.085830974,0.0
128,0.5,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.085828904,0.0
128,0.5,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.085886409,0.0
128,0.5,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.085743823,0.0
128,0.5,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.085910083,0.0
128,0.5,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.085992689,0.0
128,0.5,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.085990681,0.0
128,0.5,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.085741484,0.0
128,0.5,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.086146008,0.0
128,0.5,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.085848818,0.0
128,0.5,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.085801197,0.0
128,0.5,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.086178656,0.0
128,0.5,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.086019932,0.0
128,0.5,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.086033627,0.0
128,0.5,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.086179769,0.0
128,0.5,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.085944807,0.0
128,0.5,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.086240034,0.0
128,0.5,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.186012016,0.0
128,0.5,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,0.782322321,0.0
128,0.5,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,0.782291332,0.0
128,0.5,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,0.778920832,0.0
128,0.5,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,0.780437494,0.0
128,0.5,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,0.781864335,0.0
128,0.5,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,0.787319585,0.0
128,0.5,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,0.780104745,0.0
128,0.5,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,0.781630114,0.0
128,0.5,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,0.782344089,0.0
128,0.5,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,0.783859334,0.0
128,0.5,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,0.784790039,0.0
128,0.5,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,0.786438817,0.0
128,0.5,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,0.780417162,0.0
128,0.5,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,0.782473502,0.0
128,0.5,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,0.779968969,0.0
128,0.5,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,0.780788604,0.0
128,0.5,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,0.783227253,0.0
128,0.5,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,0.780700104,0.0
128,0.5,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,0.781448407,0.0
128,0.5,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,0.782073878,0.0
128,0.5,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,0.780556202,0.0
128,0.5,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,0.781346324,0.0
128,0.5,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,0.7825831,0.0
128,1.0,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.086303457,0.0
128,1.0,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.086285315,0.0
128,1.0,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.086179714,0.0
128,1.0,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.086273734,0.0
128,1.0,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.086274805,0.0
128,1.0,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.08634678,0.0
128,1.0,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.086171826,0.0
128,1.0,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.086202277,0.0
128,1.0,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.086379799,0.0
128,1.0,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.086289249,0.0
128,1.0,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.086256057,0.0
128,1.0,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.086329356,0.0
128,1.0,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.086314685,0.0
128,1.0,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.086389782,0.0
128,1.0,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.086296819,0.0
128,1.0,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.086195601,0.0
128,1.0,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.086261684,0.0
128,1.0,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.189411546,0.0
128,1.0,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,0.784838064,0.0
128,1.0,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,0.790125526,0.0
128,1.0,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,0.785094171,0.0
128,1.0,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,0.785687285,0.0
128,1.0,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,0.783310152,0.0
128,1.0,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,0.787496174,0.0
128,1.0,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,0.787798689,0.0
128,1.0,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,0.786095289,0.0
128,1.0,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,0.785106706,0.0
128,1.0,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,0.789388565,0.0
128,1.0,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,0.782866111,0.0
128,1.0,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,0.783114422,0.0
128,1.0,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,0.785085138,0.0
128,1.0,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,0.78289352,0.0
128,1.0,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,0.783707708,0.0
128,1.0,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,0.784676732,0.0
128,1.0,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,0.78283365,0.0
128,1.0,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,0.783026369,0.0
128,1.0,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,0.78569212,0.0
128,1.0,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,0.78630997,0.0
128,1.0,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,0.786740599,0.0
128,1.0,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,0.788511088,0.0
128,1.0,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,0.784291587,0.0
128,1.5,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.086482364,0.0
128,1.5,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.086560812,0.0
128,1.5,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.086582448,0.0
128,1.5,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.086470818,0.0
128,1.5,0.4,1.0,100.0,0.0,0.4052275858910752,-4.349045536200524e-8,0.5968067403974153,0.0002505615907471377,11,-0.8107730347547141,0.5,0.5,0.086438056,0.0
128,1.5,0.5,1.0,100.0,0.0,0.4052266852148302,-2.3022264372674073e-9,0.5971186815870722,1.1445403030522052e-5,11,-0.8107745089086822,0.5,0.5,0.086399264,0.0
128,1.5,0.6,1.0,100.0,0.0,0.40522571251386896,-1.835660790039384e-11,0.5974704802247377,8.157917974504526e-8,11,-0.8107760222049669,0.5,0.5,0.086468652,0.0
128,1.5,0.7,1.0,100.0,0.0,0.4052246601323223,-1.3877787807814457e-17,0.5978530282213512,9.690056916589196e-14,11,-0.8107775742737446,0.5,0.5,0.086488682,0.0
128,1.5,0.8,1.0,100.0,0.0,0.40522351940416906,-1.1191048088221578e-13,0.5982699558374494,4.233314003163069e-10,11,-0.8107791642941435,0.5,0.5,0.086457577,0.0
128,1.5,0.9,1.0,100.0,0.0,0.4052222804955532,6.438777289119457e-11,0.5987108348031178,2.2935846640979515e-7,11,-0.8107807908737527,0.5,0.5,0.086450657,0.0
128,1.5,1.0,1.0,100.0,0.0,0.4052209322197259,9.785111262927693e-9,0.5991878998551359,3.3120340409056176e-5,11,-0.8107824518991974,0.5,0.5,0.086466796,0.0
128,1.5,1.1,1.0,100.0,0.0,0.4052194618170534,2.1756484765156348e-7,0.5996812686548392,0.0007047326481228054,11,-0.8107841443500423,0.5,0.5,0.08629281,0.0
128,1.5,1.2,1.0,100.0,0.0,0.4052178546961608,2.1177172816883028e-6,0.6002238085177636,0.006601840626871999,11,-0.8107858640760011,0.5,0.5,0.08652627,0.0
128,1.5,1.3,1.0,100.0,0.0,0.40521609410343135,1.2416268498890992e-5,0.6007699605906636,0.03742269800587121,11,-0.8107876057825527,0.5,0.5,0.086580996,0.0
128,1.5,1.4,1.0,100.0,0.0,0.40521416053187836,4.7662346381038834e-5,0.6013683176050444,0.13941088779499347,11,-0.810789366387678,0.5,0.5,0.086493611,0.0
128,1.5,1.5,1.0,100.0,0.0,0.4052120309436823,0.00010905820518487819,0.60197292276154,0.31053676149426984,11,-0.8107911520976682,0.5,0.5,0.086362982,0.0
128,1.5,1.6,1.0,100.0,0.0,0.4052096839971654,-4.187643085268311e-6,0.6025695701652456,0.011638499366502832,11,-0.8107928744075437,0.5,0.5,0.086709274,0.0
128,1.5,1.7,1.0,100.0,0.0,0.40520703343319986,0.0003288789373069728,9.696338287845663e-5,0.8940852564359667,24,-0.8107949230926983,0.5,0.5,0.187608011,0.0
128,1.5,1.8,1.0,100.0,0.0,0.4052015313737807,NaN,4.9200605145571785e-5,10.784823422989982,100,NaN,0.5,0.5,0.787261391,0.0
128,1.5,1.9,1.0,100.0,0.0,0.40513824181893476,NaN,5.027089855502709e-10,48.4967548954557,100,NaN,0.5,0.5,0.787536451,0.0
128,1.5,2.0,1.0,100.0,0.0,0.40501699982283457,NaN,2.220446049250313e-13,76.4927490658697,100,NaN,0.5,0.5,0.787658642,0.0
128,1.5,2.1,1.0,100.0,0.0,0.4048032504116017,NaN,1.1102230246251565e-13,105.99860262987397,100,NaN,0.5,0.5,0.795028928,0.0
128,1.5,2.2,1.0,100.0,0.0,0.40445980350358257,NaN,0.0,138.01029239767797,100,NaN,0.5,0.5,0.790731647,0.0
128,1.5,2.3,1.0,100.0,0.0,0.4039453838444069,NaN,0.0,172.4904087817776,100,NaN,0.5,0.5,0.787904959,0.0
128,1.5,2.4,1.0,100.0,0.0,0.40321337485135655,NaN,0.0,209.21742469062826,100,NaN,0.5,0.5,0.78789018,0.0
128,1.5,2.5,1.0,100.0,0.0,0.40221747251462614,NaN,0.0,247.73935059992075,100,NaN,0.5,0.5,0.787137648,0.0
128,1.5,2.6,1.0,100.0,0.0,0.40091968075432405,NaN,0.0,287.3794018953041,100,NaN,0.5,0.5,0.784827084,0.0
128,1.5,2.7,1.0,100.0,0.0,0.39928824879274605,NaN,0.0,327.5375746558862,100,NaN,0.5,0.5,0.785335089,0.0
128,1.5,2.8,1.0,100.0,0.0,0.3972932076094587,NaN,1.1102230246251565e-13,367.81497329406886,100,NaN,0.5,0.5,0.786531527,0.0
128,1.5,2.9,1.0,100.0,0.0,0.39492739840664837,NaN,1.1102230246251565e-13,407.6066541019407,100,NaN,0.5,0.5,0.784299672,0.0
128,1.5,3.0,1.0,100.0,0.0,0.3922117693296507,NaN,0.0,446.2053790542912,100,NaN,0.5,0.5,0.785342344,0.0
128,1.5,3.1,1.0,100.0,0.0,0.38916542479833616,NaN,0.0,483.2755928829724,100,NaN,0.5,0.5,0.785942193,0.0
128,1.5,3.2,1.0,100.0,0.0,0.3857991013799275,NaN,1.1102230246251565e-13,518.752619310923,100,NaN,0.5,0.5,0.789865381,0.0
128,1.5,3.3,1.0,100.0,0.0,0.38213939907633687,NaN,0.0,552.4987795780885,100,NaN,0.5,0.5,0.785422053,0.0
128,1.5,3.4,1.0,100.0,0.0,0.3782239070652497,NaN,1.1102230246251565e-13,584.3796139059605,100,NaN,0.5,0.5,0.786670804,0.0
128,1.5,3.5,1.0,100.0,0.0,0.3740977328437639,NaN,1.1102230246251565e-13,614.2955077484052,100,NaN,0.5,0.5,0.785789935,0.0
128,1.5,3.6,1.0,100.0,0.0,0.36980015353522827,NaN,1.1102230246251565e-13,642.255679721705,100,NaN,0.5,0.5,0.786093144,0.0
128,1.5,3.7,1.0,100.0,0.0,0.36536320797520827,NaN,2.220446049250313e-13,668.3414533228226,100,NaN,0.5,0.5,0.788808588,0.0
128,1.5,3.8,1.0,100.0,0.0,0.3608042541666867,NaN,1.1102230246251565e-13,692.7102320158098,100,NaN,0.5,0.5,0.788073491,0.0
128,1.5,3.9,1.0,100.0,0.0,0.3561326376779296,NaN,0.0,715.5240999998729,100,NaN,0.5,0.5,0.787918287,0.0
128,1.5,4.0,1.0,100.0,0.0,0.3513943917706214,NaN,0.0,736.7489695191917,100,NaN,0.5,0.5,0.787327197,0.0
128,2.0,0.0,1.0,100.0,0.0,0.4052305930846236,-2.7755575615628914e-17,0.5961535021183906,0.19531250000000006,11,-0.8107675261002024,0.5,0.5,0.086708723,0.0
128,2.0,0.1,1.0,100.0,0.0,0.40522991985438284,-3.233332359992014e-6,0.5961982685017686,0.056852233164666914,11,-0.810768845987402,0.5,0.5,0.086613423,0.0
128,2.0,0.2,1.0,100.0,0.0,0.4052291975255883,-1.388980070946011e-6,0.5963326870624952,0.013478699556125302,11,-0.8107702036608857,0.5,0.5,0.086550544,0.0
128,2.0,0.3,1.0,100.0,0.0,0.4052284213221641,-3.3147046384074397e-7,0.5965405770029797,0.002345569778007008,11,-0.8107715997587958,0.5,0.5,0.086770054,0.0
