L,U,V,t,β,δ,m,uS,vx,vy,Qm,QuS,Qvx,Qvy,Converged,I,f,g,g0,ΔT,μ
128,2.5,3.9,1.0,100.0,0.0,0.40174181299220546,0.28047672073495067,2.058928296135456e-6,2.0589282961354567e-6,0.5669394999514576,0.3200748867505654,0.006669581740350826,0.006669581740350828,true,14,-1.218596049433817,0.5,0.5,0.439451948,0.0
128,2.5,4.0,1.0,100.0,0.0,0.40440050117078313,0.27749353025415247,4.163582769561459e-6,4.1635827695614565e-6,0.5533891862785634,0.2992719995487114,0.01336088725952516,0.013360887259525153,true,14,-1.2108128975196846,0.5,0.5,0.42667523,0.0
128,3.0,0.0,1.0,100.0,0.0,0.28262297170762074,0.36424304708427,0.0,0.0,0.9792413313469694,0.4077426901747394,0.000762939453125,0.000762939453125,true,19,-1.6965997438759794,0.5,0.5,0.221839504,0.0
128,3.0,0.1,1.0,100.0,0.0,0.2868383461379669,0.3624291600547457,-6.497136925665956e-9,-6.497136925665956e-9,0.9518675016864098,0.40963691413953285,0.000389167448899325,0.000389167448899325,true,19,-1.6834101591695987,0.5,0.5,0.450947639,0.0
128,3.0,0.2,1.0,100.0,0.0,0.2910636105674582,0.3605497199354941,-6.2022466430401155e-9,-6.202246643040117e-9,0.9216896954742371,0.4099211092758459,0.00019184226897131965,0.0001918422689713197,true,19,-1.6703540081582404,0.5,0.5,0.52972091,0.0
128,3.0,0.3,1.0,100.0,0.0,0.2952942278656101,0.3586045382230876,-4.283860071115777e-9,-4.283860071115775e-9,0.8887298047393077,0.40844572544229685,9.114565628496403e-5,9.114565628496399e-5,true,19,-1.657435277608818,0.5,0.5,0.23834069,0.0
128,3.0,0.4,1.0,100.0,0.0,0.2995254693393708,0.3565936924799483,-2.5291090813622757e-9,-2.5291090813622757e-9,0.853069872276957,0.4050817618462821,4.160413748033198e-5,4.160413748033198e-5,true,19,-1.6446578855415201,0.5,0.5,0.233199821,0.0
128,3.0,0.5,1.0,100.0,0.0,0.30375244233185755,0.3545175429957185,-1.3409909621268845e-9,-1.3409909621268845e-9,0.8148581089330031,0.3997286523343968,1.8177087719776086e-5,1.8177087719776086e-5,true,19,-1.6320256604734495,0.5,0.5,0.206652274,0.0
128,3.0,0.6,1.0,100.0,0.0,0.3079701229570361,0.3523767460453877,-6.509665934798269e-10,-6.509665934798269e-10,0.7743122363272903,0.3923218974736242,7.567774029982031e-6,7.567774029982029e-6,true,19,-1.6195423202007695,0.5,0.5,0.202934308,0.0
128,3.0,0.7,1.0,100.0,0.0,0.3121733936977026,0.3501722630126318,-2.914192711574104e-10,-2.914192711574105e-10,0.7317191639589771,0.3828396732517003,2.986375553640927e-6,2.986375553640928e-6,true,19,-1.6072114503935002,0.5,0.5,0.214080444,0.0
128,3.0,0.8,1.0,100.0,0.0,0.3162632916784416,0.3479569978166067,-3.334624426648602e-10,-3.334624426648604e-10,0.9996877331120979,0.5360838812078494,3.0716173543057823e-6,3.071617354305784e-6,true,18,-1.595036401501572,0.5,0.5,0.19511074,0.0
128,3.0,0.9,1.0,100.0,0.0,0.32043040075616175,0.3456263152155854,-1.3320005251325246e-10,-1.332000525132525e-10,0.941232358151467,0.5208718598439521,1.1200569633499677e-6,1.1200569633499681e-6,true,18,-1.5830206101658117,0.5,0.5,0.194997062,0.0
128,3.0,1.0,1.0,100.0,0.0,0.3245675628418957,0.3432364534867437,-4.8747284591388154e-11,-4.8747284591388135e-11,0.8808988224935366,0.5028811020065804,3.7862952351436283e-7,3.786295235143626e-7,true,18,-1.5711670413904542,0.5,0.5,0.194212344,0.0
128,3.0,1.1,1.0,100.0,0.0,0.3286696364553249,0.34078963497206266,-1.6174398250425706e-11,-1.6174398250425712e-11,0.8193002068745958,0.4822855001250792,1.1714297495635866e-7,1.1714297495635871e-7,true,18,-1.5594785453392728,0.5,0.5,0.194474742,0.0
128,3.0,1.2,1.0,100.0,0.0,0.33273161427948483,0.3382883657367368,-4.7909958068462776e-12,-4.790995806846271e-12,0.7570915905623643,0.45932749071364576,3.2605075025315426e-8,3.260507502531538e-8,true,18,-1.547957741295549,0.5,0.5,0.312146307,0.0
128,3.0,1.3,1.0,100.0,0.0,0.3367486702615007,0.33573541407182295,-1.2383795488125584e-12,-1.2383795488125588e-12,0.6949502654971518,0.43431304951679905,7.970128321890489e-9,7.97012832189049e-9,true,18,-1.536607001806837,0.5,0.5,0.20904478,0.0
128,3.0,1.4,1.0,100.0,0.0,0.34064314693953823,0.33318242650669583,-1.049446100870637e-12,-1.0494461008706374e-12,0.9748841620882409,0.6206407283967375,6.419769898128206e-9,6.4197698981282086e-9,true,17,-1.5254283970006333,0.5,0.5,0.219450498,0.0
128,3.0,1.5,1.0,100.0,0.0,0.3445662357680497,0.3305303917135627,-1.9458480714813734e-13,-1.9458480714813726e-13,0.8925653662661404,0.5844063502218333,1.1370322817516583e-9,1.137032281751658e-9,true,17,-1.5144238616572498,0.5,0.5,0.220412278,0.0
128,3.0,1.6,1.0,100.0,0.0,0.34843081893040817,0.3278363391108412,-2.5547425482596717e-14,-2.5547425482596683e-14,0.8118669979819693,0.5462347091023112,1.4316377500183718e-10,1.4316377500183698e-10,true,17,-1.50359489839963,0.5,0.5,0.186841124,0.0
128,3.0,1.7,1.0,100.0,0.0,0.35223311139707525,0.32510387858884304,-1.6376969673916621e-15,-1.6376969673916566e-15,0.7336247663918272,0.5067207833157061,8.831471029881473e-12,8.83147102988144e-12,true,17,-1.4929427778713307,0.5,0.5,0.239808102,0.0
128,3.0,1.8,1.0,100.0,0.0,0.3559696925008009,0.32233672347058107,7.535071931775271e-17,7.535071931775259e-17,0.6585985316152065,0.4664845184803035,3.9219796572002805e-13,3.9219796572002744e-13,true,17,-1.4824684786978397,0.5,0.5,0.185156286,0.0
128,3.0,1.9,1.0,100.0,0.0,0.3595837226497553,0.3195802952979806,2.012675146935639e-17,2.0126751469356367e-17,0.9597086843949887,0.6857352958098417,1.0134986184785399e-13,1.0134986184785388e-13,true,16,-1.47217266882193,0.5,0.5,0.181810359,0.0
128,3.0,2.0,1.0,100.0,0.0,0.36318916933476864,0.31674916508311834,-2.9966408042438437e-17,-2.996640804243855e-17,0.8623691939437794,0.6299210416345069,1.4638145525336604e-13,1.4638145525336662e-13,true,16,-1.462055782202405,0.5,0.5,0.166282016,0.0
128,3.0,2.1,1.0,100.0,0.0,0.3667199145010511,0.3138951907695825,8.837576295239677e-20,8.837576295239634e-20,0.7706209408400166,0.5744846730361131,4.196559946679372e-16,4.196559946679352e-16,true,16,-1.4521178981135634,0.5,0.5,0.177034862,0.0
128,3.0,2.2,1.0,100.0,0.0,0.37017407948166525,0.31102221497942606,6.0647381948146965e-19,6.064738194814733e-19,0.6850762177531555,0.5202180887522445,2.804744998997901e-15,2.8047449989979185e-15,true,16,-1.4423588396581875,0.5,0.5,0.177452082,0.0
128,3.0,2.3,1.0,100.0,0.0,0.37355017738536267,0.30813400866880014,-3.098384963724001e-20,-3.098384963724156e-20,0.6061733742487307,0.46783889197388184,1.3978750692438376e-16,1.3978750692439076e-16,true,16,-1.432778155996205,0.5,0.5,0.166568731,0.0
128,3.0,2.4,1.0,100.0,0.0,0.376813558783462,0.3052641480474716,1.831524568718877e-18,1.83152456871886e-18,0.9342097008127048,0.7163398074142568,8.071056837627218e-15,8.071056837627144e-15,true,15,-1.4233751288121805,0.5,0.5,0.168282586,0.0
128,3.0,2.5,1.0,100.0,0.0,0.38003760553314364,0.3023507378269446,6.020238504754025e-20,6.02023850475404e-20,0.832514143103702,0.6452804546536184,2.595709403159781e-16,2.5957094031597885e-16,true,15,-1.4141488014767176,0.5,0.5,0.156246005,0.0
128,3.0,2.6,1.0,100.0,0.0,0.3831800955575313,0.2994335344097613,-1.369000124337333e-19,-1.3690001243373417e-19,0.7400088749155431,0.5780014208007778,5.782473091858797e-16,5.782473091858834e-16,true,15,-1.4050979631150766,0.5,0.5,0.16690736,0.0
128,3.0,2.7,1.0,100.0,0.0,0.3862409889560096,0.29651581861635146,1.2144595521090868e-20,1.2144595521090869e-20,0.6567089873066312,0.5151077059862841,5.0310266416618115e-17,5.0310266416618115e-17,true,15,-1.3962211860844993,0.5,0.5,0.155168952,0.0
128,3.0,2.8,1.0,100.0,0.0,0.38922052422941655,0.29360070778816194,-2.588137343041902e-22,-2.588137343041873e-22,0.5824364087636535,0.4570340872449563,1.0526358035392916e-18,1.0526358035392797e-18,true,15,-1.3875168345167757,0.5,0.5,0.769379288,0.0
128,3.0,2.9,1.0,100.0,0.0,0.39210182736030896,0.290708798908343,5.3934812960881364e-21,5.393481296088136e-21,0.9642620731261653,0.7375138427183625,2.1551102518674105e-17,2.1551102518674105e-17,true,14,-1.3789830804513141,0.5,0.5,0.200403346,0.0
128,3.0,3.0,1.0,100.0,0.0,0.3949248105621117,0.28780335014338565,9.460751456772901e-17,9.460751456772903e-17,0.8674839349256391,0.6588823465405458,3.7184104943703585e-13,3.718410494370359e-13,true,14,-1.3706179204783537,0.5,0.5,0.165444292,0.0
128,3.0,3.1,1.0,100.0,0.0,0.3976675194954128,0.28490969332259586,6.063038717311656e-15,6.063038717311684e-15,0.7820259574954358,0.5872695234862002,2.3458807601074442e-11,2.3458807601074545e-11,true,14,-1.3624191918453596,0.5,0.5,0.18113712,0.0
128,3.0,3.2,1.0,100.0,0.0,0.40033116007373626,0.2820301920240411,1.0964926553967847e-13,1.0964926553967846e-13,0.7072434560650986,0.5227558950844369,4.179567506172669e-10,4.1795675061726685e-10,true,14,-1.3543845897314741,0.5,0.5,0.206425479,0.0
128,3.0,3.3,1.0,100.0,0.0,0.40291706567360913,0.279167047560138,1.0581905772375776e-12,1.058190577237574e-12,0.6423845559483388,0.46524083106125325,3.976508789111485e-9,3.976508789111471e-9,true,14,-1.3465116831708555,0.5,0.5,0.184768573,0.0
128,3.0,3.4,1.0,100.0,0.0,0.4054266735105848,0.27632230638095634,6.935370282274765e-12,6.935370282274751e-12,0.5866344141546298,0.4144732296883502,2.570994612502724e-8,2.5709946125027187e-8,true,14,-1.3387979309479163,0.5,0.5,0.180320586,0.0
128,3.0,3.5,1.0,100.0,0.0,0.40786150493147943,0.2734978662813331,3.482303126923536e-11,3.4823031269235425e-11,0.539156497384452,0.3700853431296558,1.2742457534543437e-7,1.274245753454346e-7,true,14,-1.3312406969345316,0.5,0.5,0.16205128,0.0
128,3.0,3.6,1.0,100.0,0.0,0.41021977595633075,0.27069952926525603,-1.1983131503883666e-9,-1.1983131503883666e-9,0.9847654393445593,0.647062821683253,4.3295334681018105e-6,4.3295334681018105e-6,true,13,-1.323837264834023,0.5,0.5,0.156278738,0.0
128,3.0,3.7,1.0,100.0,0.0,0.4125110283451495,0.267919491284429,-3.723327061095319e-9,-3.723327061095319e-9,0.9226656460585847,0.5862974064124726,1.3293466939409616e-5,1.3293466939409616e-5,true,13,-1.316584851796301,0.5,0.5,0.138188473,0.0
128,3.0,3.8,1.0,100.0,0.0,0.41473206057780143,0.2651649945699682,-1.0403676832172086e-8,-1.0403676832172086e-8,0.8710443265891321,0.5337765295834185,3.672334901131195e-5,3.672334901131195e-5,true,13,-1.3094806220815995,0.5,0.5,0.138292667,0.0
128,3.0,3.9,1.0,100.0,0.0,0.416884693228991,0.26243728392799726,-2.6629192768470997e-8,-2.6629192768471e-8,0.829055300795134,0.48886400096570526,9.297380428399175e-5,9.297380428399175e-5,true,13,-1.3025216989166708,0.5,0.5,0.141672212,0.0
128,3.0,4.0,1.0,100.0,0.0,0.41897075121764615,0.25973748986267003,-6.330269167027981e-8,-6.330269167027971e-8,0.7959557051019361,0.45090068668784955,0.00021870495635778147,0.0002187049563577811,true,13,-1.2957051760343758,0.5,0.5,0.138078857,0.0
128,3.5,0.0,1.0,100.0,0.0,0.3172445355034951,0.3474149592986686,0.0,0.0,0.7652367635615498,0.41714754668997767,0.000762939453125,0.000762939453125,true,19,-1.741914378751224,0.5,0.5,0.202527532,0.0
128,3.5,0.1,1.0,100.0,0.0,0.32101497898316056,0.34529327724605047,-6.114142497693372e-9,-6.114142497693372e-9,0.7290271764262002,0.4090607539870561,0.00042378753261670363,0.00042378753261670363,true,19,-1.7299277058372315,0.5,0.5,0.203278997,0.0
128,3.5,0.2,1.0,100.0,0.0,0.3246717086963739,0.34317529453214723,-1.3690970558948995e-8,-1.3690970558948999e-8,0.9963448341536729,0.5713773640948494,0.0004878886400828192,0.0004878886400828192,true,18,-1.7180886669499467,0.5,0.5,0.194814889,0.0
128,3.5,0.3,1.0,100.0,0.0,0.32841140354361925,0.3409459843029965,-1.086653741943844e-8,-1.0866537419438442e-8,0.947694870361615,0.5591669864475346,0.0002653830440701016,0.0002653830440701016,true,18,-1.7064001515429303,0.5,0.5,0.194145769,0.0
128,3.5,0.4,1.0,100.0,0.0,0.3321265227956952,0.33866601413555275,-7.45715471422665e-9,-7.457154714226648e-9,0.8975989575593646,0.5447624965484454,0.00014031311219113083,0.00014031311219113083,true,18,-1.6948645328231704,0.5,0.5,0.193926438,0.0
128,3.5,0.5,1.0,100.0,0.0,0.3358132491715985,0.33633709121719246,-4.655905155394085e-9,-4.65590515539409e-9,0.8463537663545573,0.5282097600507463,7.194674305793959e-5,7.194674305793965e-5,true,18,-1.6834841415233368,0.5,0.5,0.893889588,0.0
128,3.5,0.6,1.0,100.0,0.0,0.33946782802102865,0.3339611378880739,-2.7009586702535993e-9,-2.7009586702535993e-9,0.7942952732177266,0.509598364199948,3.568285048518487e-5,3.568285048518487e-5,true,18,-1.6722611266781904,0.5,0.5,0.463965127,0.0
128,3.5,0.7,1.0,100.0,0.0,0.3430865965016938,0.33154028056878354,-1.4697231098798605e-9,-1.4697231098798598e-9,0.7417929156809944,0.48906300144435644,1.706407954515305e-5,1.7064079545153045e-5,true,18,-1.6611974440508739,0.5,0.5,0.230092458,0.0
128,3.5,0.8,1.0,100.0,0.0,0.3466660122446311,0.3290768354957151,-7.530117309132861e-10,-7.530117309132861e-10,0.6892415660442186,0.46678290061719085,7.838955778197383e-6,7.838955778197383e-6,true,18,-1.6502948458090918,0.5,0.5,0.260721336,0.0
128,3.5,0.9,1.0,100.0,0.0,0.3501265698691177,0.32662791237890487,-9.92802733587673e-10,-9.928027335876727e-10,0.9696598125750189,0.6674751641859711,9.405109484206183e-6,9.40510948420618e-6,true,17,-1.6395548133913556,0.5,0.5,0.22289136,0.0
128,3.5,1.0,1.0,100.0,0.0,0.3536255373542979,0.32408235350794834,-4.692450968014771e-10,-4.692450968014769e-10,0.8999025053013643,0.6355696347042361,4.095315921680823e-6,4.095315921680821e-6,true,17,-1.6289787963555982,0.5,0.5,0.209700706,0.0
128,3.5,1.1,1.0,100.0,0.0,0.35707511074246,0.3215021028615648,-2.0785229035844355e-10,-2.0785229035844375e-10,0.8309115166138525,0.6017458675008358,1.687224191165698e-6,1.6872241911656999e-6,true,17,-1.6185678148647882,0.5,0.5,0.205988526,0.0
128,3.5,1.2,1.0,100.0,0.0,0.3604724253281204,0.31889010097674475,-8.568953701926747e-11,-8.568953701926749e-11,0.7632441126899092,0.5663948389140749,6.520303914895947e-7,6.52030391489595e-7,true,17,-1.6083227336320438,0.5,0.5,0.17873631,0.0
128,3.5,1.3,1.0,100.0,0.0,0.36381485701293725,0.31624937215576376,-3.254904648942882e-11,-3.2549046489428815e-11,0.6974342523342614,0.5299405165064552,2.336806739705434e-7,2.3368067397054334e-7,true,17,-1.598244185494268,0.5,0.5,0.185664801,0.0
128,3.5,1.4,1.0,100.0,0.0,0.36710003556787285,0.3135829989459915,-1.1225917038114232e-11,-1.1225917038114222e-11,0.6339778021304809,0.49282748818457733,7.645960750653149e-8,7.645960750653143e-8,true,17,-1.5883325709102603,0.5,0.5,0.184287102,0.0
128,3.5,1.5,1.0,100.0,0.0,0.37027130830832783,0.31094015914572226,-1.2408563905829976e-11,-1.2408563905829982e-11,0.9284577851246256,0.7267672907849132,8.052753620452967e-8,8.05275362045297e-8,true,16,-1.5785880358879867,0.5,0.5,0.165705832,0.0
128,3.5,1.6,1.0,100.0,0.0,0.3734438820864202,0.30822618014963854,-3.440695627946145e-12,-3.440695627946141e-12,0.8453274637407748,0.6753001428153604,2.1369507101631675e-8,2.1369507101631652e-8,true,16,-1.5690105755123245,0.5,0.5,0.178299496,0.0
128,3.5,1.7,1.0,100.0,0.0,0.3765529236611046,0.3054962402037318,-7.677547964669953e-13,-7.677547964669953e-13,0.7661441114128476,0.6238412091978951,4.579518031277499e-9,4.579518031277499e-9,true,16,-1.559599874652632,0.5,0.5,0.182357213,0.0
128,3.5,1.8,1.0,100.0,0.0,0.37959712185139705,0.30275346559208194,-1.1739394530479574e-13,-1.173939453047959e-13,0.6913653091475958,0.5729887983506599,6.745705168729173e-10,6.745705168729183e-10,true,16,-1.5503554336232768,0.5,0.5,0.173737451,0.0
128,3.5,1.9,1.0,100.0,0.0,0.38257543780544234,0.3000009192085412,-4.715627588674628e-15,-4.7156275886747114e-15,0.6213497905382948,0.5233032872020704,2.6174843146567592e-11,2.617484314656806e-11,true,16,-1.541276542493289,0.5,0.5,0.184336062,0.0
128,3.5,2.0,1.0,100.0,0.0,0.3854480384597171,0.29727905424683454,1.3206354043899596e-14,1.3206354043899618e-14,0.9564835669030325,0.8007033382404494,7.095675356885071e-11,7.095675356885084e-11,true,15,-1.5323622817586835,0.5,0.5,0.279881925,0.0
128,3.5,2.1,1.0,100.0,0.0,0.38829947723424163,0.29450989815984685,1.9912003279968775e-15,1.9912003279968546e-15,0.8647183322565422,0.7325997920311078,1.0382072842008913e-11,1.0382072842008792e-11,true,15,-1.523611567026645,0.5,0.5,0.770929347,0.0
128,3.5,2.2,1.0,100.0,0.0,0.39108249194851197,0.2917402447891265,-6.785413057313391e-16,-6.785413057313403e-16,0.7796477150802117,0.6669950259212687,3.4398591066125304e-12,3.4398591066125365e-12,true,15,-1.5150231010564643,0.5,0.5,0.201062347,0.0
128,3.5,2.3,1.0,100.0,0.0,0.39379705877719207,0.2889727691651016,-7.159994050518475e-17,-7.159994050518675e-17,0.7014207281885732,0.6044509468748904,3.53530167245432e-13,3.535301672454418e-13,true,15,-1.506595429196207,0.5,0.5,0.2034334,0.0
128,3.5,2.4,1.0,100.0,0.0,0.3964433615534163,0.286210012341432,5.236429197394257e-17,5.2364291973942145e-17,0.6300586319031298,0.5454238581736881,2.5222084903899035e-13,2.522208490389883e-13,true,15,-1.498326938389385,0.5,0.5,0.23451885,0.0
128,3.5,2.5,1.0,100.0,0.0,0.39902177065612976,0.2834543790987548,-1.0961468225907677e-16,-1.096146822590764e-16,0.5654654277473803,0.4902590837863041,5.157821844571313e-13,5.157821844571297e-13,true,15,-1.4902158693697916,0.5,0.5,0.22513339,0.0
128,3.5,2.6,1.0,100.0,0.0,0.40151337250960245,0.2807296518845564,-9.570527057779446e-16,-9.570527057779493e-16,0.9370842065477003,0.7923234875027996,4.403703292084783e-12,4.403703292084805e-12,true,14,-1.482260328705596,0.5,0.5,0.187193187,0.0
128,3.5,2.7,1.0,100.0,0.0,0.4039621162669369,0.2779904840583257,-2.5589149523585554e-16,-2.558914952358596e-16,0.8510717877773244,0.7164325280246686,1.1531483066928777e-12,1.153148306692896e-12,true,14,-1.4744583030624399,0.5,0.5,0.169125828,0.0
128,3.5,2.8,1.0,100.0,0.0,0.40634418021187035,0.2752655625280652,1.373531372964465e-16,1.3735313729644668e-16,0.7736559245179464,0.6461460136895081,6.068588456823016e-13,6.068588456823023e-13,true,14,-1.4668076682132913,0.5,0.5,0.152104227,0.0
128,3.5,2.9,1.0,100.0,0.0,0.40866059201860816,0.2725566878760215,9.820322269342064e-17,9.820322269342089e-17,0.7044527546617996,0.5816086565351153,4.258232788527171e-13,4.2582327885271817e-13,true,14,-1.4593062042289424,0.5,0.5,0.389396988,0.0
128,3.5,3.0,1.0,100.0,0.0,0.41091246989070873,0.2698655275694016,6.298010312156321e-18,6.298010312156326e-18,0.6429946899492167,0.5228348312439346,2.682640962052699e-14,2.6826409620527013e-14,true,14,-1.4519516063447255,0.5,0.5,0.447928351,0.0
128,3.5,3.1,1.0,100.0,0.0,0.4131010060087207,0.26719362254531,-4.94590913729402e-18,-4.945909137293997e-18,0.5887535594806259,0.46972399402767095,2.0712454097286275e-14,2.071245409728618e-14,true,14,-1.4447414965174818,0.5,0.5,0.148223557,0.0
128,3.5,3.2,1.0,100.0,0.0,0.41522745217324,0.26454239337543883,8.609735376188327e-20,8.609735376189126e-20,0.5411630633389564,0.4220787383142355,3.547684699198723e-16,3.5476846991990525e-16,true,14,-1.4376734345244673,0.5,0.5,0.146826823,0.0
128,3.5,3.3,1.0,100.0,0.0,0.417287653364503,0.26192015951979075,-3.3598149428884904e-19,-3.359814942888491e-19,0.9774627400768177,0.7311939353884522,1.3628026195005646e-15,1.3628026195005646e-15,true,13,-1.4307449287135128,0.5,0.5,0.138336004,0.0
128,3.5,3.4,1.0,100.0,0.0,0.41929544059005963,0.2593121506815733,-2.0635592149096838e-19,-2.063559214909684e-19,0.9117326499969991,0.6637578515005238,8.247655309383871e-16,8.247655309383872e-16,true,13,-1.423953445293682,0.5,0.5,0.157998792,0.0
128,3.5,3.5,1.0,100.0,0.0,0.4212447282618611,0.2567288741609198,-1.2144353424366207e-15,-1.2144353424366144e-15,0.8542075346068545,0.6034406912985846,4.785855087256739e-12,4.785855087256714e-12,true,13,-1.4172964189929822,0.5,0.5,0.138443824,0.0
128,3.5,3.6,1.0,100.0,0.0,0.4231369892076438,0.25417123046345713,-4.5990797232782746e-14,-4.599079723278284e-14,0.8041708309646234,0.5498131279785268,1.7880726074929364e-10,1.7880726074929406e-10,true,13,-1.410771260962659,0.5,0.5,0.222707938,0.0
128,3.5,3.7,1.0,100.0,0.0,0.42497369685031583,0.25164003186287676,-5.723461263539851e-13,-5.723461263539852e-13,0.7609316338547112,0.502395675710865,2.1965595789228304e-9,2.1965595789228304e-9,true,13,-1.4043753672434673,0.5,0.5,0.415900147,0.0
128,3.5,3.8,1.0,100.0,0.0,0.42675632042120704,0.24913600637270933,-4.1187141912959584e-12,-4.118714191295973e-12,0.7238412707715192,0.4606816770416078,1.5611397714815883e-8,1.561139771481594e-8,true,13,-1.3981061263484826,0.5,0.5,0.418015941,0.0
128,3.5,3.9,1.0,100.0,0.0,0.42848632124727704,0.24665980097635593,-2.1189082675762726e-11,-2.1189082675762784e-11,0.6923059172219137,0.42415741822299236,7.93597360571489e-8,7.935973605714911e-8,true,13,-1.391960926229379,0.5,0.5,1.101580674,0.0
128,3.5,4.0,1.0,100.0,0.0,0.43016514981407794,0.24421198436565672,-8.65921554881719e-11,-8.6592155488172e-11,0.6657952856975458,0.39231884530632755,3.2060764571616545e-7,3.2060764571616587e-7,true,13,-1.385937160639082,0.5,0.5,0.428677925,0.0
128,4.0,0.0,1.0,100.0,0.0,0.3450837638422668,0.33017437324759674,0.0,0.0,0.8394500370897395,0.564205891369407,0.00152587890625,0.00152587890625,true,18,-1.7970289679334956,0.5,0.5,0.554121846,0.0
128,4.0,0.1,1.0,100.0,0.0,0.3483873812999614,0.32786708050266317,-1.1796261513808468e-8,-1.179626151380847e-8,0.7927610254628847,0.5464741049457933,0.0009305365919807396,0.0009305365919807396,true,18,-1.7862139316466183,0.5,0.5,0.455401181,0.0
128,4.0,0.2,1.0,100.0,0.0,0.35165878605581147,0.3255219274056975,-1.3762412142802611e-8,-1.3762412142802611e-8,0.7458648773507326,0.5271726560039935,0.0005566650393093474,0.0005566650393093474,true,18,-1.7755506004726687,0.5,0.5,0.546739619,0.0
128,4.0,0.3,1.0,100.0,0.0,0.354895264013251,0.3231408879686133,-1.1805904695690522e-8,-1.1805904695690524e-8,0.6990060198183157,0.5064149103386484,0.0003262802443601913,0.0003262802443601913,true,18,-1.7650402939652063,0.5,0.5,0.236595214,0.0
128,4.0,0.4,1.0,100.0,0.0,0.3580136276036522,0.32078765826938127,-1.9683305890467354e-8,-1.968330589046735e-8,0.9825647857382158,0.7223142358390167,0.0004177394322068395,0.0004177394322068394,true,17,-1.7546840734534253,0.5,0.5,0.179448017,0.0
128,4.0,0.5,1.0,100.0,0.0,0.3611800925550426,0.3183369497635038,-1.3868107476178844e-8,-1.3868107476178844e-8,0.9207227327742151,0.693167323788213,0.00024106369678542704,0.00024106369678542704,true,17,-1.74448307838626,0.5,0.5,0.174339987,0.0
128,4.0,0.6,1.0,100.0,0.0,0.36430389410355934,0.3158569604491014,-9.160903867904091e-9,-9.160903867904093e-9,0.8593534208707343,0.6622657076020833,0.00013578863511906736,0.00013578863511906736,true,17,-1.7344379842193485,0.5,0.5,0.284095897,0.0
128,4.0,0.7,1.0,100.0,0.0,0.3673827934102156,0.3133501403080915,-5.734283325335989e-9,-5.734283325335989e-9,0.7988174830658723,0.629861798531639,7.451316176011376e-5,7.451316176011376e-5,true,17,-1.7245493781513614,0.5,0.5,0.212032986,0.0
128,4.0,0.8,1.0,100.0,0.0,0.370414718331765,0.31081900877608915,-3.4189401769317466e-9,-3.418940176931746e-9,0.7394732541353699,0.596238411701755,3.973941074557299e-5,3.973941074557299e-5,true,17,-1.7148176579548269,0.5,0.5,0.186671067,0.0
128,4.0,0.9,1.0,100.0,0.0,0.3733977739369915,0.30826613644697987,-1.9456884069283077e-9,-1.945688406928309e-9,0.6816686542368,0.5617029335336365,2.0540893981311067e-5,2.0540893981311077e-5,true,17,-1.7052430319121936,0.5,0.5,0.18750098,0.0
128,4.0,1.0,1.0,100.0,0.0,0.37626582136085795,0.3057513153005903,-2.856674682143883e-9,-2.8566746821438855e-9,0.9937489389547638,0.8244060426084721,2.7711185176714728e-5,2.7711185176714748e-5,true,16,-1.6958254766136251,0.5,0.5,0.473800871,0.0
128,4.0,1.1,1.0,100.0,0.0,0.37915404525729723,0.3031570550835607,-1.531891654041499e-9,-1.5318916540414989e-9,0.9176004881483735,0.7765794299654516,1.3792307163563025e-5,1.3792307163563024e-5,true,16,-1.6865649241250082,0.5,0.5,0.166099973,0.0
128,4.0,1.2,1.0,100.0,0.0,0.38198827119218914,0.3005490996951242,-7.811254513980195e-10,-7.811254513980195e-10,0.8440319191437284,0.7280827965244763,6.57915046890089e-6,6.57915046890089e-6,true,16,-1.6774609688405095,0.5,0.5,0.770917919,0.0
128,4.0,1.3,1.0,100.0,0.0,0.38476735149878616,0.29793009305740503,-3.7685820828888883e-10,-3.768582082888887e-10,0.7734335933751169,0.6793814328542869,2.98896977559526e-6,2.988969775595259e-6,true,16,-1.668513084870444,0.5,0.5,0.20990425,0.0
128,4.0,1.4,1.0,100.0,0.0,0.3874903406104141,0.29530263839572934,-1.7079558866160473e-10,-1.7079558866160473e-10,0.7061460180763923,0.6309350721164231,1.2827030227514537e-6,1.2827030227514541e-6,true,16,-1.6597205740326881,0.5,0.5,0.207281068,0.0
128,4.0,1.5,1.0,100.0,0.0,0.3901564908068075,0.29266928369574063,-7.196772566489692e-11,-7.196772566489699e-11,0.6424530864195255,0.5831863550007643,5.14226439354037e-7,5.142264393540374e-7,true,16,-1.6510825723246492,0.5,0.5,0.228536781,0.0
128,4.0,1.6,1.0,100.0,0.0,0.3927203645859588,0.29007838590997104,-9.4929136313595e-11,-9.492913631359487e-11,0.9856300813142482,0.8895927427750028,6.477437241035672e-7,6.477437241035664e-7,true,15,-1.6425980423491313,0.5,0.5,0.351764151,0.0
128,4.0,1.7,1.0,100.0,0.0,0.39527824385767574,0.28743443721248907,-3.4258551047917336e-11,-3.425855104791733e-11,0.9014020060506001,0.8239225435321407,2.2412217927133495e-7,2.2412217927133487e-7,true,15,-1.6342658457541517,0.5,0.5,0.503874317,0.0
