L,U,V,t,β,δ,m,uS,vx,vy,Qm,QuS,Qvx,Qvy,Converged,I,f,g,g0,ΔT,μ
128,0.0,2.6,1.0,100.0,0.0,0.0,0.3976772457777987,1.9580312857949605e-15,NaN,3.155443620884047e-28,0.0,5.8380471658852465e-12,384.12075129854566,false,100,NaN,0.5,0.5,2.179468667,0.0
128,0.0,2.7,1.0,100.0,0.0,0.0,0.3951180558706291,8.209557253176496e-18,NaN,3.155443620884047e-28,0.0,2.4516858095851403e-14,432.13287089313457,false,100,NaN,0.5,0.5,1.137646678,0.0
128,0.0,2.8,1.0,100.0,0.0,0.0,0.3921444175435045,NaN,-1.1485989076481613e-19,3.155443620884047e-28,0.0,478.66063557861895,3.3742418923141667e-16,false,100,NaN,0.5,0.5,2.441743358,0.0
128,0.0,2.9,1.0,100.0,0.0,0.0,0.38878604638158165,6.117185155971394e-20,NaN,3.155443620884047e-28,2.220446049250313e-13,3.978472034456938e-17,523.2162726962298,false,100,NaN,0.5,0.5,2.09248866,0.0
128,0.0,3.0,1.0,100.0,0.0,0.0,0.3850829921204634,NaN,1.9691488847241787e-19,3.155443620884047e-28,0.0,565.477194249778,5.250929703961217e-16,false,100,NaN,0.5,0.5,1.075324023,0.0
128,0.0,3.1,1.0,100.0,0.0,0.0,0.38108106205034664,NaN,-2.2858313615819795e-20,3.155443620884047e-28,0.0,605.2625431214797,5.86324987564089e-17,false,100,NaN,0.5,0.5,2.55709419,0.0
128,0.0,3.2,1.0,100.0,0.0,0.0,0.376827991686976,NaN,-1.1623762803202438e-19,3.155443620884047e-28,0.0,642.5039958249182,3.099699059225197e-16,false,100,NaN,0.5,0.5,2.014424185,0.0
128,0.0,3.3,1.0,100.0,0.0,0.0,0.3723706001199929,-2.0942906837427833e-19,NaN,3.155443620884047e-28,2.220446049250313e-13,3.049493240164217e-16,677.2168755580519,false,100,NaN,0.5,0.5,2.49214872,0.0
128,0.0,3.4,1.0,100.0,0.0,0.0,0.36775290027649166,-1.990549641713097e-19,NaN,3.155443620884047e-28,0.0,3.3600849848591637e-16,709.4748775057719,false,100,NaN,0.5,0.5,1.955951013,0.0
128,0.0,3.5,1.0,100.0,0.0,0.0,0.3630150013538631,9.921388443949205e-20,NaN,3.155443620884047e-28,0.0,2.64570354619346e-16,739.3896486540413,false,100,NaN,0.5,0.5,1.088956257,0.0
