Im,IuS,Cm,CuS,Mm,MuS
0.2,0.0,0.24016444830356848,0.37947339623843146,0.20401644483035686,0.03794733962384315
0.20401644483035686,0.03794733962384315,0.25720620002436134,0.3739816333737349,0.2093354203497573,0.07155076899883234
0.2093354203497573,0.07155076899883234,0.2754426342697618,0.3671971588415135,0.21594614174175777,0.10111540798310045
0.21594614174175777,0.10111540798310045,0.2946166189546182,0.35892043781149263,0.22381318946304382,0.12689591096593966
0.22381318946304382,0.12689591096593966,0.31432866266733717,0.3490136535291687,0.23286473678347316,0.14910768522226256
0.23286473678347316,0.14910768522226256,0.33403634922205816,0.3374679533874514,0.24298189802733167,0.16794371203878145
0.24298189802733167,0.16794371203878145,0.35309128816238566,0.3244756373637422,0.2539928370408371,0.18359690457127753
0.2539928370408371,0.18359690457127753,0.3708227224656818,0.31047354886811007,0.2656758255833216,0.1962845690009608
0.2656758255833216,0.1962845690009608,0.3866549159954341,0.29611532552784325,0.2777737346245328,0.20626764465364905
0.2777737346245328,0.20626764465364905,0.40021764882823346,0.2821543276329837,0.2900181260449029,0.21385631295158253
0.2900181260449029,0.21385631295158253,0.411400510223041,0.2692745843313904,0.3021563644627167,0.21939814008956332
0.3021563644627167,0.21939814008956332,0.4203289801421486,0.2579488591084904,0.3139736260306599,0.22325321199145604
0.3139736260306599,0.22325321199145604,0.4272842926802648,0.2483851866427112,0.32530469269562046,0.22576640945658155
0.32530469269562046,0.22576640945658155,0.432611685202134,0.24056264379304432,0.3360353919462718,0.22724603289022785
0.3360353919462718,0.22724603289022785,0.4366508216220062,0.234312365924508,0.34609693491384524,0.22795266619365587
0.34609693491384524,0.22795266619365587,0.4396981092446367,0.22939825536970904,0.3554570523469244,0.22809722511126118
0.3554570523469244,0.22809722511126118,0.4419943335182931,0.22557439268994334,0.36411078046406126,0.2278449418691294
0.36411078046406126,0.2278449418691294,0.4437268113983497,0.22261668010383517,0.37207238355749006,0.22732211569259997
0.37207238355749006,0.22732211569259997,0.4450376092807752,0.22033553233325281,0.37936890612981855,0.22662345735666525
0.37936890612981855,0.22662345735666525,0.4460329880531749,0.21857751986342094,0.3860353143221542,0.22581886360734083
0.3860353143221542,0.22581886360734083,0.4467919144443514,0.21722177934393577,0.392110974334374,0.22495915518100032
