Im,IuS,Cm,CuS,Mm,MuS
0.2,0.3,0.4763932864920789,0.14961173349734783,0.2276393286492079,0.2849611733497348
0.2276393286492079,0.2849611733497348,0.46469190020433937,0.18057017653661422,0.2513445858047211,0.27452207366842274
0.2513445858047211,0.27452207366842274,0.4589345554055346,0.19347303646976216,0.2721035827648024,0.2664171699485567
0.2721035827648024,0.2664171699485567,0.45569706602221194,0.20022030076489036,0.29046293109054333,0.25979748303019007
0.29046293109054333,0.25979748303019007,0.45372253053143996,0.20417682842928087,0.306788891034633,0.25423541757009915
0.306788891034633,0.25423541757009915,0.452450875529144,0.20666548822486536,0.32135508948408414,0.24947842463557576
0.32135508948408414,0.24947842463557576,0.4515991720036888,0.20830729175596563,0.33437949773604464,0.24536131134761474
0.33437949773604464,0.24536131134761474,0.4510116093615628,0.20942853213721985,0.34604270889859645,0.24176803342657527
0.34604270889859645,0.24176803342657527,0.4505967916003155,0.21021462459128998,0.3564981171687684,0.23861269254304676
0.3564981171687684,0.23861269254304676,0.45029845664331236,0.21077719841239373,0.3658781511162228,0.23582914312998146
0.3658781511162228,0.23582914312998146,0.45008062419983563,0.2111865111880153,0.37429839842458407,0.23336487993578486
0.37429839842458407,0.23336487993578486,0.4499195626726037,0.21148836441294117,0.38186051484938605,0.2311772283835005
0.38186051484938605,0.2311772283835005,0.44979921511677834,0.21171347967473586,0.3886543848761253,0.22923085351262404
0.3886543848761253,0.22923085351262404,0.4497084826656109,0.2118829540655227,0.3947597946550739,0.2274960635679139
0.3947597946550739,0.2274960635679139,0.44963955328776656,0.21201156347313388,0.40024777051834315,0.22594761355843593
0.40024777051834315,0.22594761355843593,0.4495868424438034,0.21210983060990823,0.4051816777108892,0.22456383526358314
0.4051816777108892,0.22456383526358314,0.4495463041407153,0.21218535689010842,0.40961814035387184,0.22332598742623566
0.40961814035387184,0.22332598742623566,0.44951497277927427,0.212243701313473,0.41360782359641207,0.22221775881495942
0.41360782359641207,0.22221775881495942,0.44949065248035136,0.21228897277994033,0.41719610648480604,0.22122488021145753
0.41719610648480604,0.22122488021145753,0.44947170276577186,0.21232423669476194,0.4204236661129026,0.22033481585978798
0.4204236661129026,0.22033481585978798,0.44945688844132375,0.21235179864875026,0.4233269883457447,0.21953651413868422
0.4233269883457447,0.21953651413868422,0.4494452730144575,0.21237340519244424,0.42593881681261603,0.2188202032440602
0.42593881681261603,0.2188202032440602,0.44943614209935034,0.21239038775383565,0.42828854934128946,0.21817722169503778
0.42828854934128946,0.21817722169503778,0.44942894777152775,0.21240376697800187,0.43040258918431334,0.21759987622333418
0.43040258918431334,0.21759987622333418,0.44942326774594266,0.21241432914442793,0.43230465704047627,0.21708132151544357
0.43230465704047627,0.21708132151544357,0.449418775165623,0.21242268264578296,0.434016068852991,0.2166154576284775
0.434016068852991,0.2166154576284775,0.4494152160653129,0.21242930007292096,0.4355559835742232,0.21619684187292187
0.4355559835742232,0.21619684187292187,0.4494123924398309,0.2124345498057335,0.436941624460784,0.21582061266620306
0.436941624460784,0.21582061266620306,0.44941014944094204,0.2124387198841139,0.4381884769587998,0.21548242338799417
0.4381884769587998,0.21548242338799417,0.44940836563945974,0.2124420361534861,0.43931046582686584,0.2151783846645434
0.43931046582686584,0.2151783846645434,0.4494069455795795,0.21244467613256618,0.4403201138021372,0.2149050138113457
0.4403201138021372,0.2149050138113457,0.44940581405866187,0.21244677966342246,0.4412286838277897,0.21465919039655337
0.4412286838277897,0.21465919039655337,0.44940491171362673,0.2124484571263589,0.4420463066163734,0.21443811706953392
0.4420463066163734,0.21443811706953392,0.44940419160219514,0.21244979580156267,0.4427820951149556,0.2142392849427368
0.4427820951149556,0.2142392849427368,0.44940361654538286,0.21245086481323122,0.44344424725799836,0.21406044292978624
0.44344424725799836,0.21406044292978624,0.44940315705513856,0.2124517189844547,0.44404013823771243,0.21389957053525308
0.44404013823771243,0.21389957053525308,0.4494027897136236,0.2124524018515948,0.4445764033853036,0.21375485366688723
0.4445764033853036,0.21375485366688723,0.4494024959023959,0.21245294802762887,0.44505901263701286,0.2136246631029614
0.44505901263701286,0.2136246631029614,0.44940226080360735,0.21245338505947303,0.4454933374536723,0.21350753529861258
0.4454933374536723,0.21350753529861258,0.44940207261331955,0.2124537348907612,0.44588421096963704,0.21340215525782744
0.44588421096963704,0.21340215525782744,0.4494019219206986,0.21245401501612227,0.4462359820647432,0.2133073412336569
0.4462359820647432,0.2133073412336569,0.44940180121726087,0.21245423939361047,0.44655256397999493,0.21322203104965226
0.44655256397999493,0.21322203104965226,0.44940170450831696,0.21245441916709734,0.44683747803282714,0.21314526986139679
0.44683747803282714,0.21314526986139679,0.4494016270048975,0.2124545632390198,0.4470938929300342,0.2130761991991591
0.4470938929300342,0.2130761991991591,0.44940156487917793,0.2124546787250644,0.44732466012494865,0.21301404715174965
0.44732466012494865,0.21301404715174965,0.4494015150700905,0.2124547713155432,0.44753234561946287,0.212958119568129
0.44753234561946287,0.212958119568129,0.4494014751286648,0.212454845562908,0.4477192585703831,0.21290779216760689
0.4477192585703831,0.21290779216760689,0.4494014430948614,0.21245490511071502,0.44788747702283094,0.2128625034619177
0.44788747702283094,0.2128625034619177,0.4494014173994046,0.21245495287611754,0.44803887106048834,0.21282174840333767
0.44803887106048834,0.21282174840333767,0.4494013967854773,0.21245499119542943,0.4481751236329873,0.21278507268254687
0.4481751236329873,0.21278507268254687,0.44940138024622023,0.21245502194031263,0.4482977492943106,0.21275206760832346
0.4482977492943106,0.21275206760832346,0.4494013669748127,0.2124550466105739,0.4484081110623608,0.21272236550854853
0.4484081110623608,0.21272236550854853,0.44940135632457956,0.21245506640832262,NaN,NaN
