Im,IuS,Cm,CuS,Mm,MuS
0.6,0.3,0.49697610176706186,0.054803192235856585,0.5896976101767062,0.2754803192235857
0.5896976101767062,0.2754803192235857,0.49094991428844936,0.09416768581620785,0.5798228405878805,0.2573490558828479
0.5798228405878805,0.2573490558828479,0.48454940098417953,0.1221562953208532,0.5702954966275104,0.24382977982664844
0.5702954966275104,0.24382977982664844,0.478722345746592,0.1424134753469281,0.5611381815394186,0.2336881493786764
0.5611381815394186,0.2336881493786764,0.4737050353844392,0.1574223660515044,0.5523948669239207,0.22606157104595923
0.5523948669239207,0.22606157104595923,0.4694825360826075,0.16878492662024297,0.5441036338397894,0.22033390660338759
0.5441036338397894,0.22033390660338759,0.4659641313547319,0.1775422163546179,0.5362896835912837,0.21605473757851062
0.5362896835912837,0.21605473757851062,0.4630456288004273,0.18438843826280119,0.5289652781121981,0.2128881076469397
0.5289652781121981,0.2128881076469397,0.46063001743484466,0.18980052334400277,0.5221317520444627,0.210579349216646
0.5221317520444627,0.210579349216646,0.4586330735031794,0.19411573527901482,0.5157818841903344,0.2089329878228829
0.5157818841903344,0.2089329878228829,0.45698368002120165,0.19757890378639242,0.5099020637734212,0.20779757941923382
0.5099020637734212,0.20779757941923382,0.4556224626619412,0.20037189742987774,0.5044741036622732,0.2070550112202982
0.5044741036622732,0.2070550112202982,0.45450005887095024,0.20263251891460476,0.4994766991831409,0.20661276198972886
0.4994766991831409,0.20661276198972886,0.45357547614336147,0.20446694848464375,0.494886576879163,0.20639818063922036
0.494886576879163,0.20639818063922036,0.4528146708620838,0.20595815223390834,0.4906793862774551,0.20635417779868914
0.4906793862774551,0.20635417779868914,0.4521893606603277,0.20717170449154387,0.4868303837157424,0.20643593046797462
0.4868303837157424,0.20643593046797462,0.45167604454171384,0.2081599139733713,0.48331494979833955,0.2066083288185143
0.48331494979833955,0.2066083288185143,0.4512551964952788,0.20896481236538106,0.48010897446803347,0.206843977173201
0.48010897446803347,0.206843977173201,0.4509106005126021,0.20962036360180675,0.4771891370724904,0.2071216158160616
0.4771891370724904,0.2071216158160616,0.45062880008916606,0.2101541281262969,0.474533103374158,0.20742486704708513
0.474533103374158,0.20742486704708513,0.45039864061683166,0.21058853820079348,0.4721196570984254,0.20774123416245596
0.4721196570984254,0.20774123416245596,0.4502108876276199,0.2109418900822243,0.46992878015134487,0.2080612997544328
0.46992878015134487,0.2080612997544328,0.4500579074629515,0.21122912609123012,0.46794169288250553,0.20837808238811253
0.46794169288250553,0.20837808238811253,0.4499333997161765,0.21146245787224782,0.46614086356587264,0.20868651993652607
0.46614086356587264,0.20868651993652607,0.44983217289862965,0.21165186754979226,0.46450999449914837,0.2089830546978527
0.46450999449914837,0.2089830546978527,0.44974995637461745,0.2118055135433079,0.4630339906866953,0.20926530058239823
0.4630339906866953,0.20926530058239823,0.4496832428337938,0.21193006092979316,0.46169891590140516,0.20953177661713773
0.46169891590140516,0.20953177661713773,0.4496291565231312,0.2120309514161286,0.4604919399635778,0.20978169409703684
0.4604919399635778,0.20978169409703684,0.44958534321981103,0.2121126245332319,0.45940128028920113,0.21001478714065636
0.45940128028920113,0.21001478714065636,0.4495498785433981,0.21217869915179138,0.45841614011462084,0.21023117834176985
0.45841614011462084,0.21023117834176985,0.44952119171692373,0.21223212255282536,0.45752664527485115,0.2104312727628754
0.45752664527485115,0.2104312727628754,0.44949800231676995,0.21227529287134722,0.45672378097904304,0.2106156747737226
0.45672378097904304,0.2106156747737226,0.44947926791750326,0.212310159637644,0.45599932967288903,0.21078512326011473
0.45599932967288903,0.21078512326011473,0.4494641408518312,0.21233830627996478,0.4553458107907833,0.21094044156209973
0.4553458107907833,0.21094044156209973,0.44945193257609606,0.21236101776457045,0.45475642296931457,0.2110824991823468
0.45475642296931457,0.2110824991823468,0.4494420843644787,0.21237933599239794,0.45422498910883097,0.21121218286335192
0.45422498910883097,0.21121218286335192,0.44943414325533293,0.21239410511659837,0.4537459045234812,0.21133037508867658
0.4537459045234812,0.21133037508867658,0.44942774234489213,0.21240600857069358,0.4533140883056223,0.21143793843687828
0.4533140883056223,0.21143793843687828,0.4494225846705303,0.212415599287345,0.4529249379421131,0.21153570452192494
0.4529249379421131,0.21153570452192494,0.4494184300509093,0.21242332433079886,0.45257428715299275,0.21162446650281233
0.45257428715299275,0.21162446650281233,0.4494150843564968,0.21242954495268374,0.4522583668733432,0.2117049743477995
0.4522583668733432,0.2117049743477995,0.4494123907736033,0.212434552903553,0.4519737692633692,0.21177793220337487
0.4519737692633692,0.21177793220337487,0.4494102227005045,0.21243858368537724,0.4517174146070827,0.21184399735157514
0.4517174146070827,0.21184399735157514,0.4494084779774047,0.21244182730812966,0.45148652094411496,0.2119037803472306
0.45148652094411496,0.2119037803472306,0.44940707420474235,0.2124444370125368,0.4512785762701777,0.21195784601376122
0.4512785762701777,0.21195784601376122,0.4494059449482132,0.21244653633752872,0.45109131313798123,0.212006715046138
0.45109131313798123,0.212006715046138,0.4494050366652661,0.21244822484200088,0.45092268549070974,0.2120508660257243
0.45092268549070974,0.2120508660257243,0.4494043062178963,0.21244958273375225,0.45077084756342845,0.2120907376965271
0.45077084756342845,0.2120907376965271,0.4494037188613535,0.21245067461182338,0.450634134693221,0.21212673138805674
0.450634134693221,0.21212673138805674,0.44940324661877307,0.2124515524901973,0.45051104588577623,0.2121592134982708
0.45051104588577623,0.2121592134982708,0.44940286696846093,0.2124522582394962,0.45040022799404467,0.21218851797239335
0.45040022799404467,0.21218851797239335,0.44940256178426596,0.21245282555769118,NaN,NaN
