x,y1,y2,y3,y4
0.37,1.5149929475777182,2.8331686305557837,4.003333269809309,6.0
0.38,1.5055706456460616,2.808066227180351,4.0023779924482605,6.0
0.39,1.4958982408677801,2.7835825041743325,4.001681210826584,6.0
0.4,1.4859754869925201,2.7597621110319155,4.001177887942052,6.0
0.41,1.4758020798113864,2.7366457302661273,4.003335842940311,6.0
0.42,1.4653776515111852,2.7142700493324843,4.0044059922190876,6.0
0.43,1.4547017645905829,2.692667753684069,4.0054597093484015,6.0
0.44,1.4437739052965255,2.6718675402336496,4.006574874607425,6.0
0.45,1.4325934765343193,2.651894150358291,4.007775821183446,6.0
0.46,1.4211597901991317,2.6327684214599585,4.009073948326336,6.0
0.47,1.4094720588702594,2.6145073559912135,4.010476967485524,6.0
0.48,1.3975293868021696,2.5971242067675155,4.011991719783622,6.0
0.49,1.3853307601379021,2.5806285773163404,4.013625113792806,6.0
0.5,1.3728750362607653,2.56502653595774,4.015384416779931,6.0
0.51,1.3601609321891315,2.5503207422704754,4.017277309982721,6.0
0.52,1.347187011906275,2.536510584571831,4.019311860696936,6.0
0.53,1.3339516725023317,2.5235923270269773,4.02149647057981,6.0
0.54,1.3204531289881514,2.511559265004493,4.023839822659636,6.0
0.55,1.3066893976206977,2.500401887307595,4.0263508343423675,6.0
0.56,1.2926582775561029,2.490108043934823,4.029038617507886,6.0
0.57,1.2783573306189033,2.480663118058513,4.031912444474618,6.0
0.58,1.263783858943511,2.4720502009533156,4.0349817179796235,6.0
0.59,1.248934880205664,2.4642502686593133,4.038255943385196,6.0
0.6,1.2338071001161581,2.4572423592238883,4.041744701633702,6.0
0.61,1.218396881795144,2.451003749432378,4.045457621830549,6.0
0.62,1.2027002115806953,2.445510130008639,4.049404352659482,6.0
0.63,1.1867126607479166,2.4407357783419164,4.0535945320984075,6.0
0.64,1.1704293425215018,2.43665372787483,4.058037755106501,6.0
0.65,1.1538448636516214,2.433235933367893,4.062743539102931,6.0
0.66,1.1369532696854705,2.430453431337763,4.0677212871654085,6.0
0.67,1.1197479828985015,2.4282764950485136,4.072980248953836,6.0
0.68,1.1022217316423846,2.426674783516735,4.0785294794194265,6.0
0.69,1.0843664696105384,2.4256174840713816,4.0843777954000045,6.0
0.7,1.0661732832031516,2.4250734480872667,4.090533730232698,6.0
0.71,1.04763228477386,2.425011319586188,4.097005486539699,6.0
0.72,1.0287324890356986,2.425399656471241,4.103800887363432,6.0
0.73,1.0094616692624228,2.426207044227262,4.110927325845998,6.0
0.74,0.9898061890990032,2.4274022019829644,4.118391713665031,6.0
0.75,0.9697508047322184,2.428954080887557,4.126200428454617,6.0
0.76,0.9492784307857429,2.4308319548058357,4.134359260455891,6.0
0.77,0.9283698614777411,2.4330055033801643,4.1428733586574324,6.0
0.78,0.907003436147581,2.4354448875445667,4.151747176700477,6.0
0.79,0.8851546349845051,2.43812081760408,4.160984418838187,6.0
0.8,0.8627955863282888,2.4410046140100015,4.1705879862515465,6.0
0.81,0.8398944607460236,2.4440682609662483,4.180559924036676,6.074527629115666
0.82,0.816414718444455,2.4472844529900546,4.190901369189379,6.105651887607264
0.83,0.7923141642608623,2.450626634515963,4.201612499922192,6.129700184467913
0.84,0.767543746614303,2.454069032566369,4.212692486657075,6.150106796144527
0.85,0.7420460103841195,2.4575866823996844,4.2241394450428595,6.168197055322223
0.86,0.7157530737553219,2.4611554458634175,4.235950391350582,6.184648001678945
0.87,0.6885839372235717,2.464752021880542,4.248121200601633,6.199860110408869
0.88,0.6604408344690671,2.4683539480060688,4.260646567783187,6.214093098842359
0.89,0.6312041729754204,2.471939591163915,4.273519972502475,6.227526452777346
0.9,0.600725336546394,2.4754881242372697,4.286733647426043,6.240290134618558
0.91,0.568816131943367,2.4789794825849154,4.3002785508421,6.252481669190169
0.92,0.5352327471058972,2.4823942896098417,4.314144343673372,6.264176333787627
0.93,0.4996502760221725,2.4857137305199006,4.328319371254439,6.275433574889429
0.94,0.46162000419736354,2.488919331723368,4.342790650171433,6.286301229502128
0.95,0.4204926383055598,2.491992551624991,4.3575438604430765,6.2968184041536475
0.96,0.3752669903613184,2.4949139498859303,4.372563343300513,6.307017498645721
0.97,0.3242504611697833,2.4976612637898663,4.387832104799202,6.316925665704344
0.98,0.26412971901816024,2.5002039527215087,4.4033318254693965,6.3265658873777815
0.99,0.18631907278916585,2.502480849086536,4.419042876182581,6.33595778429841
1.0,0.0,2.503890034946117,4.434944340379724,6.3451182345313155
1.01,0.0,2.5064500660175653,4.4510140427736005,6.354061853993802
1.02,0.0,2.508750851664203,4.467228584601797,6.362801374459033
1.03,0.0,2.51078901433614,4.483563385469695,6.371347944591096
1.04,0.0,2.5125615545372137,4.499992731783772,6.379711372314297
1.05,0.0,2.5140658579917288,4.5164898317354405,6.387900321892888
1.06,0.0,2.515299701903881,4.533026876754383,6.395922475639601
1.07,0.0,2.516261260289384,4.549575109308499,6.403784667704969
1.08,0.0,2.51694910836181,4.566104896885159,6.41149299561428
1.09,0.0,2.5173622259592476,4.582585811946062,6.419052913909544
1.1,0.0,2.5175,4.5989867176057375,6.4264693132812605
1.11,0.0,2.5173622259592476,4.61527585874202,6.433746587844215
1.12,0.0,2.51694910836181,4.631420958206084,6.440888692656954
1.13,0.0,2.516261260289384,4.647389317759965,6.4478991931594
1.14,0.0,2.515299701903881,4.663147923331573,6.454781307874188
1.15,0.0,2.5140658579917288,4.67866355414099,6.461537945460648
1.16,0.0,2.5125615545372137,4.693902895218024,6.468171737008601
1.17,0.0,2.51078901433614,4.70883265279957,6.474685064299167
1.18,0.0,2.508750851664203,4.723419672066822,6.4810800846322785
1.19,0.0,2.5064500660175653,4.737631056656931,6.487358752718057
1.2,0.0,2.503890034946117,4.751434289361686,6.493522840046463
1.21,0.0,2.501074506002835,4.764797353407305,6.499573952082265
1.22,0.0,2.4980075878354633,4.777688853694846,6.505513543577404
1.23,0.0,2.494693740449449,4.790078137370093,6.511342932247561
1.24,0.0,2.491137764673681,4.801935413085331,6.517063311022441
1.25,0.0,2.4873447908630046,4.813231868313189,6.522675759048279
1.26,0.0,2.483320266873842,4.823939784074942,6.52818125159526
1.27,0.0,2.479069945351398,4.834032646452167,6.533580669000933
1.28,0.0,2.4745998703689502,4.8434852542616715,6.53887480476251
1.29,0.0,2.469916363461578,4.852273822288955,6.544064372875653
1.3,0.0,2.4650260090983527,4.86037607949515,6.549150014504306
1.31,0.0,2.459935639638516,4.867771361636321,6.554132304055161
1.32,0.0,2.4546523198184973,4.874440697762001,6.559011754720868
1.33,0.0,2.4491833308177267,4.8803668900917225,6.563788823548104
1.34,0.0,2.4435361539521723,4.8855345868039635,6.5684639160796525
1.35,0.0,2.4377184540452457,4.889930347310971,6.573037390613727
1.36,0.0,2.431738062526295,4.893542699635196,6.57750956211861
1.37,0.0,2.425602960307241,4.896362189548219,6.581880705836233
1.38,0.0,2.419321260488095,4.89838142118075,6.586151060604474
1.39,0.0,2.412901190942039,4.8995950888621955,6.590320831924554
1.4,0.0,2.4063510768305516,4.9,6.594390194797008
1.41,0.0,2.399679323098625,4.8995950888621955,6.5983592963471125
1.42,0.0,2.3928943969995378,4.89838142118075,6.602228258258425
1.43,0.0,2.3860048106978455,4.896362189548219,6.605997179031087
1.44,0.0,2.3790191039983237,4.893542699635196,6.609666136079817
1.45,0.0,2.3719458272474303,4.889930347310971,6.613235187684959
1.46,0.0,2.364793524452591,4.8855345868039635,6.616704374808636
1.47,0.0,2.3575707166631457,4.8803668900917225,6.6200737227867865
1.48,0.0,2.350285885655185,4.874440697762001,6.623343242906849
1.49,0.0,2.3429474579607708,4.86777136163632,6.626512933879878
1.5,0.0,2.335563789280135,4.86037607949515,6.629582783215033
1.51,0.0,2.328143149313464,4.852273822288955,6.632552768503618
1.52,0.0,2.320693707046718,4.8434852542616715,6.635422858619173
1.53,0.0,2.313223516523716,4.834032646452166,6.638193014839532
1.54,0.0,2.305740503134368,4.823939784074941,6.640863191896159
1.55,0.0,2.2982524504464936,4.8132318683131885,6.64343333895567
1.56,0.0,2.290766987606155,4.801935413085331,6.645903400537907
1.57,0.0,2.283291577328823,4.790078137370093,6.648273317374627
1.58,0.0,2.2758335045010236,4.777688853694846,6.65054302721242
1.59,0.0,2.2683998654093798,4.764797353407305,6.652712465563224
1.6,0.0,2.2609975576111614,4.751434289361686,6.65478156640545
1.61,0.0,2.2536332704575974,4.73763105665693,6.656750262838478
1.62,0.0,2.2463134762783032,4.723419672066821,6.658618487693059
1.63,0.0,2.2390444222322103,4.70883265279957,6.660386174099908
1.64,0.0,2.2318321228273597,4.693902895218024,6.6620532560185755
1.65,0.0,2.224682353108853,4.67866355414099,6.663619668728517
1.66,0.0,2.217600642511085,4.663147923331573,6.665085349284069
1.67,0.0,2.21059226936717,4.647389317759965,6.666450236934929
1.68,0.0,2.203662256065117,4.631420958206084,6.667714273513543
1.69,0.0,2.1968153648368536,4.61527585874202,6.66887740379071
1.7,0.0,2.1900560941625704,4.5989867176057375,6.6699395758005675
1.71,0.0,2.1833886757690233,4.582585811946062,6.670900741135986
1.72,0.0,2.1768170721963185,4.566104896885158,6.671760855215353
1.73,0.0,2.170344974903268,4.549575109308499,6.6725198775215375
1.74,0.0,2.163975802876507,4.533026876754383,6.673177771813821
1.75,0.0,2.1577127017030944,4.5164898317354405,6.673734506313403
1.76,0.0,2.151558543060122,4.499992731783772,6.674190053863085
1.77,0.0,2.145515924567675,4.483563385469694,6.674544392061579
1.78,0.0,2.1395871699430966,4.467228584601797,6.674797503372862
1.79,0.0,2.133774329384464,4.4510140427736,6.674949375210904
1.8,0.0,2.1280791800990553,4.434944340379724,6.675
1.81,0.0,2.122503226877667,4.41904287618258,6.674949375210904
1.82,0.0,2.1170477025970844,4.403331825469396,6.674797503372862
1.83,0.0,2.1117135685096016,4.387832104799202,6.674544392061579
1.84,0.0,2.1065015141485954,4.372563343300513,6.674190053863085
1.85,0.0,2.1014119566405602,4.3575438604430765,6.673734506313403
1.86,0.0,2.096445039163563,4.342790650171433,6.673177771813821
1.87,0.0,2.0916006282253505,4.328319371254438,6.6725198775215375
1.88,0.0,2.0868783093450585,4.314144343673372,6.671760855215353
1.89,0.0,2.082277380601522,4.3002785508421,6.670900741135986
1.9,0.0,2.0777968433451055,4.2867336474260425,6.6699395758005675
1.91,0.0,2.0734353891388753,4.273519972502475,6.66887740379071
1.92,0.0,2.069191381668369,4.260646567783186,6.667714273513543
1.93,0.0,2.0650628318902973,4.248121200601631,6.666450236934929
1.94,0.0,2.0610473640049474,4.235950391350578,6.665085349284069
1.95,0.0,2.0571421688149476,4.22413944504285,6.663619668728517
1.96,0.0,2.053343939475353,4.212692486657055,6.6620532560185755
1.97,0.0,2.049648782207207,4.201612499922148,6.660386174099908
1.98,0.0,2.0460520906405533,4.190901369189284,6.658618487693059
1.99,0.0,2.0425483659802874,4.1805599240364755,6.656750262838478
2.0,0.0,2.0391309540675575,4.170587986251127,6.65478156640545
2.01,0.0,2.0357916504811207,4.1609844188373195,6.652712465563224
2.02,0.0,2.032520087294724,4.151747176698697,6.65054302721242
2.03,0.0,2.029302740105894,4.1428733586538184,6.648273317374627
2.04,0.0,2.02612123276013,4.134359260448624,6.645903400537907
2.05,0.0,2.0229492376536506,4.126200428440149,6.64343333895567
2.06,0.0,2.019746263124357,4.118391713636503,6.640863191896159
2.07,0.0,2.0164434793865724,4.110927325790285,6.638193014839532
2.08,0.0,2.012904251431452,4.103800887255667,6.635422858619173
2.09,0.0,2.0087661553691856,4.097005486333232,6.632552768503618
2.1,0.0,2.0,4.090533729840868,6.629582783215033
2.11,0.0,2.0,4.084377794663402,6.626512933879878
2.12,0.0,2.0,4.078529478047673,6.623343242906849
2.13,0.0,2.0,4.07298024642315,6.6200737227867865
2.14,0.0,2.0,4.067721282540184,6.616704374808636
2.15,0.0,2.0,4.062743530728192,6.613235187684959
2.16,0.0,2.0,4.0580377400832495,6.609666136079817
2.17,0.0,2.0,4.053594505397836,6.605997179031087
2.18,0.0,2.0,4.049404305643023,6.602228258258425
2.19,0.0,2.0,4.045457539802918,6.5983592963471125
2.2,0.0,2.0,4.0417445598393815,6.594390194797008
2.21,0.0,2.0,4.038255700526945,6.590320831924554
2.22,0.0,2.0,4.034981305835897,6.586151060604474
2.23,0.0,2.0,4.0319117514442055,6.581880705836233
2.24,0.0,2.0,4.029037462807751,6.57750956211861
2.25,0.0,2.0,4.026348927983628,6.573037390613727
2.26,0.0,2.0,4.023836704033251,6.5684639160796525
2.27,0.0,2.0,4.021491415245618,6.563788823548104
2.28,0.0,2.0,4.0193037404656895,6.559011754720868
2.29,0.0,2.0,4.017264385211604,6.554132304055161
2.3,0.0,2.0,4.015364031487472,6.549150014504306
2.31,0.0,2.0,4.013593253181152,6.544064372875653
2.32,0.0,2.0,4.011942375415392,6.53887480476251
2.33,0.0,2.0,4.010401237051323,6.533580669000933
2.34,0.0,2.0,4.0089587740377555,6.528181251595261
2.35,0.0,2.0,4.007602242829,6.522675759048279
2.36,0.0,2.0,4.006315639942165,6.517063311022441
2.37,0.0,2.0,4.005076045867893,6.511342932247561
2.38,0.0,2.0,4.003843301193019,6.505513543577404
2.39,0.0,2.0,4.002518030352347,6.499573952082265
2.4,0.0,2.0,4.0,6.493522840046463
2.41,0.0,2.0,4.0,6.487358752718057
2.42,0.0,2.0,4.0,6.4810800846322785
2.43,0.0,2.0,4.0,6.474685064299167
2.44,0.0,2.0,4.0,6.468171737008601
2.45,0.0,2.0,4.0,6.461537945460648
2.46,0.0,2.0,4.0,6.454781307874188
2.47,0.0,2.0,4.0,6.4478991931594
2.48,0.0,2.0,4.0,6.440888692656954
2.49,0.0,2.0,4.0,6.433746587844215
2.5,0.0,2.0,4.0,6.4264693132812605
2.51,0.0,2.0,4.0,6.419052913909544
2.52,0.0,2.0,4.0,6.41149299561428
2.53,0.0,2.0,4.0,6.4037846677049695
2.54,0.0,2.0,4.0,6.395922475639601
2.55,0.0,2.0,4.0,6.387900321892888
2.56,0.0,2.0,4.0,6.379711372314297
2.57,0.0,2.0,4.0,6.371347944591097
2.58,0.0,2.0,4.0,6.362801374459033
2.59,0.0,2.0,4.0,6.3540618539938025
2.6,0.0,2.0,4.0,6.3451182345313155
2.61,0.0,2.0,4.0,6.33595778429841
2.62,0.0,2.0,4.0,6.3265658873777815
2.63,0.0,2.0,4.0,6.316925665704345
2.64,0.0,2.0,4.0,6.307017498645721
2.65,0.0,2.0,4.0,6.2968184041536475
2.66,0.0,2.0,4.0,6.286301229502128
2.67,0.0,2.0,4.0,6.275433574889429
2.68,0.0,2.0,4.0,6.264176333787627
2.69,0.0,2.0,4.0,6.252481669190169
2.7,0.0,2.0,4.0,6.240290134618557
2.71,0.0,2.0,4.0,6.227526452777347
2.72,0.0,2.0,4.0,6.214093098842358
2.73,0.0,2.0,4.0,6.199860110408869
2.74,0.0,2.0,4.0,6.184648001678945
2.75,0.0,2.0,4.0,6.168197055322224
2.76,0.0,2.0,4.0,6.150106796144528
2.77,0.0,2.0,4.0,6.1297001844679135
2.78,0.0,2.0,4.0,6.105651887607265
2.79,0.0,2.0,4.0,6.074527629115666
2.8,0.0,2.0,4.0,6.000000011078099
2.81,0.0,2.0,4.0,6.0
2.82,0.0,2.0,4.0,6.0
2.83,0.0,2.0,4.0,6.0
2.84,0.0,2.0,4.0,6.0
2.85,0.0,2.0,4.0,6.0
2.86,0.0,2.0,4.0,6.0
2.87,0.0,2.0,4.0,6.0
2.88,0.0,2.0,4.0,6.0
2.89,0.0,2.0,4.0,6.0
2.9,0.0,2.0,4.0,6.0
2.91,0.0,2.0,4.0,6.0
2.92,0.0,2.0,4.0,6.0
2.93,0.0,2.0,4.0,6.0
2.94,0.0,2.0,4.0,6.0
2.95,0.0,2.0,4.0,6.0
2.96,0.0,2.0,4.0,6.0
2.97,0.0,2.0,4.0,6.0
2.98,0.0,2.0,4.0,6.0
2.99,0.0,2.0,4.0,6.0
3.0,0.0,2.0,4.0,6.0
3.01,0.0,2.0,4.0,6.0
3.02,0.0,2.0,4.0,6.0
3.03,0.0,2.0,4.0,6.0
3.04,0.0,2.0,4.0,6.0
3.05,0.0,2.0,4.0,6.0
3.06,0.0,2.0,4.0,6.0
3.07,0.0,2.0,4.0,6.0
3.08,0.0,2.0,4.0,6.0
3.09,0.0,2.0,4.0,6.0
3.1,0.0,2.0,4.0,6.0
3.11,0.0,2.0,4.0,6.0
3.12,0.0,2.0,4.0,6.0
3.13,0.0,2.0,4.0,6.0
3.14,0.0,2.0,4.0,6.0
3.15,0.0,2.0,4.0,6.0
3.16,0.0,2.0,4.0,6.0
3.17,0.0,2.0,4.0,6.0
3.18,0.0,2.0,4.0,6.0
3.19,0.0,2.0,4.0,6.0
3.2,0.0,2.0,4.0,6.0
3.21,0.0,2.0,4.0,6.0
3.22,0.0,2.0,4.0,6.0
3.23,0.0,2.0,4.0,6.0
3.24,0.0,2.0,4.0,6.0
3.25,0.0,2.0,4.0,6.0
3.26,0.0,2.0,4.0,6.0
3.27,0.0,2.0,4.0,6.0
3.28,0.0,2.0,4.0,6.0
3.29,0.0,2.0,4.0,6.0
3.3,0.0,2.0,4.0,6.0
3.31,0.0,2.0,4.0,6.0
3.32,0.0,2.0,4.0,6.0
3.33,0.0,2.0,4.0,6.0
3.34,0.0,2.0,4.0,6.0
3.35,0.0,2.0,4.0,6.0
3.36,0.0,2.0,4.0,6.0
3.37,0.0,2.0,4.0,6.0
3.38,0.0,2.0,4.0,6.0
3.39,0.0,2.0,4.0,6.0
3.4,0.0,2.0,4.0,6.0
3.41,0.0,2.0,4.0,6.0
3.42,0.0,2.0,4.0,6.0
3.43,0.0,2.0,4.0,6.0
3.44,0.0,2.0,4.0,6.0
3.45,0.0,2.0,4.0,6.0
3.46,0.0,2.0,4.0,6.0
3.47,0.0,2.0,4.0,6.0
3.48,0.0,2.0,4.0,6.0
3.49,0.0,2.0,4.0,6.0
3.5,0.0,2.0,4.0,6.0
3.51,0.0,2.0,4.0,6.0
3.52,0.0,2.0,4.0,6.0
3.53,0.0,2.0,4.0,6.0
3.54,0.0,2.0,4.0,6.0
3.55,0.0,2.0,4.0,6.0
3.56,0.0,2.0,4.0,6.0
3.57,0.0,2.0,4.0,6.0
3.58,0.0,2.0,4.0,6.0
3.59,0.0,2.0,4.0,6.0
3.6,0.0,2.0,4.0,6.0
3.61,0.0,2.0,4.0,6.0
3.62,0.0,2.0,4.0,6.0
3.63,0.0,2.0,4.0,6.0
3.64,0.0,2.0,4.0,6.0
3.65,0.0,2.0,4.0,6.0
3.66,0.0,2.0,4.0,6.0
3.67,0.0,2.0,4.0,6.0
3.68,0.0,2.0,4.0,6.0
3.69,0.0,2.0,4.0,6.0
3.7,0.0,2.0,4.0,6.0
3.71,0.0,2.0,4.0,6.0
3.72,0.0,2.0,4.0,6.0
3.73,0.0,2.0,4.0,6.0
3.74,0.0,2.0,4.0,6.0
3.75,0.0,2.0,4.0,6.0
3.76,0.0,2.0,4.0,6.0
3.77,0.0,2.0,4.0,6.0
3.78,0.0,2.0,4.0,6.0
3.79,0.0,2.0,4.0,6.0
3.8,0.0,2.0,4.0,6.0
3.81,0.0,2.0,4.0,6.0
3.82,0.0,2.0,4.0,6.0
3.83,0.0,2.0,4.0,6.0
3.84,0.0,2.0,4.0,6.0
3.85,0.0,2.0,4.0,6.0
3.86,0.0,2.0,4.0,6.0
3.87,0.0,2.0,4.0,6.0
3.88,0.0,2.0,4.0,6.0
3.89,0.0,2.0,4.0,6.0
3.9,0.0,2.0,4.0,6.0
3.91,0.0,2.0,4.0,6.0
3.92,0.0,2.0,4.0,6.0
3.93,0.0,2.0,4.0,6.0
3.94,0.0,2.0,4.0,6.0
3.95,0.0,2.0,4.0,6.0
3.96,0.0,2.0,4.0,6.0
3.97,0.0,2.0,4.0,6.0
3.98,0.0,2.0,4.0,6.0
3.99,0.0,2.0,4.0,6.0
4.0,0.0,2.0,4.0,6.0
4.01,0.0,2.0,4.0,6.0
4.02,0.0,2.0,4.0,6.0
4.03,0.0,2.0,4.0,6.0
4.04,0.0,2.0,4.0,6.0
4.05,0.0,2.0,4.0,6.0
4.06,0.0,2.0,4.0,6.0
4.07,0.0,2.0,4.0,6.0
4.08,0.0,2.0,4.0,6.0
4.09,0.0,2.0,4.0,6.0
4.1,0.0,2.0,4.0,6.0
4.11,0.0,2.0,4.0,6.0
4.12,0.0,2.0,4.0,6.0
4.13,0.0,2.0,4.0,6.0
4.14,0.0,2.0,4.0,6.0
4.15,0.0,2.0,4.0,6.0
4.16,0.0,2.0,4.0,6.0
4.17,0.0,2.0,4.0,6.0
4.18,0.0,2.0,4.0,6.0
4.19,0.0,2.0,4.0,6.0
4.2,0.0,2.0,4.0,6.0
4.21,0.0,2.0,4.0,6.0
4.22,0.0,2.0,4.0,6.0
4.23,0.0,2.0,4.0,6.0
4.24,0.0,2.0,4.0,6.0
4.25,0.0,2.0,4.0,6.0
4.26,0.0,2.0,4.0,6.0
4.27,0.0,2.0,4.0,6.0
4.28,0.0,2.0,4.0,6.0
4.29,0.0,2.0,4.0,6.0
4.3,0.0,2.0,4.0,6.0
4.31,0.0,2.0,4.0,6.0
4.32,0.0,2.0,4.0,6.0
4.33,0.0,2.0,4.0,6.0
4.34,0.0,2.0,4.0,6.0
4.35,0.0,2.0,4.0,6.0
4.36,0.0,2.0,4.0,6.0
4.37,0.0,2.0,4.0,6.0
4.38,0.0,2.0,4.0,6.0
4.39,0.0,2.0,4.0,6.0
4.4,0.0,2.0,4.0,6.0
4.41,0.0,2.0,4.0,6.0
4.42,0.0,2.0,4.0,6.0
4.43,0.0,2.0,4.0,6.0
4.44,0.0,2.0,4.0,6.0
4.45,0.0,2.0,4.0,6.0
4.46,0.0,2.0,4.0,6.0
4.47,0.0,2.0,4.0,6.0
4.48,0.0,2.0,4.0,6.0
4.49,0.0,2.0,4.0,6.0
4.5,0.0,2.0,4.0,6.0
