L,U,V,t,β,δ,uS,QuS,Converged,I,f,g,g0,ΔT,μ,Layer
256,0.0,2.4,1.0,15.0,0.0,0.40232743155004275,0.9197538618335166,true,62,-0.8183365864242763,0.1,0.1,1.366665899,0.0,0
256,0.0,2.4,1.0,20.0,0.0,0.4035015918345277,0.9458005804332537,true,62,-0.8151782930424782,0.1,0.1,1.357066897,0.0,1
256,0.0,2.4,1.0,100.0,0.0,0.40518747572358293,0.985118079513736,true,62,-0.81080746358891,0.1,0.1,1.349375872,0.0,1
256,0.0,2.6,1.0,0.1,0.0,0.04663235809181063,0.900737834248655,true,44,-13.868885746532259,0.1,0.1,0.969844638,0.0,0
256,0.0,2.6,1.0,1.0,0.0,0.2576600498235891,0.9345005737334544,true,45,-1.6025353493139114,0.1,0.1,0.976320512,0.0,1
256,0.0,2.6,1.0,2.0,0.0,0.33059124301867626,0.9259352587038805,true,50,-1.0780930062966627,0.1,0.1,1.081463471,0.0,1
256,0.0,2.6,1.0,4.0,0.0,0.37575604746344815,0.9488061166103012,true,56,-0.8925541571070739,0.1,0.1,1.233488259,0.0,0
256,0.0,2.6,1.0,6.0,0.0,0.38948913197347357,0.9154416460601666,true,59,-0.8507196322933696,0.1,0.1,1.294861845,0.0,0
256,0.0,2.6,1.0,8.0,0.0,0.3953884919525116,0.9461606244667298,true,60,-0.8346301096760417,0.1,0.1,1.367131209,0.0,0
256,0.0,2.6,1.0,10.0,0.0,0.39846759712997687,0.9169259261366802,true,61,-0.8267011632615923,0.1,0.1,1.3234538,0.0,1
256,0.0,2.6,1.0,15.0,0.0,0.40188101115812797,0.9002474188550824,true,62,-0.8183328998239998,0.1,0.1,1.36736303,0.0,0
256,0.0,2.6,1.0,20.0,0.0,0.4032267422460519,0.9334052797874692,true,62,-0.8151743479862569,0.1,0.1,1.357404557,0.0,1
256,0.0,2.6,1.0,100.0,0.0,0.40517176400603205,0.9843644740525903,true,62,-0.8108071006437659,0.1,0.1,1.357417253,0.0,1
256,0.0,2.8,1.0,0.1,0.0,0.04641336627230826,0.9934422730435016,true,43,-13.869258332198267,0.1,0.1,0.944045971,0.0,0
256,0.0,2.8,1.0,1.0,0.0,0.253104228980586,0.907307194987883,true,44,-1.6053862604638134,0.1,0.1,0.952854784,0.0,1
256,0.0,2.8,1.0,2.0,0.0,0.32543452642549653,0.9820663842746713,true,48,-1.079310252361886,0.1,0.1,1.043586261,0.0,1
256,0.0,2.8,1.0,4.0,0.0,0.3723244015330741,0.9088608209339988,true,55,-0.8924983455143134,0.1,0.1,1.208298689,0.0,0
256,0.0,2.8,1.0,6.0,0.0,0.38732341777274726,0.9208304684567015,true,58,-0.8505166852533832,0.1,0.1,1.276192564,0.0,0
256,0.0,2.8,1.0,8.0,0.0,0.393923732812255,0.9819417946083098,true,59,-0.8344440112872453,0.1,0.1,1.367103073,0.0,0
256,0.0,2.8,1.0,10.0,0.0,0.3974136601349648,0.969075744529535,true,60,-0.8265484518543968,0.1,0.1,1.301264426,0.0,1
256,0.0,2.8,1.0,15.0,0.0,0.4013255895104241,0.9737245197843913,true,61,-0.8182414341443621,0.1,0.1,1.342980597,0.0,0
256,0.0,2.8,1.0,20.0,0.0,0.40288178982032286,0.9165802922905808,true,62,-0.8151142750182127,0.1,0.1,1.35612734,0.0,1
256,0.0,2.8,1.0,100.0,0.0,0.4051517317293559,0.983312619018406,true,62,-0.8108033930077025,0.1,0.1,1.363662578,0.0,1
256,0.0,3.0,1.0,0.1,0.0,0.04619958337230283,0.9790454805944926,true,43,-13.869624613923142,0.1,0.1,0.952210011,0.0,0
256,0.0,3.0,1.0,1.0,0.0,0.2485935798928589,0.8810461091123822,true,43,-1.607866577989583,0.1,0.1,0.931603282,0.0,1
256,0.0,3.0,1.0,2.0,0.0,0.32006106390057565,0.8981131531869968,true,47,-1.0800156652089365,0.1,0.1,1.021179588,0.0,1
256,0.0,3.0,1.0,4.0,0.0,0.36843528153199673,0.957931287065894,true,53,-0.891944659039464,0.1,0.1,1.168242421,0.0,0
256,0.0,3.0,1.0,6.0,0.0,0.38474251175475627,0.900079350407923,true,57,-0.8499087102607189,0.1,0.1,1.252719587,0.0,0
256,0.0,3.0,1.0,8.0,0.0,0.3921333558550223,0.9969799597535633,true,58,-0.8339508436269466,0.1,0.1,1.341229902,0.0,0
256,0.0,3.0,1.0,10.0,0.0,0.39610271980411627,0.9002627382653783,true,60,-0.8261562937027649,0.1,0.1,1.301874994,0.0,1
256,0.0,3.0,1.0,15.0,0.0,0.4006211163185971,0.9353749833019842,true,61,-0.8180136857216714,0.1,0.1,1.343853682,0.0,0
256,0.0,3.0,1.0,20.0,0.0,0.40244189500638505,0.9947077232608237,true,61,-0.8149684925714425,0.1,0.1,1.339312143,0.0,1
256,0.0,3.0,1.0,100.0,0.0,0.40512563438434246,0.9818048803033053,true,62,-0.8107943351729182,0.1,0.1,1.359014352,0.0,1
256,0.0,3.2,1.0,0.1,0.0,0.04598777048626945,0.9647692886289444,true,43,-13.869983965156598,0.1,0.1,0.951755587,0.0,0
256,0.0,3.2,1.0,1.0,0.0,0.2441580138415898,0.9967204527988605,true,41,-1.610019657496831,0.1,0.1,0.906657892,0.0,1
256,0.0,3.2,1.0,2.0,0.0,0.3145350574311087,0.9414392258489945,true,45,-1.0802382288395003,0.1,0.1,0.981393578,0.0,1
256,0.0,3.2,1.0,4.0,0.0,0.36405144694805136,0.9832656822337249,true,51,-0.8907841655697658,0.1,0.1,1.129379986,0.0,0
256,0.0,3.2,1.0,6.0,0.0,0.3816738683220131,0.9585742880322545,true,55,-0.848771739251014,0.1,0.1,1.217096164,0.0,0
256,0.0,3.2,1.0,8.0,0.0,0.38993078715909957,0.9818150038297668,true,57,-0.8330245152420751,0.1,0.1,1.318334166,0.0,0
256,0.0,3.2,1.0,10.0,0.0,0.39446058138191126,0.9104750940805983,true,59,-0.8254215662424463,0.1,0.1,1.27188369,0.0,1
256,0.0,3.2,1.0,15.0,0.0,0.39971543619596317,0.9858450364944593,true,60,-0.8175814928032075,0.1,0.1,1.333062461,0.0,0
256,0.0,3.2,1.0,20.0,0.0,0.4018671547183207,0.9591903130138357,true,61,-0.8146863204100471,0.1,0.1,1.334083948,0.0,1
