L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ
256,0.0,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.918206426,0.0
256,0.0,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.594813486,0.0
256,0.0,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.594499242,0.0
256,0.0,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.598319429,0.0
256,0.0,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.590306394,0.0
256,0.0,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.606178204,0.0
256,0.0,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.601256348,0.0
256,0.0,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.598224147,0.0
256,0.0,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.600160815,0.0
256,0.0,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,10.754179679,0.0
256,0.0,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.003450038,0.0
256,0.4,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.681614065,0.0
256,0.4,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.689817596,0.0
256,0.4,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.681697141,0.0
256,0.4,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.707007867,0.0
256,0.4,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.709749261,0.0
256,0.4,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.707782188,0.0
256,0.4,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.697587488,0.0
256,0.4,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.71583318,0.0
256,0.4,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.720769857,0.0
256,0.4,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.409453802,0.0
256,0.4,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.443118888,0.0
256,0.8,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.713635435,0.0
256,0.8,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.719493798,0.0
256,0.8,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.704894879,0.0
256,0.8,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.702741694,0.0
256,0.8,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.70824918,0.0
256,0.8,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.728998123,0.0
256,0.8,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.705941156,0.0
256,0.8,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.713789051,0.0
256,0.8,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.714681999,0.0
256,0.8,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.498653543,0.0
256,0.8,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.560902054,0.0
256,1.2,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.72922579,0.0
256,1.2,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.733784195,0.0
256,1.2,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.721260231,0.0
256,1.2,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.724959524,0.0
256,1.2,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.741864511,0.0
256,1.2,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.724947873,0.0
256,1.2,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.735132524,0.0
256,1.2,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.732929406,0.0
256,1.2,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.727987234,0.0
256,1.2,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.602984869,0.0
256,1.2,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.683329575,0.0
256,1.6,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.759661984,0.0
256,1.6,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.747175442,0.0
256,1.6,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.759361931,0.0
256,1.6,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.75596082,0.0
256,1.6,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.750212536,0.0
256,1.6,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.748108389,0.0
256,1.6,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.748534147,0.0
256,1.6,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.750046459,0.0
256,1.6,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.760083937,0.0
256,1.6,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.769180956,0.0
256,1.6,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.820977891,0.0
256,2.0,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.776984901,0.0
256,2.0,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.768201322,0.0
256,2.0,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.776848754,0.0
256,2.0,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.765943316,0.0
256,2.0,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.777184132,0.0
256,2.0,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.773823671,0.0
256,2.0,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.776060207,0.0
256,2.0,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.782969253,0.0
256,2.0,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.794639608,0.0
256,2.0,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.874456368,0.0
256,2.0,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.941204603,0.0
256,2.4,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.776732903,0.0
256,2.4,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.777667714,0.0
256,2.4,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.772606603,0.0
256,2.4,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.782653937,0.0
256,2.4,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.78691897,0.0
256,2.4,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.798540044,0.0
256,2.4,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.796633764,0.0
256,2.4,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.792143481,0.0
256,2.4,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.78922883,0.0
256,2.4,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.998458665,0.0
256,2.4,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,12.025490097,0.0
256,2.8,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.80643,0.0
256,2.8,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.80345946,0.0
256,2.8,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.791690339,0.0
256,2.8,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.800551265,0.0
256,2.8,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.807432633,0.0
256,2.8,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.808498741,0.0
256,2.8,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.802113151,0.0
256,2.8,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.797843333,0.0
256,2.8,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.808619652,0.0
256,2.8,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,12.01917314,0.0
256,2.8,4.0,1.0,100.0,0.0,0.3965758519133218,NaN,0.0,0.0,0.0,313.53220771071034,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,11.87655579,0.0
256,3.2,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,1.809400271,0.0
256,3.2,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,1.816361735,0.0
256,3.2,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,1.805222401,0.0
256,3.2,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,1.809853181,0.0
256,3.2,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,1.809646059,0.0
256,3.2,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,1.812349412,0.0
256,3.2,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,1.822408294,0.0
256,3.2,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,1.816803836,0.0
256,3.2,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,1.813643825,0.0
256,3.2,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,12.115107407,0.0
