L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ,Layer
256,0.0,4.0,1.0,100.0,0.4,0.17018007917464725,-2.5852153434452463e-5,0.0,0.0,0.6743340496967454,0.5900087849929144,0.9444732965739303,0.9444732965739303,true,25,-2.2525322796077143,0.2,0.2,103.038484633,1.8750700199322772,0
256,0.0,4.0,1.0,100.0,0.45,0.0923389987878845,-8.078924729981729e-6,0.0,0.0,0.06953257069722274,0.8564590280203659,0.9444732965739303,0.9444732965739303,true,25,-2.9655530119700044,0.2,0.2,93.22392797,2.768666777158863,0
256,0.0,4.4,1.0,100.0,0.0,0.403761864591331,1.3877787807814457e-17,0.0,0.0,0.9993096450683359,2.7667969494632297e-14,0.3830979613550174,0.3830979613550174,true,123,-0.8992655002671442,0.05,0.05,12.370703775,0.0,2
256,0.0,4.4,1.0,100.0,0.05,0.40184064579079665,2.7755575615628914e-17,0.0,0.0,0.9515695582903438,5.624146960965997e-14,0.3639430632872665,0.3639430632872665,true,124,-0.910702039292193,0.05,0.05,425.527857314,0.022763697025195866,2
256,0.0,4.4,1.0,100.0,0.1,0.39487813974141384,-2.7755575615628914e-17,0.0,0.0,0.993559522159404,5.533326503969984e-14,0.3639430632872665,0.3639430632872665,true,124,-0.9287520684030528,0.05,0.05,433.76966465,0.05731937052163629,2
256,0.0,4.4,1.0,100.0,0.15,0.3810240773770241,2.7755575615628914e-17,0.0,0.0,0.949535375622923,5.3933381801817384e-14,0.3457459101229032,0.3457459101229032,true,125,-0.9625367776376395,0.05,0.05,443.619819316,0.1178274037489906,2
256,0.0,4.4,1.0,100.0,0.2,0.35909647221961105,-7.98755506181692e-12,0.0,0.0,0.997244881488335,2.0805321501674387e-8,0.3830979613550174,0.3830979613550174,true,123,-1.0261202051388536,0.05,0.05,413.550638143,0.22382910514767565,2
256,0.0,4.4,1.0,100.0,0.25,0.3280750077312559,-3.997423814183776e-8,0.0,0.0,0.984298559811525,0.00012812263228994026,0.42448527573963146,0.42448527573963146,true,121,-1.1407227568922391,0.05,0.05,405.594289718,0.4022858966694631,2
256,0.0,4.4,1.0,100.0,0.3,0.28694772703247506,-2.923340609251035e-6,0.0,0.0,0.9946235797675396,0.013355988821177694,0.5211565604802069,0.5211565604802069,true,117,-1.3368565331097986,0.05,0.05,347.053444929,0.6889447089814847,2
256,0.0,4.4,1.0,100.0,0.35,0.23467480459256265,-2.007924503727443e-5,0.0,0.0,0.9744846981857846,0.1626558977547826,0.7089679088108319,0.7089679088108319,true,111,-1.6562688387652158,0.05,0.05,330.448662777,1.1291143862514321,2
256,0.0,4.4,1.0,100.0,0.4,0.1701781062424811,-2.9824767890512804e-5,0.0,0.0,0.6896403407294915,0.595216369808057,0.9644616106539327,0.9644616106539327,true,105,-2.154189833882103,0.05,0.05,271.672195399,1.7786719615758577,2
256,0.0,4.4,1.0,100.0,0.45,0.09233849442010203,-9.26439538542767e-6,0.0,0.0,0.07082635403252158,0.8740369246201221,0.9644616106539327,0.9644616106539327,true,105,-2.902536863406495,0.05,0.05,262.654573731,2.705924069814798,2
256,0.0,4.8,1.0,100.0,0.0,0.3978743491096982,-2.644835683796032e-9,0.0,0.0,0.7480661332062155,5.392420696751856e-6,0.9644616106539327,0.9644616106539327,true,105,-0.8347256252638268,0.05,0.05,10.994615852,0.0,2
256,0.0,4.8,1.0,100.0,0.05,0.39654748292743525,-9.049705429475807e-14,0.0,0.0,0.9195697075710108,1.8503279005970153e-10,0.9644616106539327,0.9644616106539327,true,105,-0.8402652745318886,0.05,0.05,363.948324523,0.011028208986189355,2
256,0.0,4.8,1.0,100.0,0.1,0.3915624803226935,-1.3877787807814457e-17,0.0,0.0,0.9602237889342335,2.8315250640580898e-14,0.6735195133702903,0.6735195133702903,true,112,-0.8491709097211386,0.05,0.05,396.614023128,0.028019433697183134,2
256,0.0,4.8,1.0,100.0,0.15,0.3798525757069666,-8.326672684688674e-17,0.0,0.0,0.9955187188286363,1.7264554057793161e-13,0.4468266060417173,0.4468266060417173,true,120,-0.8705312829944956,0.05,0.05,426.592056303,0.06541588734878807,2
256,0.0,4.8,1.0,100.0,0.2,0.35876807432113034,-1.6653345369377348e-16,0.0,0.0,0.9543236735607419,4.0448876384276447e-13,0.3830979613550174,0.3830979613550174,true,123,-0.9220446684380885,0.05,0.05,417.647116581,0.14877882750250798,2
256,0.0,4.8,1.0,100.0,0.25,0.32798254713041786,-1.7898357795864683e-9,0.0,0.0,0.9786521730601461,5.0929187862160876e-6,0.42448527573963146,0.42448527573963146,true,121,-1.027206272778435,0.05,0.05,417.740307928,0.30831958024944695,2
256,0.0,4.8,1.0,100.0,0.3,0.28692067349883554,-1.24113227656375e-6,0.0,0.0,0.9974645103087987,0.004951475088433106,0.5211565604802069,0.5211565604802069,true,117,-1.2186687057917116,0.05,0.05,352.981355442,0.5823750509050966,2
256,0.0,4.8,1.0,100.0,0.35,0.23466673722722745,-1.7298365631773782e-5,0.0,0.0,0.9791361830371326,0.12201020648757181,0.7089679088108319,0.7089679088108319,true,111,-1.5415749754932557,0.05,0.05,326.247547376,1.020095388816364,2
256,0.0,4.8,1.0,100.0,0.4,0.17017578644125966,-3.1529026669613325e-5,0.0,0.0,0.6929672336905557,0.5539115005335099,0.9644616106539327,0.9644616106539327,true,105,-2.0558239287605065,0.05,0.05,273.494379564,1.682247496904841,2
256,0.0,4.8,1.0,100.0,0.45,0.09233795435158768,-1.0207078529389513e-5,0.0,0.0,0.07006307412793511,0.8638049091671316,0.9644616106539327,0.9644616106539327,true,105,-2.8395289919650972,0.05,0.05,263.067594376,2.643190034996365,2
256,0.0,5.2,1.0,100.0,0.0,0.3761983263662264,2.2856623540512544e-6,0.0,0.0,0.9330880779232498,0.004625147087773513,0.0,0.0,true,17,-0.7744717949074527,0.025,0.05,2.147150168,0.0,2
256,0.0,5.2,1.0,100.0,0.05,0.3758646734599735,9.243564247363167e-12,0.0,0.0,0.8557720775684841,1.8718303335495397e-8,0.0,0.0,true,15,-0.7773892453508585,0.025,0.05,43.542040581,0.00582879719186575,2
256,0.0,5.2,1.0,100.0,0.1,0.3751902116800935,-6.938893903907228e-17,0.0,0.0,0.919237170030951,1.4032765180497312e-13,0.0,0.0,true,28,-0.7813832832789597,0.025,0.05,83.674763311,0.013566712244745989,2
256,0.0,5.2,1.0,100.0,0.15,0.3708787843070972,8.326672684688674e-17,0.0,0.0,0.09823670192243839,1.684490913475473e-13,0.9644616106539327,0.9644616106539327,true,105,-0.7894465723475722,0.05,0.05,373.826863522,0.027955469851502296,2
256,0.0,5.2,1.0,100.0,0.2,0.3571426589751473,2.7755575615628914e-17,0.0,0.0,0.9744052462310471,5.85748807304698e-14,0.5485858531370599,0.5485858531370599,true,116,-0.8210256958895464,0.05,0.05,398.931357767,0.07777046833550513,2
256,0.0,5.2,1.0,100.0,0.25,0.3277450902000453,-6.859096624012295e-12,0.0,0.0,0.9998003658692189,1.743808611241324e-8,0.4468266060417173,0.4468266060417173,true,120,-0.9142449360950118,0.05,0.05,408.943863919,0.21503902493688243,2
256,0.0,5.2,1.0,100.0,0.3,0.2868735099456776,-3.4861185915779913e-7,0.0,0.0,0.9983159607853676,0.0012200027210232875,0.5211565604802069,0.5211565604802069,true,117,-1.100586831278621,0.05,0.05,374.703643921,0.4759270729031183,2
256,0.0,5.2,1.0,100.0,0.35,0.23465560206254127,-1.3943102841584842e-5,0.0,0.0,0.9843527242335837,0.08597248753097161,0.7089679088108319,0.7089679088108319,true,111,-1.4269104954106053,0.05,0.05,321.687256804,0.9111086756289687,2
256,0.0,5.2,1.0,100.0,0.4,0.17017303172170073,-3.2886089958134024e-5,0.0,0.0,0.6969181576676475,0.5112627722938501,0.9644616106539327,0.9644616106539327,true,105,-1.9574683973401206,0.05,0.05,276.011179314,1.5858341282163617,2
256,0.0,5.2,1.0,100.0,0.45,0.09233737470952816,-1.1164772857452654e-5,0.0,0.0,0.06916279200427922,0.853138786513576,0.9644616106539327,0.9644616106539327,true,105,-2.7765234439695523,0.05,0.05,262.90291469,2.580458402401616,2
256,0.0,5.6,1.0,100.0,0.0,0.35239096015310317,2.407428329631589e-6,0.0,0.0,0.7273026249894343,0.004860364796747469,0.0,0.0,true,18,-0.72139581383589,0.025,0.05,1.530429279,0.0,2
256,0.0,5.6,1.0,100.0,0.05,0.3522829084237437,7.509026733742985e-11,0.0,0.0,0.8296890486908515,1.5165543385445158e-7,0.0,0.0,true,16,-0.72361308463654,0.025,0.05,46.894618882,0.004420884526460746,2
256,0.0,5.6,1.0,100.0,0.1,0.35102994750178806,2.7755575615628914e-17,0.0,0.0,0.700917711337623,5.658723697276091e-14,0.0,0.0,true,12,-0.7262107846123252,0.025,0.05,36.61779802,0.00953924627480148,2
256,0.0,5.6,1.0,100.0,0.15,0.34971063988791784,0.0,0.0,0.0,0.8208640007512091,7.219384309616495e-17,0.0,0.0,true,16,-0.730250204975227,0.025,0.05,49.443414088,0.01701972367507435,2
256,0.0,5.6,1.0,100.0,0.2,0.34624388150682467,-5.551115123125783e-17,0.0,0.0,0.006235101063012394,1.1202404391812159e-13,0.9644616106539327,0.9644616106539327,true,105,-0.7407719044946117,0.05,0.05,365.06486722,0.03428862161085639,2
256,0.0,5.6,1.0,100.0,0.25,0.3268198134003667,-2.7755575615628914e-17,0.0,0.0,0.9659764216708444,5.982906991305662e-14,0.5211565604802069,0.5211565604802069,true,117,-0.8036153634171764,0.05,0.05,402.853302187,0.12469180521468601,2
256,0.0,5.6,1.0,100.0,0.3,0.28678015308972954,-4.638948175594848e-8,0.0,0.0,0.9925065463484151,0.00014288788747486618,0.5211565604802069,0.5211565604802069,true,117,-0.982740042035667,0.05,0.05,391.570141403,0.36975289697241953,2
256,0.0,5.6,1.0,100.0,0.35,0.2346396283529257,-1.0283077079065173e-5,0.0,0.0,0.9899877220944653,0.055579139285940285,0.7089679088108319,0.7089679088108319,true,111,-1.3122898557842189,0.05,0.05,320.114365087,0.8021703165981373,2
256,0.0,5.6,1.0,100.0,0.4,0.1701697260318431,-3.3832841576042494e-5,0.0,0.0,0.7015920328782288,0.46733724565486506,0.9644616106539327,0.9644616106539327,true,105,-1.8591255759342158,0.05,0.05,272.004261268,1.489434365554675,2
256,0.0,5.6,1.0,100.0,0.45,0.09233675150618328,-1.2136514930094489e-5,0.0,0.0,0.06810359084324924,0.8420056877479779,0.9644616106539327,0.9644616106539327,true,105,-2.713520556333532,0.05,0.05,267.005058969,2.517729523485722,2
256,0.0,6.0,1.0,100.0,0.0,0.32978052542439174,-3.6364165524604974e-7,0.0,0.0,0.4493523287747436,0.0007332399079244656,0.0,0.0,true,14,-0.6749725814587396,0.025,0.05,0.895087341,0.0,2
256,0.0,6.0,1.0,100.0,0.05,0.3296407277850063,1.0317149912175694e-11,0.0,0.0,0.3452905811937024,2.0808241852257457e-8,0.0,0.0,true,15,-0.6768461572755429,0.025,0.05,43.47660129,0.0037508738428245415,2
256,0.0,6.0,1.0,100.0,0.1,0.32940192265121127,-1.8041124150158794e-16,0.0,0.0,0.4753004440526398,3.6371183378857567e-13,0.0,0.0,true,15,-0.6789908815204126,0.025,0.05,45.552412229,0.007970849696860814,2
256,0.0,6.0,1.0,100.0,0.15,0.3288315658707609,1.3461454173580023e-15,0.0,0.0,0.6477220324990762,2.7225155893245446e-12,0.0,0.0,true,16,-0.6819359802006738,0.025,0.05,48.826361761,0.013501385071569085,2
256,0.0,6.0,1.0,100.0,0.2,0.3265809670409907,5.551115123125783e-17,0.0,0.0,0.9790266176388229,1.1473568588615062e-13,0.0,0.0,true,13,-0.6872876927753002,0.025,0.05,39.299868263,0.022679873886568173,2
256,0.0,6.0,1.0,100.0,0.25,0.3207676757441553,0.0,0.0,0.0,0.17483190768730061,2.836652072234263e-15,0.9644616106539327,0.9644616106539327,true,105,-0.7098608674205533,0.05,0.05,359.498630469,0.05588856481836253,2
256,0.0,6.0,1.0,100.0,0.3,0.28655432963533356,-1.2396276227732983e-9,0.0,0.0,0.9614882806128211,3.369423180135832e-6,0.5211565604802069,0.5211565604802069,true,117,-0.8655440134273278,0.05,0.05,399.833190139,0.2643481786941978,2
256,0.0,6.0,1.0,100.0,0.35,0.23461555845002094,-6.691036316675003e-6,0.0,0.0,0.9956278503477356,0.03175068610110309,0.7089679088108319,0.7089679088108319,true,111,-1.1977391957492132,0.05,0.05,324.384105708,0.6933095361498707,2
256,0.0,6.0,1.0,100.0,0.4,0.1701657119144615,-3.429975772645255e-5,0.0,0.0,0.7071049607628721,0.4222529604841352,0.9644616106539327,0.9644616106539327,true,105,-1.7607985597995282,0.05,0.05,272.243449901,1.3930515377674737,2
256,0.0,6.0,1.0,100.0,0.45,0.09233608023941886,-1.3121029698082154e-5,0.0,0.0,0.06685785574214731,0.8303664290551966,0.9644616106539327,0.9644616106539327,true,105,-2.6505207377206372,0.05,0.05,261.317864962,2.4550038249119774,2
256,0.0,6.4,1.0,100.0,0.0,0.309176549237827,-4.774378886684971e-8,0.0,0.0,0.6862310431594576,9.618840763388886e-5,0.0,0.0,true,11,-0.6341881181799409,0.025,0.05,1.065962953,0.0,2
256,0.0,6.4,1.0,100.0,0.05,0.30940137629337927,1.4331452691251911e-12,0.0,0.0,0.10307950076349215,2.887852658467238e-9,0.0,0.0,true,12,-0.6358417328816843,0.025,0.05,35.118015488,0.0033627479585851203,2
256,0.0,6.4,1.0,100.0,0.1,0.3097247766952951,1.3600232051658168e-15,0.0,0.0,0.9694590131323899,2.7420902201527598e-12,0.0,0.0,true,13,-0.6377855336438282,0.025,0.05,39.035310739,0.00707612916260912,2
256,0.0,6.4,1.0,100.0,0.15,0.3092212151904241,-9.43689570931383e-16,0.0,0.0,0.7810022426245622,1.9055617404474663e-12,0.0,0.0,true,14,-0.6401642366584221,0.025,0.05,43.219079082,0.011653552774033852,2
256,0.0,6.4,1.0,100.0,0.2,0.3083704690925956,8.881784197001252e-16,0.0,0.0,0.7809586138600721,1.7992979894465429e-12,0.0,0.0,true,11,-0.6440554673964661,0.025,0.05,32.700492695,0.018492154054123786,2
256,0.0,6.4,1.0,100.0,0.25,0.30563825599700334,-3.430589146091734e-14,0.0,0.0,2.1904700275854339e-10,7.040632704536672e-11,0.9644616106539327,0.9644616106539327,true,105,-0.6539723634049053,0.05,0.05,365.378820414,0.03381459620098567,2
256,0.0,6.4,1.0,100.0,0.3,0.28578714964140617,-8.699707620962727e-13,0.0,0.0,0.9465844133018653,2.095316253703751e-9,0.6078513608166869,0.6078513608166869,true,114,-0.75126871482266,0.05,0.05,387.471010437,0.16246448372351152,2
256,0.0,6.4,1.0,100.0,0.35,0.23457677746691485,-3.2617515945132514e-6,0.0,0.0,0.950009401976093,0.01359346427734916,0.6735195133702903,0.6735195133702903,true,112,-1.0831508862791508,0.05,0.05,332.104360485,0.5843977099509277,2
256,0.0,6.4,1.0,100.0,0.4,0.17016077145792452,-3.421252482171955e-5,0.0,0.0,0.7135920182111399,0.3761977982753728,0.9644616106539327,0.9644616106539327,true,105,-1.6624915137415706,0.05,0.05,277.323002616,1.2966901283329568,2
256,0.0,6.4,1.0,100.0,0.45,0.0923353558115719,-1.4116678304032515e-5,0.0,0.0,0.06539143815431636,0.8181765148558248,0.9644616106539327,0.9644616106539327,true,105,-2.5875244846874943,0.05,0.05,271.6753094,2.3922818255043183,2
256,0.0,6.8,1.0,100.0,0.0,0.2918909617124552,-4.864860320835662e-7,0.0,0.0,0.48090743304052275,0.0009795043061133842,0.0,0.0,true,14,-0.5980718091897753,0.025,0.05,1.242256115,0.0,2
256,0.0,6.8,1.0,100.0,0.05,0.2920163958260609,-1.3070114435187463e-11,0.0,0.0,0.8267817286533585,2.6319535057521704e-8,0.0,0.0,true,14,-0.5996775271754231,0.025,0.05,40.606471001,0.0031152006611705717,2
256,0.0,6.8,1.0,100.0,0.1,0.2913096287722612,8.618106228652778e-15,0.0,0.0,0.3187785955528488,1.7362619186854418e-11,0.0,0.0,true,14,-0.6013108587687422,0.025,0.05,42.003329377,0.006472939298934531,2
256,0.0,6.8,1.0,100.0,0.15,0.29122331189970735,1.0269562977782698e-15,0.0,0.0,0.0956485850247546,2.0707757698471234e-12,0.0,0.0,true,12,-0.6034034076161963,0.025,0.05,36.87750841,0.010500480636677252,2
256,0.0,6.8,1.0,100.0,0.2,0.29078493478428324,1.942890293094024e-16,0.0,0.0,0.34838915248880387,3.9265551210819195e-13,0.0,0.0,true,13,-0.6065357410185784,0.025,0.05,39.048299592,0.016082158795404474,2
256,0.0,6.8,1.0,100.0,0.25,0.28888099606400736,1.5459855617905305e-14,0.0,0.0,0.9291123987583694,3.146597518577333e-11,0.0,0.0,true,8,-0.6129279579887671,0.025,0.05,24.026206615,0.026213027363390828,2
256,0.0,6.8,1.0,100.0,0.3,0.2817773958607015,0.0,0.0,0.0,0.3279733976145893,1.2406119228770774e-15,0.9644616106539327,0.9644616106539327,true,105,-0.6530296113954037,0.05,0.05,364.419641861,0.08007414609107197,2
256,0.0,6.8,1.0,100.0,0.35,0.23450871045934324,-1.2750703790309625e-6,0.0,0.0,0.9503157607524959,0.004665324500403499,0.6735195133702903,0.6735195133702903,true,112,-0.9689452048510367,0.05,0.05,348.211995118,0.47592318486240043,2
256,0.0,6.8,1.0,100.0,0.4,0.17015459620621212,-3.349530979879223e-5,0.0,0.0,0.7212086213384539,0.32945298474749357,0.9644616106539327,0.9644616106539327,true,105,-1.56421014436748,0.05,0.05,274.239930664,1.2003562862722366,2
256,0.0,6.8,1.0,100.0,0.45,0.09233457243331684,-1.5121330367628971e-5,0.0,0.0,0.06366073505895131,0.8053831802552357,0.9644616106539327,0.9644616106539327,true,105,-2.524532411364091,0.05,0.05,267.700164202,2.3295641674440533,2
256,0.0,7.2,1.0,100.0,0.0,0.27589000459802315,2.9373159472906307e-6,0.0,0.0,0.39601284550572213,0.005911096771206724,0.0,0.0,true,6,-0.5659055193596662,0.0125,0.025,1.421243725,0.0,2
256,0.0,7.2,1.0,100.0,0.05,0.27605864494847343,-3.177916375884937e-7,0.0,0.0,0.8081709524749847,0.0006396058759964808,0.0,0.0,true,23,-0.5674417209731208,0.025,0.05,67.926928417,0.0029336468137622176,2
256,0.0,7.2,1.0,100.0,0.1,0.2752420604763971,-2.7891577936145495e-13,0.0,0.0,0.6233702273127362,5.615804952509996e-10,0.0,0.0,true,18,-0.5689734818657927,0.025,0.05,52.981446754,0.006062584942295022,2
256,0.0,7.2,1.0,100.0,0.15,0.2748872855671725,-6.147859998861804e-15,0.0,0.0,0.901907855409001,1.2388543955635536e-11,0.0,0.0,true,14,-0.5709059841386287,0.025,0.05,42.648826593,0.0097126022902662,2
256,0.0,7.2,1.0,100.0,0.2,0.27512643012025895,-7.771561172376096e-16,0.0,0.0,0.4185378771355275,1.5682494584664155e-12,0.0,0.0,true,11,-0.5735331811010005,0.025,0.05,33.263167447,0.014581058150226443,2
256,0.0,7.2,1.0,100.0,0.25,0.27386644963190176,6.139533326177116e-13,0.0,0.0,0.4123961472711768,1.2449565604350995e-9,0.0,0.0,true,7,-0.5783930831942773,0.025,0.05,21.48890949,0.02251016710122056,2
256,0.0,7.2,1.0,100.0,0.3,0.2709463705822902,-2.7755575615628914e-17,0.0,0.0,4.5431036710397166e-7,5.784989156553567e-14,0.9644616106539327,0.9644616106539327,true,105,-0.5963144519077963,0.05,0.05,363.247694759,0.04747213634186423,2
256,0.0,7.2,1.0,100.0,0.35,0.23437307777171407,-3.2625457158097504e-7,0.0,0.0,0.9878112040155873,0.0010468349858312523,0.7089679088108319,0.7089679088108319,true,111,-0.8554420074881577,0.05,0.05,363.598500183,0.3682507247746721,2
256,0.0,7.2,1.0,100.0,0.4,0.17014673808624725,-3.207665145293914e-5,0.0,0.0,0.7301303441307749,0.2824224121338793,0.9644616106539327,0.9644616106539327,true,105,-1.4659624438015117,0.05,0.05,275.64535917,1.1040586314060732,2
256,0.0,7.2,1.0,100.0,0.45,0.09233372350924592,-1.6132194349260942e-5,0.0,0.0,0.061608390942935465,0.7919223069401031,0.9644616106539327,0.9644616106539327,true,105,-2.4615452933766573,0.05,0.05,265.964857914,2.2668516624519826,2
256,0.0,7.6,1.0,100.0,0.0,0.26124097105103194,4.225839151383859e-7,0.0,0.0,0.24772180550947098,0.0008500574139415985,0.0,0.0,true,9,-0.5370713478047727,0.0125,0.025,0.919927054,0.0,2
256,0.0,7.6,1.0,100.0,0.05,0.2611828387027616,3.147968552344449e-6,0.0,0.0,0.3092469026776401,0.006333009418387465,0.0,0.0,true,6,-0.5384735963833694,0.0125,0.025,18.726737387,0.002793064352621147,2
256,0.0,7.6,1.0,100.0,0.1,0.2613152522416374,-3.5135366838190407e-12,0.0,0.0,0.13988849636581424,7.070850682960931e-9,0.0,0.0,true,7,-0.5399613852623972,0.0125,0.025,22.952550616,0.005768848887145035,2
256,0.0,7.6,1.0,100.0,0.15,0.2615421366998447,-1.032987584359546e-11,0.0,0.0,0.9529001575594442,2.0802941187128797e-8,0.0,0.0,true,21,-0.5418741763804888,0.025,0.05,63.22236665,0.009192353102083675,2
256,0.0,7.6,1.0,100.0,0.2,0.2605290396608254,-2.5146551507759796e-14,0.0,0.0,0.4678654672952698,5.0710796157610004e-11,0.0,0.0,true,11,-0.5441154965102072,0.025,0.05,32.136764755,0.01350902790241608,2
256,0.0,7.6,1.0,100.0,0.25,0.2603878302523756,-9.192924199652452e-13,0.0,0.0,0.5194902271110635,1.8600838220559306e-9,0.0,0.0,true,7,-0.5481904547685246,0.025,0.05,21.007487375,0.020242473842663027,2
256,0.0,7.6,1.0,100.0,0.3,0.2583608589678268,-6.799462382023336e-10,0.0,0.0,3.3306690738754696e-13,1.3956226251359406e-6,0.9644616106539327,0.9644616106539327,true,105,-0.5593664865351873,0.05,0.05,367.82378031,0.036314417720763,2
256,0.0,7.6,1.0,100.0,0.35,0.23404375166457908,-2.716056987650539e-8,0.0,0.0,0.9768977176095595,7.630928236122826e-5,0.74628200927456,0.74628200927456,true,110,-0.7434093359199142,0.05,0.05,363.374855794,0.26225700761324744,2
256,0.0,7.6,1.0,100.0,0.4,0.1701365263811275,-2.9899382027603894e-5,0.0,0.0,0.7405480897043626,0.23566835556434151,0.9644616106539327,0.9644616106539327,true,105,-1.3677599063533432,0.05,0.05,279.586464648,1.0078095730134933,2
256,0.0,7.6,1.0,100.0,0.45,0.09233280150128706,-1.7145572232646344e-5,0.0,0.0,0.05915674904283241,0.7777140670267753,0.9644616106539327,0.9644616106539327,true,105,-2.398564134605029,0.05,0.05,266.508028465,2.2041453619989446,2
256,0.0,8.0,1.0,100.0,0.0,0.2482551070813634,1.0905338562461342e-6,0.0,0.0,0.35775826298994895,0.002192906543401329,0.0,0.0,true,11,-0.5111132283255593,0.0125,0.025,1.03794697,0.0,2
256,0.0,8.0,1.0,100.0,0.05,0.24825715965334333,-2.0985031521092434e-6,0.0,0.0,0.30715581565426975,0.004220168790496665,0.0,0.0,true,10,-0.5124515666724305,0.0125,0.025,31.001345669,0.0026883894067171094,2
256,0.0,8.0,1.0,100.0,0.1,0.24849083643878417,-4.399258735077183e-14,0.0,0.0,0.3144733242343434,8.849693886835311e-11,0.0,0.0,true,9,-0.5138878483502514,0.0125,0.025,29.768994703,0.0055375126987144115,2
256,0.0,8.0,1.0,100.0,0.15,0.24820654575521064,-1.0361991820140304e-10,0.0,0.0,0.026334278423134627,2.0856894204579684e-7,0.0,0.0,true,7,-0.5155266387970202,0.0125,0.025,22.596813398,0.008754644517892065,2
256,0.0,8.0,1.0,100.0,0.2,0.24748415672627855,-1.7812140651329855e-13,0.0,0.0,0.929092495210504,3.5893676031261274e-10,0.0,0.0,true,14,-0.5178138682359462,0.025,0.05,42.131676373,0.012734376113787782,2
256,0.0,8.0,1.0,100.0,0.25,0.247536660512394,-2.2137847111025621e-13,0.0,0.0,0.15219648864644997,4.472670038574368e-10,0.0,0.0,true,8,-0.5211885917604304,0.025,0.05,23.665935597,0.01861335195277755,2
256,0.0,8.0,1.0,100.0,0.3,0.2467281748194955,1.226796442210798e-14,0.0,0.0,0.9708076989465853,2.5017411933772873e-11,0.0,0.0,true,9,-0.5297090258127983,0.025,0.05,27.429315802,0.030914829726142404,2
256,0.0,8.0,1.0,100.0,0.35,0.23298092320884906,-3.2180902387324295e-10,0.0,0.0,0.9398227961314731,7.942219384198968e-7,0.9644616106539327,0.9644616106539327,true,105,-0.6375389921673145,0.05,0.05,351.2236413,0.1633656151664912,2
256,0.0,8.0,1.0,100.0,0.4,0.17012292111731053,-2.6936801217875006e-5,0.0,0.0,0.7526445394454573,0.18995468561487514,0.9644616106539327,0.9644616106539327,true,105,-1.2696195740213265,0.05,0.05,276.753498926,0.9116275286728834,2
256,0.0,8.0,1.0,100.0,0.45,0.09233179776563549,-1.815644378350134e-5,0.0,0.0,0.0561957108136113,0.7626543457243409,0.9644616106539327,0.9644616106539327,true,105,-2.335590283560242,0.05,0.05,264.906339402,2.141446679739979,2
256,5.0,0.0,1.0,100.0,0.0,0.4052540592967757,0.0,0.0,0.0,0.9447155553945485,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.6212674825229374,0.2,0.2,2.827663154,0.0,0
256,5.0,0.0,1.0,100.0,0.05,0.40322288683389584,-1.3877787807814457e-17,0.0,0.0,0.938429381098338,0.3094850098213457,0.3094850098213456,0.3094850098213456,true,30,-1.712184620639624,0.2,0.2,179.353067552,0.1802594108271901,0
256,5.0,0.0,1.0,100.0,0.1,0.3957542800338832,0.0,0.0,0.0,0.9153151626098976,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.8392494020529828,0.2,0.2,157.681340516,0.42685057041351393,0
256,5.0,0.0,1.0,100.0,0.15,0.3815042294856449,0.0,0.0,0.0,0.8712133922709198,0.3094850098213456,0.3094850098213456,0.3094850098213456,true,30,-1.994949592449198,0.2,0.2,160.724688609,0.7212731029735917,0
256,5.0,0.0,1.0,100.0,0.2,0.3593419491772771,-2.7755575615628914e-17,0.0,0.0,0.8026244568820617,0.30948500982130017,0.3094850098213456,0.3094850098213456,true,30,-2.178890279813257,0.2,0.2,156.201740414,1.0591852450403874,0
256,5.0,0.0,1.0,100.0,0.25,0.32819611271481014,-2.7755575615628914e-17,0.0,0.0,0.8827909523090316,0.38685626227668196,0.38685626227668196,0.38685626227668196,true,29,-2.392630726021073,0.2,0.2,254.07955069,1.4396859717772217,0
256,5.0,0.0,1.0,100.0,0.3,0.2870064194750661,-2.7755575615628914e-17,0.0,0.0,0.9043075557481073,0.48357032784585247,0.4835703278458524,0.4835703278458524,true,28,-2.6382282221621542,0.2,0.2,174.720581593,1.8626617117830404,0
256,5.0,0.0,1.0,100.0,0.35,0.23470206064478777,-2.7755575615628914e-17,0.0,0.0,0.8142239953437547,0.6044629098073155,0.6044629098073154,0.6044629098073154,true,27,-2.918684556683186,0.2,0.2,119.010526999,2.3291863430842352,0
256,5.0,0.0,1.0,100.0,0.4,0.17019008383680223,0.0,0.0,0.0,0.6629265986812793,0.9444732965739303,0.9444732965739303,0.9444732965739303,true,25,-3.236576499872966,0.2,0.2,16.413335029,2.8397272647727663,0
256,5.0,0.0,1.0,100.0,0.45,0.09234261228174998,-2.7755575615628914e-17,0.0,0.0,0.07232198221410191,0.9444732965739302,0.9444732965739303,0.9444732965739303,true,25,-3.595719332367223,0.2,0.2,14.06664626,3.3960971908465467,0
256,5.0,0.4,1.0,100.0,0.0,0.40524969326578364,-2.051141511208443e-6,0.0,0.0,0.9453812618366308,0.01260660543855935,0.3094850098213456,0.3094850098213456,true,30,-1.555575818646021,0.2,0.2,2.54962826,0.0,0
