L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,I,f,g,g0,ΔT,μ
128,0.5,2.7,1.0,100.0,0.0,0.5348269241876713,-0.01971261075532435,0.16886661415433973,0.348652398008715,-1.0647021111975796e-10,0.3346333812164204,0.08901614795899654,0.8835947248624354,0.3232216012812872,1.926220463964478e-6,23,-1.551853193465802,0.5,0.5,0.378240862,0.0
128,0.5,2.8,1.0,100.0,0.0,0.5161763761364536,-0.020895158507383077,0.18254258303017037,0.34720792471778467,-2.669197501914411e-10,0.31819550073364233,0.07961307924043981,0.8317534515467351,0.3402985611773435,5.048762248163837e-6,22,-1.5565095858321212,0.5,0.5,0.350870353,0.0
128,0.5,2.9,1.0,100.0,0.0,0.49886601387281604,-0.02177319306541567,0.19389156760293375,0.34593860001113336,-1.4751046738259443e-9,0.3710017296982837,0.0871828304855396,0.9699538815600706,0.4305395950184865,2.9099937904855174e-5,20,-1.5628357216598006,0.5,0.5,0.330637588,0.0
128,0.5,3.0,1.0,100.0,0.0,0.48264518204527285,-0.022453115365921317,0.2037457510861144,0.3446984376568999,-3.523753192014034e-9,0.36287145814983823,0.09029772839470873,0.9573001325212105,0.4536936032373262,7.236348655996379e-5,19,-1.5708211276882325,0.5,0.5,0.306124015,0.0
128,0.5,3.1,1.0,100.0,0.0,0.4674619381608507,-0.022954928832358668,0.21229397127943972,0.34354615467821853,-8.272878361526015e-9,0.36382139852986217,0.06059015585369032,0.9613514871957274,0.47670300745772387,0.00017651706609423114,18,-1.5802301250130089,0.5,0.5,0.300553711,0.0
128,0.5,3.2,1.0,100.0,0.0,0.4532217764088277,-0.023362486638506874,0.2197925503881427,0.34247165781062516,-1.9123624444422616e-8,0.3579867121914493,0.14218087493263892,0.9807384028751032,0.49511362229381906,0.0004232147227694365,17,-1.5909434875610238,0.5,0.5,0.271888305,0.0
128,0.5,3.3,1.0,100.0,0.0,0.4397809555397485,-0.023658716150100317,0.22657320438887005,0.34138443157918436,-1.971089404542714e-8,0.2739085282034148,0.14990897743748233,0.7814138128776071,0.4068870368929556,0.0004517428317304794,17,-1.602974519794098,0.5,0.5,0.28452763,0.0
128,0.5,3.4,1.0,100.0,0.0,0.4271426028403661,-0.023738070893486035,0.23250785082807168,0.3404298702494785,-4.4542660535690226e-8,0.3327682985110325,0.1950636467068223,0.7790784209801283,0.37993757172205544,0.001055429864856084,16,-1.615933013624458,0.5,0.5,0.262081318,0.0
128,0.5,3.5,1.0,100.0,0.0,0.41528655981805496,-0.024182326634499096,0.23786641287968238,0.33950859926175947,-9.94728444718429e-8,0.14008322024772202,0.749261656689218,0.7447048192182337,0.2968521267778801,0.0024337346117095818,15,-1.6300738489011493,0.5,0.5,0.244985016,0.0
128,0.5,3.6,1.0,100.0,0.0,0.4040040831132071,-0.02435074564111847,0.2428343230732462,0.33855676698631904,-1.0043805571090247e-7,0.04514775056496667,0.9863531451370435,0.4524862809078267,0.1232324562246978,0.0025339024140393694,15,-1.6452226278524589,0.5,0.5,0.253656961,0.0
128,0.5,3.7,1.0,100.0,0.0,0.3931492801249089,-0.023826297109247024,0.24737904511267297,0.33764396532229124,-4.628450292649966e-8,0.2369903604839685,0.7028094352695413,0.1083493651051759,0.04305938171766943,0.0012022751714312102,16,-1.6609709931243304,0.5,0.5,0.256141852,0.0
128,0.5,3.8,1.0,100.0,0.0,0.38313766078190425,-0.02424988731382724,0.2514450064443732,0.33680814126094893,-2.129783807300334e-8,0.21381176148205228,0.5603431899953645,0.16033654574565404,0.1481311293297649,0.0005691320782167128,17,-1.6778594707324528,0.5,0.5,0.282623179,0.0
128,0.5,3.9,1.0,100.0,0.0,0.3735532791473085,-0.02431426836012046,0.25518363257654486,0.3360073233068236,-2.1147008033572945e-8,0.4095032832046597,0.8512103352638425,0.4103932197143667,0.3212018211309342,0.0005805701669463962,17,-1.6953529231362947,0.5,0.5,0.284395965,0.0
