L,U,V,t,β,δ,uS,wd,QuS,Qwd,I,f,g,g0,ΔT,μ
128,9.5,1.3,1.0,100.0,0.2,0.6913812743305603,0.17354550202457797,0.30632208332792565,0.7589255110492799,21,-1.8848759452950767,0.5,0.5,9.18774145,0.6613616242868136
128,9.5,1.4,1.0,100.0,0.2,0.6807821356622505,0.1963709477595077,0.46897154349445636,0.9176689168272079,19,-1.874239739917325,0.5,0.5,8.354540602,0.6552596504335189
128,9.5,1.5,1.0,100.0,0.2,0.6691752343913888,0.2162235431718758,0.5184470604500113,0.8303333102631649,18,-1.8638570234267497,0.5,0.5,7.948336009,0.6505314106718247
128,9.5,1.6,1.0,100.0,0.2,0.6568418734701595,0.23345430284774155,0.5877987887594749,0.7991009556425621,17,-1.8534083090572724,0.5,0.5,7.514114703,0.6464530841468795
128,9.5,1.7,1.0,100.0,0.2,0.6439911254094883,0.24845462536178542,0.6877002952796474,0.8226624566165519,16,-1.8429649152156218,0.5,0.5,6.941146924,0.6429099262895573
128,9.5,1.8,1.0,100.0,0.2,0.6307593376757057,0.26158604803176366,0.8418919975832218,0.9200123442687502,15,-1.8324498879941675,0.5,0.5,6.586137997,0.6396532769839113
128,9.5,1.9,1.0,100.0,0.2,0.617241740504648,0.273152285237611,0.6231857455996082,0.626505830310764,15,-1.8222359025243622,0.5,0.5,6.503406273,0.6371199551256276
128,9.5,2.0,1.0,100.0,0.2,0.6036377635028383,0.28331281369648237,0.8164444142995109,0.8050866458485517,14,-1.8119758589709773,0.5,0.5,6.14418108,0.6345194603505981
128,9.5,2.1,1.0,100.0,0.2,0.5899836683491935,0.29230536831195386,0.6069527449918954,0.5903031091514244,14,-1.8022801737346108,0.5,0.5,6.136230192,0.6326846852892116
128,9.5,2.2,1.0,100.0,0.2,0.5763903563346715,0.3002714725378345,0.8625754763684768,0.8742879558960581,13,-1.7926154746711194,0.5,0.5,5.669497096,0.6306729539984605
128,9.5,2.3,1.0,100.0,0.2,0.5629175729558045,0.3073555805464739,0.6618094044359424,0.7007499706684905,13,-1.7837886391438489,0.5,0.5,5.721293428,0.6295347866351065
128,9.5,2.4,1.0,100.0,0.2,0.5496375508456754,0.3136629344072762,0.5149772334180902,0.5819864732563573,13,-1.7755280267393305,0.5,0.5,5.793959308,0.6287510502829824
128,9.5,2.5,1.0,100.0,0.2,0.5365740109244082,0.31930512719761506,0.8144441714414974,0.9980050509267313,12,-1.7674621759720117,0.5,0.5,5.39581496,0.6277424381661942
128,9.5,2.6,1.0,100.0,0.2,0.5237909187824422,0.324355997992928,0.6664059253271848,0.883430924403461,12,-1.76050598111564,0.5,0.5,5.383984517,0.6276891463532316
128,9.5,2.7,1.0,100.0,0.2,0.5113053034481054,0.3288913272520657,0.5569472633288886,0.7990081106559188,12,-1.7542539864175628,0.5,0.5,5.404845499,0.6279726839358087
128,9.5,2.8,1.0,100.0,0.2,0.49912469012002175,0.33298053610869344,0.4750666549769855,0.7352006573849712,12,-1.7486731503893922,0.5,0.5,5.428268309,0.6285230473398752
128,9.5,2.9,1.0,100.0,0.2,0.48729254923245197,0.33666802888061065,0.41191774173510165,0.6853920589044993,12,-1.7439114285017532,0.5,0.5,5.44980464,0.6294580887949793
128,9.5,3.0,1.0,100.0,0.2,0.47579774633272065,0.3400062804339804,0.36232394280100166,0.6455327733402294,12,-1.7398960066506632,0.5,0.5,5.39034992,0.6306896549250385
128,9.5,3.1,1.0,100.0,0.2,0.46464295384189663,0.343037981802243,0.3226327022739506,0.6130554617520545,12,-1.7366118797076262,0.5,0.5,5.433614221,0.6321837403379075
128,9.5,3.2,1.0,100.0,0.2,0.4538486455326848,0.3457927190989894,0.2900772355629577,0.5861589562036196,12,-1.734141752712798,0.5,0.5,5.373342663,0.6340110552638731
128,9.5,3.3,1.0,100.0,0.2,0.4433940569207597,0.34830570722204957,0.26331385665001594,0.5638829687073521,12,-1.7323990167821148,0.5,0.5,5.376629309,0.6360859743343008
128,9.5,3.4,1.0,100.0,0.2,0.4332781161728392,0.3506038950265208,0.24122448819219322,0.5457681095368816,12,-1.7313770453819697,0.5,0.5,5.401898347,0.6383964248448107
128,9.5,3.5,1.0,100.0,0.2,0.42350603439310763,0.3527076385331568,0.22290608830344283,0.5315833522900881,12,-1.7311111068871263,0.5,0.5,5.352356804,0.6409785195418878
128,9.5,3.6,1.0,100.0,0.2,0.4140562081304716,0.354640290016988,0.20796381622578686,0.5213073638882237,12,-1.7315249407657953,0.5,0.5,5.486440588,0.6437660778855938
128,9.5,3.7,1.0,100.0,0.2,0.40492377962387316,0.3564195938959812,0.1957412597354269,0.5147681146391303,12,-1.7326089186243745,0.5,0.5,5.435589673,0.6467529629824089
128,9.5,3.8,1.0,100.0,0.2,0.39610650142257536,0.35805959537273757,0.185067075152201,0.5113132745258042,12,-1.7343741936496957,0.5,0.5,5.466118048,0.6499582950883034
128,9.5,3.9,1.0,100.0,0.2,0.3875856391016145,0.35957573061107506,0.17344333240987275,0.5095290770800176,12,-1.73676282045311,0.5,0.5,5.487468155,0.6533382228248661
128,9.5,4.0,1.0,100.0,0.2,0.37935474145229353,0.3609799525435047,0.1553594822985005,0.5070297088907161,12,-1.7397633972958013,0.5,0.5,5.498226606,0.6568891968760572
128,10.0,0.0,1.0,100.0,0.2,0.7186733991504277,0.0,0.6041732413577527,0.09765625,12,-2.17802153554457,0.5,0.5,5.068270184,1.0579579596316204
128,10.0,0.1,1.0,100.0,0.2,0.7186718505845237,1.5295733696397252e-5,0.6042654464513131,0.26026860639499844,12,-2.151463144507879,0.5,0.5,5.168102018,1.0200174818570011
128,10.0,0.2,1.0,100.0,0.2,0.7186701203087629,8.809929564283017e-5,0.6047559242059464,0.6355337499872112,12,-2.1249035701150505,0.5,0.5,5.077602786,0.9820755024059491
128,10.0,0.3,1.0,100.0,0.2,0.7186681626853946,0.00023903241313256803,0.3032681813297522,0.9430272424640145,13,-2.098325963089429,0.5,0.5,5.556475552,0.9441080126079843
128,10.0,0.4,1.0,100.0,0.2,0.7186659518837091,0.0003486100205666444,0.03857156234099435,0.8052275886973629,16,-2.0717383432508187,0.5,0.5,6.856555612,0.9061265200946208
128,10.0,0.5,1.0,100.0,0.2,0.7186633740073769,0.0006057804844488994,0.0031407979093067695,0.8044436304690205,20,-2.0451606595797482,0.5,0.5,8.557419965,0.8681596721095794
128,10.0,0.6,1.0,100.0,0.2,0.7186598963557653,0.0013830400035967619,0.0014862809647464559,0.9312107612654799,26,-2.0185857325341905,0.5,0.5,11.145174069,0.8301978149812639
128,10.0,0.7,1.0,100.0,0.2,0.718648009232384,0.004698957525907916,0.004398167241737028,0.9981797553859674,38,-1.992041833448605,0.5,0.5,16.243495952,0.7922880820935371
128,10.0,0.8,1.0,100.0,0.2,0.7183133839999016,0.02640460981497482,0.02760781763599951,0.9579996125642226,30,-1.9665538676216927,0.5,0.5,13.200403541,0.7561297331464527
128,10.0,0.9,1.0,100.0,0.2,0.7169120652839117,0.05462776836133883,0.08262265863856477,0.9984957933231176,18,-1.943516208050176,0.5,0.5,7.660931743,0.7242453312550812
128,10.0,1.0,1.0,100.0,0.2,0.71395409858769,0.0841382448481188,0.10424997102087552,0.881545078946,18,-1.923676818095147,0.5,0.5,7.7418446,0.6981022615963232
128,10.0,1.1,1.0,100.0,0.2,0.7084525438770575,0.11685795134352198,0.1981027328619156,0.9546386951770347,22,-1.908688619160866,0.5,0.5,9.511100195,0.6810744947291925
128,10.0,1.2,1.0,100.0,0.2,0.7007562437457964,0.1470613147334835,0.2596609040059761,0.8637056135061827,22,-1.8960851200617572,0.5,0.5,9.516289786,0.6694418118941948
128,10.0,1.3,1.0,100.0,0.2,0.6913812743305603,0.17354550202457797,0.30632208332792565,0.7589255110492799,21,-1.8848759452950767,0.5,0.5,9.224298676,0.6613616242868136
128,10.0,1.4,1.0,100.0,0.2,0.6807821356622505,0.1963709477595077,0.46897154349445636,0.9176689168272079,19,-1.874239739917325,0.5,0.5,8.311880506,0.6552596504335189
128,10.0,1.5,1.0,100.0,0.2,0.6691752343913888,0.2162235431718758,0.5184470604500113,0.8303333102631649,18,-1.8638570234267497,0.5,0.5,7.908984011,0.6505314106718247
128,10.0,1.6,1.0,100.0,0.2,0.6568418734701595,0.23345430284774155,0.5877987887594749,0.7991009556425621,17,-1.8534083090572724,0.5,0.5,7.52140168,0.6464530841468795
128,10.0,1.7,1.0,100.0,0.2,0.6439911254094883,0.24845462536178542,0.6877002952796474,0.8226624566165519,16,-1.8429649152156218,0.5,0.5,6.91993486,0.6429099262895573
128,10.0,1.8,1.0,100.0,0.2,0.6307593376757057,0.26158604803176366,0.8418919975832218,0.9200123442687502,15,-1.8324498879941675,0.5,0.5,6.583436913,0.6396532769839113
128,10.0,1.9,1.0,100.0,0.2,0.617241740504648,0.273152285237611,0.6231857455996082,0.626505830310764,15,-1.8222359025243622,0.5,0.5,6.467293047,0.6371199551256276
128,10.0,2.0,1.0,100.0,0.2,0.6036377635028383,0.28331281369648237,0.8164444142995109,0.8050866458485517,14,-1.8119758589709773,0.5,0.5,6.121550357,0.6345194603505981
128,10.0,2.1,1.0,100.0,0.2,0.5899836683491935,0.29230536831195386,0.6069527449918954,0.5903031091514244,14,-1.8022801737346108,0.5,0.5,6.111160601,0.6326846852892116
128,10.0,2.2,1.0,100.0,0.2,0.5763903563346715,0.3002714725378345,0.8625754763684768,0.8742879558960581,13,-1.7926154746711194,0.5,0.5,5.635169141,0.6306729539984605
128,10.0,2.3,1.0,100.0,0.2,0.5629175729558045,0.3073555805464739,0.6618094044359424,0.7007499706684905,13,-1.7837886391438489,0.5,0.5,5.689462432,0.6295347866351065
128,10.0,2.4,1.0,100.0,0.2,0.5496375508456754,0.3136629344072762,0.5149772334180902,0.5819864732563573,13,-1.7755280267393305,0.5,0.5,5.789698862,0.6287510502829824
128,10.0,2.5,1.0,100.0,0.2,0.5365740109244082,0.31930512719761506,0.8144441714414974,0.9980050509267313,12,-1.7674621759720117,0.5,0.5,5.385514348,0.6277424381661942
128,10.0,2.6,1.0,100.0,0.2,0.5237909187824422,0.324355997992928,0.6664059253271848,0.883430924403461,12,-1.76050598111564,0.5,0.5,5.354046018,0.6276891463532316
128,10.0,2.7,1.0,100.0,0.2,0.5113053034481054,0.3288913272520657,0.5569472633288886,0.7990081106559188,12,-1.7542539864175628,0.5,0.5,5.383481882,0.6279726839358087
128,10.0,2.8,1.0,100.0,0.2,0.49912469012002175,0.33298053610869344,0.4750666549769855,0.7352006573849712,12,-1.7486731503893922,0.5,0.5,5.41212443,0.6285230473398752
128,10.0,2.9,1.0,100.0,0.2,0.48729254923245197,0.33666802888061065,0.41191774173510165,0.6853920589044993,12,-1.7439114285017532,0.5,0.5,5.480330108,0.6294580887949793
128,10.0,3.0,1.0,100.0,0.2,0.47579774633272065,0.3400062804339804,0.36232394280100166,0.6455327733402294,12,-1.7398960066506632,0.5,0.5,5.403742348,0.6306896549250385
128,10.0,3.1,1.0,100.0,0.2,0.46464295384189663,0.343037981802243,0.3226327022739506,0.6130554617520545,12,-1.7366118797076262,0.5,0.5,5.459070961,0.6321837403379075
128,10.0,3.2,1.0,100.0,0.2,0.4538486455326848,0.3457927190989894,0.2900772355629577,0.5861589562036196,12,-1.734141752712798,0.5,0.5,5.404427041,0.6340110552638731
128,10.0,3.3,1.0,100.0,0.2,0.4433940569207597,0.34830570722204957,0.26331385665001594,0.5638829687073521,12,-1.7323990167821148,0.5,0.5,5.403172761,0.6360859743343008
128,10.0,3.4,1.0,100.0,0.2,0.4332781161728392,0.3506038950265208,0.24122448819219322,0.5457681095368816,12,-1.7313770453819697,0.5,0.5,5.44706238,0.6383964248448107
128,10.0,3.5,1.0,100.0,0.2,0.42350603439310763,0.3527076385331568,0.22290608830344283,0.5315833522900881,12,-1.7311111068871263,0.5,0.5,5.390713759,0.6409785195418878
128,10.0,3.6,1.0,100.0,0.2,0.4140562081304716,0.354640290016988,0.20796381622578686,0.5213073638882237,12,-1.7315249407657953,0.5,0.5,5.517365724,0.6437660778855938
128,10.0,3.7,1.0,100.0,0.2,0.40492377962387316,0.3564195938959812,0.1957412597354269,0.5147681146391303,12,-1.7326089186243745,0.5,0.5,5.464314498,0.6467529629824089
128,10.0,3.8,1.0,100.0,0.2,0.39610650142257536,0.35805959537273757,0.185067075152201,0.5113132745258042,12,-1.7343741936496957,0.5,0.5,5.508461914,0.6499582950883034
128,10.0,3.9,1.0,100.0,0.2,0.3875856391016145,0.35957573061107506,0.17344333240987275,0.5095290770800176,12,-1.73676282045311,0.5,0.5,5.476278718,0.6533382228248661
128,10.0,4.0,1.0,100.0,0.2,0.37935474145229353,0.3609799525435047,0.1553594822985005,0.5070297088907161,12,-1.7397633972958013,0.5,0.5,5.499982932,0.6568891968760572
128,10.5,0.0,1.0,100.0,0.2,0.7186733991504277,0.0,0.6041732413577527,0.09765625,12,-2.17802153554457,0.5,0.5,5.034881964,1.0579579596316204
128,10.5,0.1,1.0,100.0,0.2,0.7186718505845237,1.5295733696397252e-5,0.6042654464513131,0.26026860639499844,12,-2.151463144507879,0.5,0.5,5.175318255,1.0200174818570011
128,10.5,0.2,1.0,100.0,0.2,0.7186701203087629,8.809929564283017e-5,0.6047559242059464,0.6355337499872112,12,-2.1249035701150505,0.5,0.5,5.088604336,0.9820755024059491
128,10.5,0.3,1.0,100.0,0.2,0.7186681626853946,0.00023903241313256803,0.3032681813297522,0.9430272424640145,13,-2.098325963089429,0.5,0.5,5.557930473,0.9441080126079843
128,10.5,0.4,1.0,100.0,0.2,0.7186659518837091,0.0003486100205666444,0.03857156234099435,0.8052275886973629,16,-2.0717383432508187,0.5,0.5,6.894193043,0.9061265200946208
128,10.5,0.5,1.0,100.0,0.2,0.7186633740073769,0.0006057804844488994,0.0031407979093067695,0.8044436304690205,20,-2.0451606595797482,0.5,0.5,8.606759693,0.8681596721095794
128,10.5,0.6,1.0,100.0,0.2,0.7186598963557653,0.0013830400035967619,0.0014862809647464559,0.9312107612654799,26,-2.0185857325341905,0.5,0.5,11.189851509,0.8301978149812639
128,10.5,0.7,1.0,100.0,0.2,0.718648009232384,0.004698957525907916,0.004398167241737028,0.9981797553859674,38,-1.992041833448605,0.5,0.5,16.325800416,0.7922880820935371
128,10.5,0.8,1.0,100.0,0.2,0.7183133839999016,0.02640460981497482,0.02760781763599951,0.9579996125642226,30,-1.9665538676216927,0.5,0.5,12.832041494,0.7561297331464527
128,10.5,0.9,1.0,100.0,0.2,0.7169120652839117,0.05462776836133883,0.08262265863856477,0.9984957933231176,18,-1.943516208050176,0.5,0.5,7.703006482,0.7242453312550812
128,10.5,1.0,1.0,100.0,0.2,0.71395409858769,0.0841382448481188,0.10424997102087552,0.881545078946,18,-1.923676818095147,0.5,0.5,7.783999501,0.6981022615963232
128,10.5,1.1,1.0,100.0,0.2,0.7084525438770575,0.11685795134352198,0.1981027328619156,0.9546386951770347,22,-1.908688619160866,0.5,0.5,9.508035402,0.6810744947291925
128,10.5,1.2,1.0,100.0,0.2,0.7007562437457964,0.1470613147334835,0.2596609040059761,0.8637056135061827,22,-1.8960851200617572,0.5,0.5,9.468185449,0.6694418118941948
128,10.5,1.3,1.0,100.0,0.2,0.6913812743305603,0.17354550202457797,0.30632208332792565,0.7589255110492799,21,-1.8848759452950767,0.5,0.5,9.203107952,0.6613616242868136
128,10.5,1.4,1.0,100.0,0.2,0.6807821356622505,0.1963709477595077,0.46897154349445636,0.9176689168272079,19,-1.874239739917325,0.5,0.5,8.317412234,0.6552596504335189
128,10.5,1.5,1.0,100.0,0.2,0.6691752343913888,0.2162235431718758,0.5184470604500113,0.8303333102631649,18,-1.8638570234267497,0.5,0.5,7.908575537,0.6505314106718247
128,10.5,1.6,1.0,100.0,0.2,0.6568418734701595,0.23345430284774155,0.5877987887594749,0.7991009556425621,17,-1.8534083090572724,0.5,0.5,7.487166579,0.6464530841468795
128,10.5,1.7,1.0,100.0,0.2,0.6439911254094883,0.24845462536178542,0.6877002952796474,0.8226624566165519,16,-1.8429649152156218,0.5,0.5,6.932119148,0.6429099262895573
128,10.5,1.8,1.0,100.0,0.2,0.6307593376757057,0.26158604803176366,0.8418919975832218,0.9200123442687502,15,-1.8324498879941675,0.5,0.5,6.559616797,0.6396532769839113
128,10.5,1.9,1.0,100.0,0.2,0.617241740504648,0.273152285237611,0.6231857455996082,0.626505830310764,15,-1.8222359025243622,0.5,0.5,6.465306669,0.6371199551256276
128,10.5,2.0,1.0,100.0,0.2,0.6036377635028383,0.28331281369648237,0.8164444142995109,0.8050866458485517,14,-1.8119758589709773,0.5,0.5,6.140808702,0.6345194603505981
128,10.5,2.1,1.0,100.0,0.2,0.5899836683491935,0.29230536831195386,0.6069527449918954,0.5903031091514244,14,-1.8022801737346108,0.5,0.5,6.114759069,0.6326846852892116
128,10.5,2.2,1.0,100.0,0.2,0.5763903563346715,0.3002714725378345,0.8625754763684768,0.8742879558960581,13,-1.7926154746711194,0.5,0.5,5.656694561,0.6306729539984605
128,10.5,2.3,1.0,100.0,0.2,0.5629175729558045,0.3073555805464739,0.6618094044359424,0.7007499706684905,13,-1.7837886391438489,0.5,0.5,5.689466783,0.6295347866351065
128,10.5,2.4,1.0,100.0,0.2,0.5496375508456754,0.3136629344072762,0.5149772334180902,0.5819864732563573,13,-1.7755280267393305,0.5,0.5,5.795700768,0.6287510502829824
128,10.5,2.5,1.0,100.0,0.2,0.5365740109244082,0.31930512719761506,0.8144441714414974,0.9980050509267313,12,-1.7674621759720117,0.5,0.5,5.39290579,0.6277424381661942
128,10.5,2.6,1.0,100.0,0.2,0.5237909187824422,0.324355997992928,0.6664059253271848,0.883430924403461,12,-1.76050598111564,0.5,0.5,5.36792407,0.6276891463532316
128,10.5,2.7,1.0,100.0,0.2,0.5113053034481054,0.3288913272520657,0.5569472633288886,0.7990081106559188,12,-1.7542539864175628,0.5,0.5,5.394928604,0.6279726839358087
128,10.5,2.8,1.0,100.0,0.2,0.49912469012002175,0.33298053610869344,0.4750666549769855,0.7352006573849712,12,-1.7486731503893922,0.5,0.5,5.382996504,0.6285230473398752
128,10.5,2.9,1.0,100.0,0.2,0.48729254923245197,0.33666802888061065,0.41191774173510165,0.6853920589044993,12,-1.7439114285017532,0.5,0.5,5.443028141,0.6294580887949793
128,10.5,3.0,1.0,100.0,0.2,0.47579774633272065,0.3400062804339804,0.36232394280100166,0.6455327733402294,12,-1.7398960066506632,0.5,0.5,5.36598225,0.6306896549250385
128,10.5,3.1,1.0,100.0,0.2,0.46464295384189663,0.343037981802243,0.3226327022739506,0.6130554617520545,12,-1.7366118797076262,0.5,0.5,5.423765085,0.6321837403379075
128,10.5,3.2,1.0,100.0,0.2,0.4538486455326848,0.3457927190989894,0.2900772355629577,0.5861589562036196,12,-1.734141752712798,0.5,0.5,5.376652108,0.6340110552638731
128,10.5,3.3,1.0,100.0,0.2,0.4433940569207597,0.34830570722204957,0.26331385665001594,0.5638829687073521,12,-1.7323990167821148,0.5,0.5,5.386402645,0.6360859743343008
128,10.5,3.4,1.0,100.0,0.2,0.4332781161728392,0.3506038950265208,0.24122448819219322,0.5457681095368816,12,-1.7313770453819697,0.5,0.5,5.41889464,0.6383964248448107
128,10.5,3.5,1.0,100.0,0.2,0.42350603439310763,0.3527076385331568,0.22290608830344283,0.5315833522900881,12,-1.7311111068871263,0.5,0.5,5.367509835,0.6409785195418878
128,10.5,3.6,1.0,100.0,0.2,0.4140562081304716,0.354640290016988,0.20796381622578686,0.5213073638882237,12,-1.7315249407657953,0.5,0.5,5.465330008,0.6437660778855938
128,10.5,3.7,1.0,100.0,0.2,0.40492377962387316,0.3564195938959812,0.1957412597354269,0.5147681146391303,12,-1.7326089186243745,0.5,0.5,5.802728538,0.6467529629824089
128,10.5,3.8,1.0,100.0,0.2,0.39610650142257536,0.35805959537273757,0.185067075152201,0.5113132745258042,12,-1.7343741936496957,0.5,0.5,5.470022598,0.6499582950883034
128,10.5,3.9,1.0,100.0,0.2,0.3875856391016145,0.35957573061107506,0.17344333240987275,0.5095290770800176,12,-1.73676282045311,0.5,0.5,5.453460928,0.6533382228248661
128,10.5,4.0,1.0,100.0,0.2,0.37935474145229353,0.3609799525435047,0.1553594822985005,0.5070297088907161,12,-1.7397633972958013,0.5,0.5,5.469059871,0.6568891968760572
128,11.0,0.0,1.0,100.0,0.2,0.7186733991504277,0.0,0.6041732413577527,0.09765625,12,-2.17802153554457,0.5,0.5,5.037945752,1.0579579596316204
128,11.0,0.1,1.0,100.0,0.2,0.7186718505845237,1.5295733696397252e-5,0.6042654464513131,0.26026860639499844,12,-2.151463144507879,0.5,0.5,5.130191844,1.0200174818570011
128,11.0,0.2,1.0,100.0,0.2,0.7186701203087629,8.809929564283017e-5,0.6047559242059464,0.6355337499872112,12,-2.1249035701150505,0.5,0.5,5.042632898,0.9820755024059491
128,11.0,0.3,1.0,100.0,0.2,0.7186681626853946,0.00023903241313256803,0.3032681813297522,0.9430272424640145,13,-2.098325963089429,0.5,0.5,5.508410779,0.9441080126079843
128,11.0,0.4,1.0,100.0,0.2,0.7186659518837091,0.0003486100205666444,0.03857156234099435,0.8052275886973629,16,-2.0717383432508187,0.5,0.5,6.804262874,0.9061265200946208
128,11.0,0.5,1.0,100.0,0.2,0.7186633740073769,0.0006057804844488994,0.0031407979093067695,0.8044436304690205,20,-2.0451606595797482,0.5,0.5,8.497174898,0.8681596721095794
128,11.0,0.6,1.0,100.0,0.2,0.7186598963557653,0.0013830400035967619,0.0014862809647464559,0.9312107612654799,26,-2.0185857325341905,0.5,0.5,11.070581432,0.8301978149812639
128,11.0,0.7,1.0,100.0,0.2,0.718648009232384,0.004698957525907916,0.004398167241737028,0.9981797553859674,38,-1.992041833448605,0.5,0.5,16.148451214,0.7922880820935371
128,11.0,0.8,1.0,100.0,0.2,0.7183133839999016,0.02640460981497482,0.02760781763599951,0.9579996125642226,30,-1.9665538676216927,0.5,0.5,12.695359162,0.7561297331464527
128,11.0,0.9,1.0,100.0,0.2,0.7169120652839117,0.05462776836133883,0.08262265863856477,0.9984957933231176,18,-1.943516208050176,0.5,0.5,7.620296613,0.7242453312550812
128,11.0,1.0,1.0,100.0,0.2,0.71395409858769,0.0841382448481188,0.10424997102087552,0.881545078946,18,-1.923676818095147,0.5,0.5,7.72789019,0.6981022615963232
128,11.0,1.1,1.0,100.0,0.2,0.7084525438770575,0.11685795134352198,0.1981027328619156,0.9546386951770347,22,-1.908688619160866,0.5,0.5,9.457093209,0.6810744947291925
128,11.0,1.2,1.0,100.0,0.2,0.7007562437457964,0.1470613147334835,0.2596609040059761,0.8637056135061827,22,-1.8960851200617572,0.5,0.5,9.428445109,0.6694418118941948
128,11.0,1.3,1.0,100.0,0.2,0.6913812743305603,0.17354550202457797,0.30632208332792565,0.7589255110492799,21,-1.8848759452950767,0.5,0.5,9.130654697,0.6613616242868136
128,11.0,1.4,1.0,100.0,0.2,0.6807821356622505,0.1963709477595077,0.46897154349445636,0.9176689168272079,19,-1.874239739917325,0.5,0.5,8.25909203,0.6552596504335189
128,11.0,1.5,1.0,100.0,0.2,0.6691752343913888,0.2162235431718758,0.5184470604500113,0.8303333102631649,18,-1.8638570234267497,0.5,0.5,7.866423785,0.6505314106718247
128,11.0,1.6,1.0,100.0,0.2,0.6568418734701595,0.23345430284774155,0.5877987887594749,0.7991009556425621,17,-1.8534083090572724,0.5,0.5,7.425844861,0.6464530841468795
128,11.0,1.7,1.0,100.0,0.2,0.6439911254094883,0.24845462536178542,0.6877002952796474,0.8226624566165519,16,-1.8429649152156218,0.5,0.5,6.870666849,0.6429099262895573
128,11.0,1.8,1.0,100.0,0.2,0.6307593376757057,0.26158604803176366,0.8418919975832218,0.9200123442687502,15,-1.8324498879941675,0.5,0.5,6.544169213,0.6396532769839113
128,11.0,1.9,1.0,100.0,0.2,0.617241740504648,0.273152285237611,0.6231857455996082,0.626505830310764,15,-1.8222359025243622,0.5,0.5,6.436526081,0.6371199551256276
128,11.0,2.0,1.0,100.0,0.2,0.6036377635028383,0.28331281369648237,0.8164444142995109,0.8050866458485517,14,-1.8119758589709773,0.5,0.5,6.117743107,0.6345194603505981
128,11.0,2.1,1.0,100.0,0.2,0.5899836683491935,0.29230536831195386,0.6069527449918954,0.5903031091514244,14,-1.8022801737346108,0.5,0.5,6.067446997,0.6326846852892116
128,11.0,2.2,1.0,100.0,0.2,0.5763903563346715,0.3002714725378345,0.8625754763684768,0.8742879558960581,13,-1.7926154746711194,0.5,0.5,5.629723886,0.6306729539984605
128,11.0,2.3,1.0,100.0,0.2,0.5629175729558045,0.3073555805464739,0.6618094044359424,0.7007499706684905,13,-1.7837886391438489,0.5,0.5,5.65865456,0.6295347866351065
128,11.0,2.4,1.0,100.0,0.2,0.5496375508456754,0.3136629344072762,0.5149772334180902,0.5819864732563573,13,-1.7755280267393305,0.5,0.5,5.751420291,0.6287510502829824
128,11.0,2.5,1.0,100.0,0.2,0.5365740109244082,0.31930512719761506,0.8144441714414974,0.9980050509267313,12,-1.7674621759720117,0.5,0.5,5.361769906,0.6277424381661942
128,11.0,2.6,1.0,100.0,0.2,0.5237909187824422,0.324355997992928,0.6664059253271848,0.883430924403461,12,-1.76050598111564,0.5,0.5,5.347353727,0.6276891463532316
128,11.0,2.7,1.0,100.0,0.2,0.5113053034481054,0.3288913272520657,0.5569472633288886,0.7990081106559188,12,-1.7542539864175628,0.5,0.5,5.384791822,0.6279726839358087
128,11.0,2.8,1.0,100.0,0.2,0.49912469012002175,0.33298053610869344,0.4750666549769855,0.7352006573849712,12,-1.7486731503893922,0.5,0.5,5.365169612,0.6285230473398752
128,11.0,2.9,1.0,100.0,0.2,0.48729254923245197,0.33666802888061065,0.41191774173510165,0.6853920589044993,12,-1.7439114285017532,0.5,0.5,5.419213393,0.6294580887949793
128,11.0,3.0,1.0,100.0,0.2,0.47579774633272065,0.3400062804339804,0.36232394280100166,0.6455327733402294,12,-1.7398960066506632,0.5,0.5,5.346616591,0.6306896549250385
128,11.0,3.1,1.0,100.0,0.2,0.46464295384189663,0.343037981802243,0.3226327022739506,0.6130554617520545,12,-1.7366118797076262,0.5,0.5,5.388132977,0.6321837403379075
128,11.0,3.2,1.0,100.0,0.2,0.4538486455326848,0.3457927190989894,0.2900772355629577,0.5861589562036196,12,-1.734141752712798,0.5,0.5,5.342465744,0.6340110552638731
128,11.0,3.3,1.0,100.0,0.2,0.4433940569207597,0.34830570722204957,0.26331385665001594,0.5638829687073521,12,-1.7323990167821148,0.5,0.5,5.349105856,0.6360859743343008
128,11.0,3.4,1.0,100.0,0.2,0.4332781161728392,0.3506038950265208,0.24122448819219322,0.5457681095368816,12,-1.7313770453819697,0.5,0.5,5.412872316,0.6383964248448107
128,11.0,3.5,1.0,100.0,0.2,0.42350603439310763,0.3527076385331568,0.22290608830344283,0.5315833522900881,12,-1.7311111068871263,0.5,0.5,5.327732553,0.6409785195418878
128,11.0,3.6,1.0,100.0,0.2,0.4140562081304716,0.354640290016988,0.20796381622578686,0.5213073638882237,12,-1.7315249407657953,0.5,0.5,5.470045858,0.6437660778855938
128,11.0,3.7,1.0,100.0,0.2,0.40492377962387316,0.3564195938959812,0.1957412597354269,0.5147681146391303,12,-1.7326089186243745,0.5,0.5,5.404239206,0.6467529629824089
128,11.0,3.8,1.0,100.0,0.2,0.39610650142257536,0.35805959537273757,0.185067075152201,0.5113132745258042,12,-1.7343741936496957,0.5,0.5,5.47517087,0.6499582950883034
128,11.0,3.9,1.0,100.0,0.2,0.3875856391016145,0.35957573061107506,0.17344333240987275,0.5095290770800176,12,-1.73676282045311,0.5,0.5,5.48194613,0.6533382228248661
