L,U,V,t,β,δ,uS,wS,ws,QuS,QwS,Qws,I,f,g,g0,ΔT,μ
128,9.0,1.9,1.0,100.0,0.0,0.5303242079631654,2.0816681711721685e-17,NaN,2.220446049250313e-13,7.401481506201662e-14,1105.9583097464797,100,NaN,0.5,0.5,1.222323704,0.0
128,9.0,2.0,1.0,100.0,0.0,0.5194726838441479,6.938893903907228e-18,NaN,4.440892098500626e-13,5.5511064648328704e-14,1117.2576772077878,100,NaN,0.5,0.5,1.20996108,0.0
128,9.0,2.1,1.0,100.0,0.0,0.5088503026420657,3.469446951953614e-17,NaN,0.0,9.251831790177825e-14,1127.8687369232027,100,NaN,0.5,0.5,1.216074102,0.0
128,9.0,2.2,1.0,100.0,0.0,0.49847196363277035,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.700728813774971e-14,1137.8287797172013,100,NaN,0.5,0.5,1.222096544,0.0
128,9.0,2.3,1.0,100.0,0.0,0.4883485130023678,4.163336342344337e-17,NaN,2.220446049250313e-13,1.1472270082887275e-13,1147.1754273643833,100,NaN,0.5,0.5,1.220494962,0.0
128,9.0,2.4,1.0,100.0,0.0,0.47848726642512385,4.85722573273506e-17,NaN,1.1102230246251565e-13,1.3877525039613386e-13,1155.9459308801047,100,NaN,0.5,0.5,1.213063488,0.0
128,9.0,2.5,1.0,100.0,0.0,0.46889251390491904,1.3877787807814457e-17,NaN,0.0,3.700599603243035e-14,1164.1766407954071,100,NaN,0.5,0.5,1.215119378,0.0
128,9.0,2.6,1.0,100.0,0.0,0.45956599146673366,3.469446951953614e-17,NaN,1.1102230246251565e-13,9.251423365084682e-14,1171.9026236058035,100,NaN,0.5,0.5,1.222797501,0.0
128,9.0,2.7,1.0,100.0,0.0,0.4505073107422818,4.85722573273506e-17,NaN,0.0,1.2027142846993176e-13,1179.1573988557504,100,NaN,0.5,0.5,1.217243558,0.0
128,9.0,2.8,1.0,100.0,0.0,0.441714342349748,2.7755575615628914e-17,NaN,3.3306690738754696e-13,6.78396737618536e-14,1185.9727732254246,100,NaN,0.5,0.5,1.212067426,0.0
128,9.0,2.9,1.0,100.0,0.0,0.43318355242213225,0.0,NaN,0.0,3.859392777141825e-18,1192.3787507407856,100,NaN,0.5,0.5,1.215142103,0.0
128,9.0,3.0,1.0,100.0,0.0,0.42491029394935537,1.3877787807814457e-17,NaN,0.0,3.7003872377268554e-14,1198.4035012900104,100,NaN,0.5,0.5,1.219897291,0.0
128,9.0,3.1,1.0,100.0,0.0,0.41688905602512993,1.3877787807814457e-17,NaN,0.0,3.700026345612207e-14,1204.0733726534945,100,NaN,0.5,0.5,1.215292198,0.0
128,9.0,3.2,1.0,100.0,0.0,0.4091136748624621,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.4093169221336156e-18,1209.4129340415157,100,NaN,0.5,0.5,1.204932023,0.0
128,9.0,3.3,1.0,100.0,0.0,0.40157751075378867,2.7755575615628914e-17,NaN,2.220446049250313e-13,1.1100082638190555e-13,1214.4450415863103,100,NaN,0.5,0.5,1.201193638,0.0
128,9.0,3.4,1.0,100.0,0.0,0.39427359515439675,4.163336342344337e-17,NaN,3.3306690738754696e-13,9.516202201582033e-14,1219.1909183232312,100,NaN,0.5,0.5,1.204710758,0.0
128,9.0,3.5,1.0,100.0,0.0,0.38719475187475716,4.163336342344337e-17,NaN,2.220446049250313e-13,1.1101597226219826e-13,1223.6702429285,100,NaN,0.5,0.5,1.206703729,0.0
128,9.0,3.6,1.0,100.0,0.0,0.3803336960612104,2.7755575615628914e-17,NaN,0.0,8.634504971082937e-14,1227.9012428903222,100,NaN,0.5,0.5,1.204156723,0.0
128,9.0,3.7,1.0,100.0,0.0,0.3736831142827187,2.7755575615628914e-17,NaN,2.220446049250313e-13,1.1098915031458495e-13,1231.900788916995,100,NaN,0.5,0.5,1.199207772,0.0
128,9.0,3.8,1.0,100.0,0.0,0.36723572866281073,2.7755575615628914e-17,NaN,0.0,7.393224631986854e-14,1235.6844882735015,100,NaN,0.5,0.5,1.195699513,0.0
128,9.0,3.9,1.0,100.0,0.0,0.3609843476251027,4.163336342344337e-17,NaN,0.0,1.1101587018085842e-13,1239.266775428297,100,NaN,0.5,0.5,1.200323555,0.0
128,9.0,4.0,1.0,100.0,0.0,0.3549219054726974,4.163336342344337e-17,NaN,4.440892098500626e-13,9.251467259717222e-14,1242.6609989217138,100,NaN,0.5,0.5,1.199747149,0.0
128,9.5,0.0,1.0,100.0,0.0,0.7171563952281605,1.3877787807814457e-17,NaN,0.0,3.700743415417157e-14,787.6015123602573,100,NaN,0.5,0.5,1.203808705,0.0
128,9.5,0.1,1.0,100.0,0.0,0.709332817642114,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.7007434154171226e-14,809.2105162388217,100,NaN,0.5,0.5,1.204548325,0.0
128,9.5,0.2,1.0,100.0,0.0,0.7010209359960735,3.469446951953614e-18,NaN,0.0,9.251858538541349e-15,830.766375627416,100,NaN,0.5,0.5,1.204529938,0.0
128,9.5,0.3,1.0,100.0,0.0,0.6922320151431607,2.0816681711721685e-17,NaN,0.0,5.551115123125456e-14,852.1759832037399,100,NaN,0.5,0.5,1.212269663,0.0
128,9.5,0.4,1.0,100.0,0.0,0.6829855848944242,1.3877787807814457e-17,NaN,0.0,3.7007434154164145e-14,873.344432884004,100,NaN,0.5,0.5,1.213317366,0.0
128,9.5,0.5,1.0,100.0,0.0,0.6733094834885489,2.7755575615628914e-17,NaN,0.0,7.401486830832529e-14,894.1776606653224,100,NaN,0.5,0.5,1.214327909,0.0
128,9.5,0.6,1.0,100.0,0.0,0.6632394593336653,2.0816681711721685e-17,NaN,2.220446049250313e-13,5.551115123120572e-14,914.5852150279809,100,NaN,0.5,0.5,1.214442456,0.0
128,9.5,0.7,1.0,100.0,0.0,0.652818327880467,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.7007434154045955e-14,934.4829501045524,100,NaN,0.5,0.5,1.214052018,0.0
128,9.5,0.8,1.0,100.0,0.0,0.6420947309354136,6.938893903907228e-18,NaN,2.220446049250313e-13,1.8503717076784063e-14,953.7954309275954,100,NaN,0.5,0.5,1.212311024,0.0
128,9.5,0.9,1.0,100.0,0.0,0.6311215919205289,1.3877787807814457e-17,NaN,0.0,3.7007434153178536e-14,972.4578670797092,100,NaN,0.5,0.5,1.211601459,0.0
128,9.5,1.0,1.0,100.0,0.0,0.6199543934933911,6.938893903907228e-18,NaN,0.0,1.850371707486373e-14,990.4174447967347,100,NaN,0.5,0.5,1.222135124,0.0
128,9.5,1.1,1.0,100.0,0.0,0.6086494175371326,2.7755575615628914e-17,NaN,0.0,6.476300976374135e-14,1007.6339975920059,100,NaN,0.5,0.5,1.208586777,0.0
128,9.5,1.2,1.0,100.0,0.0,0.5972620804626663,4.163336342344337e-17,NaN,2.220446049250313e-13,1.1102230244104801e-13,1024.0800281586958,100,NaN,0.5,0.5,1.200254961,0.0
128,9.5,1.3,1.0,100.0,0.0,0.5858454723844633,4.163336342344337e-17,NaN,0.0,1.1102230242472085e-13,1039.7401567714776,100,NaN,0.5,0.5,1.198666857,0.0
128,9.5,1.4,1.0,100.0,0.0,0.5744491736345065,2.7755575615628914e-17,NaN,0.0,8.32667267606728e-14,1054.610114727302,100,NaN,0.5,0.5,1.199143722,0.0
128,9.5,1.5,1.0,100.0,0.0,0.563118383897433,-1.3877787807814457e-17,NaN,4.440892098500626e-13,4.3175340279760475e-14,1068.6954221219692,100,NaN,0.5,0.5,1.202040498,0.0
128,9.5,1.6,1.0,100.0,0.0,0.5518933645879097,3.469446951953614e-17,NaN,2.220446049250313e-13,8.635067892548597e-14,1082.0098891637062,100,NaN,0.5,0.5,1.199565974,0.0
128,9.5,1.7,1.0,100.0,0.0,0.5408091682628371,1.3877787807814457e-17,NaN,0.0,3.700743332431481e-14,1094.5740644171592,100,NaN,0.5,0.5,1.195116836,0.0
128,9.5,1.8,1.0,100.0,0.0,0.5298956115913838,6.938893903907228e-17,NaN,0.0,1.8503714454160673e-13,1106.4137283186496,100,NaN,0.5,0.5,1.195640552,0.0
128,9.5,1.9,1.0,100.0,0.0,0.5191774402797924,2.0816681711721685e-17,NaN,4.440892098500626e-13,5.551114543907639e-14,1117.558502044481,100,NaN,0.5,0.5,1.192395675,0.0
128,9.5,2.0,1.0,100.0,0.0,0.5086746336127286,2.7755575615628914e-17,NaN,0.0,7.40148532239912e-14,1128.0406149187886,100,NaN,0.5,0.5,1.20481993,0.0
128,9.5,2.1,1.0,100.0,0.0,0.4984028006465546,2.7755575615628914e-17,NaN,2.220446049250313e-13,5.5511125911383065e-14,1137.8938507989178,100,NaN,0.5,0.5,1.207767402,0.0
128,9.5,2.2,1.0,100.0,0.0,0.48837362736551754,4.85722573273506e-17,NaN,1.1102230246251565e-13,1.202741347025449e-13,1147.1526764580476,100,NaN,0.5,0.5,1.212597067,0.0
128,9.5,2.3,1.0,100.0,0.0,0.4785953425000373,2.0816681711721685e-17,NaN,1.1102230246251565e-13,6.476294409529336e-14,1155.8515429141,100,NaN,0.5,0.5,1.208849515,0.0
128,9.5,2.4,1.0,100.0,0.0,0.46907317795202597,2.0816681711721685e-17,NaN,0.0,5.551100214655598e-14,1164.0243432533568,100,NaN,0.5,0.5,1.210851966,0.0
128,9.5,2.5,1.0,100.0,0.0,0.4598098071236998,4.85722573273506e-17,NaN,0.0,1.202737227841791e-13,1171.7040067850412,100,NaN,0.5,0.5,1.2138038,0.0
128,9.5,2.6,1.0,100.0,0.0,0.4508057505511929,4.163336342344337e-17,NaN,2.220446049250313e-13,1.2952544347660063e-13,1178.9222083219195,100,NaN,0.5,0.5,1.212533188,0.0
128,9.5,2.7,1.0,100.0,0.0,0.44205974302701384,3.469446951953614e-17,NaN,3.3306690738754696e-13,1.0176982255206436e-13,1185.7091721105512,100,NaN,0.5,0.5,1.221699355,0.0
128,9.5,2.8,1.0,100.0,0.0,0.4335690599483213,3.469446951953614e-17,NaN,0.0,9.251806386192797e-14,1192.0935517129783,100,NaN,0.5,0.5,1.214797613,0.0
128,9.5,2.9,1.0,100.0,0.0,0.4253298031275891,4.163336342344337e-17,NaN,1.1102230246251565e-13,1.110220623024023e-13,1198.1023694382493,100,NaN,0.5,0.5,1.20767537,0.0
128,9.5,3.0,1.0,100.0,0.0,0.41733714795234067,-1.3877787807814457e-17,NaN,4.440892098500626e-13,9.252826501846653e-15,1203.7610013736698,100,NaN,0.5,0.5,1.213597868,0.0
128,9.5,3.1,1.0,100.0,0.0,0.40958555477838854,0.0,NaN,1.1102230246251565e-13,1.8501327325710846e-14,1209.0931964422812,100,NaN,0.5,0.5,1.222349307,0.0
128,9.5,3.2,1.0,100.0,0.0,0.402068947959438,1.3877787807814457e-17,NaN,1.1102230246251565e-13,3.7006683140817537e-14,1214.1211200843215,100,NaN,0.5,0.5,1.221012773,0.0
128,9.5,3.3,1.0,100.0,0.0,0.39478086609716884,5.551115123125783e-17,NaN,0.0,1.4802791269601e-13,1218.8654150647453,100,NaN,0.5,0.5,1.209326188,0.0
128,9.5,3.4,1.0,100.0,0.0,0.38771458705139505,1.3877787807814457e-17,NaN,0.0,3.7006758236160805e-14,1223.3452735296014,100,NaN,0.5,0.5,1.216831316,0.0
128,9.5,3.5,1.0,100.0,0.0,0.38086323106341646,4.163336342344337e-17,NaN,0.0,7.401790482006754e-14,1227.578515781575,100,NaN,0.5,0.5,1.221625745,0.0
128,9.5,3.6,1.0,100.0,0.0,0.374219845078007,5.551115123125783e-17,NaN,0.0,1.4802219911778892e-13,1231.5816723443581,100,NaN,0.5,0.5,1.218558923,0.0
128,9.5,3.7,1.0,100.0,0.0,0.36777747104322356,5.551115123125783e-17,NaN,0.0,1.2952544739715446e-13,1235.3700667682044,100,NaN,0.5,0.5,1.215294191,0.0
128,9.5,3.8,1.0,100.0,0.0,0.361529200651005,4.163336342344337e-17,NaN,0.0,7.401451306915725e-14,1238.9578973279183,100,NaN,0.5,0.5,1.213096247,0.0
128,9.5,3.9,1.0,100.0,0.0,0.35546821867375644,2.7755575615628914e-17,NaN,0.0,5.181076086404227e-14,1242.3583163107658,100,NaN,0.5,0.5,1.220372173,0.0
128,9.5,4.0,1.0,100.0,0.0,0.34958783676376287,0.0,NaN,1.1102230246251565e-13,1.8541456303933515e-14,1245.5835060134893,100,NaN,0.5,0.5,1.218345759,0.0
128,10.0,0.0,1.0,100.0,0.0,0.7059291915005685,2.0816681711721685e-17,NaN,0.0,4.625929269271454e-14,818.2018287431966,100,NaN,0.5,0.5,1.215005659,0.0
128,10.0,0.1,1.0,100.0,0.0,0.6977079549138888,3.469446951953614e-18,NaN,2.220446049250313e-13,1.8503717077085294e-14,838.9943607224574,100,NaN,0.5,0.5,1.214116174,0.0
128,10.0,0.2,1.0,100.0,0.0,0.6890345646199822,1.734723475976807e-17,NaN,0.0,4.625929269271347e-14,859.6449384462035,100,NaN,0.5,0.5,1.215465939,0.0
128,10.0,0.3,1.0,100.0,0.0,0.679927262904565,2.0816681711721685e-17,NaN,0.0,7.401486830834063e-14,880.0675516606595,100,NaN,0.5,0.5,1.208410184,0.0
128,10.0,0.4,1.0,100.0,0.0,0.6704117657409941,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.7007434154165294e-14,900.1767754717113,100,NaN,0.5,0.5,1.207548036,0.0
128,10.0,0.5,1.0,100.0,0.0,0.6605209418974318,2.0816681711721685e-17,NaN,0.0,5.5511151231242384e-14,919.8901367360444,100,NaN,0.5,0.5,1.203065333,0.0
128,10.0,0.6,1.0,100.0,0.0,0.6502941119587827,1.3877787807814457e-17,NaN,0.0,3.7007434154137816e-14,939.1304396425953,100,NaN,0.5,0.5,1.202891798,0.0
128,10.0,0.7,1.0,100.0,0.0,0.6397760009718771,1.3877787807814457e-17,NaN,0.0,3.700743415408378e-14,957.8278788847952,100,NaN,0.5,0.5,1.209138766,0.0
128,10.0,0.8,1.0,100.0,0.0,0.6290154166928601,2.7755575615628914e-17,NaN,0.0,7.401486830813807e-14,975.9217857771736,100,NaN,0.5,0.5,1.20837017,0.0
128,10.0,0.9,1.0,100.0,0.0,0.6180637544083587,1.3877787807814457e-17,NaN,0.0,4.6259292692186144e-14,993.3618911668042,100,NaN,0.5,0.5,1.208267335,0.0
128,10.0,1.0,1.0,100.0,0.0,0.6069734438208687,4.163336342344337e-17,NaN,0.0,1.1102230246112592e-13,1010.1090421275688,100,NaN,0.5,0.5,1.213518981,0.0
128,10.0,1.1,1.0,100.0,0.0,0.5957964516390986,3.469446951953614e-17,NaN,0.0,7.40148683048021e-14,1026.1353673561573,100,NaN,0.5,0.5,1.217884847,0.0
128,10.0,1.2,1.0,100.0,0.0,0.5845829370183666,2.7755575615628914e-17,NaN,0.0,7.401486830218864e-14,1041.4239388396443,100,NaN,0.5,0.5,1.223466667,0.0
128,10.0,1.3,1.0,100.0,0.0,0.5733801303834959,4.163336342344337e-17,NaN,2.220446049250313e-13,8.326672683536813e-14,1055.9680169736405,100,NaN,0.5,0.5,1.216838659,0.0
128,10.0,1.4,1.0,100.0,0.0,0.5622314752499773,2.7755575615628914e-17,NaN,4.440892098500626e-13,7.401486826399663e-14,1069.7699889332125,100,NaN,0.5,0.5,1.215637604,0.0
128,10.0,1.5,1.0,100.0,0.0,0.551176042933389,4.163336342344337e-17,NaN,4.440892098500626e-13,1.1102230237478843e-13,1082.84011576676,100,NaN,0.5,0.5,1.216714783,0.0
128,10.0,1.6,1.0,100.0,0.0,0.5402482055256222,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.700743394475867e-14,1095.1951954626784,100,NaN,0.5,0.5,1.206958324,0.0
128,10.0,1.7,1.0,100.0,0.0,0.5294775353013637,2.0816681711721685e-17,NaN,0.0,4.810966415244767e-14,1106.857231772151,100,NaN,0.5,0.5,1.211152835,0.0
128,10.0,1.8,1.0,100.0,0.0,0.5188888890856458,4.163336342344337e-17,NaN,0.0,1.110223016282592e-13,1117.8521766741037,100,NaN,0.5,0.5,1.210053754,0.0
128,10.0,1.9,1.0,100.0,0.0,0.508502633069877,4.163336342344337e-17,NaN,0.0,1.1102230119227516e-13,1128.2087920499987,100,NaN,0.5,0.5,1.202199359,0.0
128,10.0,2.0,1.0,100.0,0.0,0.4983349654549134,-1.3877787807814457e-17,NaN,2.220446049250313e-13,2.7755577535947752e-14,1137.9576561479978,100,NaN,0.5,0.5,1.203901584,0.0
128,10.0,2.1,1.0,100.0,0.0,0.4883982993355659,1.3877787807814457e-17,NaN,0.0,4.6259288790627933e-14,1147.1303242313093,100,NaN,0.5,0.5,1.199084192,0.0
128,10.0,2.2,1.0,100.0,0.0,0.4787016748429663,4.85722573273506e-17,NaN,3.3306690738754696e-13,1.2644206081628491e-13,1155.7586408616767,100,NaN,0.5,0.5,1.196949124,0.0
128,10.0,2.3,1.0,100.0,0.0,0.4692511765281625,2.0816681711721685e-17,NaN,1.1102230246251565e-13,4.62592824916268e-14,1163.8741933044694,100,NaN,0.5,0.5,1.201674992,0.0
128,10.0,2.4,1.0,100.0,0.0,0.4600503385063557,6.938893903907228e-18,NaN,1.1102230246251565e-13,5.551112377944065e-14,1171.5078909163879,100,NaN,0.5,0.5,1.206644544,0.0
128,10.0,2.5,1.0,100.0,0.0,0.4511005255432823,1.3877787807814457e-17,NaN,0.0,3.700741012819707e-14,1178.6896533159722,100,NaN,0.5,0.5,1.207391626,0.0
128,10.0,2.6,1.0,100.0,0.0,0.44240128287644437,2.7755575615628914e-17,NaN,1.1102230246251565e-13,4.62592751955918e-14,1185.448189891729,100,NaN,0.5,0.5,1.203506012,0.0
128,10.0,2.7,1.0,100.0,0.0,0.4339506511246567,5.551115123125783e-17,NaN,0.0,1.1102228304411192e-13,1191.8108541322445,100,NaN,0.5,0.5,1.205965683,0.0
128,10.0,2.8,1.0,100.0,0.0,0.42574544525258173,4.163336342344337e-17,NaN,4.440892098500626e-13,1.0362070256422046e-13,1197.8035578662048,100,NaN,0.5,0.5,1.21538033,0.0
128,10.0,2.9,1.0,100.0,0.0,0.41778149837289597,4.163336342344337e-17,NaN,2.220446049250313e-13,1.0177041292661407e-13,1203.4507324135861,100,NaN,0.5,0.5,1.22036901,0.0
128,10.0,3.0,1.0,100.0,0.0,0.4100538723487239,2.7755575615628914e-17,NaN,2.220446049250313e-13,9.251854621023545e-14,1208.7753256258354,100,NaN,0.5,0.5,1.215730704,0.0
128,10.0,3.1,1.0,100.0,0.0,0.4025570378540131,4.163336342344337e-17,NaN,2.220446049250313e-13,1.1102197954851927e-13,1213.798825678729,100,NaN,0.5,0.5,1.214351465,0.0
128,10.0,3.2,1.0,100.0,0.0,0.39528502688987505,2.7755575615628914e-17,NaN,3.3306690738754696e-13,8.018236728168619e-14,1218.541304191039,100,NaN,0.5,0.5,1.214637489,0.0
128,10.0,3.3,1.0,100.0,0.0,0.38823156084689303,4.163336342344337e-17,NaN,0.0,1.1102221964489196e-13,1223.0214727363311,100,NaN,0.5,0.5,1.214282506,0.0
128,10.0,3.4,1.0,100.0,0.0,0.38139015712977936,1.3877787807814457e-17,NaN,0.0,9.25155272500974e-14,1227.2567480862685,100,NaN,0.5,0.5,1.216383133,0.0
128,10.0,3.5,1.0,100.0,0.0,0.3747542171839007,4.163336342344337e-17,NaN,0.0,7.401491407723883e-14,1231.2633225818934,100,NaN,0.5,0.5,1.21645401,0.0
128,10.0,3.6,1.0,100.0,0.0,0.3683170985282384,1.3877787807814457e-17,NaN,3.3306690738754696e-13,2.6914426030710094e-14,1235.0562368948413,100,NaN,0.5,0.5,1.205587207,0.0
128,10.0,3.7,1.0,100.0,0.0,0.36207217313801565,4.163336342344337e-17,NaN,1.1102230246251565e-13,7.401479508673264e-14,1238.6494531377678,100,NaN,0.5,0.5,1.209332302,0.0
128,10.0,3.8,1.0,100.0,0.0,0.3560128742538704,1.3877787807814457e-17,NaN,0.0,3.700735986854326e-14,1242.0559268376535,100,NaN,0.5,0.5,1.209382231,0.0
128,10.0,3.9,1.0,100.0,0.0,0.3501327334367812,5.551115123125783e-17,NaN,0.0,1.4186178026288498e-13,1245.2876767209957,100,NaN,0.5,0.5,1.201420627,0.0
128,10.0,4.0,1.0,100.0,0.0,0.34442540944717925,2.7755575615628914e-17,NaN,1.1102230246251565e-13,8.017873303872431e-14,1248.3558515976608,100,NaN,0.5,0.5,1.202251684,0.0
128,10.5,0.0,1.0,100.0,0.0,0.694540007854898,2.0816681711721685e-17,NaN,0.0,5.551115123125751e-14,846.681820612364,100,NaN,0.5,0.5,1.207700915,0.0
128,10.5,0.1,1.0,100.0,0.0,0.685978997343281,2.7755575615628914e-17,NaN,0.0,7.401486830834316e-14,866.6335421173154,100,NaN,0.5,0.5,1.209370752,0.0
128,10.5,0.2,1.0,100.0,0.0,0.6770053908440091,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.700743415417062e-14,886.3694753693725,100,NaN,0.5,0.5,1.213063346,0.0
128,10.5,0.3,1.0,100.0,0.0,0.6676430123441853,6.938893903907228e-18,NaN,2.220446049250313e-13,3.700743415416891e-14,905.8116702111153,100,NaN,0.5,0.5,1.210614724,0.0
128,10.5,0.4,1.0,100.0,0.0,0.6579221853349756,0.0,NaN,2.220446049250313e-13,9.251858538537587e-15,924.8845935801777,100,NaN,0.5,0.5,1.209513505,0.0
128,10.5,0.5,1.0,100.0,0.0,0.647879147233508,6.938893903907228e-18,NaN,2.220446049250313e-13,1.850371707707328e-14,943.5171503999148,100,NaN,0.5,0.5,1.205658659,0.0
128,10.5,0.6,1.0,100.0,0.0,0.6375551605557046,2.7755575615628914e-17,NaN,0.0,7.093091546213891e-14,961.6445483713904,100,NaN,0.5,0.5,1.209031979,0.0
128,10.5,0.7,1.0,100.0,0.0,0.6269953764289489,1.3877787807814457e-17,NaN,0.0,3.70074341541114e-14,979.2098760265249,100,NaN,0.5,0.5,1.210489686,0.0
128,10.5,0.8,1.0,100.0,0.0,0.6162475314452684,1.3877787807814457e-17,NaN,0.0,3.7007434154036647e-14,996.1652909501962,100,NaN,0.5,0.5,1.209726209,0.0
128,10.5,0.9,1.0,100.0,0.0,0.6053605733986428,2.7755575615628914e-17,NaN,2.220446049250313e-13,7.401486830794444e-14,1012.4727554879751,100,NaN,0.5,0.5,1.20439642,0.0
128,10.5,1.0,1.0,100.0,0.0,0.5943833130298957,6.938893903907228e-18,NaN,4.440892098500626e-13,9.251858537891253e-15,1028.1043034180752,100,NaN,0.5,0.5,1.214631544,0.0
128,10.5,1.1,1.0,100.0,0.0,0.5833631881912724,3.469446951953614e-17,NaN,0.0,9.251858538402154e-14,1043.0418651668438,100,NaN,0.5,0.5,1.218600779,0.0
128,10.5,1.2,1.0,100.0,0.0,0.5723452068748477,4.163336342344337e-17,NaN,2.220446049250313e-13,9.251858538267277e-14,1057.276714607715,100,NaN,0.5,0.5,1.222389869,0.0
128,10.5,1.3,1.0,100.0,0.0,0.5613711106977991,1.3877787807814457e-17,NaN,2.220446049250313e-13,3.700743414726068e-14,1070.808623316469,100,NaN,0.5,0.5,1.22286445,0.0
128,10.5,1.4,1.0,100.0,0.0,0.5504787751962417,2.7755575615628914e-17,NaN,0.0,7.401486829462297e-14,1083.6448173928482,100,NaN,0.5,0.5,1.218057819,0.0
128,10.5,1.5,1.0,100.0,0.0,0.5397018412620685,4.163336342344337e-17,NaN,2.220446049250313e-13,1.1102230243721089e-13,1095.798829207829,100,NaN,0.5,0.5,1.215773472,0.0
128,10.5,1.6,1.0,100.0,0.0,0.5290695554654755,5.551115123125783e-17,NaN,0.0,1.320492536401211e-13,1107.2893249093152,100,NaN,0.5,0.5,1.223327838,0.0
128,10.5,1.7,1.0,100.0,0.0,0.5186067865800493,2.7755575615628914e-17,NaN,2.220446049250313e-13,7.401486815829732e-14,1118.1389719558165,100,NaN,0.5,0.5,1.226346303,0.0
128,10.5,1.8,1.0,100.0,0.0,0.5083341809464768,2.0816681711721685e-17,NaN,0.0,6.476300956864958e-14,1128.3733927537069,100,NaN,0.5,0.5,1.226433052,0.0
128,10.5,1.9,1.0,100.0,0.0,0.49826841924395904,5.551115123125783e-17,NaN,0.0,1.4802973635373437e-13,1138.0202332230017,100,NaN,0.5,0.5,1.217399236,0.0
128,10.5,2.0,1.0,100.0,0.0,0.4884225403810948,2.0816681711721685e-17,NaN,0.0,5.551115075546627e-14,1147.1083604031974,100,NaN,0.5,0.5,1.215958874,0.0
128,10.5,2.1,1.0,100.0,0.0,0.4788063032195652,1.3877787807814457e-17,NaN,1.1102230246251565e-13,5.551115032055379e-14,1155.6671917467468,100,NaN,0.5,0.5,1.231708594,0.0
128,10.5,2.2,1.0,100.0,0.0,0.46942656259583987,2.7755575615628914e-17,NaN,1.1102230246251565e-13,7.40148672156402e-14,1163.7261505869142,100,NaN,0.5,0.5,1.227599715,0.0
128,10.5,2.3,1.0,100.0,0.0,0.4602876418113065,2.7755575615628914e-17,NaN,1.1102230246251565e-13,7.401486734643269e-14,1171.3142370518335,100,NaN,0.5,0.5,1.222156116,0.0
128,10.5,2.4,1.0,100.0,0.0,0.45139168892253106,3.469446951953614e-17,NaN,1.1102230246251565e-13,8.326672425045564e-14,1178.4597008725323,100,NaN,0.5,0.5,1.215706263,0.0
128,10.5,2.5,1.0,100.0,0.0,0.4427390085287567,4.163336342344337e-17,NaN,0.0,1.1102230009618604e-13,1185.1898014992216,100,NaN,0.5,0.5,1.221293699,0.0
128,10.5,2.6,1.0,100.0,0.0,0.4343283642482457,4.85722573273506e-17,NaN,2.220446049250313e-13,1.572815856069971e-13,1191.5306411458075,100,NaN,0.5,0.5,1.22379562,0.0
128,10.5,2.7,1.0,100.0,0.0,0.42615724973682667,1.3877787807814457e-17,NaN,1.1102230246251565e-13,3.7007430847181903e-14,1197.5070573694352,100,NaN,0.5,0.5,1.224220785,0.0
128,10.5,2.8,1.0,100.0,0.0,0.41822212803116643,1.3877787807814457e-17,NaN,1.1102230246251565e-13,4.625927959324131e-14,1203.142563208498,100,NaN,0.5,0.5,1.215695602,0.0
128,10.5,2.9,1.0,100.0,0.0,0.4105186403214547,2.7755575615628914e-17,NaN,2.220446049250313e-13,7.401484129498606e-14,1208.4593244969217,100,NaN,0.5,0.5,1.207552608,0.0
128,10.5,3.0,1.0,100.0,0.0,0.4030417861009226,5.551115123125783e-17,NaN,0.0,1.4802972586884306e-13,1213.4781655761158,100,NaN,0.5,0.5,1.214836371,0.0
128,10.5,3.1,1.0,100.0,0.0,0.3957860771192888,5.551115123125783e-17,NaN,0.0,1.2952603314532235e-13,1218.218596135046,100,NaN,0.5,0.5,1.216595259,0.0
128,10.5,3.2,1.0,100.0,0.0,0.3887456677827793,2.7755575615628914e-17,NaN,0.0,7.401481995084685e-14,1222.6988532670373,100,NaN,0.5,0.5,1.210771482,0.0
128,10.5,3.3,1.0,100.0,0.0,0.381914464674877,4.163336342344337e-17,NaN,1.1102230246251565e-13,1.1102228539607686e-13,1226.9359540153002,100,NaN,0.5,0.5,1.202534359,0.0
128,10.5,3.4,1.0,100.0,0.0,0.3752862177816314,5.551115123125783e-17,NaN,0.0,1.1102235631481934e-13,1230.9457546850142,100,NaN,0.5,0.5,1.201201076,0.0
128,10.5,3.5,1.0,100.0,0.0,0.36885459583984515,2.7755575615628914e-17,NaN,2.220446049250313e-13,7.401484789471807e-14,1234.7430140379242,100,NaN,0.5,0.5,1.204048492,0.0
128,10.5,3.6,1.0,100.0,0.0,0.3626132480196257,4.163336342344337e-17,NaN,0.0,1.1102229490701253e-13,1238.3414581723755,100,NaN,0.5,0.5,1.209339004,0.0
128,10.5,3.7,1.0,100.0,0.0,0.35655585392837885,4.163336342344337e-17,NaN,0.0,1.110223131424873e-13,1241.7538454467979,100,NaN,0.5,0.5,1.222270821,0.0
