L,U,V,t,β,δ,uS,wS,ws,QuS,QwS,Qws,I,f,g,g0,ΔT,μ
128,0.5,1.4,1.0,100.0,0.0,0.810289414811425,0.000817053196899234,-2.710505431213761e-20,0.006915605981205886,0.8596797122656791,1.1589792998602981e-16,21,-1.621089203243423,0.5,0.5,0.267084381,0.0
128,0.5,1.5,1.0,100.0,0.0,0.8102353336763188,0.0016227138604640377,4.336808689942018e-19,0.009631025577716557,0.9451877871480197,6.844276435950044e-16,27,-1.6210276816714275,0.5,0.5,0.335866336,0.0
128,0.5,1.6,1.0,100.0,0.0,0.8100957543843923,0.005652366178106248,4.336808689942018e-19,0.028947137509671705,0.9732319509729563,1.6235665126066318e-15,46,-1.6208928238055456,0.5,0.5,0.587658263,0.0
128,0.5,1.7,1.0,100.0,0.0,0.785388373557653,0.09939499554231881,3.122502256758253e-17,0.46966303438278345,0.9348905259933815,6.120265522494339e-14,52,-1.6049786885033583,0.5,0.5,0.672646658,0.0
128,0.5,1.8,1.0,100.0,0.0,0.7411559928713018,0.16363512489649945,3.469446951953614e-18,0.7829155090584017,0.8957951714478884,6.386438144907143e-15,29,-1.5792905704847795,0.5,0.5,0.360830001,0.0
128,0.5,1.9,1.0,100.0,0.0,0.7018703890369711,0.2023924849894993,6.245004513516506e-17,0.6395784958774797,0.5695647923313896,1.598978703768772e-13,22,-1.5599570401853837,0.5,0.5,0.292723325,0.0
128,0.5,2.0,1.0,100.0,0.0,0.6667046365148237,0.23023011366241458,3.469446951953614e-17,0.6962741610117007,0.559554190520617,7.098676081494911e-14,18,-1.5459685427388195,0.5,0.5,0.217054444,0.0
128,0.5,2.1,1.0,100.0,0.0,0.6349284521875784,0.2517060782522702,-1.3877787807814457e-17,0.6454448983950201,0.5303443697879384,8.81329311288627e-14,16,-1.5364674622386405,0.5,0.5,0.199848142,0.0
128,0.5,2.2,1.0,100.0,0.0,0.6060619677491408,0.26892409565628783,4.163336342344337e-17,0.5440857424450218,0.4864728251050554,1.1032604137987262e-14,15,-1.530830083818389,0.5,0.5,0.197176531,0.0
128,0.5,2.3,1.0,100.0,0.0,0.5797108182356417,0.2830884554485971,2.4702462297909733e-15,0.6283543504064237,0.6156575802015452,1.0881920364802511e-11,14,-1.5285424114998247,0.5,0.5,0.179257789,0.0
128,0.5,2.4,1.0,100.0,0.0,0.5555561915061156,0.29495910180696006,-4.870617797969601e-13,0.8576914903515309,0.9127668945677625,2.257415425649476e-9,13,-1.5291828010677515,0.5,0.5,0.156667193,0.0
128,0.5,2.5,1.0,100.0,0.0,0.533333700284407,0.3050507566498354,2.4484719807205124e-12,0.6450270110374134,0.7391312185200949,1.1806245376813759e-8,13,-1.5323996843388068,0.5,0.5,0.161805528,0.0
128,0.5,2.6,1.0,100.0,0.0,0.512820750448489,0.3137289004953643,6.427518239870977e-12,0.5205029561863306,0.6377295470081368,3.219347208385575e-8,13,-1.5378956901997167,0.5,0.5,0.171432877,0.0
128,0.5,2.7,1.0,100.0,0.0,0.49382732431274495,0.32126327233611396,-1.2501659429897671e-11,0.4338446739597934,0.565121611449726,6.493690822353417e-8,13,-1.5454175510186552,0.5,0.5,0.174667862,0.0
128,0.5,2.8,1.0,100.0,0.0,0.47619059216525855,0.32785807993084143,-6.879231906342653e-11,0.3633871783706999,0.500864546014057,3.6996726779288955e-7,13,-1.5547481969479473,0.5,0.5,0.1563468,0.0
