L,U,V,t,β,δ,uS,wS,wd,ws,QuS,QwS,Qwd,Qws,I,f,g,g0,ΔT,μ
128,0.0,1.8,1.0,100.0,0.0,0.7007649689538736,0.0013029655732797584,0.32565956104784466,-4.163336342344337e-17,0.0038267760089638614,0.9217123518100601,0.004340770789923454,1.490116194170919e-6,28,-1.5924385602481486,0.5,0.5,0.396593257,0.0
128,0.0,1.9,1.0,100.0,0.0,0.6870064863318064,0.0018865370873823867,0.33373787937713306,-2.0816681711721685e-17,0.00584921976920505,0.9442030592475741,0.00497814630517901,2.3283131872965664e-8,34,-1.5856554033160735,0.5,0.5,0.491849729,0.0
128,0.0,2.0,1.0,100.0,0.0,0.6729537145391279,0.0029610495920023676,0.3409317370335947,-6.938893903907228e-18,0.00912830179733426,0.9496744195020834,0.006483722081451759,2.274871937796368e-11,44,-1.5784164755813224,0.5,0.5,0.633052883,0.0
128,0.0,2.1,1.0,100.0,0.0,0.6586896144189999,0.006041265637293597,0.34731065176377485,1.3877787807814457e-17,0.019053104722832614,0.9914128297646082,0.011820805268625278,5.195822869730331e-14,62,-1.5708494972573002,0.5,0.5,0.896455007,0.0
128,0.0,2.2,1.0,100.0,0.0,0.6433165816929198,0.02715739520119966,0.35239880767577547,-1.3877787807814457e-17,0.08373636851399802,0.9951250548774839,0.047621274530840196,3.452562242217829e-14,81,-1.5630902577308432,0.5,0.5,1.148385568,0.0
128,0.0,2.3,1.0,100.0,0.0,0.6188958690914426,0.08639362721717206,0.3516846260747274,-6.938893903907228e-18,0.293401253093295,0.9309784768233298,0.9937441854026563,0.09765625000002777,12,-1.5565995827857493,0.5,0.5,0.17451011,0.0
128,0.0,2.4,1.0,100.0,0.0,0.5960653251492074,0.11583940848553204,0.3511256297151878,2.0816681711721685e-17,0.3057409154838542,0.9740355695713743,0.21525678788969493,5.9604644651781515e-6,26,-1.552439991525465,0.5,0.5,0.372223539,0.0
128,0.0,2.5,1.0,100.0,0.0,0.5729525013646879,0.1417565912136216,0.3492856560176951,1.3877787807814457e-17,0.32652802872501496,0.9197354124999002,0.26438720634824886,1.4901161203757035e-6,28,-1.5513859671099066,0.5,0.5,0.398454069,0.0
128,0.0,2.6,1.0,100.0,0.0,0.5517129873919573,0.16111986391948124,0.3476664710451388,1.734723475976807e-17,0.35933445168145894,0.9600577761115225,0.32911495824028414,5.960464467181012e-6,26,-1.5526883023581148,0.5,0.5,0.369815414,0.0
128,0.0,2.7,1.0,100.0,0.0,0.5319865517316293,0.1767641391175061,0.3461239504347061,1.734723475976807e-17,0.3273744501193221,0.8568585032571185,0.3357934960245279,1.1920928943087555e-5,25,-1.5561691435713738,0.5,0.5,0.358933631,0.0
128,0.0,2.8,1.0,100.0,0.0,0.5137398076010452,0.189509761864654,0.3447845987112619,6.938893903907228e-18,0.36743098162461685,0.9588063253581636,0.4156774074969283,4.7683715836793864e-5,23,-1.561457041120678,0.5,0.5,0.32740394,0.0
128,0.0,2.9,1.0,100.0,0.0,0.49669443128985113,0.20039926274719505,0.34349962212552465,6.938893903907228e-18,0.35721278944667034,0.9387797722361646,0.4423546443735882,9.536743166370101e-5,22,-1.5684982259178522,0.5,0.5,0.310616463,0.0
128,0.0,3.0,1.0,100.0,0.0,0.48078388011963635,0.2097294082584449,0.3423240157789644,1.0408340855860843e-17,0.3605212467637786,0.9599067415886897,0.48400941977533307,0.00019073486329580793,21,-1.5770489676882167,0.5,0.5,0.29879833,0.0
128,0.0,3.1,1.0,100.0,0.0,0.4658402455071177,0.21797155670329446,0.3411665827076714,2.0816681711721685e-17,0.29967183826118404,0.8118685624047273,0.4348519767152226,0.00019073486325027443,21,-1.5870811706374774,0.5,0.5,0.293875081,0.0
128,0.0,3.2,1.0,100.0,0.0,0.4518749420871115,0.22506550612396187,0.34017207423950924,2.0816681711721685e-17,0.32181665195041287,0.8883586845218616,0.4984979708337889,0.0003814697265440018,20,-1.5982386209807171,0.5,0.5,0.287069814,0.0
128,0.0,3.3,1.0,100.0,0.0,0.438699878281378,0.23146777607368985,0.3391769183957518,1.3877787807814457e-17,0.27859954495856876,0.7853736609475526,0.46067270294325446,0.00038146972656578004,20,-1.6106508702620028,0.5,0.5,0.286386667,0.0
128,0.0,3.4,1.0,100.0,0.0,0.42633660114784777,0.23704364240816406,0.3383300918096431,2.0816681711721685e-17,0.3141544844252886,0.9038637191530752,0.5475344091153689,0.0007629394531110293,19,-1.623957404827443,0.5,0.5,0.265290675,0.0
128,0.0,3.5,1.0,100.0,0.0,0.4146249613313945,0.24216813771322557,0.3374624621448251,1.734723475976807e-17,0.2789676471347535,0.8205719183577709,0.5142086864260431,0.0007629394531168481,19,-1.6383566080669896,0.5,0.5,0.273876893,0.0
128,0.0,3.6,1.0,100.0,0.0,0.40359892171207273,0.24665635968119043,0.3367371330942271,1.5612511283791264e-17,0.3228772584552564,0.9691796965314303,0.620288781941758,0.0015258789062576363,18,-1.653457934135192,0.5,0.5,0.254672729,0.0
128,0.0,3.7,1.0,100.0,0.0,0.3931138335563765,0.25085405900215574,0.33596987709470916,1.734723475976807e-17,0.28854666382571725,0.8855478811641282,0.5821313482645696,0.0015258789062481185,18,-1.6695392192833154,0.5,0.5,0.25555847,0.0
128,0.0,3.8,1.0,100.0,0.0,0.3831722574635905,0.2546730728039428,0.33524881608190227,2.0816681711721685e-17,0.25742506721060376,0.8076103851303307,0.5437914744547134,0.0015258789062396556,18,-1.6863626751753142,0.5,0.5,0.257560214,0.0
128,0.0,3.9,1.0,100.0,0.0,0.37377212575399044,0.25803280299239334,0.3346603166789891,1.5612511283791264e-17,0.30192453585087264,0.9652166659673833,0.6554742348757747,0.003051757812503881,17,-1.703671892539791,0.5,0.5,0.238306456,0.0
128,0.0,4.0,1.0,100.0,0.0,0.3647934902201667,0.2612361486368783,0.3340170907279708,1.3877787807814457e-17,0.2712996296552195,0.8860582215088897,0.6134984179102521,0.003051757812511401,17,-1.7218172510752852,0.5,0.5,0.244638969,0.0
128,0.5,0.0,1.0,100.0,0.0,0.8104611861692472,4.0389678347315804e-28,-1.6155871338926322e-27,-3.305116675352275e-11,0.6949249855727757,0.09765625,0.09765625,1.5612601917175662e-7,12,-1.6212287122694495,0.5,0.5,0.171628043,0.0
128,0.5,0.1,1.0,100.0,0.0,0.8104583889817232,6.614462867120551e-7,0.00021774591187939492,-2.811873706153132e-12,0.347679305115145,0.06132296977628368,0.8562121768153858,1.3079587257799235e-8,13,-1.6212285929621852,0.5,0.5,0.186089055,0.0
128,0.5,0.2,1.0,100.0,0.0,0.8104550575544398,2.6991681510991805e-9,0.00106157656082484,-2.710505431213761e-20,0.0006266810070876261,0.0001170224411372305,0.9433622050243977,1.3948002206930408e-16,23,-1.6212281140007676,0.5,0.5,0.326225673,0.0
128,0.5,0.3,1.0,100.0,0.0,0.8103590097526536,5.777310826732187e-10,0.028848502890443377,-1.734723475976807e-18,0.007238839896173133,1.554879887265387e-5,0.9882754481707751,4.903997336982891e-15,27,-1.62121098909986,0.5,0.5,0.388624899,0.0
128,0.5,0.4,1.0,100.0,0.0,0.8096935722470922,1.261890849407689e-5,0.06714085291331381,-2.9779626426265637e-8,0.7216827414744387,0.23641137167455425,0.903336560215795,0.0001844019559864841,12,-1.6212671068803677,0.5,0.5,0.167033447,0.0
128,0.5,0.5,1.0,100.0,0.0,0.8084352002999386,1.2273903401493515e-5,0.09558013118132841,-2.3507125255020633e-8,0.2958178157779212,0.17002478134184595,0.8719042492610352,0.00016506834492518768,13,-1.621475033237807,0.5,0.5,0.186910562,0.0
128,0.5,0.6,1.0,100.0,0.0,0.8062632647826837,4.118731217823274e-6,0.12369115452224605,-1.5579941052557e-9,0.04082852685072247,0.04378878029982951,0.87662008662584,1.2105272780604728e-5,16,-1.6217292807106864,0.5,0.5,0.231137015,0.0
128,0.5,0.7,1.0,100.0,0.0,0.8030878677033453,4.569467884924655e-6,0.1500850836264253,-9.836562779586e-10,0.09563986177307804,0.03820397553551583,0.8171789646145844,8.313078086361992e-6,17,-1.6219598944370943,0.5,0.5,0.248682691,0.0
128,0.5,0.8,1.0,100.0,0.0,0.7988466710308868,8.730158877728877e-6,0.17449344591344657,-1.589257440925973e-9,0.14852644283891436,0.05834172346270725,0.8464925357070663,1.4424340658197976e-5,17,-1.6220640813160319,0.5,0.5,0.242580506,0.0
128,0.5,0.9,1.0,100.0,0.0,0.793493571082949,1.669588817487756e-5,0.1969549076340133,-2.2871588511996777e-9,0.19275806074814383,0.09015626311518836,0.795648060758769,2.2078919012046125e-5,17,-1.6219091227791513,0.5,0.5,0.247147516,0.0
