L,U,V,t,β,δ,m,uS,Qm,QuS,Converged,I,f,g,g0,ΔT,μ,Layer
128,0.0,4.1,1.0,100.0,0.0,0.0,0.4045676743824945,0.3457459101229032,0.9947020563956244,true,125,-0.9482849042921059,0.05,0.05,0.948883528,0.0,2
128,0.0,4.2,1.0,100.0,0.0,0.0,0.4043900301993928,0.3457459101229032,0.9717809949372214,true,125,-0.9319249207701097,0.05,0.05,0.935687004,0.0,2
128,0.0,4.3,1.0,100.0,0.0,0.0,0.4041373916824572,0.3639430632872665,0.9874422801057214,true,124,-0.9155824383215165,0.05,0.05,0.925618136,0.0,2
128,0.0,4.4,1.0,100.0,0.0,0.0,0.4037613815063801,0.3830979613550174,0.9801332056388334,true,123,-0.8992655001522756,0.05,0.05,0.91549989,0.0,2
128,0.0,4.5,1.0,100.0,0.0,0.0,0.4031750249513757,0.42448527573963146,0.9824642875861933,true,121,-0.8829876015478593,0.05,0.05,0.90261723,0.0,2
128,0.0,4.6,1.0,100.0,0.0,0.0,0.4022126203554775,0.4950987324561965,0.954137850782244,true,118,-0.8667723669818054,0.05,0.05,0.87988636,0.0,2
128,0.0,4.7,1.0,100.0,0.0,0.0,0.4005876613141083,0.6735195133702903,0.9384058420842667,true,112,-0.8506617570089692,0.05,0.05,0.836976607,0.0,2
128,0.0,4.8,1.0,100.0,0.0,0.0,0.3978691333720874,0.9644616106539327,0.7221247899671379,true,105,-0.8347256125576455,0.05,0.05,0.779749895,0.0,2
128,0.0,4.9,1.0,100.0,0.0,0.0,0.39371515130692236,0.9644616106539327,0.13063230458310038,true,105,-0.8190590849256343,0.05,0.05,0.791410263,0.0,2
128,0.0,5.0,1.0,100.0,0.0,0.0,0.388538927942366,0.9644616106539327,0.0042415556512631625,true,105,-0.8037565618919804,0.05,0.05,0.775821712,0.0,2
128,0.0,5.1,1.0,100.0,0.0,0.0,0.3827268890439419,0.9644616106539327,1.240074087860421e-5,true,105,-0.7888820573306775,0.05,0.05,0.786864577,0.0,2
128,0.0,5.2,1.0,100.0,0.0,0.0,0.3765986595561416,0.9644616106539327,1.64879221387082e-9,true,105,-0.7744661794413809,0.05,0.05,0.778018707,0.0,2
128,0.0,5.3,1.0,100.0,0.0,0.0,0.3703701380580251,0.9644616106539327,1.1102230246251565e-13,true,105,-0.7605166326474151,0.05,0.05,0.788502717,0.0,2
128,0.0,5.4,1.0,100.0,0.0,0.0,0.3641629464019458,0.9644616106539327,8.881784197001252e-13,true,105,-0.747028219014204,0.05,0.05,0.778501895,0.0,2
128,0.0,5.5,1.0,100.0,0.0,0.0,0.358043622932706,0.9644616106539327,2.4424906541753444e-12,true,105,-0.7339890104298159,0.05,0.05,0.788339572,0.0,2
128,0.0,5.6,1.0,100.0,0.0,0.0,0.35204825767175363,0.9644616106539327,1.5543122344752192e-12,true,105,-0.7213837523560173,0.05,0.05,0.789931342,0.0,2
128,0.0,5.7,1.0,100.0,0.0,0.0,0.34619590950081447,0.9644616106539327,1.1102230246251565e-13,true,105,-0.7091957109491053,0.05,0.05,0.775648233,0.0,2
128,0.0,5.8,1.0,100.0,0.0,0.0,0.3404958609982198,0.9644616106539327,3.3306690738754696e-13,true,105,-0.6974076866559318,0.05,0.05,0.781174715,0.0,2
128,0.0,5.9,1.0,100.0,0.0,0.0,0.33495163621529245,0.9644616106539327,1.9984014443252818e-12,true,105,-0.6860025774387586,0.05,0.05,0.782606742,0.0,2
128,0.0,6.0,1.0,100.0,0.0,0.0,0.3295632991578441,0.9644616106539327,1.3322676295501878e-12,true,105,-0.6749636922244953,0.05,0.05,0.784571239,0.0,2
128,0.0,6.1,1.0,100.0,0.0,0.0,0.32432881234588606,0.9644616106539327,4.6629367034256575e-12,true,105,-0.6642749218297855,0.05,0.05,0.776284896,0.0,2
128,0.0,6.2,1.0,100.0,0.0,0.0,0.31924481367451873,0.9644616106539327,0.00010336499001173394,true,105,-0.6539208265049872,0.05,0.05,0.782338412,0.0,2
128,0.0,6.3,1.0,100.0,0.0,0.0,0.314302945033774,0.0,0.009103644242003384,true,9,-0.6438866787894466,0.025,0.05,1.299839568,0.0,2
128,0.0,6.4,1.0,100.0,0.0,0.0,0.3094502881207324,0.0,0.1260413179867692,true,8,-0.6341595005291514,0.025,0.05,0.076632717,0.0,2
128,0.0,6.5,1.0,100.0,0.0,0.0,0.30507738492345493,0.0,0.45717066678852003,true,6,-0.6247389872398853,0.025,0.05,0.054013194,0.0,2
128,0.0,6.6,1.0,100.0,0.0,0.0,0.30077042731078696,0.0,0.9029379729814657,true,5,-0.6156394465594967,0.025,0.05,0.047568153,0.0,2
128,0.0,6.7,1.0,100.0,0.0,0.0,0.2961653894063786,0.0,0.48010010935406466,true,11,-0.6067008843659224,0.025,0.05,0.089437397,0.0,2
128,0.0,6.8,1.0,100.0,0.0,0.0,0.29130304727713907,0.9644616106539327,0.7155243334585615,true,105,-0.5980940251325684,0.05,0.05,0.796848617,0.0,2
128,0.0,6.9,1.0,100.0,0.0,0.0,0.28790841912375686,0.0,0.8344672997192548,true,11,-0.589741855908018,0.025,0.05,0.094271892,0.0,2
128,0.0,7.0,1.0,100.0,0.0,0.0,0.28309281629272554,0.0,0.7361823346786478,true,14,-0.5815697683795166,0.025,0.05,0.121362689,0.0,2
128,0.0,7.1,1.0,100.0,0.0,0.0,0.2790455113798731,0.0,0.9674985849918993,true,15,-0.5736911583356775,0.025,0.05,0.124883804,0.0,2
128,0.0,7.2,1.0,100.0,0.0,0.0,0.2752970505318359,0.0,0.8065387461116957,true,19,-0.565960210835692,0.025,0.05,0.161393227,0.0,2
128,0.0,7.3,1.0,100.0,0.0,0.0,0.2724545540031136,0.0,0.9844614067546775,true,30,-0.5585323932739028,0.025,0.05,0.257900842,0.0,2
128,0.0,7.4,1.0,100.0,0.0,0.0,0.268833460352206,0.0,0.9981177049270817,true,188,-0.5512481343676888,0.025,0.05,1.597731254,0.0,2
128,0.0,7.5,1.0,100.0,0.0,0.0,0.26478206311886254,0.0,0.049930911220186225,true,6,-0.5439832533702174,0.0125,0.025,1.294784846,0.0,2
128,0.0,7.6,1.0,100.0,0.0,0.0,0.2610349186812,0.0,0.664651078423506,true,4,-0.5371274277150924,0.0125,0.025,0.068066873,0.0,2
128,0.0,7.7,1.0,100.0,0.0,0.0,0.2576365323879851,0.0,0.7500643605018453,true,6,-0.5304057140070101,0.0125,0.025,0.069879681,0.0,2
128,0.0,7.8,1.0,100.0,0.0,0.0,0.2548970397371735,0.0,0.3265222724382344,true,7,-0.5237657594716699,0.0125,0.025,0.06666604,0.0,2
128,0.0,7.9,1.0,100.0,0.0,0.0,0.2517708563961262,0.0,0.4569020366776977,true,6,-0.5173795192941404,0.0125,0.025,0.059792192,0.0,2
128,0.0,8.0,1.0,100.0,0.0,0.0,0.2481960036575261,0.0,0.4771550683006498,true,9,-0.5111314051515051,0.0125,0.025,0.087825799,0.0,2
128,0.5,4.1,1.0,100.0,0.0,0.2248831660317146,0.3837727306129812,0.9628660959180024,0.22337785186388182,true,208,-0.9565233351005729,0.05,0.05,1.566139529,0.0,2
128,0.5,4.2,1.0,100.0,0.0,0.23803856203321644,0.3801052555738422,0.9852064053901266,0.24246842855246697,true,199,-0.9419364001469576,0.05,0.05,1.504277128,0.0,2
128,0.5,4.3,1.0,100.0,0.0,0.25074480674091604,0.37615500196815294,0.9888499700998477,0.2514602519247955,true,191,-0.9276384995895589,0.05,0.05,1.437155966,0.0,2
128,0.5,4.4,1.0,100.0,0.0,0.26290462399399106,0.3719674446429515,0.982137678776196,0.2506393548460384,true,184,-0.913646245479197,0.05,0.05,1.385479911,0.0,2
128,0.5,4.5,1.0,100.0,0.0,0.27445790166467077,0.3675892821861181,0.9715588220149396,0.24169755211789212,true,178,-0.8999722842954221,0.05,0.05,1.340952929,0.0,2
128,0.5,4.6,1.0,100.0,0.0,0.28537601959794323,0.36306518828600953,0.9593517659989281,0.22686991920517485,true,173,-0.8866253967734401,0.05,0.05,1.297317338,0.0,2
128,0.5,4.7,1.0,100.0,0.0,0.2956540570311536,0.35843607717147186,0.9921606135742111,0.2188254794037725,true,168,-0.8736108079510916,0.05,0.05,1.262791541,0.0,2
128,0.5,4.8,1.0,100.0,0.0,0.3053050041294322,0.3537376355722873,0.9656293418649486,0.19674433557637094,true,165,-0.8609306166822231,0.05,0.05,1.251135648,0.0,2
128,0.5,4.9,1.0,100.0,0.0,0.314351384514147,0.349001321120583,0.9712910670959252,0.18202536815781212,true,162,-0.8485842711528894,0.05,0.05,1.217167108,0.0,2
128,0.5,5.0,1.0,100.0,0.0,0.3228231551349729,0.34425349981372455,0.9525861008734537,0.16427356501014234,true,160,-0.8365690394091272,0.05,0.05,1.20316176,0.0,2
128,0.5,5.1,1.0,100.0,0.0,0.3307536630258646,0.3395162421197888,0.9529692343848151,0.15160862027474575,true,158,-0.8248804444448457,0.05,0.05,1.191584698,0.0,2
128,0.5,5.2,1.0,100.0,0.0,0.3381777723605677,0.3348076263010036,0.9679646957877486,0.1425495017428613,true,156,-0.8135126487651582,0.05,0.05,1.167741131,0.0,2
128,0.5,5.3,1.0,100.0,0.0,0.3451303534852285,0.33014224730700226,0.9948547292550902,0.1360995188414149,true,154,-0.8024587837209224,0.05,0.05,1.163657828,0.0,2
128,0.5,5.4,1.0,100.0,0.0,0.35164532094781653,0.3255317021474853,0.9804457795044019,0.1250169820226077,true,153,-0.7917112251008945,0.05,0.05,1.144396507,0.0,2
128,0.5,5.5,1.0,100.0,0.0,0.35775502144248317,0.32098505732643434,0.9735030083060092,0.1160602201781824,true,152,-0.7812618197275721,0.05,0.05,1.139949977,0.0,2
128,0.5,5.6,1.0,100.0,0.0,0.36348988703736573,0.3165092697034646,0.9725496900274688,0.10871876622320364,true,151,-0.7711020691644237,0.05,0.05,1.140237843,0.0,2
128,0.5,5.7,1.0,100.0,0.0,0.3688782742121632,0.31210955287386133,0.9765597253147407,0.10263253492126534,true,150,-0.7612232768821746,0.05,0.05,1.127640078,0.0,2
128,0.5,5.8,1.0,100.0,0.0,0.3739464285011447,0.3077896887039202,0.9848056193804133,0.09754105097603549,true,149,-0.7516166648692166,0.05,0.05,1.11559515,0.0,2
128,0.5,5.9,1.0,100.0,0.0,0.37871852907752335,0.30355228912293525,0.9967639546073492,0.09325158957407265,true,148,-0.7422734650297105,0.05,0.05,1.116959191,0.0,2
128,0.5,6.0,1.0,100.0,0.0,0.3832167817574601,0.2993990142538144,0.9614521317513613,0.08513777066243566,true,148,-0.7331849899816052,0.05,0.05,1.107159241,0.0,2
128,0.5,6.1,1.0,100.0,0.0,0.3874615388887725,0.2953307531647663,0.9788820993362757,0.08220419068105667,true,147,-0.7243426871482819,0.05,0.05,1.104521498,0.0,2
128,0.5,6.2,1.0,100.0,0.0,0.39147143182887634,0.29134777309515125,0.9990262187864474,0.07970557997283301,true,146,-0.7157381793818943,0.05,0.05,1.098482413,0.0,2
128,0.5,6.3,1.0,100.0,0.0,0.3952635066879244,0.28744984235189,0.9706627460165373,0.0736977971835806,true,146,-0.7073632947833595,0.05,0.05,1.091971971,0.0,2
128,0.5,6.4,1.0,100.0,0.0,0.3988533575272366,0.28363633134974375,0.9946145761670078,0.07197689243965133,true,145,-0.6992100878962336,0.05,0.05,1.084684836,0.0,2
128,0.5,6.5,1.0,100.0,0.0,0.40225525352487496,0.27990629558368463,0.9698317822938174,0.06699168535140299,true,145,-0.6912708540440453,0.05,0.05,1.080770459,0.0,2
128,0.5,6.6,1.0,100.0,0.0,0.4054822581561487,0.27625854370432373,0.9969459126468738,0.0658228449493814,true,144,-0.6835381382438513,0.05,0.05,1.075840269,0.0,2
128,0.5,6.7,1.0,100.0,0.0,0.4085463395146778,0.2726916933251722,0.9749080630574447,0.061603786618125156,true,144,-0.6760047398528897,0.05,0.05,1.075365619,0.0,2
128,0.5,6.8,1.0,100.0,0.0,0.41145847150908854,0.269204216736451,0.9545389683328631,0.05779645232117936,true,144,-0.6686637138803736,0.05,0.05,1.067915119,0.0,2
128,0.5,6.9,1.0,100.0,0.0,0.4142287261255316,0.265794478313287,0.9848946849336793,0.05720788944230115,true,143,-0.6615083697139985,0.05,0.05,1.065882775,0.0,2
128,0.5,7.0,1.0,100.0,0.0,0.4168663571657848,0.2624607650893108,0.9664002990401599,0.053907466492031375,true,143,-0.6545322678629958,0.05,0.05,1.064033606,0.0,2
128,0.5,7.1,1.0,100.0,0.0,0.4193798760118245,0.2592013117032641,0.9991048514244039,0.05357600469380053,true,142,-0.647729215200127,0.05,0.05,1.08564494,0.0,2
128,0.5,7.2,1.0,100.0,0.0,0.42177712004235535,0.2560143207094906,0.9821236489253593,0.05067701583461037,true,142,-0.6410932590885844,0.05,0.05,1.08772721,0.0,2
128,0.5,7.3,1.0,100.0,0.0,0.42406531432159855,0.2528979790673465,0.9662056848410705,0.04801718141989042,true,142,-0.6346186807019244,0.05,0.05,1.094973101,0.0,2
128,0.5,7.4,1.0,100.0,0.0,0.42625112718840996,0.24985047147838033,0.9512510055905699,0.045570211640366676,true,142,-0.628299987782374,0.05,0.05,1.087856119,0.0,2
128,0.5,7.5,1.0,100.0,0.0,0.42834072032827053,0.24686999112238425,0.986498097834021,0.04559310331492261,true,141,-0.6221319070322033,0.05,0.05,1.081334623,0.0,2
128,0.5,7.6,1.0,100.0,0.0,0.43033979388029636,0.24395474824580718,0.9725197734832269,0.043396961880048934,true,141,-0.6161093762920175,0.05,0.05,1.080947053,0.0,2
128,0.5,7.7,1.0,100.0,0.0,0.4322536270804682,0.24110297697688055,0.9593131863673277,0.04136226963397105,true,141,-0.610227536626891,0.05,0.05,1.08763256,0.0,2
128,0.5,7.8,1.0,100.0,0.0,0.4340871149053174,0.23831294067622644,0.9966453191152524,0.041550657365829746,true,140,-0.6044817244147317,0.05,0.05,1.073673249,0.0,2
128,0.5,7.9,1.0,100.0,0.0,0.4358448011298284,0.2355829360785514,0.9841672917570987,0.03970049919699292,true,140,-0.5988674635098876,0.05,0.05,1.069792042,0.0,2
128,0.5,8.0,1.0,100.0,0.0,0.43753090817297186,0.23291129643697317,0.9723396321569266,0.037976799803662864,true,140,-0.5933804575378092,0.05,0.05,1.076527185,0.0,2
128,1.0,4.1,1.0,100.0,0.0,0.3165025723616333,0.34782520013725426,0.9823991126095555,0.3543121716753639,true,172,-0.9954469658225932,0.05,0.05,1.32400856,0.0,2
128,1.0,4.2,1.0,100.0,0.0,0.3234605706628253,0.3438834722219488,0.9673759027465367,0.3414924195173086,true,169,-0.9834860930466899,0.05,0.05,1.298971898,0.0,2
128,1.0,4.3,1.0,100.0,0.0,0.33013531967077936,0.33989623371590993,0.9667286626879878,0.3306840153491919,true,166,-0.9717976313487513,0.05,0.05,1.287236223,0.0,2
128,1.0,4.4,1.0,100.0,0.0,0.3365273003079051,0.33587820120765766,0.9810972103351245,0.32242939462678866,true,163,-0.9603810985017898,0.05,0.05,1.258542769,0.0,2
128,1.0,4.5,1.0,100.0,0.0,0.3426402357936351,0.33184262588305324,0.961244167554387,0.30178353295085003,true,161,-0.949234957299775,0.05,0.05,1.244011734,0.0,2
128,1.0,4.6,1.0,100.0,0.0,0.3484789230735506,0.32780228280398643,0.9547238863861773,0.28480356045801347,true,159,-0.9383567426956436,0.05,0.05,1.225575177,0.0,2
128,1.0,4.7,1.0,100.0,0.0,0.3540507803294819,0.323768111992469,0.9603092173884331,0.2712409245760883,true,157,-0.927743188433378,0.05,0.05,1.20429292,0.0,2
128,1.0,4.8,1.0,100.0,0.0,0.3593644475109774,0.3197498313214555,0.9769250855994338,0.2607597738624179,true,155,-0.91739034920493,0.05,0.05,1.19687148,0.0,2
128,1.0,4.9,1.0,100.0,0.0,0.36442948426475674,0.31575593253056045,0.9536294989451743,0.24043042935117942,true,154,-0.9072937153778214,0.05,0.05,1.188196597,0.0,2
128,1.0,5.0,1.0,100.0,0.0,0.3692558508505393,0.3117939175863004,0.9881166448869605,0.23528221795765525,true,152,-0.897448318514317,0.05,0.05,1.169319885,0.0,2
128,1.0,5.1,1.0,100.0,0.0,0.37385405270045463,0.3078700607118047,0.9798056111868236,0.22053230339069696,true,151,-0.887848826726268,0.05,0.05,1.170088119,0.0,2
128,1.0,5.2,1.0,100.0,0.0,0.3782345945374239,0.3039897681411534,0.9775764972784762,0.20820689393030722,true,150,-0.8784896295700935,0.05,0.05,1.153233188,0.0,2
128,1.0,5.3,1.0,100.0,0.0,0.3824079875071926,0.30015753080561514,0.980502806016581,0.19786244352282267,true,149,-0.8693649126453586,0.05,0.05,1.150875088,0.0,2
128,1.0,5.4,1.0,100.0,0.0,0.3863845797035512,0.2963770501205798,0.9878797118680893,0.18914272389769504,true,148,-0.860468722388858,0.05,0.05,1.139209258,0.0,2
128,1.0,5.5,1.0,100.0,0.0,0.39017446442769343,0.29265132268744753,0.9991751600522125,0.18176433444061502,true,147,-0.8517950217523094,0.05,0.05,1.135323121,0.0,2
128,1.0,5.6,1.0,100.0,0.0,0.3937874126238221,0.2889827212957089,0.9632913748778282,0.16672812615003973,true,147,-0.8433377375619493,0.05,0.05,1.129603249,0.0,2
128,1.0,5.7,1.0,100.0,0.0,0.3972328237173042,0.285373072578357,0.9804272531751534,0.16167060509841846,true,146,-0.8350908004008211,0.05,0.05,1.125269624,0.0,2
