L,U,V,t,β,δ,m,uS,ud,vS,vd,Qm,QuS,Qud,QvS,Qvd,Converged,I,f,g,g0,ΔT,μ
128,0.0,1.0,1.0,100.0,0.0,0.0,0.40522093839117435,-2.183223771906606e-8,-7.494483733287724e-6,1.3419514116467038e-12,0.3120356838859201,0.9584424005174563,7.389915314487304e-5,0.07399696097437387,3.739685558896058e-9,true,127,-1.4570202958913736,0.05,0.05,2.091101445,0.0
128,0.0,1.1,1.0,100.0,0.0,0.0,0.4052194692614538,-8.069468336591168e-9,-6.861953603891563e-6,4.0466787312719253e-13,0.3120356838859201,0.9593190079680847,2.613928108195104e-5,0.06159413171242686,1.1056224265506556e-9,true,127,-1.4405999551359137,0.05,0.05,2.104670221,0.0
128,0.0,1.2,1.0,100.0,0.0,0.0,0.4052178636140624,-2.8215615573146113e-9,-6.1728578191438865e-6,1.1574585220837212e-13,0.3120356838859201,0.9602230214049712,8.796309150862132e-6,0.050792726330219855,3.106059547875441e-10,true,127,-1.424179739163534,0.05,0.05,2.089474436,0.0
128,0.0,1.3,1.0,100.0,0.0,0.0,0.40521610475048897,-9.30554147626772e-10,-5.4589863054932675e-6,3.118975396854343e-14,0.3120356838859201,0.9611516701915068,2.8047901682165746e-6,0.041464610258099784,8.232533257705984e-11,true,127,-1.4077596597465472,0.05,0.05,2.092442872,0.0
128,0.0,1.4,1.0,100.0,0.0,0.0,0.4052141734695953,-2.8838263721464585e-10,-4.746956682563139e-6,7.859935454955367e-15,0.3120356838859201,0.9621022871710849,8.435402808634769e-7,0.033481801291561246,2.0431136977527717e-11,true,127,-1.3913397301173163,0.05,0.05,2.09319297,0.0
128,0.0,1.5,1.0,100.0,0.0,0.0,0.4052120476277312,-8.359754208320247e-11,-4.058376555334693e-6,1.8386833236042348e-15,0.3120356838859201,0.9630722169480244,2.3804771055848712e-7,0.026717482991880225,4.711972218140869e-12,true,127,-1.3749199651898616,0.05,0.05,2.091535087,0.0
128,0.0,1.6,1.0,100.0,0.0,0.0,0.40520970161002423,-2.254596509487783e-11,-3.41007167943543e-6,3.961950818063279e-16,0.3120356838859201,0.9640587317729654,6.266330173906866e-8,0.021047044713097575,1.0019445531001003e-12,true,127,-1.3585003818209709,0.05,0.05,2.089994756,0.0
128,0.0,1.7,1.0,100.0,0.0,0.0,0.4052071056922776,-5.621413057266267e-12,-2.814379591550368e-6,7.797880603629655e-17,0.3120356838859201,0.9650589481317029,1.5283814567762475e-8,0.016349134988803964,1.9476931455098344e-13,true,127,-1.3420809991188896,0.05,0.05,2.094348369,0.0
128,0.0,1.8,1.0,100.0,0.0,0.0,0.4052042252673721,-1.2861899045812919e-12,-2.2795062305762813e-6,1.388826984053673e-17,0.3120356838859201,0.9660697382107841,3.4273999840259706e-9,0.01250670957323829,3.428734090600433e-14,true,127,-1.325661838809569,0.05,0.05,2.097355395,0.0
128,0.0,1.9,1.0,100.0,0.0,0.0,0.4052010199028051,-2.677615074109241e-13,-1.8099406938754845e-6,2.215017626849597e-18,0.3120356838859201,0.967087630646124,7.004750874746224e-10,0.009408050929788277,5.40876898689173e-15,true,127,-1.309242925672881,0.05,0.05,2.087185865,0.0
