L,U,V,t,β,δ,uS,ud,QuS,Qud,I,f,g,g0,ΔT,μ
30,3.0,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.236710308,0.2907427789238145
30,3.0,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.234454356,0.27524421617137235
30,3.0,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.231315539,0.25976335629973907
30,3.0,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.237615144,0.24430206877230873
30,3.5,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.232664048,0.3217850915572059
30,3.5,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.231111005,0.30625675779635236
30,3.5,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.2355868,0.2907427789238145
30,3.5,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.231597759,0.27524421617137235
30,3.5,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.230055806,0.25976335629973907
30,3.5,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.237138691,0.24430206877230873
30,4.0,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.232577015,0.3217850915572059
30,4.0,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.231841766,0.30625675779635236
30,4.0,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.236105883,0.2907427789238145
30,4.0,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.232326606,0.27524421617137235
30,4.0,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.231557472,0.25976335629973907
30,4.0,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.236967961,0.24430206877230873
30,4.5,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.232048684,0.3217850915572059
30,4.5,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.231121555,0.30625675779635236
30,4.5,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.23579461,0.2907427789238145
30,4.5,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.233306062,0.27524421617137235
30,4.5,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.231685893,0.25976335629973907
30,4.5,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.237026941,0.24430206877230873
30,5.0,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.232342335,0.3217850915572059
30,5.0,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.232228261,0.30625675779635236
30,5.0,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.235972323,0.2907427789238145
30,5.0,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.232663777,0.27524421617137235
30,5.0,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.231538788,0.25976335629973907
30,5.0,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.237632156,0.24430206877230873
30,5.5,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.232346983,0.3217850915572059
30,5.5,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.232128153,0.30625675779635236
30,5.5,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.237512111,0.2907427789238145
30,5.5,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.234015323,0.27524421617137235
30,5.5,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.24193165,0.25976335629973907
30,5.5,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.238613897,0.24430206877230873
30,6.0,1.0,1.0,100.0,0.1,0.3954960284364909,-8.924063736696593e-5,0.8538145555530785,0.06533822620951601,20,-0.7912924399331639,0.2,0.2,0.234034048,0.3217850915572059
30,6.0,1.2,1.0,100.0,0.1,0.3954928645118959,-6.851552062427639e-5,0.8547023888456184,0.04256455950066934,20,-0.7912958029708028,0.2,0.2,0.242435625,0.30625675779635236
30,6.0,1.4,1.0,100.0,0.1,0.3954893247862696,-4.799661893858066e-5,0.8557236817635538,0.02602931732994795,20,-0.7912989785564369,0.2,0.2,0.237769233,0.2907427789238145
30,6.0,1.6,1.0,100.0,0.1,0.3954853243302593,-3.149693411770392e-5,0.8564994979473162,0.015221127666427772,20,-0.7913019125813134,0.2,0.2,0.23500005,0.27524421617137235
30,6.0,1.8,1.0,100.0,0.1,0.39548075363253893,-1.8593324052591757e-5,0.8574580446785496,0.008131516976151113,20,-0.7913045274949863,0.2,0.2,0.240766625,0.25976335629973907
30,6.0,2.0,1.0,100.0,0.1,0.3954754686692582,-9.78354831506915e-6,0.85858880962002,0.003918533572472604,20,-0.7913067146706126,0.2,0.2,0.240185726,0.24430206877230873
