IuS,CuS,MuS
0.1,0.35931851969569784,0.10259318519695698
0.10259318519695698,0.3593174907037955,0.10516042825202536
0.10516042825202536,0.35931641410693216,0.10770198811057442
0.10770198811057442,0.3593152871654408,0.11021812110112308
0.11021812110112308,0.3593141069608056,0.1127090809597199
0.1127090809597199,0.3593128703827292,0.11517511885394999
0.11517511885394999,0.35931157411508763,0.11761648340656136
0.11761648340656136,0.3593102146206567,0.12003342071870231
0.12003342071870231,0.35930878812447586,0.12242617439276003
0.12242617439276003,0.35930729059569977,0.12479498555478942
0.12479498555478942,0.359305717727771,0.12714009287651923
0.12714009287651923,0.3593040649167224,0.12946173259692126
0.12946173259692126,0.3593023272373975,0.13176013854332602
0.13176013854332602,0.3593004994173451,0.1340355421520662
0.1340355421520662,0.35929857580811686,0.1362881724886267
0.1362881724886267,0.3592965503536586,0.138518256267277
0.138518256267277,0.35929441655544264,0.14072601787015865
0.14072601787015865,0.35929216743394365,0.14291167936579652
0.14291167936579652,0.35928979548600654,0.14507546052699863
0.14507546052699863,0.35928729263758596,0.1472175788481045
0.1472175788481045,0.35928465019127287,0.14933824956153616
0.14933824956153616,0.35928185876792995,0.15143768565360008
0.15143768565360008,0.3592789082416699,0.15351609787948078
0.15351609787948078,0.35927578766728785,0.15557369477735886
0.15557369477735886,0.35927248519913557,0.15761068268157663
0.15761068268157663,0.35926898800026685,0.15962726573476352
0.15962726573476352,0.359265282140506,0.16162364589882094
0.16162364589882094,0.35926135248188296,0.16360002296465156
0.16360002296465156,0.3592571825496295,0.16555659456050134
0.16555659456050134,0.35925275438664495,0.16749355615876277
0.16749355615876277,0.35924804838899665,0.1694111010810651
0.1694111010810651,0.3592430431196172,0.17130942050145062
0.17130942050145062,0.35923771509688207,0.17318870344740495
0.17318870344740495,0.3592320385541807,0.1750491367984727
0.1750491367984727,0.35922598516591386,0.17689090528214713
0.17689090528214713,0.35921952373453814,0.17871419146667103
0.17871419146667103,0.35921261983229325,0.18051917575032725
0.18051917575032725,0.35920523539007315,0.1823060363467247
0.1823060363467247,0.35919732822446615,0.18407494926550214
0.18407494926550214,0.35918885149225377,0.18582608828776964
0.18582608828776964,0.3591797530595294,0.18755962493548725
0.18755962493548725,0.3591699747700001,0.18927572843383236
0.18927572843383236,0.359159451593825,0.19097456566543228
0.19097456566543228,0.3591481106343817,0.19265630111512178
0.19265630111512178,0.35913586996541713,0.19432109680362475
0.19432109680362475,0.35912263726489313,0.19596911220823743
0.19596911220823743,0.35910830820409767,0.19760050416819602
0.19760050416819602,0.35909276454084915,0.19921542677192255
0.19921542677192255,0.3590758718532336,0.20081403122273567
0.20081403122273567,0.3590574768345169,0.2023964656788535
0.2023964656788535,0.3590374040495724,0.2039628750625607
0.2039628750625607,0.35901545202692264,0.20551340083220432
0.20551340083220432,0.3589913885263354,0.20704818070914563
0.20704818070914563,0.3589649447771326,0.2085673483498255
0.2085673483498255,0.3589358084232059,0.2100710329505593
0.2100710329505593,0.3589036148319531,0.21155935876937323
0.21155935876937323,0.3588679363185357,0.21303244454486486
0.21303244454486486,0.35882826869348794,0.2144904027863511
0.2144904027863511,0.3587840143456273,0.21593333890194386
0.21593333890194386,0.3587344608014318,0.21736135012093874
0.21736135012093874,0.3586787533243547,0.21877452415297288
0.21877452415297288,0.3586158595852612,0.22017293750729577
0.22017293750729577,0.35854452367712675,0.22155665336899408
0.22155665336899408,0.35846320565602896,0.2229257188918644
0.2229257188918644,0.35837000120312085,0.22428016171497697
0.22428016171497697,0.3582625336682723,0.22561998543450992
0.22561998543450992,0.3581378072877984,0.2269451636530428
0.2269451636530428,0.35799200516105234,0.2282556320681229
0.2282556320681229,0.357820207671022,0.2295512778241519
0.2295512778241519,0.3576159949302643,0.23083192499521302
0.23083192499521302,0.3573708781048906,0.23209731452630977
0.23209731452630977,0.3570734752080199,0.23334707613312686
0.23334707613312686,0.35670830079582105,0.2345806883797538
0.2345806883797538,0.3562539654874889,0.23579742115083113
0.23579742115083113,0.3556804630492407,0.23699625156981521
0.23699625156981521,0.3549450311552422,0.2381757393656695
0.2381757393656695,0.3539857595595311,0.2393338395676081
0.2393338395676081,0.3527116126254439,0.24046761729818647
0.24046761729818647,0.35098673858431056,0.2415728085110477
0.2415728085110477,0.348605838391429,0.24264313880985153
0.24264313880985153,0.34525650917894135,0.24366927251354242
0.24366927251354242,0.3404668818064879,0.24463724860647187
0.24463724860647187,0.3335540292147143,0.2455264164125543
0.2455264164125543,0.32365265260150267,0.2463076787744438
0.2463076787744438,0.31005752454745894,0.24694517723217393
0.24694517723217393,0.2932130353397808,0.24740785581325
0.24740785581325,0.2758954547324925,0.24769273180244242
0.24769273180244242,0.2622400423206911,0.2478382049076249
0.2478382049076249,0.25417342895870576,0.24790155714813572
0.24790155714813572,0.25040055302587133,0.24792654710691306
0.24792654710691306,0.2488664857883476,0.2479359464937274
0.2479359464937274,0.24828262068774953,NaN
